"mass_GeV","channel_001","channel_002","channel_003","channel_004","channel_005","channel_006","channel_007","channel_008","channel_009","channel_010","channel_011","channel_012","channel_013","channel_014","channel_015","channel_016","channel_017","channel_018","channel_019","channel_020","channel_021","channel_022","channel_023","channel_024","channel_025","channel_026","channel_027","channel_028","channel_029","channel_030","channel_031","channel_032"
0.562,0.000024343149809962044,0.9957715525933915,9.760303269550456e-97,0.0013780632461292757,0.001298908236129984,0.00025238278092161144,8.4727580802205e-18,6.636782652714536e-20,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,0.001274749993617609,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,0,9.760303269550456e-97,0,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97,9.760303269550456e-97
0.5630000000000001,0.00002434689478956849,0.9962115173663506,9.74446584436433e-97,0.001246007389313906,0.0011657806371300672,0.00022529552592431387,1.1953240541526385e-17,1.786527318135868e-19,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,0.0011270521864915023,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,0,9.74446584436433e-97,0,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97,9.74446584436433e-97
0.5640000000000001,0.000024348895158112038,0.9965785588200413,9.727987565141181e-97,0.0011349413260341578,0.0010545265886066425,0.0002027022704025918,1.6568339371821837e-17,3.951846788826483e-19,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,0.0010049220997572104,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,0,9.727987565141181e-97,0,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97,9.727987565141181e-97
0.5650000000000001,0.00002434956161494914,0.9968894417500288,9.711035628819288e-97,0.0010405163230539345,0.0009605328314674858,0.00018358984877581193,2.2605852420906208e-17,7.673486282991576e-19,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,0.0009015696850589282,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,0,9.711035628819288e-97,0,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97,9.711035628819288e-97
0.5660000000000001,0.000024349156738809503,0.9971548846642386,9.693717081974741e-97,0.0009594644150177846,0.0008801951915789305,0.00016727668150714155,3.040761094776779e-17,1.3586588187533931e-18,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,0.0008138298909187271,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,0,9.693717081974741e-97,0,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97,9.693717081974741e-97
0.5670000000000001,0.000024347892352567607,0.9973835394171715,9.676118045072003e-97,0.0008892918639733749,0.0008111990939136716,0.0001532123795895834,4.0376288862014414e-17,2.246511273728195e-18,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,0.0007384093529991917,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,0,9.676118045072003e-97,0,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97,9.676118045072003e-97
0.5680000000000001,0.000024345924076466085,0.9975817649466071,9.658301735875709e-97,0.0008280670858949772,0.0007513672342376573,0.00014100211359669508,5.298259099384439e-17,3.524339412728669e-18,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,0.0006734526955871963,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,0,9.658301735875709e-97,0,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97,9.658301735875709e-97
0.5690000000000001,0.000024343389259402317,0.9977551786126522,9.640323692026936e-97,0.000774274980040207,0.0006991354523867135,0.00013032126804573071,6.877295046391832e-17,5.3041279676556956e-18,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,0.0006167462976156859,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,0,9.640323692026936e-97,0,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97,9.640323692026936e-97
0.5700000000000001,0.000024340382818861755,0.9979076645469895,9.622222287473067e-97,0.0007267120378786319,0.0006533374110873268,0.00012093002559325692,8.837755246454873e-17,7.71923852897057e-18,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,0.0005670155956323218,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,0,9.622222287473067e-97,0,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97,9.622222287473067e-97
0.5710000000000001,0.00002433698565585006,0.9980425364512919,9.60403009606093e-97,0.0006844124872466598,0.000612812074190562,0.00011263717422658521,1.1251888844520077e-16,1.0927533495586442e-17,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,0.0005232648273882448,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,0,9.60403009606093e-97,0,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97,9.60403009606093e-97
0.5720000000000001,0.000024333262045691406,0.9981624297211051,9.585772914375983e-97,0.0006465935040171063,0.0005768343596219279,0.00010526279518871564,1.420206738428669e-16,1.5114770003448797e-17,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,0.0004845463580213122,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,0,9.585772914375983e-97,0,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97,9.585772914375983e-97
0.5730000000000001,0.000024329273756076463,0.9982698797555687,9.567475372796566e-97,0.0006126150839582114,0.0005446173216866568,0.00009866440444249092,1.7781726179523704e-16,2.0498262243011213e-17,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,0.00044989416058759937,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,0,9.567475372796566e-97,0,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97,9.567475372796566e-97
0.5740000000000001,0.000024325056262868572,0.998366345610807,9.549151608824284e-97,0.000581949030489009,0.0005158829565021817,0.00009274104274290761,2.2096322492199818e-16,2.7330767020245038e-17,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,0.0004187563031958305,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,0,9.549151608824284e-97,0,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97,9.549151608824284e-97
0.5750000000000001,0.00002432064265073803,0.9984531897239503,9.53081472454783e-97,0.0005541565401686164,0.0004899551278286278,0.00008739428955661847,2.7264357111163185e-16,3.590463262992304e-17,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,0.0003909836758448533,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,0,9.53081472454783e-97,0,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97,9.53081472454783e-97
0.5760000000000001,0.000024316066730716543,0.9985318057822393,9.51247801522245e-97,0.0005288705335711272,0.0004666460604149762,0.00008255342906277798,3.3418428036239497e-16,4.655617550103766e-17,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,0.00036580812798088795,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,0,9.51247801522245e-97,0,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97,9.51247801522245e-97
0.5770000000000001,0.00002431136125922636,0.9986035455886286,9.49415427208535e-97,0.0005057818630968859,0.0004454603472479938,0.0000781474838210409,4.0706315867044306e-16,5.96702748769269e-17,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,0.00034275335594568027,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,0,9.49415427208535e-97,0,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97,9.49415427208535e-97
0.5780000000000001,0.000024306533720663728,0.998668723977726,9.47584634561153e-97,0.00048462808235297055,0.00042618729193550633,0.00007412226935949511,4.929205415428386e-16,7.568510612125363e-17,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,0.0003220318449048245,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,0,9.47584634561153e-97,0,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97,9.47584634561153e-97
0.5790000000000001,0.00002430160543055354,0.9987282244654011,9.457562449304562e-97,0.0004651858133988766,0.0004086259384082397,0.00007045007754212271,5.935712466735772e-16,9.509720869786166e-17,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,0.00030321209981842124,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,0,9.457562449304562e-97,0,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97,9.457562449304562e-97
0.5800000000000001,0.000024296595575241914,0.9987828438913118,9.43930991282982e-97,0.00044726364172606773,0.00039262592347074233,0.0000670594126861862,7.110160751171004e-16,1.1846664441594772e-16,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,0.0002859105352291742,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,0,9.43930991282982e-97,0,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97,9.43930991282982e-97
0.5810000000000001,0.00002429151662441103,0.9988331036627258,9.421093410434693e-97,0.0004306966332856798,0.0003779142182413712,0.00006395058021385755,8.474535460575849e-16,1.4642232370349872e-16,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,0.0002700433889079678,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,0,9.421093410434693e-97,0,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97,9.421093410434693e-97
0.5820000000000001,0.000024286376995092832,0.9988793589568012,9.402916015183238e-97,0.00041534203545453245,0.0003644108154124025,0.00006107621574438439,1.005291925309644e-15,1.7966750445051743e-16,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,0.0002555255995910984,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,0,9.402916015183238e-97,0,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97,9.402916015183238e-97
0.5830000000000001,0.000024281191388473378,0.9989222237541149,9.384783207907133e-97,0.00040107591018674496,0.0003519380732525468,0.000058421651159696315,1.1871618064154066e-15,2.189855079957897e-16,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,0.00024205941989628672,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,0,9.384783207907133e-97,0,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97,9.384783207907133e-97
0.5840000000000001,0.000024275962128032342,0.9989618032242996,9.366695656053984e-97,0.000387789915769058,0.0003405966322072124,0.000055956674173729664,1.395927589472272e-15,2.6524534490388743e-16,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,0.0002295775914206593,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,0,9.366695656053984e-97,0,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97,9.366695656053984e-97
0.5850000000000001,0.000024270702698281405,0.9989986619433108,9.348658321545717e-97,0.0003753893174796097,0.00032998112810382965,0.00005365292313744482,1.6347008555441256e-15,3.194077800469975e-16,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,0.00021804398526819316,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,0,9.348658321545717e-97,0,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97,9.348658321545717e-97
0.5860000000000001,0.0000242654182366983,0.9990330213045531,9.330672922786692e-97,0.000363790692601585,0.00032015944483329453,0.00005150855915973685,1.906851690520374e-15,3.825311053350617e-16,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,0.00020725458061310843,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,0,9.330672922786692e-97,0,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97,9.330672922786692e-97
0.587,0.000024260109085424638,0.9990649053452925,9.312739325683612e-97,0.0003529203614574235,0.00031112338086992496,0.00004949708590189201,2.2160207865733163e-15,4.557771146004468e-16,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,0.00019729371739009315,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,0,9.312739325683612e-97,0,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97,9.312739325683612e-97
0.588,0.000024254782171314342,0.9990946092616212,9.294859920433171e-97,0.0003427131865451482,0.00030273771591644876,0.000047636777683712914,2.5661323471058414e-15,5.404173062940228e-16,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,0.00018804827605894912,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,0,9.294859920433171e-97,0,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97,9.294859920433171e-97
0.589,0.000024249446063753125,0.9991224961184897,9.277037709378242e-97,0.00033311133920635206,0.0002948843198530026,0.00004588545661582952,2.961405763055835e-15,6.378388949812581e-16,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,0.00017937331976768217,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,0,9.277037709378242e-97,0,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97,9.277037709378242e-97
0.59,0.00002424410119057046,0.9991485937082545,9.259272565095231e-97,0.00032406319559590474,0.0002875860691770719,0.00004422579658512471,3.406365959737241e-15,7.4955055983817615e-16,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,0.00017128712919251376,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,0,9.259272565095231e-97,0,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97,9.259272565095231e-97
0.591,0.000024238750948232055,0.9991730521215141,9.241565492881887e-97,0.0003155226743463438,0.0002808266294530169,0.000042680283028477274,3.905855593092268e-15,8.771885965018794e-16,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,0.00016367954070519068,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,0,9.241565492881887e-97,0,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97,9.241565492881887e-97
0.592,0.000024233399276438304,0.9991960438925047,9.22391769801389e-97,0.0003074485011646654,0.00027451349440470266,0.00004122214827907178,4.465045553366934e-15,1.0225227168688018e-15,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,0.00015653856436509286,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,0,9.22391769801389e-97,0,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97,9.22391769801389e-97
0.593,0.00002422804915114426,0.9992177018743154,9.206330011426733e-97,0.000299803592652069,0.0002685903583975051,0.0000398419592573691,5.089444844991319e-15,1.1874616894529098e-15,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,0.00014983416622027285,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,0,9.206330011426733e-97,0,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97,9.206330011426733e-97
0.594,0.00002422270154111988,0.9992380761457749,9.188802497041291e-97,0.00029255453406868234,0.00026309793467377317,0.000038535207456548796,5.784909698168426e-15,1.3740587664225587e-15,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,0.0001435134764779893,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,0,9.188802497041291e-97,0,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97,9.188802497041291e-97
0.595,0.000024217360867802422,0.9992573591961817,9.171336525905464e-97,0.0002856712070679305,0.00025791135891455345,0.00003728632032285561,6.557653455105938e-15,1.58451724843473e-15,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,0.00013755455663701168,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,0,9.171336525905464e-97,0,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97,9.171336525905464e-97
0.596,0.0000242120251213089,0.9992754781650927,9.153931028352143e-97,0.0002791262917451215,0.000253096499376308,0.00003611531458961584,7.414251963925919e-15,1.8211949173040756e-15,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,0.00013197170406579437,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,0,9.153931028352143e-97,0,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97,9.153931028352143e-97
0.597,0.00002420669883516256,0.9992926301444348,9.136587411627416e-97,0.0002728950932400564,0.0002486107780138538,0.000035004404130539186,8.361653766507253e-15,2.0866095313607573e-15,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,0.0001266528813351057,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,0,9.136587411627416e-97,0,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97,9.136587411627416e-97
0.598,0.000024201383336869413,0.9993088799318615,9.119305865507294e-97,0.00026695514087009844,0.0002444014799942517,0.00003394276636260225,9.407183361519543e-15,2.3834425518226953e-15,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,0.00012161929756287454,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,0,9.119305865507294e-97,0,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97,9.119305865507294e-97
0.599,0.000024196082072979635,0.9993243798049339,9.102087375642985e-97,0.0002612860016213086,0.00024041253249583927,0.000032929096658630463,1.0558547458355923e-14,2.7145434683488403e-15,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,0.00011679648220396683,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,0,9.102087375642985e-97,0,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97,9.102087375642985e-97
0.6,0.000024190790686416833,0.9993389597108815,9.084929990437394e-97,0.00025586895621500873,0.00023674504166790191,0.00003196075920410227,1.1823833909962852e-14,3.082932123750662e-15,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,0.00011227474133003032,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,0,9.084929990437394e-97,0,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97,9.084929990437394e-97
0.601,0.0000241855149356827,0.9993528673188131,9.067835563899607e-97,0.000250687003652764,0.00023324547727544752,0.000031033592537675805,1.3211521124932954e-14,3.491803566327833e-15,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,0.00010798109276850171,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,0,9.067835563899607e-97,0,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97,9.067835563899607e-97
0.602,0.00002418025372445912,0.9993660671213477,9.05080337192254e-97,0.0002457245114794712,0.00022998318380374985,0.00003014511183090516,1.4730470762150218e-14,3.944528420790041e-15,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,0.00010389981779508927,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,0,9.05080337192254e-97,0,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97,9.05080337192254e-97
