curve,m_phi_GeV,gamma_GeV
mumu,9.5781631768e-01,6.5709226636e-09
mumu,9.6487330257e-01,6.6271892648e-09
mumu,9.7154994745e-01,6.6796650134e-09
mumu,9.7810959199e-01,6.7311210247e-09
mumu,9.8526130307e-01,6.7873121645e-09
mumu,9.8734561865e-01,6.8046963933e-09
mumu,9.8745543413e-01,6.8046963933e-09
mumu,9.9933287938e-01,6.8996355491e-09
mumu,1.0000000000e+00,6.9040489154e-09
mumu,1.0062479746e+00,6.9527860774e-09
mumu,1.0130982261e+00,7.0078396009e-09
mumu,1.0205625307e+00,7.0663411623e-09
mumu,1.0275673714e+00,7.1207758877e-09
mumu,1.0351958458e+00,7.1802198514e-09
mumu,1.0427649435e+00,7.2401604461e-09
mumu,1.0498638071e+00,7.2959341678e-09
mumu,1.0575989782e+00,7.3568407475e-09
mumu,1.0649172580e+00,7.4135133022e-09
mumu,1.0721072935e+00,7.4706224272e-09
mumu,1.0800063498e+00,7.5313814173e-09
mumu,1.0873587274e+00,7.5893989395e-09
mumu,1.0954310820e+00,7.6527549504e-09
mumu,1.0999483721e+00,7.6870885779e-09
mumu,1.1034406050e+00,7.7149956555e-09
mumu,1.1108907557e+00,7.7727702779e-09
mumu,1.1191377918e+00,7.8359866533e-09
mumu,1.1268192402e+00,7.8963502519e-09
mumu,1.1344272213e+00,7.9554829688e-09
mumu,1.1427218907e+00,8.0201853568e-09
mumu,1.1505012180e+00,8.0802454270e-09
mumu,1.1590423310e+00,8.1459625150e-09
mumu,1.1669976563e+00,8.2087144240e-09
mumu,1.1749422629e+00,8.2701858643e-09
mumu,1.1835989851e+00,8.3374482035e-09
mumu,1.1916565921e+00,8.3998836741e-09
mumu,1.2005699951e+00,8.4682008600e-09
mumu,1.2092810199e+00,8.5370736772e-09
mumu,1.2175134802e+00,8.5991709531e-09
mumu,1.2265520627e+00,8.6691089646e-09
mumu,1.2349707725e+00,8.7340280964e-09
mumu,1.2433089638e+00,8.7994338590e-09
mumu,1.2523997513e+00,8.8691095017e-09
mumu,1.2609958544e+00,8.9355268369e-09
mumu,1.2703572596e+00,9.0062800904e-09
mumu,1.2795746428e+00,9.0775940775e-09
mumu,1.2882856432e+00,9.1455721740e-09
mumu,1.2977774551e+00,9.2179891107e-09
mumu,1.3066850174e+00,9.2870185637e-09
mumu,1.3163856108e+00,9.3605555085e-09
mumu,1.3260106989e+00,9.4346742224e-09
mumu,1.3350378236e+00,9.5053268533e-09
mumu,1.3449488839e+00,9.5805918951e-09
mumu,1.3542555421e+00,9.6523372471e-09
mumu,1.3633991315e+00,9.7225467676e-09
mumu,1.3733679711e+00,9.7974432595e-09
mumu,1.3827943841e+00,9.8708125276e-09
mumu,1.3930599798e+00,9.9489715566e-09
mumu,1.4032457121e+00,1.0025612285e-08
mumu,1.4127986319e+00,1.0098536947e-08
mumu,1.4232078085e+00,1.0178499698e-08
mumu,1.4329763083e+00,1.0254721991e-08
mumu,1.4426514003e+00,1.0327112273e-08
mumu,1.4531997129e+00,1.0408884373e-08
mumu,1.4631740687e+00,1.0484596893e-08
mumu,1.4739544210e+00,1.0567616564e-08
mumu,1.4841537603e+00,1.0644483676e-08
mumu,1.4942574804e+00,1.0721910493e-08
mumu,1.5052668272e+00,1.0804505465e-08
mumu,1.5155985570e+00,1.0883095669e-08
mumu,1.5268500649e+00,1.0969270753e-08
mumu,1.5380140394e+00,1.1053770633e-08
mumu,1.5484844258e+00,1.1134174558e-08
mumu,1.5598933265e+00,1.1219945358e-08
mumu,1.5706873383e+00,1.1301557403e-08
mumu,1.5812921977e+00,1.1383763702e-08
mumu,1.5928542404e+00,1.1471457182e-08
mumu,1.6037871458e+00,1.1552436029e-08
mumu,1.6156933485e+00,1.1643911118e-08
mumu,1.6274164009e+00,1.1733607973e-08
mumu,1.6384954146e+00,1.1816438028e-08
mumu,1.6505674969e+00,1.1907464564e-08
mumu,1.6618965298e+00,1.1994077511e-08
mumu,1.6743272294e+00,1.2089049629e-08
mumu,1.6865695227e+00,1.2179579187e-08
mumu,1.6980512108e+00,1.2268172121e-08
mumu,1.7105620874e+00,1.2362678537e-08
mumu,1.7223986836e+00,1.2452602637e-08
mumu,1.7341243111e+00,1.2540507545e-08
mumu,1.7468038269e+00,1.2637112555e-08
mumu,1.7587933740e+00,1.2726319948e-08
mumu,1.7718503381e+00,1.2827089445e-08
mumu,1.7848056724e+00,1.2923146563e-08
mumu,1.7969561500e+00,1.3014373116e-08
mumu,1.8101957370e+00,1.3114627804e-08
mumu,1.8226203875e+00,1.3210022180e-08
mumu,1.8242428604e+00,1.3221289805e-08
mumu,1.8349262574e+00,1.3303273833e-08
mumu,1.8484455999e+00,1.3402896181e-08
mumu,1.8610292945e+00,1.3500387390e-08
mumu,1.8748452395e+00,1.3604386031e-08
mumu,1.8884486308e+00,1.3706264023e-08
mumu,1.9013046548e+00,1.3803018727e-08
mumu,1.9153130863e+00,1.3906384203e-08
mumu,1.9284592314e+00,1.4007536964e-08
mumu,1.9427757640e+00,1.4115442373e-08
mumu,1.9569808632e+00,1.4221147468e-08
mumu,1.9703034632e+00,1.4321536817e-08
mumu,1.9849306116e+00,1.4431861086e-08
mumu,1.9985546193e+00,1.4533738688e-08
mumu,1.9998887863e+00,1.4543035225e-08
mumu,2.0001112198e+00,1.4546135391e-08
mumu,2.0268726637e+00,1.4745939720e-08
mumu,2.0407845499e+00,1.4850034471e-08
mumu,2.0559349361e+00,1.4964429959e-08
mumu,2.0708522673e+00,1.5076491972e-08
mumu,2.0849500733e+00,1.5182920162e-08
mumu,2.1003115376e+00,1.5299879996e-08
mumu,2.1147274877e+00,1.5407884290e-08
mumu,2.1290055602e+00,1.5513343994e-08
mumu,2.1445723563e+00,1.5632849209e-08
mumu,2.1592920695e+00,1.5739848691e-08
mumu,2.1752013006e+00,1.5861098758e-08
mumu,2.1902530349e+00,1.5973064784e-08
mumu,2.2051636892e+00,1.6085821197e-08
mumu,2.2212873360e+00,1.6206281698e-08
mumu,2.2365335982e+00,1.6320685316e-08
mumu,2.2532625161e+00,1.6446408892e-08
mumu,2.2696116051e+00,1.6569569696e-08
mumu,2.2850625112e+00,1.6686537842e-08
mumu,2.3020263694e+00,1.6811495961e-08
mumu,2.3178268335e+00,1.6930170993e-08
mumu,2.3334761784e+00,1.7046050031e-08
mumu,2.3506687296e+00,1.7173701315e-08
mumu,2.3666714509e+00,1.7294934156e-08
mumu,2.3842411579e+00,1.7428162690e-08
mumu,2.4016741777e+00,1.7558675468e-08
mumu,2.4178896373e+00,1.7678856323e-08
mumu,2.4357041288e+00,1.7811246449e-08
mumu,2.4524221196e+00,1.7936978879e-08
mumu,2.4707658143e+00,1.8075154279e-08
mumu,2.4888314824e+00,1.8210512128e-08
mumu,2.5057747786e+00,1.8335154498e-08
mumu,2.5242367530e+00,1.8476397197e-08
mumu,2.5417037792e+00,1.8602859425e-08
mumu,2.5588646811e+00,1.8734179977e-08
mumu,2.5777178464e+00,1.8874473014e-08
mumu,2.5797255359e+00,1.8890573223e-08
mumu,2.5800124973e+00,1.8890573223e-08
mumu,2.6146784013e+00,1.9150052335e-08
mumu,2.6337963249e+00,1.9293459680e-08
mumu,2.6515790110e+00,1.9425514315e-08
mumu,2.6712638161e+00,1.9570983420e-08
mumu,2.6895986227e+00,1.9709139189e-08
mumu,2.7077580708e+00,1.9844038955e-08
mumu,2.7275565715e+00,1.9992643297e-08
mumu,2.7462777557e+00,2.0133774555e-08
mumu,2.7665117010e+00,2.0284547509e-08
mumu,2.7856552034e+00,2.0427740480e-08
mumu,2.8046191559e+00,2.0567558733e-08
mumu,2.8252829874e+00,2.0721581235e-08
mumu,2.8446749384e+00,2.0867858183e-08
mumu,2.8657932500e+00,2.1024128365e-08
mumu,2.8867472673e+00,2.1181569941e-08
mumu,2.9063994259e+00,2.1326547801e-08
mumu,2.9278131526e+00,2.1486254079e-08
mumu,2.9480727749e+00,2.1637928974e-08
mumu,2.9679773712e+00,2.1786030396e-08
mumu,2.9896785351e+00,2.1949177563e-08
mumu,3.0101988511e+00,2.2099409335e-08
mumu,3.0325459800e+00,2.2264903275e-08
mumu,3.0547192547e+00,2.2431635311e-08
mumu,3.0753438994e+00,2.2585169279e-08
mumu,3.0980023727e+00,2.2754300887e-08
mumu,3.1194396553e+00,2.2914928377e-08
mumu,3.1425978113e+00,2.3086528165e-08
mumu,3.1655757144e+00,2.3259414256e-08
mumu,3.1871261036e+00,2.3418613981e-08
mumu,3.2107867058e+00,2.3593986935e-08
mumu,3.2330044235e+00,2.3760540652e-08
mumu,3.2548328018e+00,2.3923170351e-08
mumu,3.2788137107e+00,2.4102321733e-08
mumu,3.3013185696e+00,2.4267290761e-08
mumu,3.3258269144e+00,2.4449019128e-08
mumu,3.3501445914e+00,2.4632107044e-08
mumu,3.3729514759e+00,2.4800702203e-08
mumu,3.3978026095e+00,2.4986425082e-08
mumu,3.4211241748e+00,2.5157445382e-08
mumu,3.4442227363e+00,2.5329636234e-08
mumu,3.4695989802e+00,2.5519320096e-08
mumu,3.4932190780e+00,2.5693987810e-08
mumu,3.5191520548e+00,2.5886398748e-08
mumu,3.5446861608e+00,2.6080251989e-08
mumu,3.5596995070e+00,2.6191676150e-08
mumu,3.5600954273e+00,2.6191676150e-08
mumu,3.5951116611e+00,2.6455400721e-08
mumu,3.6197875005e+00,2.6636475466e-08
mumu,3.6466600965e+00,2.6835945741e-08
mumu,3.6733236315e+00,2.7036909773e-08
mumu,3.6983306321e+00,2.7221964673e-08
mumu,3.7197824253e+00,2.7379088487e-08
mumu,3.7201961504e+00,2.7384924940e-08
mumu,3.7515676834e+00,2.7613534749e-08
mumu,3.7768972617e+00,2.7802536375e-08
mumu,3.8045130607e+00,2.8010738830e-08
mumu,3.8306261727e+00,2.8202459131e-08
mumu,3.8590639938e+00,2.8413656454e-08
mumu,3.8872805771e+00,2.8626433790e-08
mumu,3.9137440833e+00,2.8822368232e-08
mumu,3.9425797091e+00,2.9032019004e-08
mumu,3.9696404718e+00,2.9236960657e-08
mumu,3.9964424190e+00,2.9437073868e-08
mumu,4.0256634815e+00,2.9651195941e-08
mumu,4.0530690594e+00,2.9854144398e-08
mumu,4.0831582532e+00,3.0077708912e-08
mumu,4.1114125888e+00,3.0290033910e-08
mumu,4.1391717433e+00,3.0497354911e-08
mumu,4.1696682717e+00,3.0719187677e-08
mumu,4.1982877067e+00,3.0936041011e-08
mumu,4.2294549753e+00,3.1167707371e-08
mumu,4.2603797717e+00,3.1394417884e-08
mumu,4.2893832317e+00,3.1609297873e-08
mumu,4.3212267757e+00,3.1846007695e-08
mumu,4.3508864659e+00,3.2070813743e-08
mumu,4.3802624838e+00,3.2283441419e-08
mumu,4.4125353169e+00,3.2525197867e-08
mumu,4.4425746720e+00,3.2747817512e-08
mumu,4.4755554794e+00,3.2993053268e-08
mumu,4.5082797058e+00,3.3233041148e-08
mumu,4.5387184006e+00,3.3460505646e-08
mumu,4.5721587029e+00,3.3711076608e-08
mumu,4.6035407194e+00,3.3941813034e-08
mumu,4.6379744104e+00,3.4195990161e-08
mumu,4.6718862064e+00,3.4452070722e-08
mumu,4.7036910858e+00,3.4687878903e-08
mumu,4.7386104380e+00,3.4940192854e-08
mumu,4.7714002551e+00,3.5186841249e-08
mumu,4.8036154692e+00,3.5427678588e-08
mumu,4.8387383943e+00,3.5685375668e-08
mumu,4.8719500699e+00,3.5937284427e-08
mumu,4.9081185463e+00,3.6198688324e-08
mumu,4.9440055034e+00,3.6469764329e-08
mumu,4.9776629648e+00,3.6719382671e-08
mumu,5.0143373163e+00,3.6986475466e-08
mumu,5.0490350839e+00,3.7247568896e-08
mumu,5.0831248139e+00,3.7494518166e-08
mumu,5.1202914467e+00,3.7775300129e-08
mumu,5.1551489421e+00,3.8033854248e-08
mumu,5.1934198357e+00,3.8318673000e-08
mumu,5.2293568026e+00,3.8580946251e-08
mumu,5.2649567841e+00,3.8845014638e-08
mumu,5.3034529302e+00,3.9135909948e-08
mumu,5.3398543455e+00,3.9403776800e-08
mumu,5.3797955355e+00,3.9698856464e-08
mumu,5.4191313559e+00,3.9987619445e-08
mumu,5.4560233465e+00,4.0261315847e-08
mumu,5.4962220763e+00,4.0562817290e-08
mumu,5.5342544262e+00,4.0840450650e-08
mumu,5.5716202270e+00,4.1119984280e-08
mumu,5.6126707281e+00,4.1427915958e-08
mumu,5.6508802023e+00,4.1711470511e-08
mumu,5.6928312341e+00,4.2023831602e-08
mumu,5.7344558992e+00,4.2329506071e-08
mumu,5.7731734889e+00,4.2619231583e-08
mumu,5.8160324022e+00,4.2929239238e-08
mumu,5.8559520194e+00,4.3232283585e-08
mumu,5.8954898361e+00,4.3518911174e-08
mumu,5.9385962094e+00,4.3835460607e-08
mumu,5.9395870837e+00,4.3844805097e-08
mumu,5.9790245772e+00,4.4144902116e-08
mumu,6.0234116888e+00,4.4466007332e-08
mumu,6.0650919599e+00,4.4779899970e-08
mumu,6.1060419203e+00,4.5076788168e-08
mumu,6.1510298380e+00,4.5414350822e-08
mumu,6.1932487838e+00,4.5725190642e-08
mumu,6.2392262542e+00,4.6067606418e-08
mumu,6.2848460332e+00,4.6402697176e-08
mumu,6.3276315768e+00,4.6720301761e-08
mumu,6.3742522071e+00,4.7070172054e-08
mumu,6.4180032887e+00,4.7392345189e-08
mumu,6.4613359247e+00,4.7716723448e-08
mumu,6.5089416599e+00,4.8063807081e-08
mumu,6.5532526930e+00,4.8392781180e-08
mumu,6.6019027621e+00,4.8755176025e-08
mumu,6.6501743479e+00,4.9109815872e-08
mumu,6.6950746359e+00,4.9445949407e-08
mumu,6.7444024118e+00,4.9805611147e-08
mumu,6.7906941007e+00,5.0157196900e-08
mumu,6.8414874193e+00,5.0532804773e-08
mumu,6.8915107927e+00,5.0900374898e-08
mumu,6.9384262482e+00,5.1248763966e-08
mumu,6.9895470824e+00,5.1621539083e-08
mumu,7.0379127317e+00,5.1985943762e-08
mumu,7.0854308299e+00,5.2341763037e-08
mumu,7.1376347624e+00,5.2722491328e-08
mumu,7.1866254880e+00,5.3083351924e-08
mumu,7.2399775931e+00,5.3480872642e-08
mumu,7.2925090986e+00,5.3869883752e-08
mumu,7.3421544371e+00,5.4238597708e-08
mumu,7.3962498540e+00,5.4633120386e-08
mumu,7.4474297691e+00,5.5018787300e-08
mumu,7.4482582002e+00,5.5018787300e-08
mumu,7.4490866173e+00,5.5030515760e-08
mumu,7.4507438342e+00,5.5042246721e-08
mumu,7.4536448774e+00,5.5065719150e-08
mumu,7.4735680149e+00,5.5206755040e-08
mumu,7.4739836194e+00,5.5218523570e-08
mumu,7.4752306782e+00,5.5218523570e-08
mumu,7.4802208877e+00,5.5253847230e-08
mumu,7.4864633613e+00,5.5312768207e-08
mumu,7.4872960277e+00,5.5312768207e-08
mumu,7.4881288934e+00,5.5324559336e-08
mumu,7.4931277134e+00,5.5359950827e-08
mumu,7.4939611211e+00,5.5359950827e-08
mumu,7.4947947282e+00,5.5371752014e-08
mumu,7.4964621138e+00,5.5383555717e-08
mumu,7.4972958924e+00,5.5383555717e-08
mumu,7.4981298704e+00,5.5395364959e-08
mumu,7.4989638345e+00,5.5395364959e-08
mumu,7.4993809581e+00,5.5407173695e-08
mumu,7.4997979981e+00,5.5407173695e-08
pipi,2.7992451621e-01,5.0125134253e-10
pipi,2.7994008279e-01,5.0965518350e-10
pipi,2.8000236575e-01,5.2970319901e-10
pipi,2.8001793666e-01,5.3458078690e-10
pipi,2.8003350843e-01,5.3938827648e-10
pipi,2.8006465458e-01,5.4901634094e-10
pipi,2.8012696525e-01,5.6770093616e-10
pipi,2.8025162020e-01,6.0351597438e-10
pipi,2.8026720497e-01,6.0790588392e-10
pipi,2.8028279061e-01,6.1219718853e-10
pipi,2.8029837712e-01,6.2073856655e-10
pipi,2.8036073580e-01,6.3750068249e-10
pipi,2.8048549477e-01,6.6982007259e-10
pipi,2.8050109654e-01,6.7382992496e-10
pipi,2.8051669519e-01,6.7771923746e-10
pipi,2.8054789508e-01,6.8541930146e-10
pipi,2.8061030927e-01,7.0078399833e-10
pipi,2.8071956851e-01,7.3068289483e-10
pipi,2.8078202089e-01,7.4515377439e-10
pipi,2.8084448717e-01,7.5942539289e-10
pipi,2.8096946142e-01,7.8728206750e-10
pipi,2.8120393904e-01,8.4052575947e-10
pipi,2.8123521537e-01,8.4700065049e-10
pipi,2.8126649918e-01,8.5334346462e-10
pipi,2.8131342542e-01,8.6598743451e-10
pipi,2.8143860834e-01,8.9089007173e-10
pipi,2.8167347748e-01,9.3885314932e-10
pipi,2.8170481004e-01,9.4527915649e-10
pipi,2.8175181341e-01,9.5154630369e-10
pipi,2.8181449143e-01,9.6420552606e-10
pipi,2.8193989732e-01,9.8876596121e-10
pipi,2.8220657317e-01,1.0364603083e-09
pipi,2.8222226666e-01,1.0395580442e-09
pipi,2.8226935637e-01,1.0482362920e-09
pipi,2.8233215354e-01,1.0596941134e-09
pipi,2.8245778979e-01,1.0825253876e-09
pipi,2.8272495147e-01,1.1270283587e-09
pipi,2.8275640100e-01,1.1323260327e-09
pipi,2.8278785000e-01,1.1378911856e-09
pipi,2.8285076251e-01,1.1486138613e-09
pipi,2.8297662954e-01,1.1701138581e-09
pipi,2.8324428197e-01,1.2117429352e-09
pipi,2.8376457044e-01,1.2920392298e-09
pipi,2.8379613157e-01,1.2964533892e-09
pipi,2.8382769621e-01,1.3011599408e-09
pipi,2.8401717397e-01,1.3280607056e-09
pipi,2.8425419096e-01,1.3633416830e-09
pipi,2.8474466033e-01,1.4318485299e-09
pipi,2.8480800819e-01,1.4404200794e-09
pipi,2.8487137013e-01,1.4487341909e-09
pipi,2.8499813632e-01,1.4651942398e-09
pipi,2.8523597600e-01,1.4980387560e-09
pipi,2.8572813534e-01,1.5619526371e-09
pipi,2.8574402873e-01,1.5639515741e-09
pipi,2.8575991893e-01,1.5656193232e-09
pipi,2.8579170606e-01,1.5696292321e-09
pipi,2.8585528278e-01,1.5773436416e-09
pipi,2.8596658422e-01,1.5925468180e-09
pipi,2.8620523210e-01,1.6227022864e-09
pipi,2.8669906792e-01,1.6815080617e-09
pipi,2.8765729913e-01,1.7956107293e-09
pipi,2.8767329573e-01,1.7975255124e-09
pipi,2.8770529570e-01,1.7994424357e-09
pipi,2.8773729512e-01,1.8028978931e-09
pipi,2.8780130876e-01,1.8106005175e-09
pipi,2.8818568973e-01,1.8551380338e-09
pipi,2.8871505092e-01,1.9133732019e-09
pipi,2.8977669632e-01,2.0271580750e-09
pipi,2.9176563824e-01,2.2307659638e-09
pipi,2.9393165358e-01,2.4433388925e-09
pipi,2.9608080963e-01,2.6461041713e-09
pipi,2.9809644824e-01,2.8310878665e-09
pipi,3.0030945810e-01,3.0290033910e-09
pipi,3.0237069810e-01,3.2091329658e-09
pipi,3.0441222392e-01,3.3840673080e-09
pipi,3.0665506780e-01,3.5723431387e-09
pipi,3.0874269312e-01,3.7478537719e-09
pipi,3.1103473863e-01,3.9395378812e-09
pipi,3.1330895268e-01,4.1304468884e-09
pipi,3.1542433066e-01,4.3066723288e-09
pipi,3.1774830938e-01,4.4961633609e-09
pipi,3.1994703600e-01,4.6690436125e-09
pipi,3.2232226036e-01,4.8341231601e-09
pipi,3.2467900617e-01,4.9922532616e-09
pipi,3.2688933363e-01,5.1412891908e-09
pipi,3.2931609625e-01,5.3072038455e-09
pipi,3.3159486862e-01,5.4901634094e-09
pipi,3.3383370820e-01,5.6879108851e-09
pipi,3.3629332325e-01,5.9078740100e-09
pipi,3.3858271786e-01,6.1167538684e-09
pipi,3.4111525822e-01,6.3289705814e-09
pipi,3.4359030705e-01,6.5193015556e-09
pipi,3.4592937264e-01,6.6939185813e-09
pipi,3.4847810595e-01,6.8864116184e-09
pipi,3.5088947391e-01,7.0814198487e-09
pipi,3.5325858548e-01,7.2928245855e-09
pipi,3.5584153054e-01,7.5297762804e-09
pipi,3.5828392713e-01,7.7512605211e-09
pipi,3.6092368614e-01,7.9792595994e-09
pipi,3.6342117392e-01,8.1720505599e-09
pipi,3.6589524244e-01,8.3605841755e-09
pipi,3.6859108000e-01,8.5698925300e-09
pipi,3.7112098592e-01,8.7844409475e-09
pipi,3.7387611570e-01,9.0447581390e-09
pipi,3.7660981137e-01,9.3088203613e-09
pipi,3.7917366440e-01,9.5581535928e-09
pipi,3.8196733995e-01,9.8120734619e-09
pipi,3.8461043827e-01,1.0040583205e-08
pipi,3.8720723025e-01,1.0267846217e-08
pipi,3.9006008996e-01,1.0520416767e-08
pipi,3.9273734756e-01,1.0779200686e-08
pipi,3.9563095761e-01,1.1070276868e-08
pipi,3.9852371398e-01,1.1366790045e-08
pipi,4.0123675637e-01,1.1651359170e-08
pipi,4.0419298261e-01,1.1968538151e-08
pipi,4.0696724423e-01,1.2270787351e-08
pipi,4.0971498369e-01,1.2569947091e-08
pipi,4.1271072487e-01,1.2909379699e-08
pipi,4.1552034270e-01,1.3224108935e-08
pipi,4.1860508464e-01,1.3560956071e-08
pipi,4.2150171106e-01,1.3847223911e-08
pipi,4.2434757750e-01,1.4103411951e-08
pipi,4.2747408539e-01,1.4379658203e-08
pipi,4.3040814164e-01,1.4655065781e-08
pipi,4.3360341387e-01,1.4996362177e-08
pipi,4.3677381551e-01,1.5352150939e-08
pipi,4.3974725431e-01,1.5699638330e-08
pipi,4.4298721763e-01,1.6099543522e-08
pipi,4.4605256137e-01,1.6474478926e-08
pipi,4.4906418857e-01,1.6840189110e-08
pipi,4.5234764204e-01,1.7199346243e-08
pipi,4.5545242306e-01,1.7517552031e-08
pipi,4.5883361950e-01,1.7872097295e-08
pipi,4.6216279736e-01,1.8276622269e-08
pipi,4.6530907754e-01,1.8686320041e-08
pipi,4.6873737488e-01,1.9133730975e-08
pipi,4.7195465020e-01,1.9504348213e-08
pipi,4.7545835619e-01,1.9865200018e-08
pipi,4.7893479088e-01,2.0224103531e-08
pipi,4.8219525029e-01,2.0607054480e-08
pipi,4.8577497373e-01,2.1064502009e-08
pipi,4.8913639640e-01,2.1504582176e-08
pipi,4.9243892110e-01,2.1949177563e-08
pipi,4.9603951352e-01,2.2422074778e-08
pipi,4.9609469155e-01,2.2431635311e-08
pipi,4.9614986866e-01,2.2436418330e-08
pipi,4.9648108143e-01,2.2479502836e-08
pipi,4.9689541010e-01,2.2532274731e-08
pipi,4.9775278350e-01,2.2638189232e-08
pipi,4.9780814503e-01,2.2647843149e-08
pipi,4.9786351980e-01,2.2652671033e-08
pipi,4.9794658997e-01,2.2667162099e-08
pipi,4.9816817345e-01,2.2691333652e-08
pipi,4.9858390296e-01,2.2744602832e-08
pipi,4.9944418979e-01,2.2851515396e-08
pipi,4.9947196384e-01,2.2851515396e-08
pipi,4.9955530238e-01,2.2866133664e-08
pipi,4.9969422610e-01,2.2880761283e-08
pipi,5.0036160651e-01,2.2954038606e-08
pipi,5.0130859173e-01,2.3052105208e-08
pipi,5.0315196598e-01,2.3239590537e-08
pipi,5.0683089677e-01,2.3599016511e-08
pipi,5.0685908159e-01,2.3604047158e-08
pipi,5.0688727521e-01,2.3604047158e-08
pipi,5.0694365270e-01,2.3609078878e-08
pipi,5.0705643372e-01,2.3624181764e-08
pipi,5.0725386268e-01,2.3644333546e-08
pipi,5.0767717434e-01,2.3684688692e-08
pipi,5.0855315125e-01,2.3775740430e-08
pipi,5.1028126537e-01,2.3958894041e-08
pipi,5.1030964207e-01,2.3964001404e-08
pipi,5.1033802035e-01,2.3964001404e-08
pipi,5.1039478164e-01,2.3974219398e-08
pipi,5.1050833771e-01,2.3989555867e-08
pipi,5.1073551110e-01,2.4015137579e-08
pipi,5.1121858844e-01,2.4071514463e-08
pipi,5.1215763327e-01,2.4189821078e-08
pipi,5.1404090081e-01,2.4433388925e-08
pipi,5.1756913356e-01,2.4911970430e-08
pipi,5.2106362888e-01,2.5410756260e-08
pipi,5.2487351813e-01,2.5980376296e-08
pipi,5.2847610293e-01,2.6511853230e-08
pipi,5.3239940638e-01,2.7048438022e-08
pipi,5.3605364677e-01,2.7513651157e-08
pipi,5.3970295600e-01,2.7951093173e-08
pipi,5.4367936372e-01,2.8371290531e-08
pipi,5.4741102658e-01,2.8767126909e-08
pipi,5.5147489921e-01,2.9261900223e-08
pipi,5.5550715610e-01,2.9841418707e-08
pipi,5.5835657939e-01,3.0257767971e-08
pipi,5.5841868940e-01,3.0270669559e-08
pipi,5.6340962008e-01,3.0942635706e-08
pipi,5.6730825210e-01,3.1427895910e-08
pipi,5.7113856519e-01,3.1913963084e-08
pipi,5.7534659146e-01,3.2449023736e-08
pipi,5.7926339651e-01,3.2986021574e-08
pipi,5.8356373492e-01,3.3667989393e-08
pipi,5.8783061795e-01,3.4371381973e-08
pipi,5.9179949255e-01,3.4984910104e-08
pipi,5.9615974409e-01,3.5571455462e-08
pipi,6.0028499753e-01,3.6106212065e-08
pipi,6.0474139620e-01,3.6680267979e-08
pipi,6.0916312540e-01,3.7279341631e-08
pipi,6.1331013559e-01,3.7904356732e-08
pipi,6.1786323915e-01,3.8638557920e-08
pipi,6.2213866565e-01,3.9361802604e-08
pipi,6.2633918789e-01,4.0081492628e-08
pipi,6.2640885118e-01,4.0098585135e-08
pipi,6.2647853113e-01,4.0107133027e-08
pipi,6.2661790537e-01,4.0132789829e-08
pipi,6.2693160855e-01,4.0175586182e-08
