flavor,mass_GeV,channel,production_weight_fraction,accepted_peak_fraction
Ue,1.525,Kmeson,0.0,0.0
Ue,1.525,WZ,0.0003320361361484867,0.00045584205815759634
Ue,1.55,Bmeson,0.1559850241337323,0.16156424438305403
Ue,1.55,Dmeson,0.8433013493337824,0.8373608115534268
Ue,1.55,Bc,0.00034573855413788223,0.00048752391832883356
Ue,1.55,tau,7.151601990223128e-08,5.159672663257744e-08
Ue,1.55,induced_tau,1.2010599953408107e-05,1.6382131580080568e-05
Ue,1.55,Kmeson,0.0,0.0
Ue,1.55,WZ,0.0003558058623741048,0.0005709864168835164
Ue,1.575,Bmeson,0.16648815160490024,0.1311730190599326
Ue,1.575,Dmeson,0.8327537757929835,0.8678524765079738
Ue,1.575,Bc,0.00036913817584566976,0.00046756560535442335
Ue,1.575,tau,4.446552024534454e-08,2.738207835337573e-08
Ue,1.575,induced_tau,7.318840872070159e-06,8.276139752877937e-06
Ue,1.575,Kmeson,0.0,0.0
Ue,1.575,WZ,0.0003815711198782054,0.0004986353049079271
Ue,1.6,Bmeson,0.17096606123944114,0.17139488538517436
Ue,1.6,Dmeson,0.8282093242042077,0.827385576322113
Ue,1.6,Bc,0.0004044470141543405,0.000532271378760714
Ue,1.6,tau,2.5722006522833107e-08,1.8336184140670542e-08
Ue,1.6,induced_tau,4.241951845091556e-06,5.132401431986488e-06
Ue,1.6,Kmeson,0.0,0.0
Ue,1.6,WZ,0.00041589986834532453,0.000682116176335894
Ue,1.625,Bmeson,0.1813678950524703,0.16169020893603803
Ue,1.625,Dmeson,0.8177300050160781,0.837163234303925
Ue,1.625,Bc,0.0004451519720130545,0.00057402919435337
Ue,1.625,tau,1.3024709846358022e-08,7.941672568086501e-09
Ue,1.625,induced_tau,2.2380248685232355e-06,2.7135864729796726e-06
Ue,1.625,Kmeson,0.0,0.0
Ue,1.625,WZ,0.00045469690986026784,0.0005698060375380567
Ue,1.65,Bmeson,0.19349726628504982,0.18539039377344743
Ue,1.65,Dmeson,0.8055104888984389,0.8132556247240594
Ue,1.65,Bc,0.0004893916858180114,0.0006626561071752273
Ue,1.65,tau,5.99902720175418e-09,3.7147077494345348e-09
Ue,1.65,induced_tau,1.0092487587378647e-06,1.1188278018681011e-06
Ue,1.65,Kmeson,0.0,0.0
Ue,1.65,WZ,0.0005018378829073597,0.0006902028528083551
Ue,1.675,Bmeson,0.2073709744161449,0.22812754730794207
Ue,1.675,Dmeson,0.7915186991746171,0.7701496545402322
Ue,1.675,Bc,0.0005498181486904616,0.000867684099326429
Ue,1.675,tau,2.293469123686265e-09,1.6584566424761048e-09
Ue,1.675,induced_tau,3.7939857886759187e-07,5.344259484410749e-07
Ue,1.675,Kmeson,0.0,0.0
Ue,1.675,WZ,0.0005601265684995503,0.0008545779680945272
Ue,1.7,Bmeson,0.22574111841483854,0.21641910926135696
Ue,1.7,Dmeson,0.7730063568700309,0.7817565933548114
Ue,1.7,Bc,0.0006210077374823833,0.0008738811243568491
Ue,1.7,tau,6.718644347812637e-10,4.424913229027305e-10
Ue,1.7,induced_tau,1.0901147863251509e-07,1.272421833923215e-07
Ue,1.7,Kmeson,0.0,0.0
Ue,1.7,WZ,0.0006314072943049701,0.0009502885747999564
Ue,1.725,Bmeson,0.24684424955476347,0.22498709983099555
Ue,1.725,Dmeson,0.7517247582540327,0.7730309997927024
Ue,1.725,Bc,0.0007084928693662601,0.0010021480295773484
Ue,1.725,tau,1.0783358042672804e-10,6.783553667272172e-11
Ue,1.725,induced_tau,1.7612312872684188e-08,2.0372193748166227e-08
Ue,1.725,Kmeson,0.0,0.0
Ue,1.725,WZ,0.0007224816016912481,0.0009797319066956432
Ue,1.75,Bmeson,0.27592328802515037,0.3008784408305516
Ue,1.75,Dmeson,0.7224079557151368,0.6962770804775879
Ue,1.75,Bc,0.000832588775437217,0.001324925382193047
Ue,1.75,tau,4.861798668522166e-12,3.8191286111093916e-12
Ue,1.75,induced_tau,7.825068075680477e-10,1.086590816246618e-09
Ue,1.75,Kmeson,0.0,0.0
Ue,1.75,WZ,0.0008361666969070769,0.0015195522192577354
Ue,1.775,Bmeson,0.3079208872506759,0.2776781243941518
Ue,1.775,Dmeson,0.6901139958938434,0.7188845023078801
Ue,1.775,Bc,0.0009751141261232097,0.00154386551290532
Ue,1.775,tau,7.959985310742713e-18,6.422004963808555e-18
Ue,1.775,induced_tau,1.2262042689844204e-15,1.6536370413372229e-15
Ue,1.775,Kmeson,0.0,0.0
Ue,1.775,WZ,0.0009900027293563538,0.001893507785061149
Ue,1.8,Bmeson,0.35681206520076747,0.33212567863072767
Ue,1.8,Dmeson,0.6408256397604774,0.6649434111847624
Ue,1.8,Bc,0.0011810019237086394,0.001454275080438145
Ue,1.8,tau,0.0,0.0
Ue,1.8,induced_tau,0.0,0.0
Ue,1.8,Kmeson,0.0,0.0
Ue,1.8,WZ,0.001181293115046498,0.0014766351040717334
Ue,1.825,Bmeson,0.4169879210778821,0.40253706529008637
Ue,1.825,Dmeson,0.5801166911863842,0.5930577427077973
Ue,1.825,Bc,0.0014556807862099082,0.002202448083649643
Ue,1.825,tau,0.0,0.0
Ue,1.825,induced_tau,0.0,0.0
Ue,1.825,Kmeson,0.0,0.0
Ue,1.825,WZ,0.001439706949523843,0.002202743918466493
Ue,1.85,Bmeson,0.49269133992600644,0.5026063504796868
Ue,1.85,Dmeson,0.5037155543019388,0.4921692252394716
Ue,1.85,Bc,0.001803428335659177,0.00260992513011351
Ue,1.85,tau,0.0,0.0
Ue,1.85,induced_tau,0.0,0.0
Ue,1.85,Kmeson,0.0,0.0
Ue,1.85,WZ,0.0017896774363955694,0.00261449915072801
Ue,1.875,Bmeson,0.5886800563191205,0.5645255898505699
Ue,1.875,Dmeson,0.40678414871711305,0.42881868294281916
Ue,1.875,Bc,0.002289341206226224,0.0031611054701753787
Ue,1.875,tau,0.0,0.0
Ue,1.875,induced_tau,0.0,0.0
Ue,1.875,Kmeson,0.0,0.0
Ue,1.875,WZ,0.0022464537575402187,0.0034946217364356233
Ue,1.9,Bmeson,0.7098154114425959,0.6673141033747908
Ue,1.9,Dmeson,0.28450055673509356,0.3242185525210735
Ue,1.9,Bc,0.002866768508099994,0.004318138681890319
Ue,1.9,tau,0.0,0.0
Ue,1.9,induced_tau,0.0,0.0
Ue,1.9,Kmeson,0.0,0.0
Ue,1.9,WZ,0.002817263314210461,0.0041492054222454595
Ue,1.925,Bmeson,0.8431522091176207,0.8338394557082845
Ue,1.925,Dmeson,0.14963645358444327,0.15516259536710422
Ue,1.925,Bc,0.003668598204553999,0.005232907738480259
Ue,1.925,tau,0.0,0.0
Ue,1.925,induced_tau,0.0,0.0
Ue,1.925,Kmeson,0.0,0.0
Ue,1.925,WZ,0.003542739093381898,0.005765041186130976
Ue,1.95,Bmeson,0.9600217408928025,0.9510910789599007
Ue,1.95,Dmeson,0.031783293769227595,0.03549616609691442
Ue,1.95,Bc,0.004153232503412916,0.0068781140391661
Ue,1.95,tau,0.0,0.0
Ue,1.95,induced_tau,0.0,0.0
Ue,1.95,Kmeson,0.0,0.0
Ue,1.95,WZ,0.004041732834557172,0.006534640904018659
Ue,1.975,Bmeson,0.9909157679596379,0.9869499386424299
Ue,1.975,Dmeson,0.0,0.0
Ue,1.975,Bc,0.004619141970509952,0.006556139531297237
Ue,1.975,tau,0.0,0.0
Ue,1.975,induced_tau,0.0,0.0
Ue,1.975,Kmeson,0.0,0.0
Ue,1.975,WZ,0.004465090069852257,0.006493921826272866
Ue,2.0,Bmeson,0.9902167188196611,0.9862522812903088
Ue,2.0,Dmeson,0.0,0.0
Ue,2.0,Bc,0.004997460838212742,0.006515782661007036
Ue,2.0,tau,0.0,0.0
Ue,2.0,induced_tau,0.0,0.0
Ue,2.0,Kmeson,0.0,0.0
Ue,2.0,WZ,0.004785820342126236,0.007231936048684193
Ue,2.2,Bmeson,0.9844558901245718,0.9738707790543301
Ue,2.2,Dmeson,0.0,0.0
Ue,2.2,Bc,0.008178744526065826,0.012778846765170616
Ue,2.2,tau,0.0,0.0
Ue,2.2,induced_tau,0.0,0.0
Ue,2.2,Kmeson,0.0,0.0
Ue,2.2,WZ,0.007365365349362365,0.013350374180499378
Ue,2.4,Bmeson,0.9710151589833584,0.9576577529597402
Ue,2.4,Dmeson,0.0,0.0
Ue,2.4,Bc,0.015745903943346594,0.02126692298306652
Ue,2.4,tau,0.0,0.0
Ue,2.4,induced_tau,0.0,0.0
Ue,2.4,Kmeson,0.0,0.0
Ue,2.4,WZ,0.013238937073295034,0.02107532405719329
Ue,2.6,Bmeson,0.9411220443266186,0.9122832324785456
Ue,2.6,Dmeson,0.0,0.0
Ue,2.6,Bc,0.0330261939223738,0.038219035856847494
Ue,2.6,tau,0.0,0.0
Ue,2.6,induced_tau,0.0,0.0
Ue,2.6,Kmeson,0.0,0.0
Ue,2.6,WZ,0.02585176175100775,0.049497731664606824
Ue,2.8,Bmeson,0.8626008810530681,0.75839045503552
Ue,2.8,Dmeson,0.0,0.0
Ue,2.8,Bc,0.07930137596469787,0.09422184381975567
Ue,2.8,tau,0.0,0.0
Ue,2.8,induced_tau,0.0,0.0
Ue,2.8,Kmeson,0.0,0.0
Ue,2.8,WZ,0.05809774298223406,0.14738770114472438
Ue,3.0,Bmeson,0.6924213951285945,0.10473957117499821
Ue,3.0,Dmeson,0.0,0.0
Ue,3.0,Bc,0.18179903333866068,0.031382802031714986
Ue,3.0,tau,0.0,0.0
Ue,3.0,induced_tau,0.0,0.0
Ue,3.0,Kmeson,0.0,0.0
Ue,3.0,WZ,0.12577957153274474,0.8638776267932868
Ue,3.2,Bmeson,0.5348969167445514,0.06095310608037015
Ue,3.2,Dmeson,0.0,0.0
Ue,3.2,Bc,0.27984713189936783,0.028647240992162426
Ue,3.2,tau,0.0,0.0
Ue,3.2,induced_tau,0.0,0.0
Ue,3.2,Kmeson,0.0,0.0
Ue,3.2,WZ,0.18525595135608078,0.9103996529274675
Ue,3.4,Bmeson,0.4740311481772254,0.07053171393476886
Ue,3.4,Dmeson,0.0,0.0
Ue,3.4,Bc,0.3199454523957764,0.03496816078004928
Ue,3.4,tau,0.0,0.0
Ue,3.4,induced_tau,0.0,0.0
Ue,3.4,Kmeson,0.0,0.0
Ue,3.4,WZ,0.20602339942699835,0.8945001252851819
Ue,3.6,Bmeson,0.42767890364225136,0.06428307763786714
Ue,3.6,Dmeson,0.0,0.0
Ue,3.6,Bc,0.3495923592160354,0.04391162428595415
Ue,3.6,tau,0.0,0.0
Ue,3.6,induced_tau,0.0,0.0
Ue,3.6,Kmeson,0.0,0.0
Ue,3.6,WZ,0.22272873714171332,0.8918052980761787
Ue,3.8,Bmeson,0.3766642113793232,0.04294178400708625
Ue,3.8,Dmeson,0.0,0.0
Ue,3.8,Bc,0.3796799085096188,0.030859772266268053
Ue,3.8,tau,0.0,0.0
Ue,3.8,induced_tau,0.0,0.0
Ue,3.8,Kmeson,0.0,0.0
Ue,3.8,WZ,0.24365588011105796,0.9261984437266457
Ue,4.0,Bmeson,0.3237738813501392,0.03636728793763933
Ue,4.0,Dmeson,0.0,0.0
Ue,4.0,Bc,0.4076222895500994,0.03855328909150746
Ue,4.0,tau,0.0,0.0
Ue,4.0,induced_tau,0.0,0.0
Ue,4.0,Kmeson,0.0,0.0
Ue,4.0,WZ,0.26860382909976144,0.9250794229708532
Ue,4.2,Bmeson,0.26940353618033375,0.029952935674154003
Ue,4.2,Dmeson,0.0,0.0
Ue,4.2,Bc,0.43202232041841804,0.046952760461228114
Ue,4.2,tau,0.0,0.0
Ue,4.2,induced_tau,0.0,0.0
Ue,4.2,Kmeson,0.0,0.0
Ue,4.2,WZ,0.2985741434012482,0.923094303864618
Ue,4.4,Bmeson,0.20543964959305183,0.023417265157091444
Ue,4.4,Dmeson,0.0,0.0
Ue,4.4,Bc,0.45602585153369585,0.03463029165962868
Ue,4.4,tau,0.0,0.0
Ue,4.4,induced_tau,0.0,0.0
Ue,4.4,Kmeson,0.0,0.0
Ue,4.4,WZ,0.33853449887325227,0.9419524431832799
Ue,4.6,Bmeson,0.14626408452094722,0.016159554064316798
Ue,4.6,Dmeson,0.0,0.0
Ue,4.6,Bc,0.46913685859114257,0.0384278402507455
Ue,4.6,tau,0.0,0.0
Ue,4.6,induced_tau,0.0,0.0
Ue,4.6,Kmeson,0.0,0.0
Ue,4.6,WZ,0.38459905688791024,0.9454126056849378
Ue,4.8,Bmeson,0.08547363122913386,0.008615490100264743
Ue,4.8,Dmeson,0.0,0.0
Ue,4.8,Bc,0.4724057249100216,0.0325612934261361
Ue,4.8,tau,0.0,0.0
Ue,4.8,induced_tau,0.0,0.0
Ue,4.8,Kmeson,0.0,0.0
Ue,4.8,WZ,0.4421206438608446,0.9588232164735991
Ue,5.0,Bmeson,0.034336810354263406,0.0031938802893525945
Ue,5.0,Dmeson,0.0,0.0
Ue,5.0,Bc,0.45693396685357535,0.027934091805578442
Ue,5.0,tau,0.0,0.0
Ue,5.0,induced_tau,0.0,0.0
Ue,5.0,Kmeson,0.0,0.0
Ue,5.0,WZ,0.5087292227921612,0.968872027905069
Ue,5.2,Bmeson,0.0034718437551745323,0.00034659729783281476
Ue,5.2,Dmeson,0.0,0.0
Ue,5.2,Bc,0.41566007098202185,0.0254883388102283
Ue,5.2,tau,0.0,0.0
Ue,5.2,induced_tau,0.0,0.0
Ue,5.2,Kmeson,0.0,0.0
Ue,5.2,WZ,0.5808680852628035,0.9741650638919389
Ue,5.4,Bmeson,0.0,0.0
Ue,5.4,Dmeson,0.0,0.0
Ue,5.4,Bc,0.3461297567324596,0.019551301803134163
Ue,5.4,tau,0.0,0.0
Ue,5.4,induced_tau,0.0,0.0
Ue,5.4,Kmeson,0.0,0.0
Ue,5.4,WZ,0.6538702432675405,0.9804486981968659
Ue,5.5,Bmeson,0.0,0.0
Ue,5.5,Dmeson,0.0,0.0
Ue,5.5,Bc,0.3047238058059805,0.017424107109747674
Ue,5.5,tau,0.0,0.0
Ue,5.5,induced_tau,0.0,0.0
Ue,5.5,Kmeson,0.0,0.0
Ue,5.5,WZ,0.6952761941940194,0.9825758928902523
Ue,5.6,Bmeson,0.0,0.0
Ue,5.6,Dmeson,0.0,0.0
Ue,5.6,Bc,0.2595689948860113,0.014731864735519065
Ue,5.6,tau,0.0,0.0
Ue,5.6,induced_tau,0.0,0.0
Ue,5.6,Kmeson,0.0,0.0
Ue,5.6,WZ,0.7404310051139886,0.985268135264481
Ue,5.8,Bmeson,0.0,0.0
Ue,5.8,Dmeson,0.0,0.0
Ue,5.8,Bc,0.16145919031630226,0.009484691194869567
Ue,5.8,tau,0.0,0.0
Ue,5.8,induced_tau,0.0,0.0
Ue,5.8,Kmeson,0.0,0.0
Ue,5.8,WZ,0.8385408096836977,0.9905153088051304
Ue,6.0,Bmeson,0.0,0.0
Ue,6.0,Dmeson,0.0,0.0
Ue,6.0,Bc,0.0665433953720438,0.003358512544253276
Ue,6.0,tau,0.0,0.0
Ue,6.0,induced_tau,0.0,0.0
Ue,6.0,Kmeson,0.0,0.0
Ue,6.0,WZ,0.9334566046279561,0.9966414874557468
Ue,6.2,Bmeson,0.0,0.0
Ue,6.2,Dmeson,0.0,0.0
Ue,6.2,Bc,0.005757301124754406,0.00032444852929257393
Ue,6.2,tau,0.0,0.0
Ue,6.2,induced_tau,0.0,0.0
Ue,6.2,Kmeson,0.0,0.0
Ue,6.2,WZ,0.9942426988752456,0.9996755514707075
Ue,6.4,Bmeson,0.0,0.0
Ue,6.4,Dmeson,0.0,0.0
Ue,6.4,Bc,0.0,0.0
Ue,6.4,tau,0.0,0.0
Ue,6.4,induced_tau,0.0,0.0
Ue,6.4,Kmeson,0.0,0.0
Ue,6.4,WZ,1.0,1.0
Ue,6.6,Bmeson,0.0,0.0
Ue,6.6,Dmeson,0.0,0.0
Ue,6.6,Bc,0.0,0.0
Ue,6.6,tau,0.0,0.0
Ue,6.6,induced_tau,0.0,0.0
Ue,6.6,Kmeson,0.0,0.0
Ue,6.6,WZ,1.0,1.0
Ue,6.8,Bmeson,0.0,0.0
Ue,6.8,Dmeson,0.0,0.0
Ue,6.8,Bc,0.0,0.0
Ue,6.8,tau,0.0,0.0
Ue,6.8,induced_tau,0.0,0.0
Ue,6.8,Kmeson,0.0,0.0
Ue,6.8,WZ,1.0,1.0
Ue,7.0,Bmeson,0.0,0.0
Ue,7.0,Dmeson,0.0,0.0
Ue,7.0,Bc,0.0,0.0
Ue,7.0,tau,0.0,0.0
Ue,7.0,induced_tau,0.0,0.0
Ue,7.0,Kmeson,0.0,0.0
Ue,7.0,WZ,1.0,1.0
Ue,7.2,Bmeson,0.0,0.0
Ue,7.2,Dmeson,0.0,0.0
Ue,7.2,Bc,0.0,0.0
Ue,7.2,tau,0.0,0.0
Ue,7.2,induced_tau,0.0,0.0
Ue,7.2,Kmeson,0.0,0.0
Ue,7.2,WZ,1.0,1.0
Ue,7.4,Bmeson,0.0,0.0
Ue,7.4,Dmeson,0.0,0.0
Ue,7.4,Bc,0.0,0.0
Ue,7.4,tau,0.0,0.0
Ue,7.4,induced_tau,0.0,0.0
Ue,7.4,Kmeson,0.0,0.0
Ue,7.4,WZ,1.0,1.0
Ue,7.6,Bmeson,0.0,0.0
Ue,7.6,Dmeson,0.0,0.0
Ue,7.6,Bc,0.0,0.0
Ue,7.6,tau,0.0,0.0
Ue,7.6,induced_tau,0.0,0.0
Ue,7.6,Kmeson,0.0,0.0
Ue,7.6,WZ,1.0,1.0
Ue,7.8,Bmeson,0.0,0.0
Ue,7.8,Dmeson,0.0,0.0
Ue,7.8,Bc,0.0,0.0
Ue,7.8,tau,0.0,0.0
Ue,7.8,induced_tau,0.0,0.0
Ue,7.8,Kmeson,0.0,0.0
Ue,7.8,WZ,1.0,1.0
Ue,8.0,Bmeson,0.0,0.0
Ue,8.0,Dmeson,0.0,0.0
Ue,8.0,Bc,0.0,0.0
Ue,8.0,tau,0.0,0.0
Ue,8.0,induced_tau,0.0,0.0
Ue,8.0,Kmeson,0.0,0.0
Ue,8.0,WZ,1.0,1.0
Ue,8.5,Bmeson,0.0,0.0
Ue,8.5,Dmeson,0.0,0.0
Ue,8.5,Bc,0.0,0.0
Ue,8.5,tau,0.0,0.0
Ue,8.5,induced_tau,0.0,0.0
Ue,8.5,Kmeson,0.0,0.0
Ue,8.5,WZ,1.0,1.0
Ue,9.0,Bmeson,0.0,0.0
Ue,9.0,Dmeson,0.0,0.0
Ue,9.0,Bc,0.0,0.0
Ue,9.0,tau,0.0,0.0
Ue,9.0,induced_tau,0.0,0.0
Ue,9.0,Kmeson,0.0,0.0
Ue,9.0,WZ,1.0,1.0
Ue,9.5,Bmeson,0.0,0.0
Ue,9.5,Dmeson,0.0,0.0
Ue,9.5,Bc,0.0,0.0
Ue,9.5,tau,0.0,0.0
Ue,9.5,induced_tau,0.0,0.0
Ue,9.5,Kmeson,0.0,0.0
Ue,9.5,WZ,1.0,1.0
Ue,10.0,Bmeson,0.0,0.0
Ue,10.0,Dmeson,0.0,0.0
Ue,10.0,Bc,0.0,0.0
Ue,10.0,tau,0.0,0.0
Ue,10.0,induced_tau,0.0,0.0
Ue,10.0,Kmeson,0.0,0.0
Ue,10.0,WZ,1.0,1.0
Umu,0.2,Bmeson,5.769674270097432e-05,0.00152137914855242
Umu,0.2,Dmeson,0.0004156095332782116,0.004654815880782159
Umu,0.2,Bc,7.814566056946704e-08,1.8772073136252987e-06
Umu,0.2,tau,2.5386347571195634e-08,2.3477448074525424e-07
Umu,0.2,induced_tau,4.1566559306129795e-06,4.406169049012079e-05
Umu,0.2,Kmeson,0.9995223844043998,0.993777202816175
Umu,0.2,WZ,4.913168241663796e-08,4.2848220592013945e-07
Umu,0.215,Bmeson,5.299618791878839e-05,0.0013650897342086885
Umu,0.215,Dmeson,0.0003843716581206807,0.004002682791779195
Umu,0.215,Bc,7.403817843883819e-08,1.650828986891271e-06
Umu,0.215,tau,2.4024121087018712e-08,2.328778169308681e-07
Umu,0.215,induced_tau,3.7217034929638916e-06,3.0834147970694044e-05
Umu,0.215,Kmeson,0.9995587657320788,0.9945990832137706
Umu,0.215,WZ,4.6656089235672805e-08,4.264054670970086e-07
Umu,0.23,Bmeson,5.210525011668845e-05,0.0012429173616139843
Umu,0.23,Dmeson,0.0003631241714378973,0.0034560492020446077
Umu,0.23,Bc,6.972335950624224e-08,1.2043875893528316e-06
Umu,0.23,tau,2.2107704075832494e-08,1.9081768441853666e-07
Umu,0.23,induced_tau,3.743859168930278e-06,2.8273858552934996e-05
Umu,0.23,Kmeson,0.999580890012353,0.9952709547585873
Umu,0.23,WZ,4.4875860049610845e-08,4.0961392734443444e-07
Umu,0.245,Bmeson,5.0130390522649716e-05,0.0011808102013496737
Umu,0.245,Dmeson,0.00034879213572599127,0.003465138146824597
Umu,0.245,Bc,6.792005095564753e-08,1.178725001799508e-06
Umu,0.245,tau,2.1068419893983744e-08,1.9092059904590624e-07
Umu,0.245,induced_tau,3.56138590804022e-06,3.371467354304871e-05
Umu,0.245,Kmeson,0.9995973833553786,0.9953185161436173
Umu,0.245,WZ,4.374399395761317e-08,4.511890645203652e-07
Umu,0.26,Bmeson,4.993539386377915e-05,0.001662161718439915
Umu,0.26,Dmeson,0.0003456318029025665,0.004483882756711305
Umu,0.26,Bc,6.698035476937925e-08,1.6238898058927217e-06
Umu,0.26,tau,2.14840291452305e-08,3.238804679761875e-07
Umu,0.26,induced_tau,3.3562898591359773e-06,3.89048602031282e-05
Umu,0.26,Kmeson,0.9996009447897072,0.99381215137752
Umu,0.26,WZ,4.3259283403793257e-08,9.51516851675627e-07
Umu,0.275,Bmeson,5.0223745597802455e-05,0.001815062930127328
Umu,0.275,Dmeson,0.0003399079298867018,0.004557564017572078
Umu,0.275,Bc,6.429459849400397e-08,1.959305685989124e-06
Umu,0.275,tau,2.0622110467544912e-08,4.882562686917521e-07
Umu,0.275,induced_tau,3.413192161418984e-06,3.0283483532202062e-05
Umu,0.275,Kmeson,0.9996063267358086,0.9935928877497524
Umu,0.275,WZ,4.347983655936326e-08,1.7542570612058884e-06
Umu,0.29,Bmeson,5.022140519293062e-05,0.001881318435462292
Umu,0.29,Dmeson,0.0003363726022481017,0.003923940210421419
Umu,0.29,Bc,6.620456548925556e-08,1.9446375278899655e-06
Umu,0.29,tau,2.0482804339499367e-08,4.944200115492366e-07
Umu,0.29,induced_tau,3.2796701283053835e-06,3.2122623457426116e-05
Umu,0.29,Kmeson,0.9996099951200379,0.9941581020760404
Umu,0.29,WZ,4.451502283041586e-08,2.077597079018033e-06
Umu,0.305,Bmeson,5.288439912535541e-05,0.001575611400441454
Umu,0.305,Dmeson,0.0003494909663290916,0.0036667079460688057
Umu,0.305,Bc,6.919561308157436e-08,1.5080736021282223e-06
Umu,0.305,tau,2.043949355650466e-08,3.499313649446993e-07
Umu,0.305,induced_tau,3.346102144670805e-06,2.7655594964178048e-05
Umu,0.305,Kmeson,0.999594142324343,0.9947267061036237
Umu,0.305,WZ,4.657295131814073e-08,1.4609499348930753e-06
Umu,0.32,Bmeson,5.679019848525972e-05,0.0015249737196125143
Umu,0.32,Dmeson,0.00037347810399631243,0.004359575453947713
Umu,0.32,Bc,7.150399972849491e-08,1.6875998336099153e-06
Umu,0.32,tau,2.230797310525623e-08,4.260822157831506e-07
Umu,0.32,induced_tau,3.6647395249044606e-06,2.2586803230993505e-05
Umu,0.32,Kmeson,0.9995659230947986,0.9940891564951052
Umu,0.32,WZ,5.005122199597095e-08,1.593846054269228e-06
Umu,0.335,Bmeson,6.281071462104129e-05,0.0015284171521993465
Umu,0.335,Dmeson,0.0004128500796987272,0.004822391171113616
Umu,0.335,Bc,8.06525113378507e-08,1.6805010523842074e-06
Umu,0.335,tau,2.4160032638799962e-08,3.3205684334941163e-07
Umu,0.335,induced_tau,3.9971467462727516e-06,5.2147461690900125e-05
Umu,0.335,Kmeson,0.9995201814993603,0.9935936409047227
Umu,0.335,WZ,5.5747029553913155e-08,1.3907523777966504e-06
Umu,0.35,Bmeson,7.389316415351042e-05,0.0019687797305832787
Umu,0.35,Dmeson,0.0004755910049429945,0.005384354984885125
Umu,0.35,Bc,9.461804534041656e-08,2.255154788141388e-06
Umu,0.35,tau,2.7790915613333063e-08,4.897166618303819e-07
Umu,0.35,induced_tau,4.429059424816089e-06,2.913755935688061e-05
Umu,0.35,Kmeson,0.9994458988703807,0.9926131222405592
Umu,0.35,WZ,6.549213704043912e-08,1.860613165617447e-06
Umu,0.365,Bmeson,9.505727236829505e-05,0.002461545241822644
Umu,0.365,Dmeson,0.0005998567971815347,0.0059782321821849
Umu,0.365,Bc,1.198941641771033e-07,2.5493419651360983e-06
Umu,0.365,tau,3.5047261202658155e-08,5.549283347169125e-07
Umu,0.365,induced_tau,5.922356371442942e-06,4.467572996072565e-05
Umu,0.365,Kmeson,0.9992989238305859,0.9915100192110283
Umu,0.365,WZ,8.480206748491887e-08,2.423364703545964e-06
Umu,0.38,Bmeson,0.00016517290340905427,0.0035413526307253103
Umu,0.38,Dmeson,0.0010373331353838093,0.010292573789508907
Umu,0.38,Bc,2.043235383058906e-07,3.883521499562734e-06
Umu,0.38,tau,5.7226652233870537e-08,6.938348262517749e-07
Umu,0.38,induced_tau,9.510748318936195e-06,4.02522808282082e-05
Umu,0.38,Kmeson,0.9987875748774616,0.9861180329689389
Umu,0.38,WZ,1.4678523610966918e-07,3.2109736729285057e-06
Umu,0.395,Bmeson,0.1365994057383757,0.276608712868943
Umu,0.395,Dmeson,0.8553462822291708,0.7182673483499877
Umu,0.395,Bc,0.00017010333389173604,0.00025409389330550747
Umu,0.395,tau,4.88334595144644e-05,7.034390257323329e-05
Umu,0.395,induced_tau,0.007711755377343763,0.0044148038979751406
Umu,0.395,Kmeson,0.0,0.0
Umu,0.395,WZ,0.00012361986170361815,0.00038469708721533915
Umu,0.41,Bmeson,0.13765311285453707,0.25491047443257
Umu,0.41,Dmeson,0.8544101658134415,0.7408997320205374
Umu,0.41,Bc,0.0001679058583346592,0.000284279295771861
Umu,0.41,tau,4.574993519956459e-05,6.866373954098167e-05
Umu,0.41,induced_tau,0.007599687137836061,0.0034101618932827486
Umu,0.41,Kmeson,0.0,0.0
Umu,0.41,WZ,0.00012337840065105408,0.0004266886182970276
Umu,0.425,Bmeson,0.1415991636834817,0.2748563821520234
Umu,0.425,Dmeson,0.8505815602492716,0.7217431451804744
Umu,0.425,Bc,0.00016971669514573973,0.0002941062688263522
Umu,0.425,tau,4.6820736195400976e-05,7.899826232351811e-05
Umu,0.425,induced_tau,0.0074753839238098215,0.0025231810015785778
Umu,0.425,Kmeson,0.0,0.0
Umu,0.425,WZ,0.0001273547120957684,0.0005041871347735867
Umu,0.44,Bmeson,0.14083660229171574,0.2505118461293557
Umu,0.44,Dmeson,0.851384322000309,0.7466996836254519
Umu,0.44,Bc,0.0001676236240888259,0.0002729060844049802
Umu,0.44,tau,4.6123296083635405e-05,7.14595148270132e-05
Umu,0.44,induced_tau,0.007435913157748516,0.0020375694350287547
Umu,0.44,Kmeson,0.0,0.0
Umu,0.44,WZ,0.00012941563005426722,0.0004065352109317105
Umu,0.455,Bmeson,0.14131450713284696,0.2448022299789639
Umu,0.455,Dmeson,0.8509642586998334,0.7520136594466198
Umu,0.455,Bc,0.00017140836413383852,0.0002837828883796175
Umu,0.455,tau,4.371618304129333e-05,5.630861943188059e-05
Umu,0.455,induced_tau,0.007375771888105052,0.002501542460378605
Umu,0.455,Kmeson,0.0,0.0
Umu,0.455,WZ,0.0001303377320393765,0.00034247660622615237
Umu,0.47,Bmeson,0.14238229950810724,0.29607201156493756
Umu,0.47,Dmeson,0.8499282428084747,0.6990195956342291
Umu,0.47,Bc,0.0001679771982061486,0.00029949906283976106
