event,	id,	pt,	eta,	phi,	momentum,	mass
91,	-9900015,	24.3362,	-2.93429,	2.9329,	229.506,	47
91,	-9900015,	24.3362,	-2.93429,	2.9329,	229.506,	47
91,	-9900015,	24.3362,	-2.93429,	2.9329,	229.506,	47
92,	9900015,	28.8449,	-3.76198,	-0.914382,	620.986,	47
93,	-9900015,	23.244,	-2.91148,	-2.24344,	214.29,	47
94,	9900015,	42.2782,	0.414214,	2.42031,	45.9573,	47
95,	9900015,	44.812,	1.62882,	2.73424,	118.618,	47
96,	9900015,	16.9247,	-4.22107,	0.124814,	576.461,	47
97,	9900015,	19.0278,	-0.242463,	-2.36813,	19.5898,	47
98,	-9900015,	6.89603,	3.24822,	-2.09798,	88.9013,	47
98,	-9900015,	6.89603,	3.24822,	-2.09798,	88.9013,	47
99,	9900015,	76.383,	0.423861,	-2.47353,	83.3478,	47
100,	-9900015,	7.36008,	-1.81188,	2.65012,	23.1301,	47
100,	-9900015,	7.35949,	-1.81184,	2.65021,	23.1273,	47
101,	9900015,	20.1498,	-1.93603,	-0.700488,	71.2845,	47
101,	9900015,	20.1498,	-1.93603,	-0.700488,	71.2845,	47
102,	9900015,	26.1979,	-2.8249,	0.470325,	221.616,	47
103,	-9900015,	19.6488,	-0.0111377,	1.30192,	19.65,	47
104,	9900015,	6.50418,	3.86998,	-2.4719,	155.978,	47
104,	9900015,	6.50418,	3.86998,	-2.4719,	155.978,	47
105,	-9900015,	54.0263,	4.07637,	-2.07831,	1592.37,	47
106,	-9900015,	26.7376,	4.6187,	2.603,	1355.22,	47
107,	-9900015,	55.5423,	-1.87419,	-3.06082,	185.206,	47
108,	9900015,	7.53212,	6.65666,	1.31811,	2929.81,	47
108,	9900015,	7.49186,	6.6596,	1.31659,	2922.72,	47
109,	-9900015,	7.74233,	3.70202,	2.26257,	156.99,	47
109,	-9900015,	7.74216,	3.70204,	2.26257,	156.991,	47
110,	9900015,	70.0828,	1.57833,	-1.40355,	177.07,	47
111,	9900015,	17.1307,	1.68391,	0.576311,	47.7279,	47
111,	9900015,	17.1307,	1.68391,	0.576311,	47.7279,	47
112,	9900015,	23.5218,	-4.96162,	-0.0814879,	1679.83,	47
113,	9900015,	28.877,	2.84097,	-2.58505,	248.21,	47
114,	-9900015,	7.30878,	-0.975338,	-1.00096,	11.0696,	47
115,	9900015,	35.1497,	-3.26291,	-1.05497,	459.824,	47
116,	9900015,	43.4402,	-1.83353,	-1.91536,	139.351,	47
116,	9900015,	43.4402,	-1.83353,	-1.91536,	139.351,	47
117,	-9900015,	13.251,	3.89012,	-1.11616,	324.235,	47
118,	-9900015,	36.487,	4.08386,	2.07198,	1083.5,	47
118,	-9900015,	36.4855,	4.08389,	2.07198,	1083.49,	47
119,	9900015,	19.685,	-3.49536,	-1.21215,	324.728,	47
120,	9900015,	92.6233,	-2.68476,	0.462592,	681.846,	47
121,	-9900015,	4.21084,	3.09585,	-2.01336,	46.6375,	47
122,	-9900015,	19.5892,	4.08342,	-1.8053,	581.459,	47
123,	-9900015,	24.8077,	-2.71279,	1.30187,	187.765,	47
124,	-9900015,	31.1731,	-1.39058,	-1.03097,	66.4936,	47
125,	-9900015,	36.3995,	-3.384,	1.1389,	537.301,	47
126,	9900015,	23.6312,	1.99505,	-0.914519,	88.4825,	47
126,	9900015,	23.6312,	1.99505,	-0.914519,	88.4825,	47
126,	9900015,	23.6312,	1.99505,	-0.914519,	88.4825,	47
127,	-9900015,	17.951,	-3.093,	2.85461,	198.255,	47
128,	-9900015,	126.007,	-1.24302,	-2.8384,	236.551,	47
129,	-9900015,	16.9154,	0.421686,	-2.47381,	18.4418,	47
130,	9900015,	26.2027,	1.29014,	-0.657348,	51.207,	47
130,	9900015,	26.2019,	1.29016,	-0.657346,	51.2061,	47
131,	9900015,	10.4849,	-6.24845,	-2.25008,	2711.45,	47
132,	9900015,	17.3477,	-3.29496,	-1.80537,	234.31,	47
132,	9900015,	17.347,	-3.29498,	-1.80537,	234.306,	47
133,	-9900015,	21.3106,	2.46392,	2.37967,	126.115,	47
134,	-9900015,	17.1038,	-3.30482,	1.30468,	233.299,	47
134,	-9900015,	17.1034,	-3.30483,	1.30467,	233.297,	47
135,	-9900015,	24.8566,	3.71297,	2.77335,	509.559,	47
136,	9900015,	17.4818,	-2.31028,	-2.01162,	88.9517,	47
136,	9900015,	17.4818,	-2.31028,	-2.01162,	88.9517,	47
137,	9900015,	26.0324,	-1.35618,	-0.94899,	53.8737,	47
137,	9900015,	26.0324,	-1.35618,	-0.94899,	53.8737,	47
138,	9900015,	24.846,	2.10803,	2.35266,	103.776,	47
139,	-9900015,	28.0808,	-0.523371,	-3.00901,	32.0153,	47
140,	9900015,	23.8705,	0.363267,	-1.72361,	25.4629,	47
141,	9900015,	13.2427,	-1.28888,	-1.61278,	25.8517,	47
142,	9900015,	19.3776,	4.81692,	3.0879,	1197.45,	47
142,	9900015,	19.3776,	4.81692,	3.0879,	1197.45,	47
143,	9900015,	33.1487,	3.44495,	1.46029,	519.996,	47
144,	-9900015,	23.4457,	-4.54912,	-1.68018,	1108.51,	47
145,	9900015,	24.3966,	-1.21969,	-0.881209,	44.9076,	47
146,	9900015,	15.5523,	4.33826,	0.425532,	595.555,	47
147,	9900015,	24.3319,	3.93999,	-2.016,	625.786,	47
147,	9900015,	24.3319,	3.93999,	-2.016,	625.786,	47
148,	-9900015,	9.43033,	4.66948,	1.15941,	502.879,	47
149,	9900015,	27.1823,	-3.87378,	2.32251,	654.342,	47
149,	9900015,	27.1819,	-3.87379,	2.32251,	654.339,	47
149,	9900015,	27.1819,	-3.87379,	2.32251,	654.339,	47
149,	9900015,	27.1819,	-3.87379,	2.32251,	654.339,	47
150,	9900015,	23.9523,	-0.820881,	0.246701,	32.4859,	47
150,	9900015,	23.8079,	-0.826463,	0.246685,	32.4123,	47
151,	9900015,	50.5579,	3.55616,	2.57741,	886.201,	47
152,	9900015,	34.3571,	-0.343491,	0.930748,	36.4039,	47
152,	9900015,	34.357,	-0.343491,	0.930748,	36.4039,	47
153,	9900015,	25.2387,	-0.0830007,	1.7461,	25.3257,	47
153,	9900015,	25.2384,	-0.0830227,	1.74611,	25.3254,	47
154,	-9900015,	26.2265,	5.18553,	-0.602815,	2343,	47
154,	-9900015,	26.2262,	5.18554,	-0.602816,	2342.99,	47
155,	9900015,	38.617,	3.0777,	1.50517,	420.047,	47
155,	9900015,	38.617,	3.0777,	1.50517,	420.047,	47
156,	9900015,	31.954,	0.171164,	-1.19187,	32.4232,	47
156,	9900015,	31.9351,	0.171028,	-1.19186,	32.4033,	47
156,	9900015,	31.9351,	0.171028,	-1.19186,	32.4033,	47
157,	9900015,	23.5526,	-1.79047,	-2.42545,	72.5322,	47
158,	9900015,	27.559,	-2.45657,	-2.52939,	161.915,	47
159,	-9900015,	34.8648,	0.824713,	0.00722927,	47.4089,	47
159,	-9900015,	34.8647,	0.824714,	0.00722966,	47.4089,	47
159,	-9900015,	34.8647,	0.824714,	0.00722966,	47.4089,	47
159,	-9900015,	34.8647,	0.824714,	0.00722966,	47.4089,	47
160,	9900015,	36.1189,	2.08908,	-1.86044,	148.111,	47
161,	9900015,	15.3198,	4.79997,	1.20891,	930.793,	47
161,	9900015,	15.3123,	4.80018,	1.20854,	930.534,	47
161,	9900015,	15.3123,	4.80018,	1.20854,	930.534,	47
161,	9900015,	15.3123,	4.80018,	1.20854,	930.534,	47
161,	9900015,	15.3123,	4.80018,	1.20854,	930.534,	47
162,	-9900015,	22.6744,	1.56919,	-0.490112,	56.8101,	47
163,	9900015,	9.1993,	5.01195,	1.3103,	690.889,	47
163,	9900015,	9.19916,	5.01197,	1.3103,	690.889,	47
163,	9900015,	9.19915,	5.01197,	1.3103,	690.889,	47
164,	9900015,	17.9309,	-4.84267,	-1.09904,	1136.96,	47
165,	-9900015,	13.4058,	-3.21268,	1.48426,	166.808,	47
166,	-9900015,	4.2918,	4.60487,	-0.729642,	214.547,	47
167,	-9900015,	17.9948,	1.79742,	0.0398178,	55.7817,	47
167,	-9900015,	17.9948,	1.79742,	0.0398178,	55.7817,	47
168,	9900015,	10.1869,	5.80906,	2.05829,	1697.7,	47
168,	9900015,	10.1869,	5.80906,	2.05829,	1697.7,	47
169,	9900015,	5.4329,	-4.27688,	-0.502577,	195.665,	47
170,	-9900015,	9.96366,	-0.455031,	-2.73437,	11.0131,	47
170,	-9900015,	9.96365,	-0.455031,	-2.73437,	11.0131,	47
171,	-9900015,	17.3168,	-4.33319,	-2.20053,	659.771,	47
172,	9900015,	31.125,	0.632022,	-0.325357,	37.5512,	47
172,	9900015,	31.1249,	0.632025,	-0.325357,	37.5512,	47
172,	9900015,	31.1249,	0.632025,	-0.325357,	37.5512,	47
173,	-9900015,	14.3252,	4.54654,	0.990339,	675.547,	47
174,	9900015,	31.3582,	3.11952,	2.1238,	355.597,	47
175,	9900015,	8.55063,	3.28437,	-0.814287,	114.278,	47
175,	9900015,	8.55063,	3.28437,	-0.814287,	114.278,	47
176,	9900015,	26.7246,	1.54942,	-3.06076,	65.7573,	47
177,	9900015,	15.3685,	5.10859,	2.1731,	1271.31,	47
177,	9900015,	15.3685,	5.10859,	2.1731,	1271.31,	47
178,	9900015,	22.6913,	-3.30741,	0.746577,	310.314,	47
178,	9900015,	22.5518,	-3.31419,	0.747105,	310.5,	47
178,	9900015,	22.5517,	-3.3142,	0.747105,	310.5,	47
179,	-9900015,	22.8006,	4.35049,	2.96688,	883.853,	47
179,	-9900015,	22.8006,	4.35049,	2.96688,	883.853,	47
180,	9900015,	6.4702,	0.467243,	-1.88174,	7.18942,	47
181,	9900015,	24.5134,	3.15901,	1.91127,	289.132,	47
181,	9900015,	24.5134,	3.15901,	1.91127,	289.132,	47
182,	9900015,	28.8874,	4.62928,	-0.323157,	1479.76,	47
182,	9900015,	28.4134,	4.63852,	-0.324977,	1468.98,	47
183,	9900015,	47.0775,	2.27716,	-0.741849,	231.893,	47
183,	9900015,	47.0775,	2.27716,	-0.741849,	231.893,	47
184,	-9900015,	20.8839,	1.36044,	1.13591,	43.3805,	47
185,	9900015,	25.6945,	5.53508,	-0.2627,	3255.91,	47
186,	9900015,	22.9804,	2.62199,	-1.5269,	158.976,	47
187,	9900015,	44.9086,	-4.05165,	0.102445,	1291.34,	47
187,	9900015,	44.9086,	-4.05165,	0.102445,	1291.34,	47
188,	-9900015,	29.1178,	-0.684765,	2.0138,	36.2154,	47
188,	-9900015,	29.1177,	-0.684765,	2.0138,	36.2154,	47
189,	9900015,	26.2601,	0.028309,	-2.53729,	26.2706,	47
190,	9900015,	35.2177,	1.19783,	0.879569,	63.6519,	47
190,	9900015,	35.1869,	1.19813,	0.879677,	63.6123,	47
191,	-9900015,	24.0983,	3.04517,	0.574969,	253.769,	47
191,	-9900015,	24.0982,	3.04517,	0.574969,	253.769,	47
192,	9900015,	20.5805,	-3.3913,	2.67478,	306.014,	47
193,	-9900015,	16.3466,	-1.53983,	-0.516684,	39.871,	47
194,	9900015,	35.807,	2.60351,	0.143667,	243.221,	47
194,	9900015,	35.807,	2.60351,	0.143667,	243.221,	47
195,	-9900015,	11.8325,	-3.12642,	-2.17346,	135.104,	47
195,	-9900015,	11.8325,	-3.12642,	-2.17346,	135.104,	47
196,	-9900015,	108.251,	-0.782159,	2.68448,	143.087,	47
196,	-9900015,	108.251,	-0.782159,	2.68448,	143.087,	47
196,	-9900015,	108.251,	-0.782159,	2.68448,	143.087,	47
197,	9900015,	17.0228,	-4.5949,	-0.0431024,	842.53,	47
198,	9900015,	23.9785,	4.2523,	0.00831101,	842.617,	47
198,	9900015,	22.0976,	4.32644,	0.0104605,	836.262,	47
198,	9900015,	22.0976,	4.32644,	0.0104605,	836.262,	47
199,	9900015,	20.2479,	-1.47396,	1.12476,	46.5246,	47
200,	-9900015,	32.1611,	-0.134614,	1.84736,	32.453,	47
200,	-9900015,	32.1611,	-0.134614,	1.84736,	32.453,	47
201,	-9900015,	21.8495,	0.808328,	2.15991,	29.3848,	47
201,	-9900015,	21.8482,	0.808352,	2.15991,	29.3836,	47
201,	-9900015,	21.8482,	0.808352,	2.15991,	29.3836,	47
201,	-9900015,	21.8482,	0.808352,	2.15991,	29.3836,	47
201,	-9900015,	21.8482,	0.808352,	2.15991,	29.3836,	47
202,	-9900015,	12.7753,	-2.9418,	-2.93402,	121.383,	47
202,	-9900015,	12.7753,	-2.9418,	-2.93402,	121.383,	47
203,	9900015,	14.3509,	6.12297,	0.196775,	3273.59,	47
204,	9900015,	6.0173,	-2.03989,	0.332001,	23.5272,	47
205,	-9900015,	44.1237,	-3.85789,	-1.53999,	1045.43,	47
206,	9900015,	23.9837,	-1.12769,	0.92043,	40.9197,	47
207,	9900015,	52.8481,	-1.38532,	0.230394,	112.206,	47
208,	9900015,	20.6635,	-0.726824,	-1.57191,	26.366,	47
209,	9900015,	7.59188,	6.0563,	-1.11404,	1620.09,	47
210,	9900015,	21.2812,	-0.493555,	-1.28702,	23.9262,	47
210,	9900015,	21.2812,	-0.493555,	-1.28702,	23.9262,	47
211,	9900015,	24.9228,	3.56563,	-2.08337,	441.006,	47
212,	9900015,	28.0717,	2.06298,	-2.21176,	112.237,	47
212,	9900015,	28.0717,	2.06298,	-2.21176,	112.237,	47
213,	-9900015,	26.8014,	-2.33573,	-2.52381,	139.82,	47
213,	-9900015,	26.8014,	-2.33573,	-2.52381,	139.82,	47
214,	9900015,	27.3277,	3.49801,	-0.317153,	452,	47
215,	9900015,	14.8436,	-4.30636,	-0.600621,	550.573,	47
215,	9900015,	14.8281,	-4.30717,	-0.600392,	550.447,	47
216,	9900015,	25.3469,	-1.37979,	1.97781,	53.554,	47
216,	9900015,	25.3468,	-1.37979,	1.97781,	53.5539,	47
217,	-9900015,	4.12904,	4.60056,	-1.50447,	205.524,	47
218,	9900015,	22.499,	-0.837782,	1.83596,	30.8676,	47
218,	9900015,	22.499,	-0.837782,	1.83596,	30.8676,	47
219,	9900015,	10.2615,	4.12362,	3.12221,	317.071,	47
219,	9900015,	10.2615,	4.12362,	3.12221,	317.071,	47
220,	-9900015,	27.2167,	-2.29926,	-0.680871,	136.997,	47
221,	9900015,	12.5292,	-1.56491,	0.0286887,	31.2687,	47
221,	9900015,	12.5292,	-1.56491,	0.0286887,	31.2687,	47
222,	-9900015,	20.7457,	3.63189,	0.516267,	392.206,	47
223,	9900015,	33.5001,	-4.09933,	-0.284872,	1010.3,	47
224,	-9900015,	22.9263,	3.84727,	-1.04033,	537.467,	47
225,	-9900015,	38.8604,	-2.35705,	-2.46166,	207.019,	47
226,	9900015,	2.39912,	3.86395,	2.06089,	57.1879,	47
227,	9900015,	22.6914,	5.26268,	0.166422,	2189.75,	47
227,	9900015,	22.6914,	5.26268,	0.166422,	2189.75,	47
228,	-9900015,	22.356,	-1.0188,	-2.86924,	34.9972,	47
228,	-9900015,	22.356,	-1.0188,	-2.86924,	34.9972,	47
228,	-9900015,	22.356,	-1.0188,	-2.86924,	34.9972,	47
229,	-9900015,	21.0572,	-4.2672,	-2.97528,	751.064,	47
229,	-9900015,	21.0352,	-4.26823,	-2.97514,	751.051,	47
229,	-9900015,	21.0352,	-4.26823,	-2.97514,	751.051,	47
230,	9900015,	21.1568,	1.71151,	-0.335584,	60.4862,	47
231,	-9900015,	26.3649,	-0.445289,	-1.53089,	29.0222,	47
232,	9900015,	20.0125,	4.32376,	-0.283297,	755.324,	47
232,	9900015,	20.0125,	4.32376,	-0.283297,	755.324,	47
232,	9900015,	20.0122,	4.32377,	-0.28329,	755.323,	47
233,	9900015,	34.8911,	-3.10297,	1.22851,	389.191,	47
233,	9900015,	34.8911,	-3.10297,	1.22851,	389.191,	47
234,	9900015,	49.1739,	-0.0133344,	0.264618,	49.1783,	47
235,	-9900015,	18.9742,	-2.81805,	0.146303,	159.421,	47
235,	-9900015,	18.9703,	-2.81818,	0.146341,	159.409,	47
236,	-9900015,	13.5886,	-4.36346,	-0.347506,	533.632,	47
237,	-9900015,	15.4333,	4.86571,	-2.46082,	1001.39,	47
237,	-9900015,	15.4333,	4.86571,	-2.46082,	1001.39,	47
238,	9900015,	5.4693,	-4.82682,	3.12166,	341.344,	47
238,	9900015,	5.4693,	-4.82682,	3.12166,	341.344,	47
239,	-9900015,	50.5305,	-2.32186,	-2.60164,	260.047,	47
239,	-9900015,	50.5305,	-2.32186,	-2.60164,	260.047,	47
240,	-9900015,	30.0328,	-1.35461,	-1.38833,	62.0672,	47
240,	-9900015,	30.0328,	-1.35461,	-1.38833,	62.0672,	47
241,	-9900015,	28.5444,	4.04423,	0.55354,	814.722,	47
241,	-9900015,	28.5444,	4.04423,	0.55354,	814.722,	47
242,	9900015,	61.5688,	-2.7314,	-0.593503,	474.678,	47
242,	9900015,	61.5568,	-2.73143,	-0.593452,	474.6,	47
242,	9900015,	61.5568,	-2.73143,	-0.593452,	474.6,	47
243,	9900015,	26.1532,	2.58247,	-0.116261,	173.989,	47
243,	9900015,	26.1532,	2.58247,	-0.116261,	173.989,	47
244,	-9900015,	16.2375,	1.77076,	-0.00626667,	49.0822,	47
245,	9900015,	29.8677,	-4.23351,	1.09851,	1030.04,	47
245,	9900015,	29.8602,	-4.23372,	1.09856,	1029.99,	47
246,	9900015,	19.959,	-2.02831,	-3.01429,	77.1696,	47
247,	9900015,	18.5623,	-2.17473,	-3.0097,	82.7268,	47
247,	9900015,	18.5623,	-2.17473,	-3.0097,	82.7268,	47
248,	9900015,	28.1482,	-2.08371,	1.84289,	114.826,	47
248,	9900015,	28.1482,	-2.08371,	1.84289,	114.826,	47
249,	9900015,	24.3088,	-3.5973,	0.654868,	443.962,	47
250,	9900015,	28.7176,	-4.70485,	-0.62213,	1586.51,	47
251,	9900015,	13.4013,	4.38498,	1.34303,	537.722,	47
251,	9900015,	13.4012,	4.38499,	1.34304,	537.721,	47
252,	9900015,	27.6962,	-1.34522,	0.270524,	56.7706,	47
253,	9900015,	31.7437,	2.82175,	-1.7864,	267.692,	47
254,	9900015,	24.0239,	3.74181,	0.819922,	506.878,	47
254,	9900015,	24.0237,	3.74181,	0.819923,	506.877,	47
255,	-9900015,	12.4335,	-4.10642,	2.54179,	377.638,	47
256,	9900015,	29.0669,	-4.77453,	0.412876,	1721.67,	47
257,	-9900015,	19.5929,	-2.82185,	-1.56094,	165.241,	47
257,	-9900015,	19.5929,	-2.82185,	-1.56094,	165.241,	47
258,	-9900015,	16.2027,	2.43016,	0.841184,	92.7503,	47
258,	-9900015,	16.2027,	2.43016,	0.841184,	92.7503,	47
259,	-9900015,	17.6259,	-2.1207,	-2.69944,	74.5303,	47
259,	-9900015,	17.6259,	-2.1207,	-2.69944,	74.5303,	47
260,	9900015,	20.9305,	1.68723,	2.91944,	58.4955,	47
261,	-9900015,	5.30291,	5.56392,	-2.99677,	691.627,	47
261,	-9900015,	5.30291,	5.56392,	-2.99677,	691.627,	47
262,	9900015,	27.2149,	-3.69831,	-3.11563,	549.794,	47
262,	9900015,	27.2137,	-3.69835,	-3.11564,	549.789,	47
