event,	id,	pt,	eta,	phi,	momentum,	mass
44,	-9900015,	28.1865,	-0.716156,	-2.31713,	35.7289,	39
44,	-9900015,	28.1865,	-0.716156,	-2.31713,	35.7289,	39
44,	-9900015,	28.1865,	-0.716156,	-2.31713,	35.7289,	39
45,	9900015,	42.854,	1.06213,	-2.01375,	69.3858,	39
46,	9900015,	33.4767,	-2.06373,	-0.493755,	133.945,	39
46,	9900015,	33.4767,	-2.06373,	-0.493755,	133.945,	39
47,	9900015,	27.0412,	4.18145,	-0.461191,	885.273,	39
47,	9900015,	27.0412,	4.18145,	-0.461191,	885.273,	39
48,	9900015,	29.3166,	1.85782,	-1.3345,	96.2426,	39
48,	9900015,	29.3166,	1.85782,	-1.3345,	96.2426,	39
49,	-9900015,	12.8782,	2.11181,	-1.51152,	53.9868,	39
49,	-9900015,	12.8782,	2.11181,	-1.51152,	53.9868,	39
50,	9900015,	28.0894,	1.02417,	3.08075,	44.1548,	39
51,	-9900015,	3.57762,	4.13427,	-1.15297,	111.729,	39
52,	-9900015,	17.1086,	-0.464393,	1.48448,	18.9868,	39
53,	9900015,	41.4475,	0.662533,	2.63438,	50.8819,	39
54,	-9900015,	28.3182,	2.06299,	1.77522,	113.224,	39
55,	9900015,	27.717,	3.03222,	0.737855,	288.138,	39
56,	-9900015,	57.8591,	-1.79203,	-2.22269,	178.445,	39
57,	-9900015,	9.63772,	2.14374,	-0.370964,	41.6757,	39
57,	-9900015,	9.63766,	2.14374,	-0.370962,	41.6758,	39
58,	-9900015,	82.7887,	-0.18916,	-2.14603,	84.2743,	39
58,	-9900015,	82.7848,	-0.18916,	-2.14603,	84.2703,	39
59,	9900015,	33.2826,	-3.14604,	2.20864,	387.525,	39
59,	9900015,	33.2825,	-3.14604,	2.20864,	387.524,	39
59,	9900015,	33.2825,	-3.14604,	2.20864,	387.524,	39
60,	9900015,	34.5645,	-3.70239,	2.29614,	701.121,	39
61,	9900015,	12.981,	-2.05694,	3.03294,	51.5984,	39
61,	9900015,	12.981,	-2.05694,	3.03294,	51.5984,	39
62,	9900015,	25.6362,	0.46612,	3.00721,	28.472,	39
62,	9900015,	25.6362,	0.46612,	3.00721,	28.472,	39
63,	9900015,	28.6878,	-4.09757,	2.93999,	863.653,	39
63,	9900015,	28.6877,	-4.09757,	2.93999,	863.652,	39
64,	-9900015,	32.0584,	-1.49968,	2.74531,	75.3927,	39
65,	-9900015,	34.5121,	-1.42267,	-0.577535,	75.7413,	39
65,	-9900015,	34.5121,	-1.42267,	-0.577535,	75.7413,	39
66,	-9900015,	34.4818,	-2.20684,	0.301973,	158.564,	39
66,	-9900015,	34.4818,	-2.20684,	0.301973,	158.564,	39
67,	-9900015,	27.265,	-1.05407,	2.04862,	43.867,	39
68,	-9900015,	16.8387,	-1.03943,	-2.07332,	26.7842,	39
69,	9900015,	3.44852,	-2.93674,	-2.24835,	32.6009,	39
70,	-9900015,	39.5128,	1.70661,	1.2718,	112.448,	39
71,	9900015,	43.2343,	-1.67031,	-2.77057,	118.938,	39
72,	-9900015,	22.8534,	4.04587,	1.82966,	653.362,	39
72,	-9900015,	22.7885,	4.04866,	1.82975,	653.322,	39
73,	-9900015,	18.6771,	0.148698,	-0.62696,	18.884,	39
73,	-9900015,	18.6771,	0.148698,	-0.62696,	18.884,	39
74,	9900015,	23.6525,	2.39023,	2.41837,	130.179,	39
74,	9900015,	23.6525,	2.39023,	2.41837,	130.179,	39
75,	9900015,	17.7589,	-2.25882,	1.90989,	85.9196,	39
76,	9900015,	21.4728,	1.23869,	-1.78807,	40.1631,	39
76,	9900015,	21.4728,	1.23869,	-1.78807,	40.1631,	39
76,	9900015,	21.4728,	1.23869,	-1.78807,	40.1631,	39
77,	-9900015,	12.7542,	-3.71547,	-0.758145,	262.113,	39
78,	9900015,	16.3331,	-4.82128,	-2.18406,	1013.73,	39
78,	9900015,	16.3329,	-4.82129,	-2.18405,	1013.73,	39
79,	9900015,	21.5802,	-5.22852,	2.07358,	2012.59,	39
80,	-9900015,	28.5783,	-0.443615,	1.36021,	31.4367,	39
80,	-9900015,	28.577,	-0.44362,	1.36021,	31.4354,	39
80,	-9900015,	28.577,	-0.44362,	1.36021,	31.4354,	39
81,	-9900015,	12.0258,	0.709982,	2.65214,	15.1863,	39
82,	9900015,	15.8558,	4.94486,	2.88341,	1113.54,	39
83,	9900015,	14.0096,	-1.83857,	-2.22063,	45.1568,	39
83,	9900015,	14.0096,	-1.83857,	-2.22063,	45.1568,	39
84,	9900015,	54.0359,	-0.536345,	1.69284,	61.9962,	39
85,	9900015,	21.5742,	-1.28723,	2.03043,	42.0563,	39
85,	9900015,	21.5742,	-1.28723,	2.03043,	42.0563,	39
86,	9900015,	36.7345,	-0.538489,	-0.475343,	42.1904,	39
86,	9900015,	36.6375,	-0.537742,	-0.475374,	42.0636,	39
86,	9900015,	36.6367,	-0.537735,	-0.475374,	42.0625,	39
87,	-9900015,	45.5668,	-1.80681,	-0.819312,	142.514,	39
87,	-9900015,	45.5668,	-1.80681,	-0.819312,	142.514,	39
87,	-9900015,	45.5668,	-1.80681,	-0.819312,	142.514,	39
88,	9900015,	20.3306,	-0.398933,	-0.121762,	21.97,	39
89,	-9900015,	9.18689,	4.7925,	-0.745175,	554.018,	39
90,	-9900015,	32.3142,	2.11632,	-2.10551,	136.059,	39
91,	9900015,	23.5954,	-3.99325,	2.1466,	640.02,	39
92,	-9900015,	10.8351,	-3.95635,	2.8331,	283.258,	39
92,	-9900015,	10.8351,	-3.95635,	2.8331,	283.258,	39
93,	9900015,	24.5244,	-2.48065,	-0.805294,	147.548,	39
93,	9900015,	24.5244,	-2.48065,	-0.805294,	147.548,	39
94,	-9900015,	23.6741,	-3.18663,	2.94116,	287.027,	39
95,	9900015,	35.9774,	-0.350627,	-2.16332,	38.2117,	39
95,	9900015,	35.9773,	-0.350628,	-2.16332,	38.2116,	39
95,	9900015,	35.9773,	-0.350629,	-2.16332,	38.2116,	39
95,	9900015,	35.9772,	-0.35063,	-2.16332,	38.2115,	39
96,	-9900015,	23.531,	0.0230289,	-2.74338,	23.5372,	39
97,	-9900015,	31.6638,	3.55989,	1.48134,	557.087,	39
97,	-9900015,	31.663,	3.5599,	1.48134,	557.08,	39
98,	-9900015,	20.679,	1.92482,	1.54559,	72.3746,	39
98,	-9900015,	20.679,	1.92482,	1.54559,	72.3746,	39
99,	-9900015,	21.2826,	-4.12444,	1.87226,	658.157,	39
99,	-9900015,	21.2826,	-4.12444,	1.87226,	658.157,	39
100,	-9900015,	48.8069,	2.24804,	-0.662223,	233.657,	39
101,	-9900015,	27.8602,	3.51444,	-0.187346,	468.424,	39
102,	9900015,	20.8663,	-2.48341,	-0.677411,	125.881,	39
102,	9900015,	20.8663,	-2.48341,	-0.677411,	125.881,	39
103,	-9900015,	33.9552,	-1.3384,	-1.3725,	69.1872,	39
103,	-9900015,	33.9552,	-1.3384,	-1.3725,	69.1872,	39
104,	-9900015,	11.9798,	3.79499,	-1.02372,	266.551,	39
105,	-9900015,	18.4504,	-2.24477,	0.619831,	88.047,	39
106,	-9900015,	34.5498,	-0.115818,	-2.40692,	34.7818,	39
107,	9900015,	13.2385,	-3.69867,	-0.735203,	267.539,	39
107,	9900015,	13.2382,	-3.6987,	-0.735214,	267.542,	39
108,	-9900015,	5.14571,	-2.20092,	-0.978832,	23.5262,	39
109,	9900015,	17.1047,	3.04849,	1.57104,	180.719,	39
110,	9900015,	21.4629,	5.01808,	-1.81515,	1621.83,	39
111,	9900015,	12.508,	-3.75769,	-0.719736,	268.126,	39
111,	9900015,	12.508,	-3.75769,	-0.719736,	268.126,	39
112,	9900015,	37.227,	4.09404,	2.25406,	1116.78,	39
112,	9900015,	37.227,	4.09404,	2.25406,	1116.78,	39
113,	9900015,	34.3549,	-3.71379,	-0.704013,	704.852,	39
113,	9900015,	34.3528,	-3.71384,	-0.704025,	704.837,	39
114,	9900015,	23.3235,	-4.19299,	1.72252,	772.42,	39
114,	9900015,	23.322,	-4.19302,	1.72252,	772.395,	39
115,	9900015,	72.7117,	3.24552,	-1.57065,	934.853,	39
115,	9900015,	72.7117,	3.24552,	-1.57065,	934.853,	39
116,	9900015,	23.8889,	-5.15059,	-1.53021,	2060.88,	39
116,	9900015,	23.8889,	-5.15059,	-1.53021,	2060.88,	39
116,	9900015,	23.8889,	-5.15059,	-1.53021,	2060.88,	39
117,	9900015,	28.8963,	1.64262,	-2.7212,	77.4734,	39
117,	9900015,	28.2039,	1.65464,	-2.72267,	76.4658,	39
118,	9900015,	31.2202,	-5.16243,	-2.53215,	2725.42,	39
118,	9900015,	31.2202,	-5.16243,	-2.53215,	2725.42,	39
118,	9900015,	31.2202,	-5.16243,	-2.53215,	2725.42,	39
119,	9900015,	44.9864,	3.19672,	-1.13163,	550.926,	39
120,	-9900015,	30.5319,	1.37885,	-1.82782,	64.4557,	39
121,	9900015,	16.8209,	-2.42977,	-0.804957,	96.2522,	39
122,	9900015,	27.5365,	2.88437,	0.703446,	247.116,	39
122,	9900015,	27.5341,	2.88441,	0.703448,	247.103,	39
123,	-9900015,	31.4982,	-4.13742,	-1.87505,	986.796,	39
123,	-9900015,	31.4982,	-4.13742,	-1.87505,	986.796,	39
124,	-9900015,	31.7631,	-2.42575,	-2.24015,	181.035,	39
125,	9900015,	34.5744,	-2.29988,	0.4488,	174.139,	39
125,	9900015,	34.5744,	-2.29988,	0.4488,	174.139,	39
125,	9900015,	34.5744,	-2.29988,	0.4488,	174.139,	39
126,	-9900015,	25.3339,	0.405437,	-2.05045,	27.4447,	39
127,	-9900015,	18.0824,	2.65026,	1.26802,	128.641,	39
127,	-9900015,	18.0556,	2.65227,	1.26832,	128.707,	39
128,	-9900015,	29.2561,	-0.658532,	-1.89945,	35.8324,	39
129,	9900015,	32.697,	-2.46113,	-0.956335,	192.968,	39
129,	9900015,	32.697,	-2.46113,	-0.956335,	192.968,	39
129,	9900015,	32.697,	-2.46113,	-0.956335,	192.968,	39
130,	-9900015,	28.0087,	1.02554,	2.9102,	44.0747,	39
130,	-9900015,	28.0087,	1.02554,	2.9102,	44.0747,	39
130,	-9900015,	28.0087,	1.02554,	2.9102,	44.0747,	39
131,	9900015,	33.2744,	-1.49011,	-1.80057,	77.578,	39
132,	-9900015,	11.2256,	2.69716,	-1.61831,	83.6587,	39
132,	-9900015,	11.2242,	2.69732,	-1.61833,	83.6619,	39
132,	-9900015,	11.2241,	2.69734,	-1.61833,	83.6621,	39
133,	-9900015,	15.6179,	3.3004,	0.92149,	212.095,	39
134,	-9900015,	0.365419,	6.59957,	-2.84108,	134.251,	39
134,	-9900015,	0.473787,	6.36678,	-2.72564,	137.915,	39
135,	9900015,	27.2539,	4.39144,	-0.828429,	1100.63,	39
136,	9900015,	28.3785,	-1.79477,	-2.30915,	87.7501,	39
136,	9900015,	28.3785,	-1.79477,	-2.30915,	87.7501,	39
137,	-9900015,	41.1791,	2.3041,	1.10231,	208.263,	39
138,	-9900015,	16.6058,	-0.31157,	1.95482,	17.4183,	39
138,	-9900015,	16.6058,	-0.31157,	1.95482,	17.4183,	39
139,	-9900015,	25.2952,	-1.32245,	0.97767,	50.8316,	39
140,	-9900015,	9.37886,	3.39317,	-1.82191,	139.715,	39
141,	-9900015,	8.47021,	2.41663,	1.27126,	47.8451,	39
141,	-9900015,	8.47021,	2.41663,	1.27126,	47.8451,	39
142,	-9900015,	18.8796,	-1.127,	1.30837,	32.1933,	39
142,	-9900015,	18.6205,	-1.14361,	1.30735,	32.1832,	39
142,	-9900015,	18.5909,	-1.14553,	1.30723,	32.1825,	39
143,	9900015,	5.27321,	5.17773,	-0.152393,	467.434,	39
143,	9900015,	5.27321,	5.17773,	-0.152393,	467.434,	39
143,	9900015,	5.27321,	5.17773,	-0.152393,	467.434,	39
144,	9900015,	35.0124,	2.12436,	-2.7101,	148.576,	39
145,	-9900015,	14.1557,	-3.91285,	-0.793412,	354.324,	39
145,	-9900015,	14.1557,	-3.91285,	-0.793412,	354.324,	39
146,	9900015,	28.8233,	-1.33874,	-0.743352,	58.7477,	39
146,	9900015,	28.8233,	-1.33874,	-0.743352,	58.7477,	39
147,	9900015,	32.1238,	-1.95391,	-0.112217,	115.613,	39
147,	9900015,	32.1238,	-1.95391,	-0.112217,	115.613,	39
148,	9900015,	10.9789,	3.83746,	0.793811,	254.87,	39
148,	9900015,	10.9789,	3.83746,	0.793811,	254.87,	39
149,	9900015,	33.0035,	2.30003,	-0.536759,	166.25,	39
150,	9900015,	21.2824,	-3.0588,	-1.77736,	227.179,	39
150,	9900015,	21.2812,	-3.05883,	-1.77736,	227.173,	39
151,	-9900015,	25.4516,	2.247,	2.33841,	121.723,	39
152,	-9900015,	19.1474,	-3.18179,	1.40807,	231.026,	39
152,	-9900015,	19.1468,	-3.1818,	1.40806,	231.021,	39
153,	-9900015,	29.0351,	3.5033,	2.76066,	482.781,	39
154,	9900015,	31.769,	-1.68791,	-1.14519,	88.8428,	39
155,	9900015,	44.4384,	4.20299,	-0.17169,	1486.49,	39
155,	9900015,	44.4322,	4.20295,	-0.171766,	1486.21,	39
156,	-9900015,	12.5292,	1.57193,	1.46043,	31.4707,	39
156,	-9900015,	12.5292,	1.57193,	1.46043,	31.4707,	39
157,	9900015,	23.0133,	4.98314,	-0.205136,	1679.26,	39
157,	9900015,	23.0133,	4.98314,	-0.205136,	1679.26,	39
157,	9900015,	23.0133,	4.98314,	-0.205136,	1679.26,	39
158,	-9900015,	187.846,	2.03841,	2.64911,	733.407,	39
158,	-9900015,	187.846,	2.03841,	2.64911,	733.407,	39
159,	9900015,	22.7213,	2.66082,	2.36687,	163.342,	39
160,	9900015,	26.3856,	3.96587,	0.0880424,	696.384,	39
161,	9900015,	14.9664,	3.13521,	-1.54483,	172.39,	39
162,	-9900015,	27.0149,	-1.90759,	-1.25488,	93.0024,	39
163,	-9900015,	9.84426,	-4.5255,	-0.232616,	454.571,	39
164,	9900015,	59.3931,	-2.64862,	-0.0719522,	421.846,	39
164,	9900015,	59.3304,	-2.64777,	-0.0696897,	421.048,	39
165,	9900015,	35.1402,	4.6346,	0.362533,	1809.66,	39
165,	9900015,	35.1402,	4.6346,	0.362533,	1809.66,	39
165,	9900015,	35.1402,	4.6346,	0.362533,	1809.66,	39
165,	9900015,	35.1402,	4.6346,	0.362533,	1809.66,	39
166,	-9900015,	26.1495,	0.162195,	1.06877,	26.4942,	39
166,	-9900015,	26.1495,	0.162205,	1.06877,	26.4942,	39
167,	9900015,	5.12721,	4.50587,	2.99255,	232.156,	39
168,	-9900015,	46.7573,	-2.52272,	-2.17104,	293.231,	39
168,	-9900015,	46.7573,	-2.52272,	-2.17104,	293.231,	39
169,	9900015,	26.7171,	3.27957,	2.26688,	355.365,	39
169,	9900015,	26.7169,	3.27958,	2.26688,	355.365,	39
170,	9900015,	30.2554,	3.36247,	-2.64218,	437.115,	39
170,	9900015,	30.2554,	3.36247,	-2.64218,	437.115,	39
171,	9900015,	6.09496,	4.67006,	-1.39787,	325.206,	39
172,	-9900015,	19.5841,	0.767867,	-1.38533,	25.647,	39
172,	-9900015,	19.5841,	0.767867,	-1.38533,	25.647,	39
172,	-9900015,	19.5841,	0.767867,	-1.38533,	25.647,	39
173,	-9900015,	49.2096,	-4.00634,	-2.612,	1352.37,	39
174,	9900015,	8.95229,	-5.48409,	0.884627,	1078,	39
175,	-9900015,	23.3037,	1.16777,	1.49705,	41.0829,	39
176,	-9900015,	32.0765,	1.86617,	0.924785,	106.145,	39
177,	9900015,	26.0909,	-1.86696,	-2.46487,	86.4031,	39
177,	9900015,	26.0907,	-1.86697,	-2.46487,	86.4026,	39
177,	9900015,	26.0907,	-1.86697,	-2.46487,	86.4026,	39
178,	-9900015,	32.6505,	-2.14833,	2.25428,	141.821,	39
178,	-9900015,	30.6587,	-2.18356,	2.25915,	137.818,	39
179,	-9900015,	27.9971,	4.52254,	2.49413,	1288.98,	39
180,	9900015,	21.5341,	1.7135,	1.7482,	61.6799,	39
181,	-9900015,	24.6044,	3.20073,	0.546921,	302.524,	39
181,	-9900015,	24.3398,	3.20499,	0.546054,	300.545,	39
182,	-9900015,	31.9542,	-1.06382,	-1.73982,	51.8066,	39
182,	-9900015,	31.9494,	-1.06389,	-1.73982,	51.8016,	39
183,	-9900015,	24.8924,	1.66983,	0.319906,	68.4482,	39
183,	-9900015,	24.8924,	1.66983,	0.319906,	68.4482,	39
183,	-9900015,	24.8924,	1.66983,	0.319906,	68.4482,	39
184,	9900015,	16.1398,	1.48602,	-0.570129,	37.4906,	39
184,	9900015,	16.1398,	1.48602,	-0.570129,	37.4906,	39
185,	-9900015,	16.2133,	2.10783,	2.91152,	67.7059,	39
185,	-9900015,	16.464,	2.0617,	2.99104,	65.7453,	39
185,	-9900015,	16.464,	2.0617,	2.99104,	65.7452,	39
185,	-9900015,	16.464,	2.0617,	2.99104,	65.7452,	39
186,	9900015,	18.5487,	3.00777,	-2.17632,	188.191,	39
187,	9900015,	20.6006,	4.66904,	1.81934,	1098.06,	39
188,	9900015,	15.4071,	1.1341,	0.67977,	26.4239,	39
188,	9900015,	15.4071,	1.1341,	0.67977,	26.4239,	39
189,	-9900015,	24.6366,	0.902673,	0.431841,	35.3741,	39
190,	9900015,	27.22,	3.40322,	-0.15133,	409.578,	39
191,	9900015,	57.5989,	-4.04566,	1.98917,	1646.36,	39
191,	9900015,	57.5989,	-4.04566,	1.98917,	1646.36,	39
192,	-9900015,	18.0947,	1.78359,	-2.26331,	55.3626,	39
193,	9900015,	23.0565,	4.68858,	-0.999981,	1253.22,	39
194,	9900015,	19.4899,	4.35095,	-2.72505,	755.866,	39
195,	9900015,	44.1949,	1.66363,	1.82907,	120.826,	39
196,	9900015,	19.2633,	-1.70061,	2.16896,	54.5141,	39
197,	9900015,	39.4486,	-3.1815,	-1.15224,	475.838,	39
198,	-9900015,	23.4857,	-1.65431,	2.35199,	63.6545,	39
199,	-9900015,	29.7344,	4.04459,	-1.57655,	848.996,	39
200,	9900015,	19.4271,	4.62023,	1.45175,	986.186,	39
200,	9900015,	19.4271,	4.62023,	1.45175,	986.186,	39
201,	9900015,	22.1298,	-2.199,	-0.100446,	100.989,	39
202,	-9900015,	21.2199,	2.65231,	1.75649,	151.269,	39
203,	9900015,	22.8159,	-4.85564,	0.277625,	1465.59,	39
203,	9900015,	22.8078,	-4.85578,	0.277641,	1465.27,	39
204,	9900015,	43.0351,	-3.22536,	-2.61348,	542.293,	39
204,	9900015,	43.0227,	-3.22549,	-2.61345,	542.205,	39
205,	-9900015,	29.6958,	4.38675,	-1.33639,	1193.64,	39
206,	9900015,	21.6094,	-0.928406,	-0.643712,	31.6108,	39
207,	-9900015,	12.9949,	-4.59674,	0.783846,	644.354,	39
208,	-9900015,	25.2519,	2.87196,	0.288478,	223.835,	39
208,	-9900015,	24.9487,	2.88373,	0.288994,	223.749,	39
208,	-9900015,	24.9487,	2.88373,	0.288994,	223.749,	39
209,	9900015,	16.6566,	-4.83439,	1.59774,	1047.45,	39
209,	9900015,	16.6566,	-4.83439,	1.59774,	1047.45,	39
210,	9900015,	20.7931,	-2.20801,	0.408042,	95.7262,	39
210,	9900015,	20.7931,	-2.20801,	0.408042,	95.7262,	39
211,	-9900015,	62.8518,	-0.139774,	-1.5852,	63.4667,	39
212,	-9900015,	44.8862,	-1.19061,	0.405766,	80.6405,	39
212,	-9900015,	44.8862,	-1.19061,	0.405766,	80.6405,	39
213,	9900015,	23.3167,	2.81403,	2.07103,	195.126,	39
214,	9900015,	10.9961,	-6.12565,	-1.76554,	2515.05,	39
214,	9900015,	10.9935,	-6.12574,	-1.76548,	2514.68,	39
214,	9900015,	10.9935,	-6.12574,	-1.76548,	2514.68,	39
215,	9900015,	16.7049,	-3.58137,	1.87208,	300.274,	39
215,	9900015,	16.7049,	-3.58137,	1.87208,	300.274,	39
216,	-9900015,	26.0164,	-1.68046,	0.835406,	72.2519,	39
216,	-9900015,	26.0164,	-1.68046,	0.835406,	72.2519,	39
217,	9900015,	47.1424,	2.37615,	-2.76103,	255.896,	39
218,	-9900015,	28.8528,	1.2908,	1.20892,	56.4181,	39
219,	9900015,	29.3204,	4.83948,	3.13211,	1853.22,	39
219,	9900015,	29.3204,	4.83948,	3.13211,	1853.22,	39
219,	9900015,	29.3204,	4.83948,	3.13211,	1853.22,	39
220,	-9900015,	23.4633,	-3.58901,	3.00792,	424.991,	39
221,	9900015,	24.1235,	-0.439911,	-1.48103,	26.4956,	39
222,	9900015,	22.0952,	4.95446,	2.34092,	1566.69,	39
223,	9900015,	21.9659,	-3.88128,	0.729012,	532.747,	39
224,	9900015,	2.07748,	-5.70527,	-0.979013,	312.09,	39
225,	-9900015,	20.4138,	1.63398,	-1.46811,	54.2945,	39
225,	-9900015,	20.4138,	1.63398,	-1.46811,	54.2945,	39
225,	-9900015,	20.4138,	1.63398,	-1.46811,	54.2945,	39
226,	-9900015,	47.0369,	-4.49219,	-2.88557,	2100.85,	39
227,	9900015,	30.6048,	-4.54054,	1.76539,	1434.63,	39
227,	9900015,	30.6048,	-4.54054,	1.76539,	1434.63,	39
228,	9900015,	6.19064,	-2.19275,	-1.86052,	28.0791,	39
229,	-9900015,	25.4124,	1.32366,	1.44942,	51.1212,	39
230,	-9900015,	63.5586,	-0.900066,	2.91052,	91.0893,	39
230,	-9900015,	63.5586,	-0.900066,	2.91052,	91.0893,	39
231,	-9900015,	31.5999,	-1.21144,	2.6702,	57.7657,	39
232,	-9900015,	28.7889,	-2.47081,	1.03458,	171.532,	39
232,	-9900015,	28.7884,	-2.47082,	1.03458,	171.532,	39
232,	-9900015,	28.7884,	-2.47082,	1.03458,	171.532,	39
233,	9900015,	15.4813,	1.48359,	2.03328,	35.8822,	39
234,	9900015,	3.5169,	6.93387,	-1.56634,	1804.98,	39
235,	9900015,	26.5566,	2.21233,	2.71327,	122.777,	39
236,	9900015,	34.195,	-3.72923,	-0.202985,	712.468,	39
236,	9900015,	34.195,	-3.72923,	-0.202985,	712.468,	39
237,	-9900015,	27.105,	3.7774,	1.28775,	592.585,	39
237,	-9900015,	27.105,	3.7774,	1.28775,	592.585,	39
238,	9900015,	25.0958,	5.29344,	2.02835,	2497.44,	39
238,	9900015,	25.0958,	5.29344,	2.02835,	2497.44,	39
239,	-9900015,	11.7772,	1.66888,	-1.73581,	32.3558,	39
240,	9900015,	8.53031,	-4.9687,	-0.419093,	613.53,	39
241,	-9900015,	19.4584,	0.605559,	-1.42544,	23.1365,	39
241,	-9900015,	19.3719,	0.607573,	-1.42755,	23.0588,	39
242,	9900015,	30.9294,	4.0041,	-0.406354,	848.096,	39
242,	9900015,	30.9292,	4.0041,	-0.406354,	848.094,	39
242,	9900015,	30.9292,	4.0041,	-0.406354,	848.094,	39
243,	-9900015,	23.0017,	-2.20997,	-1.7787,	106.097,	39
244,	9900015,	11.2821,	-3.33485,	-1.18428,	158.569,	39
244,	9900015,	11.2821,	-3.33485,	-1.18428,	158.569,	39
245,	-9900015,	7.76455,	2.39167,	-0.484359,	42.7952,	39
246,	-9900015,	24.9351,	3.41942,	-0.517551,	381.311,	39
