event,	id,	pt,	eta,	phi,	momentum,	mass
42,	-9900015,	18.8296,	4.80205,	0.933719,	1146.42,	55
43,	9900015,	4.52645,	-2.43301,	2.84453,	25.9839,	55
44,	9900015,	14.3291,	-1.2647,	0.943723,	27.3996,	55
45,	-9900015,	13.3449,	5.51271,	0.705414,	1653.6,	55
46,	9900015,	84.0708,	-3.05634,	2.09025,	895.217,	55
47,	9900015,	17.4972,	0.401918,	-2.51322,	18.9295,	55
48,	-9900015,	32.6745,	4.80181,	2.37398,	1988.88,	55
49,	-9900015,	18.2242,	4.47533,	-1.279,	800.358,	55
50,	9900015,	9.69291,	-4.86946,	-0.176745,	631.288,	55
51,	9900015,	32.8738,	-0.992998,	0.840037,	50.4577,	55
52,	9900015,	22.5139,	1.70898,	-0.648955,	64.2137,	55
53,	9900015,	15.0967,	-3.81513,	-2.94033,	342.73,	55
54,	-9900015,	22.8891,	1.30627,	-1.27734,	45.3573,	55
55,	9900015,	17.4101,	4.92311,	2.91042,	1196.4,	55
56,	-9900015,	16.7344,	-4.39729,	-2.19947,	679.773,	55
57,	9900015,	15.2628,	-3.99555,	-0.00560701,	414.954,	55
58,	-9900015,	16.9476,	-1.20372,	-2.19088,	30.7816,	55
59,	9900015,	22.9593,	-3.97495,	0.478008,	611.475,	55
60,	9900015,	12.8915,	-0.400577,	0.521625,	13.9397,	55
61,	-9900015,	19.6983,	-0.431204,	2.25658,	21.5582,	55
62,	-9900015,	55.3285,	-2.69052,	2.25836,	409.631,	55
63,	9900015,	56.9208,	-0.449565,	-0.973192,	62.7705,	55
64,	-9900015,	33.7703,	-4.16678,	1.31478,	1089.48,	55
65,	9900015,	19.0505,	0.25397,	0.731393,	19.6682,	55
66,	-9900015,	18.7393,	-2.08801,	-2.89075,	76.7639,	55
67,	9900015,	46.3695,	-0.589287,	-2.24542,	54.6563,	55
68,	9900015,	34.475,	-2.32439,	2.23677,	177.861,	55
69,	-9900015,	13.9404,	2.401,	-1.59587,	77.5419,	55
70,	-9900015,	37.0376,	-1.81503,	-0.515526,	116.745,	55
71,	9900015,	43.973,	3.22782,	-3.11917,	555.47,	55
72,	-9900015,	42.0001,	1.11592,	0.589635,	70.9799,	55
73,	-9900015,	12.3151,	2.28682,	0.271875,	61.2378,	55
74,	9900015,	15.052,	5.04278,	0.559366,	1165.83,	55
75,	9900015,	14.6645,	-5.24101,	1.76291,	1384.81,	55
76,	9900015,	11.6312,	-4.81371,	2.122,	716.462,	55
77,	9900015,	23.5129,	3.59144,	1.05664,	426.924,	55
78,	9900015,	28.2275,	-2.69146,	-2.6419,	209.179,	55
79,	-9900015,	43.5804,	2.78513,	1.83126,	354.388,	55
80,	9900015,	12.1492,	-5.58851,	-0.328707,	1623.99,	55
81,	-9900015,	22.7508,	-2.02268,	-2.78925,	87.4864,	55
82,	9900015,	20.2837,	-2.51193,	3.0111,	125.859,	55
83,	9900015,	51.2857,	-0.436658,	1.78761,	56.2532,	55
84,	9900015,	26.3491,	-1.07684,	1.17487,	43.1605,	55
85,	9900015,	21.7681,	-5.21009,	-1.31169,	1993.05,	55
86,	9900015,	25.4952,	-2.56768,	-1.84229,	167.15,	55
87,	-9900015,	10.248,	-4.38537,	2.43792,	411.36,	55
88,	9900015,	13.1075,	3.80095,	0.452277,	293.384,	55
89,	-9900015,	20.1548,	-1.62136,	2.22282,	52.9831,	55
90,	-9900015,	12.6868,	-3.20965,	-0.998666,	157.385,	55
91,	-9900015,	18.4533,	-5.21857,	2.67463,	1703.94,	55
92,	-9900015,	24.1637,	4.50663,	1.5432,	1094.94,	55
93,	-9900015,	29.225,	1.80525,	2.40907,	91.2688,	55
94,	9900015,	8.99858,	-3.20649,	-1.3613,	111.28,	55
95,	-9900015,	36.0222,	2.67778,	-0.667147,	263.349,	55
96,	-9900015,	16.5829,	-4.03557,	2.12235,	469.239,	55
97,	9900015,	3.7359,	5.21096,	-2.03941,	342.35,	55
98,	9900015,	8.79586,	4.77679,	-2.58731,	522.173,	55
99,	9900015,	26.347,	-2.34297,	1.45328,	138.429,	55
100,	9900015,	27.7837,	1.09553,	-1.24063,	46.1922,	55
101,	9900015,	23.6362,	4.17151,	2.78795,	766.155,	55
102,	-9900015,	19.2895,	2.73942,	1.92917,	149.904,	55
103,	9900015,	44.061,	-2.41231,	-2.40231,	247.829,	55
104,	9900015,	32.7723,	3.67717,	-2.66142,	648.23,	55
104,	9900015,	32.66,	3.67901,	-2.66213,	647.198,	55
105,	-9900015,	29.0979,	4.22863,	-0.136743,	998.611,	55
106,	-9900015,	14.0032,	1.31654,	-0.376186,	27.9961,	55
107,	9900015,	4.68191,	-3.38898,	-0.225813,	69.4548,	55
108,	-9900015,	25.9074,	3.86495,	-0.786548,	618.175,	55
109,	9900015,	17.9918,	5.23388,	2.93375,	1686.95,	55
110,	-9900015,	8.5613,	-4.04841,	-0.703695,	245.382,	55
111,	-9900015,	36.8938,	2.42509,	-1.16541,	210.142,	55
112,	9900015,	13.7964,	-3.59254,	3.04266,	250.775,	55
113,	9900015,	21.1982,	-3.85948,	-0.639607,	503.051,	55
114,	9900015,	18.3864,	1.88475,	1.0775,	61.9304,	55
115,	9900015,	16.7455,	-4.84155,	-1.65888,	1060.6,	55
115,	9900015,	16.7273,	-4.8425,	-1.65927,	1060.45,	55
116,	9900015,	22.1748,	-0.956188,	0.651512,	33.1082,	55
117,	9900015,	9.43342,	2.98708,	2.05455,	93.7596,	55
118,	9900015,	19.3678,	1.80155,	-2.82466,	60.2731,	55
119,	-9900015,	12.1929,	2.35902,	-1.53849,	65.0803,	55
120,	9900015,	37.9029,	3.96635,	-0.36789,	1000.84,	55
121,	-9900015,	36.4973,	-1.74788,	0.729199,	107.969,	55
122,	-9900015,	14.4466,	4.45543,	2.5425,	621.962,	55
123,	9900015,	26.7214,	-0.148192,	-2.17815,	27.0153,	55
124,	-9900015,	38.6069,	-3.33959,	-2.18071,	545.187,	55
125,	9900015,	11.5499,	-4.75921,	-1.44666,	673.716,	55
126,	9900015,	36.6635,	-1.65973,	0.165487,	99.873,	55
127,	9900015,	24.4511,	-4.08451,	2.89294,	726.561,	55
128,	-9900015,	15.5188,	3.1285,	-2.54886,	177.562,	55
129,	-9900015,	24.0418,	-2.83111,	-0.531971,	204.634,	55
130,	-9900015,	12.2396,	-4.62587,	0.625255,	624.841,	55
131,	9900015,	6.51423,	1.44309,	-0.332893,	14.5591,	55
132,	9900015,	29.1778,	4.33571,	-1.23136,	1114.48,	55
133,	-9900015,	1.14585,	-7.1452,	2.49414,	726.474,	55
134,	9900015,	9.60768,	6.10232,	-1.25484,	2146.81,	55
134,	9900015,	9.57568,	6.10409,	-1.25424,	2143.45,	55
135,	9900015,	23.9177,	-3.80282,	-1.02593,	536.352,	55
136,	-9900015,	34.7296,	2.18935,	-1.72399,	157.003,	55
137,	-9900015,	35.7698,	-3.53717,	-2.86094,	615.217,	55
138,	9900015,	13.3284,	-4.38144,	2.97408,	532.903,	55
139,	-9900015,	25.1259,	-5.41522,	0.0668855,	2824.21,	55
140,	9900015,	19.6322,	-0.244492,	2.0891,	20.2219,	55
141,	-9900015,	6.37776,	-2.71099,	-1.1671,	48.1859,	55
142,	9900015,	1.57459,	-3.73897,	2.80038,	33.128,	55
143,	-9900015,	7.89042,	4.59547,	2.06174,	390.754,	55
144,	9900015,	8.57169,	3.58014,	-2.4127,	153.89,	55
145,	9900015,	20.8857,	1.04479,	1.6959,	33.3605,	55
146,	-9900015,	8.38001,	3.09441,	-2.97243,	92.6805,	55
147,	9900015,	27.1465,	-2.22274,	1.82291,	126.787,	55
148,	9900015,	27.8144,	-4.83238,	1.15504,	1745.59,	55
149,	9900015,	22.4968,	-4.56749,	-0.211916,	1083.36,	55
150,	9900015,	40.9252,	3.34235,	2.8506,	579.518,	55
151,	-9900015,	46.6441,	1.68988,	-0.601816,	130.682,	55
152,	9900015,	15.6207,	2.39431,	0.761577,	86.3186,	55
153,	-9900015,	8.06919,	3.71545,	-0.6908,	165.827,	55
154,	9900015,	16.6281,	-2.47956,	-1.1195,	99.9333,	55
155,	9900015,	28.238,	2.0247,	1.79438,	108.799,	55
156,	-9900015,	5.17772,	2.98769,	-2.80476,	51.4931,	55
156,	-9900015,	5.15949,	2.98943,	-2.80395,	51.4003,	55
157,	-9900015,	58.3399,	4.02827,	-2.09456,	1638.81,	55
158,	9900015,	18.0041,	-1.95461,	1.90401,	64.8396,	55
159,	9900015,	14.2035,	-3.92085,	-2.78441,	358.378,	55
160,	-9900015,	13.2164,	-4.12553,	-1.42639,	409.159,	55
161,	9900015,	8.37605,	-5.57034,	-2.36386,	1099.47,	55
162,	9900015,	20.11,	-2.77592,	-1.57472,	162.043,	55
163,	9900015,	13.2601,	4.35642,	1.79656,	517.079,	55
164,	-9900015,	23.1017,	0.898985,	-3.06517,	33.0827,	55
165,	-9900015,	21.7942,	-2.68001,	-2.85238,	159.684,	55
166,	9900015,	13.3533,	3.07297,	2.95002,	144.565,	55
167,	9900015,	2.29431,	-7.29412,	0.519109,	1688.17,	55
168,	-9900015,	28.4426,	-3.6486,	0.358848,	546.762,	55
169,	-9900015,	60.1554,	-4.3868,	0.141613,	2418.09,	55
170,	-9900015,	20.9785,	-0.719603,	2.09365,	26.6486,	55
171,	-9900015,	16.5543,	-1.83825,	-0.975945,	53.3428,	55
172,	9900015,	18.9946,	1.31856,	-0.229495,	38.0421,	55
173,	9900015,	0.516795,	4.3623,	0.835901,	20.2713,	55
174,	-9900015,	15.4097,	-1.70369,	2.65729,	43.7343,	55
175,	9900015,	28.3829,	0.11406,	-0.132524,	28.5677,	55
176,	-9900015,	23.4636,	-1.76865,	0.636068,	70.7839,	55
177,	9900015,	47.3738,	0.886765,	0.539004,	67.2531,	55
178,	9900015,	18.8052,	-1.99861,	1.33127,	70.654,	55
179,	9900015,	18.4918,	-3.79516,	-0.75695,	411.514,	55
180,	-9900015,	10.345,	2.72757,	1.11371,	79.4551,	55
180,	-9900015,	10.3319,	2.73601,	1.12296,	80.0214,	55
181,	9900015,	17.3004,	4.50458,	1.11771,	782.336,	55
182,	9900015,	21.5678,	3.52549,	-0.0856578,	366.651,	55
183,	9900015,	31.5917,	-2.91404,	-0.706799,	291.992,	55
184,	-9900015,	24.4536,	-4.04899,	0.123582,	701.29,	55
185,	-9900015,	20.0855,	2.88946,	-2.28051,	181.163,	55
186,	-9900015,	12.74,	0.575182,	-1.34522,	14.9062,	55
187,	-9900015,	4.31014,	5.10637,	1.02939,	355.751,	55
188,	-9900015,	13.5298,	4.70643,	0.133487,	748.643,	55
189,	9900015,	18.1429,	-3.30011,	-1.55581,	246.312,	55
190,	9900015,	21.344,	0.801281,	2.46309,	28.5705,	55
191,	-9900015,	22.044,	-4.08045,	0.0336968,	652.381,	55
192,	9900015,	18.6486,	-2.74165,	0.959964,	145.245,	55
193,	9900015,	20.4179,	-4.25437,	2.6247,	718.982,	55
194,	-9900015,	16.7973,	5.73149,	0.70019,	2590.4,	55
195,	-9900015,	23.966,	-3.0374,	1.35257,	250.431,	55
196,	-9900015,	24.1111,	3.59864,	-3.13736,	440.943,	55
197,	9900015,	34.4397,	-0.663295,	-0.784776,	42.2977,	55
198,	9900015,	33.9029,	4.27117,	2.74095,	1214.05,	55
199,	9900015,	6.08225,	-6.50719,	1.37275,	2037.37,	55
200,	9900015,	11.5268,	-3.39174,	-3.09827,	171.469,	55
201,	-9900015,	23.002,	-2.15364,	0.177031,	100.429,	55
202,	9900015,	9.00886,	4.8486,	-2.97995,	574.631,	55
203,	9900015,	24.4829,	1.31788,	1.0266,	49.0047,	55
204,	9900015,	42.7755,	2.69022,	2.16872,	316.599,	55
205,	9900015,	10.8846,	6.62744,	-2.4904,	4111.9,	55
206,	9900015,	21.63,	-5.34301,	0.896068,	2261.92,	55
207,	9900015,	13.9721,	-1.56727,	2.87522,	34.9451,	55
208,	9900015,	13.8967,	1.53583,	2.49505,	33.7722,	55
208,	9900015,	16.9595,	1.34528,	2.43309,	34.7648,	55
209,	9900015,	13.1969,	-5.0569,	-1.69956,	1036.68,	55
210,	9900015,	28.3251,	3.72696,	2.79417,	588.829,	55
211,	9900015,	19.3119,	-2.49944,	1.22245,	118.36,	55
212,	9900015,	35.568,	-1.86247,	0.510054,	117.284,	55
213,	9900015,	13.0192,	3.50287,	1.2146,	216.383,	55
214,	9900015,	12.5515,	-5.59276,	-2.2363,	1684.91,	55
215,	9900015,	9.56643,	-2.92105,	-2.30901,	89.0378,	55
215,	9900015,	9.55902,	-2.9229,	-2.3168,	89.1325,	55
216,	9900015,	30.0298,	0.320508,	-2.45742,	31.5854,	55
217,	9900015,	10.0552,	-6.35051,	-2.20993,	2879.74,	55
218,	9900015,	22.6471,	3.88285,	2.92559,	550.132,	55
219,	-9900015,	20.5475,	-3.43652,	2.28892,	319.624,	55
220,	9900015,	24.1315,	-1.69993,	2.05734,	68.2469,	55
221,	-9900015,	20.6898,	-3.96461,	-0.161709,	545.367,	55
222,	9900015,	52.6435,	-0.595399,	-1.84952,	62.2535,	55
223,	9900015,	21.5321,	-2.08646,	-0.422039,	88.0712,	55
224,	9900015,	20.0366,	-4.19415,	2.19771,	664.338,	55
225,	9900015,	28.5425,	2.0813,	-1.42766,	116.162,	55
226,	-9900015,	6.59468,	-2.11814,	-0.831729,	27.816,	55
227,	9900015,	7.79316,	6.32826,	2.71481,	2182.79,	55
228,	-9900015,	14.8729,	3.13825,	1.11059,	171.833,	55
229,	9900015,	20.8477,	0.813394,	-1.77652,	28.133,	55
230,	9900015,	13.6852,	4.67377,	0.558197,	732.91,	55
231,	9900015,	16.4724,	-3.76428,	1.7484,	355.439,	55
232,	9900015,	27.0858,	-4.50946,	0.661186,	1230.83,	55
233,	9900015,	17.2552,	-0.532526,	0.769571,	19.7602,	55
234,	-9900015,	4.78297,	0.133153,	-1.08812,	4.82544,	55
235,	9900015,	17.6062,	0.238709,	2.20359,	18.1102,	55
236,	9900015,	18.4903,	-3.52013,	-1.68487,	312.655,	55
237,	-9900015,	18.2409,	1.23316,	-0.0967685,	33.9592,	55
238,	-9900015,	22.4332,	-1.15726,	-0.711065,	39.2082,	55
239,	9900015,	24.7602,	-1.72308,	-1.88886,	71.5605,	55
240,	9900015,	24.7485,	0.608448,	2.85278,	29.4727,	55
241,	-9900015,	15.2965,	2.15046,	1.87762,	66.5795,	55
242,	9900015,	18.8335,	-3.95488,	2.13496,	491.636,	55
243,	-9900015,	25.2825,	0.486325,	-2.12827,	28.3316,	55
243,	-9900015,	25.2536,	0.48683,	-2.12822,	28.3058,	55
244,	9900015,	24.2838,	2.48699,	-0.64708,	147.016,	55
245,	9900015,	11.8229,	4.79191,	2.65438,	712.561,	55
245,	9900015,	11.8108,	4.79333,	2.65407,	712.844,	55
246,	-9900015,	37.1154,	-1.63246,	1.62769,	98.5766,	55
247,	9900015,	10.0406,	-6.39058,	-0.514938,	2993.14,	55
248,	-9900015,	71.5051,	1.144,	1.59678,	123.626,	55
249,	-9900015,	31.9464,	-0.581194,	-0.532069,	37.4955,	55
250,	9900015,	39.3148,	1.59444,	1.63552,	100.815,	55
251,	9900015,	18.5467,	-4.70408,	-0.951643,	1023.83,	55
252,	9900015,	28.7475,	-0.873269,	-1.19682,	40.4235,	55
253,	-9900015,	18.9021,	1.71715,	-2.7851,	54.3266,	55
254,	9900015,	17.1717,	-1.99707,	-2.03434,	64.4213,	55
255,	9900015,	23.541,	4.66836,	2.60841,	1253.94,	55
256,	-9900015,	13.8572,	-2.39984,	-2.96001,	76.9912,	55
257,	9900015,	15.6791,	1.39397,	2.75489,	33.5446,	55
258,	9900015,	14.8675,	-2.09016,	-3.04504,	61.0303,	55
259,	9900015,	25.524,	5.41997,	-2.63319,	2882.63,	55
260,	-9900015,	19.4324,	1.53166,	-3.13531,	47.0461,	55
261,	9900015,	13.4828,	-4.10533,	0.933659,	409.064,	55
262,	9900015,	21.519,	5.0584,	-0.363216,	1692.96,	55
263,	9900015,	3.78394,	5.18733,	-1.83192,	338.653,	55
264,	9900015,	27.9617,	-5.18103,	-1.21858,	2486.79,	55
265,	-9900015,	32.4555,	3.54878,	2.61429,	564.721,	55
266,	-9900015,	18.3932,	1.45287,	-1.90013,	41.47,	55
267,	-9900015,	44.7622,	-1.5748,	-2.16443,	112.73,	55
268,	9900015,	35.7777,	-1.60711,	0.194304,	92.8222,	55
269,	9900015,	32.0949,	-0.456759,	-1.04123,	35.5014,	55
270,	-9900015,	22.5324,	-2.54506,	-1.24311,	144.461,	55
271,	-9900015,	18.1176,	5.71589,	2.39768,	2750.77,	55
272,	-9900015,	15.9663,	-3.28564,	-2.44847,	213.657,	55
273,	9900015,	39.3252,	-3.45164,	2.48817,	621.021,	55
274,	9900015,	15.5539,	-0.534833,	1.89557,	17.832,	55
275,	9900015,	17.7124,	4.21761,	3.06118,	601.214,	55
276,	-9900015,	11.5957,	1.76712,	-1.41811,	34.9309,	55
277,	9900015,	17.6792,	-2.07766,	0.405489,	71.6977,	55
278,	-9900015,	19.2418,	-5.05464,	-1.94833,	1508.12,	55
279,	-9900015,	21.6066,	0.35015,	2.69455,	22.9447,	55
280,	-9900015,	10.604,	2.1039,	2.40569,	44.1131,	55
281,	-9900015,	2.57885,	-3.27933,	-2.17536,	34.2931,	55
282,	-9900015,	21.8109,	1.21453,	1.05577,	39.9745,	55
283,	9900015,	5.35681,	-3.89249,	1.80244,	131.385,	55
284,	-9900015,	15.6301,	2.14463,	-1.82472,	67.647,	55
285,	-9900015,	39.0618,	1.09352,	-1.16181,	64.8387,	55
286,	-9900015,	26.738,	1.61152,	-2.71498,	69.6523,	55
287,	-9900015,	34.0245,	-2.54553,	-2.62644,	218.241,	55
288,	9900015,	19.9548,	-2.52385,	-0.14713,	125.283,	55
289,	9900015,	11.8613,	1.4942,	2.80954,	27.7567,	55
290,	9900015,	16.2796,	4.14533,	3.08902,	514.062,	55
290,	9900015,	15.8463,	4.16614,	3.08539,	510.898,	55
291,	9900015,	9.78709,	3.58743,	0.72845,	176.994,	55
292,	9900015,	21.9806,	2.36237,	-0.594502,	117.709,	55
293,	9900015,	19.5297,	-3.82913,	1.29134,	449.616,	55
293,	9900015,	19.4589,	-3.83203,	1.29147,	449.285,	55
294,	9900015,	19.2167,	4.01634,	0.740128,	533.414,	55
295,	-9900015,	29.501,	-1.16998,	2.16256,	52.1034,	55
296,	-9900015,	22.0559,	-3.72621,	-0.272201,	458.163,	55
297,	9900015,	10.8384,	-4.38897,	-2.58493,	436.624,	55
298,	-9900015,	20.1698,	-0.566662,	-1.51783,	23.4957,	55
299,	9900015,	19.0169,	4.49482,	-0.345558,	851.608,	55
300,	-9900015,	19.576,	4.32632,	-2.22614,	740.744,	55
301,	-9900015,	19.7574,	-3.2274,	-2.18269,	249.473,	55
302,	-9900015,	7.75924,	4.33063,	0.0898881,	294.873,	55
303,	9900015,	52.9072,	-2.58751,	-1.2374,	353.734,	55
304,	9900015,	25.3286,	-1.52208,	2.05573,	60.789,	55
305,	9900015,	19.5202,	-3.09402,	2.06283,	215.805,	55
306,	-9900015,	23.7451,	5.08321,	2.96532,	1915.01,	55
307,	9900015,	25.4904,	4.44072,	1.78723,	1081.4,	55
308,	-9900015,	5.86921,	-1.75082,	1.33699,	17.4109,	55
309,	-9900015,	23.4398,	-4.22087,	-2.4178,	798.208,	55
310,	-9900015,	15.7659,	-2.9154,	2.38744,	145.917,	55
311,	-9900015,	25.2176,	-3.77283,	0.853224,	548.811,	55
312,	9900015,	29.3195,	2.22888,	-1.67228,	137.759,	55
313,	9900015,	29.8855,	-4.89229,	-2.82245,	1991.37,	55
314,	9900015,	25.8797,	-1.1111,	-1.77939,	43.5672,	55
315,	-9900015,	24.4129,	-2.64347,	2.47335,	172.514,	55
316,	9900015,	17.8216,	-5.14353,	0.123091,	1526.65,	55
317,	9900015,	27.6804,	2.63684,	2.73867,	194.324,	55
318,	-9900015,	22.559,	-1.09319,	-2.32178,	37.4359,	55
319,	-9900015,	3.87064,	-4.36808,	0.097896,	152.706,	55
320,	9900015,	16.7242,	-2.70854,	0.946367,	126.05,	55
321,	-9900015,	19.2207,	3.16413,	0.834681,	227.864,	55
322,	-9900015,	18.7312,	-5.08565,	2.16811,	1514.33,	55
323,	9900015,	17.4232,	-4.54836,	-1.16247,	823.14,	55
324,	-9900015,	13.7426,	1.87234,	2.62843,	45.7443,	55
325,	-9900015,	12.2152,	0.837217,	-1.46137,	16.7522,	55
326,	-9900015,	10.0123,	3.92904,	2.89658,	254.702,	55
327,	9900015,	12.8889,	-0.11352,	-3.05818,	12.972,	55
328,	9900015,	15.0955,	-5.58751,	-1.88983,	2015.8,	55
328,	9900015,	14.7115,	-5.60605,	-1.89871,	2001.28,	55
329,	9900015,	33.6625,	-2.98457,	0.280748,	333.74,	55
330,	9900015,	35.0689,	1.3635,	-1.05882,	73.0418,	55
331,	9900015,	29.3975,	-1.46244,	-2.70327,	66.8523,	55
332,	9900015,	6.66281,	-1.30771,	0.966935,	13.2195,	55
333,	-9900015,	7.68476,	1.63311,	2.50575,	20.4226,	55
334,	-9900015,	18.7555,	5.03969,	-0.947713,	1448.19,	55
335,	9900015,	21.7098,	-5.28019,	1.49339,	2132.03,	55
336,	9900015,	14.7434,	5.05456,	-2.81655,	1155.46,	55
337,	9900015,	34.8271,	2.64377,	-2.54017,	246.18,	55
338,	-9900015,	6.1503,	4.29693,	2.89372,	225.985,	55
339,	9900015,	35.5249,	2.15943,	1.20528,	155.982,	55
340,	-9900015,	17.6629,	-1.78098,	0.824356,	53.9086,	55
341,	9900015,	28.8821,	1.70633,	0.441076,	82.1731,	55
341,	9900015,	28.7938,	1.70861,	0.440063,	82.097,	55
342,	9900015,	9.72714,	4.18733,	-1.27096,	320.325,	55
343,	9900015,	17.8337,	2.39706,	1.37747,	98.8148,	55
344,	-9900015,	8.67278,	1.5916,	-0.157515,	22.1816,	55
345,	-9900015,	9.82203,	2.24593,	-1.93823,	46.9248,	55
346,	9900015,	14.6733,	4.78828,	-1.42614,	881.154,	55
347,	-9900015,	24.8511,	-2.55845,	-0.136793,	161.448,	55
348,	-9900015,	8.43321,	-4.20235,	1.36228,	281.915,	55
349,	9900015,	21.5072,	-4.87817,	0.672931,	1412.99,	55
350,	9900015,	28.0783,	3.42147,	-1.1621,	430.259,	55
351,	-9900015,	39.7162,	-0.574796,	2.22144,	46.4597,	55
352,	9900015,	15.6074,	1.65822,	1.8112,	42.4554,	55
353,	-9900015,	6.21954,	5.07541,	2.32276,	497.7,	55
354,	9900015,	24.9653,	-4.57563,	-2.75503,	1212.05,	55
355,	9900015,	21.7586,	-3.03888,	-0.47369,	227.7,	55
356,	9900015,	23.2361,	2.28211,	-2.34772,	115.012,	55
357,	9900015,	29.7954,	1.88262,	-0.787685,	100.156,	55
357,	9900015,	29.8767,	1.8862,	-0.8021,	100.773,	55
358,	9900015,	14.8854,	2.92495,	0.98832,	139.081,	55
359,	-9900015,	12.708,	-4.79924,	1.9089,	771.545,	55
360,	9900015,	6.40939,	-3.51696,	-1.32883,	108.035,	55
361,	9900015,	27.2433,	-2.71594,	-2.54091,	206.845,	55
362,	-9900015,	12.3623,	3.27449,	1.43813,	163.601,	55
363,	-9900015,	43.5923,	2.85214,	-1.43988,	378.874,	55
364,	9900015,	34.0888,	4.76481,	-0.706582,	1999.6,	55
365,	9900015,	18.1595,	-4.19628,	-1.25525,	603.381,	55
366,	9900015,	19.262,	4.08798,	1.41719,	574.353,	55
367,	9900015,	18.263,	2.09741,	-2.06716,	75.4974,	55
368,	9900015,	28.7518,	3.12631,	1.53734,	328.252,	55
369,	-9900015,	17.7566,	-0.0871834,	0.657756,	17.8241,	55
370,	-9900015,	23.8039,	-2.60747,	2.4466,	162.324,	55
371,	-9900015,	3.18325,	-5.45917,	1.64354,	373.884,	55
372,	9900015,	91.8209,	-3.0669,	2.08717,	988.075,	55
373,	9900015,	16.5671,	-5.3672,	2.69521,	1774.89,	55
373,	9900015,	16.5417,	-5.36796,	2.69593,	1773.52,	55
374,	9900015,	50.8194,	1.72097,	-0.42598,	146.584,	55
375,	9900015,	11.8603,	-0.869496,	-0.628616,	16.6332,	55
376,	-9900015,	13.9635,	-3.27926,	-0.81495,	185.672,	55
377,	9900015,	19.8391,	3.72212,	-1.52735,	410.432,	55
378,	-9900015,	17.1214,	-1.89841,	2.39422,	58.4274,	55
379,	-9900015,	7.47824,	3.3939,	-0.881214,	111.483,	55
380,	9900015,	19.5072,	4.77288,	1.7624,	1153.53,	55
