event,	id,	pt,	eta,	phi,	momentum,	mass
30,	9900015,	40.6405,	1.32392,	0.0275723,	81.7728,	31
31,	9900015,	35.7784,	3.81611,	-2.27323,	813.052,	31
32,	-9900015,	28.7155,	1.16982,	2.09563,	50.7092,	31
33,	-9900015,	28.3679,	3.17306,	-1.18641,	339.311,	31
34,	9900015,	33.8328,	-2.5023,	1.68628,	207.944,	31
35,	-9900015,	19.4657,	2.40926,	2.16727,	109.159,	31
36,	9900015,	13.0369,	4.54739,	0.938593,	615.322,	31
37,	9900015,	31.4309,	3.04397,	2.36161,	330.592,	31
37,	9900015,	31.3058,	3.04459,	2.36172,	329.477,	31
38,	9900015,	34.6011,	-0.298339,	1.0262,	36.1524,	31
39,	-9900015,	38.137,	-1.91094,	-0.480373,	131.713,	31
40,	-9900015,	13.0013,	-4.97756,	-0.267635,	943.412,	31
41,	-9900015,	12.2126,	-3.96344,	-1.78781,	321.54,	31
42,	9900015,	129.428,	-1.98196,	0.263374,	478.544,	31
43,	-9900015,	13.2926,	-0.0836515,	-0.274564,	13.3391,	31
44,	-9900015,	20.8043,	0.490959,	2.03702,	23.3624,	31
45,	-9900015,	16.1493,	-2.61126,	2.11077,	110.539,	31
46,	9900015,	34.4959,	-3.68913,	1.69557,	690.52,	31
47,	9900015,	28.4832,	-3.70387,	0.627874,	578.619,	31
48,	9900015,	27.4506,	-3.43463,	2.8127,	426.201,	31
49,	-9900015,	26.9794,	-0.513749,	1.48293,	30.6189,	31
50,	9900015,	30.2757,	-3.67931,	-1.56886,	600.132,	31
51,	9900015,	45.8023,	2.64397,	0.171753,	323.823,	31
52,	9900015,	27.62,	-3.53254,	0.0623462,	472.856,	31
53,	-9900015,	16.6532,	0.218434,	-0.633666,	17.0521,	31
54,	9900015,	23.241,	0.217008,	3.03246,	23.7904,	31
55,	9900015,	51.0327,	3.09642,	1.46938,	565.54,	31
56,	9900015,	83.5612,	-0.308309,	0.615199,	87.5642,	31
57,	9900015,	19.4886,	-2.0786,	0.326736,	79.1077,	31
58,	9900015,	86.1166,	3.5739,	1.37905,	1536.47,	31
59,	9900015,	14.9497,	1.09508,	-0.397812,	24.8459,	31
60,	9900015,	1.80919,	-8.00423,	-0.890301,	2708,	31
61,	9900015,	27.5602,	2.59983,	-2.97736,	186.523,	31
62,	9900015,	38.183,	1.5175,	-1.39625,	91.2584,	31
63,	-9900015,	36.8186,	-0.188315,	-1.94125,	37.4733,	31
64,	-9900015,	10.4357,	1.68464,	-1.56404,	29.0947,	31
65,	-9900015,	3.27349,	6.93751,	2.49486,	1686.18,	31
66,	9900015,	20.1389,	5.32628,	-2.3959,	2071.03,	31
67,	-9900015,	11.7893,	3.00312,	1.35031,	119.059,	31
68,	9900015,	24.6578,	-2.53552,	-2.18692,	156.604,	31
69,	-9900015,	32.6271,	4.64426,	0.618537,	1696.55,	31
70,	-9900015,	26.971,	1.5609,	-1.00917,	67.064,	31
71,	9900015,	32.1028,	2.31886,	-2.35691,	164.726,	31
72,	9900015,	36.7304,	3.52004,	-1.07274,	621.028,	31
73,	9900015,	39.9414,	-3.7521,	-2.35589,	851.429,	31
74,	9900015,	21.9018,	-4.52504,	0.00961207,	1010.88,	31
75,	9900015,	10.7996,	-1.26173,	2.37147,	20.5985,	31
76,	-9900015,	32.1824,	1.3193,	-0.638242,	64.4956,	31
77,	9900015,	27.5636,	-2.45941,	-1.12864,	162.396,	31
78,	-9900015,	28.2747,	2.45501,	1.91549,	165.865,	31
79,	-9900015,	26.5396,	-1.23799,	-2.30303,	49.6111,	31
79,	-9900015,	26.4926,	-1.23942,	-2.30305,	49.5829,	31
80,	-9900015,	14.7427,	3.53342,	0.038811,	252.616,	31
81,	9900015,	31.7342,	-3.21765,	2.97909,	396.826,	31
82,	9900015,	37.4106,	2.88891,	-2.14467,	337.243,	31
83,	9900015,	17.6732,	-5.47279,	-0.741781,	2104.25,	31
84,	-9900015,	58.4011,	-2.90283,	3.12843,	533.799,	31
85,	9900015,	60.9916,	-2.63959,	-1.04385,	429.344,	31
86,	-9900015,	8.52635,	3.32193,	3.06272,	118.302,	31
87,	-9900015,	36.306,	1.86194,	0.654149,	119.657,	31
88,	-9900015,	18.6456,	-3.49436,	-1.92049,	307.277,	31
89,	-9900015,	33.6996,	2.54299,	0.27494,	215.614,	31
90,	-9900015,	16.7284,	2.80002,	-2.51844,	138.058,	31
91,	9900015,	34.0997,	2.99931,	2.17314,	343.068,	31
92,	9900015,	71.1939,	-2.93139,	1.80434,	669.474,	31
93,	-9900015,	37.8216,	3.20751,	-2.44798,	468.192,	31
94,	9900015,	38.1058,	-2.95591,	2.42152,	367.175,	31
95,	-9900015,	16.076,	2.27341,	0.976343,	78.8963,	31
96,	9900015,	78.7521,	0.613914,	0.972119,	94.0645,	31
97,	9900015,	19.7065,	-4.71354,	0.0912758,	1098.19,	31
98,	9900015,	31.2341,	1.36057,	0.772897,	64.888,	31
99,	9900015,	7.88895,	2.31074,	-2.26321,	40.1589,	31
100,	-9900015,	35.9052,	-1.89412,	1.25702,	122.026,	31
101,	-9900015,	22.4256,	-4.24117,	0.716914,	779.331,	31
102,	9900015,	57.9305,	-1.14137,	2.63581,	99.9426,	31
103,	-9900015,	23.488,	-3.18391,	0.0411622,	284,	31
104,	-9900015,	42.3596,	-0.798427,	-1.60692,	56.5941,	31
105,	9900015,	20.3329,	-3.75431,	-1.95027,	434.393,	31
106,	9900015,	25.9696,	-2.24924,	-1.36749,	124.472,	31
107,	9900015,	62.753,	1.71858,	-0.962706,	180.601,	31
108,	9900015,	22.228,	-0.0660326,	-1.30873,	22.2765,	31
109,	9900015,	33.8331,	-3.487,	-1.13943,	553.482,	31
110,	9900015,	24.1048,	-2.02675,	-2.81049,	93.0584,	31
111,	-9900015,	34.0988,	2.55898,	2.15318,	221.643,	31
112,	9900015,	38.5963,	-3.04511,	0.114349,	406.417,	31
113,	9900015,	22.1003,	3.81599,	0.228857,	502.158,	31
114,	9900015,	28.4194,	3.14258,	-1.95757,	329.759,	31
115,	9900015,	28.4822,	4.4395,	-1.83607,	1206.85,	31
116,	9900015,	63.3493,	3.88018,	-2.89285,	1534.74,	31
117,	9900015,	13.8946,	2.81639,	1.79225,	116.55,	31
118,	-9900015,	29.1603,	2.09083,	-0.661771,	119.779,	31
119,	9900015,	33.5698,	-3.02773,	-2.00575,	347.425,	31
120,	9900015,	50.1502,	1.13328,	0.571288,	85.9526,	31
121,	9900015,	15.2284,	-4.06784,	0.693006,	445.031,	31
122,	-9900015,	33.3408,	2.88872,	1.22789,	300.499,	31
123,	-9900015,	22.5106,	1.27777,	-0.214052,	43.5275,	31
124,	9900015,	37.9762,	3.18462,	1.93731,	459.504,	31
125,	9900015,	28.6535,	1.31602,	2.71519,	57.2606,	31
126,	9900015,	23.4124,	1.5117,	-1.29696,	55.6625,	31
127,	-9900015,	10.3179,	1.95099,	-1.2644,	37.0298,	31
128,	9900015,	38.1012,	-3.77023,	-2.83451,	827.048,	31
129,	9900015,	18.2156,	4.76438,	0.522344,	1068.05,	31
130,	9900015,	7.79055,	-4.14096,	2.65026,	244.931,	31
130,	9900015,	7.77405,	-4.1419,	2.64974,	244.642,	31
131,	-9900015,	47.6058,	-1.25819,	-0.464466,	90.5273,	31
132,	9900015,	11.6449,	-5.77282,	-1.9584,	1871.6,	31
133,	9900015,	21.0492,	4.74639,	0.201435,	1212.19,	31
134,	9900015,	31.1264,	-3.46612,	2.39518,	498.699,	31
135,	9900015,	24.8214,	5.35381,	2.57018,	2623.84,	31
136,	9900015,	26.4661,	3.37157,	0.494995,	385.855,	31
137,	9900015,	34.0518,	-3.53678,	-0.726535,	585.442,	31
138,	-9900015,	25.4247,	-2.71188,	0.369524,	192.261,	31
139,	9900015,	21.7666,	-4.52688,	-1.68504,	1006.49,	31
140,	9900015,	25.7508,	4.49648,	-2.29181,	1155.08,	31
141,	9900015,	29.777,	1.60308,	-3.08639,	76.9673,	31
142,	9900015,	57.774,	4.23384,	-2.31091,	1993.1,	31
143,	9900015,	37.7694,	-1.70945,	3.07199,	107.773,	31
144,	-9900015,	1.42717,	-5.59744,	-0.00589541,	192.482,	31
145,	9900015,	70.591,	2.29525,	-2.47958,	353.931,	31
146,	9900015,	14.4736,	0.31681,	-1.65173,	15.206,	31
147,	9900015,	18.4181,	4.84628,	-0.731952,	1172.07,	31
148,	9900015,	23.8046,	-3.28773,	2.68123,	319.213,	31
149,	9900015,	74.3213,	-1.42508,	1.36496,	163.457,	31
150,	9900015,	53.0737,	3.69719,	0.261092,	1070.99,	31
151,	9900015,	37.5066,	-3.08638,	2.08544,	411.511,	31
152,	9900015,	16.0097,	1.11789,	-2.73316,	27.0994,	31
153,	9900015,	27.6485,	4.25553,	0.50364,	974.723,	31
153,	9900015,	27.6184,	4.25595,	0.503634,	974.075,	31
154,	-9900015,	32.8003,	0.158262,	2.30796,	33.212,	31
155,	9900015,	8.95276,	-4.43155,	1.82523,	376.347,	31
156,	9900015,	14.2098,	-1.12031,	1.53381,	24.0998,	31
157,	-9900015,	15.622,	0.121648,	-1.09579,	15.7377,	31
158,	9900015,	33.6009,	0.636573,	-2.00583,	40.6419,	31
159,	-9900015,	24.0887,	-2.79216,	-1.73378,	197.256,	31
160,	9900015,	14.7624,	4.59095,	1.10731,	727.769,	31
161,	9900015,	23.3022,	-1.3156,	0.254717,	46.5498,	31
162,	9900015,	30.0686,	-1.43669,	-1.89946,	66.8194,	31
163,	-9900015,	30.4454,	3.16514,	-2.15331,	361.301,	31
164,	9900015,	38.1256,	0.174392,	-1.15238,	38.7068,	31
165,	-9900015,	16.1954,	3.96831,	2.24408,	428.483,	31
166,	9900015,	31.9463,	-0.221799,	-0.800528,	32.7353,	31
167,	9900015,	36.9893,	-0.85119,	0.371761,	51.2179,	31
168,	9900015,	33.0673,	-3.21333,	-0.0132848,	411.722,	31
169,	-9900015,	27.7579,	2.56342,	2.00404,	181.22,	31
170,	9900015,	13.9685,	1.74836,	-2.14303,	41.3415,	31
171,	-9900015,	27.7275,	2.0083,	0.638997,	105.154,	31
172,	-9900015,	23.0436,	-0.099859,	3.11289,	23.1586,	31
173,	-9900015,	31.4613,	-3.29365,	-1.77978,	424.385,	31
174,	-9900015,	47.7741,	-0.483073,	-0.0174471,	53.4576,	31
175,	9900015,	36.9754,	3.61248,	1.77013,	685.612,	31
176,	9900015,	9.83938,	5.30238,	0.281207,	987.968,	31
177,	-9900015,	28.9797,	-0.994853,	-1.40079,	44.5433,	31
178,	-9900015,	46.0524,	-1.22725,	0.944705,	85.3109,	31
178,	-9900015,	45.9507,	-1.22743,	0.944918,	85.1348,	31
179,	9900015,	19.7574,	-2.94125,	2.14451,	187.618,	31
180,	-9900015,	21.864,	-3.9919,	-2.40052,	592.253,	31
181,	9900015,	49.6355,	-2.09932,	-2.14122,	205.569,	31
182,	-9900015,	22.7524,	2.63076,	-0.914968,	158.77,	31
183,	9900015,	8.27325,	1.77825,	-2.07574,	25.1856,	31
184,	9900015,	42.3512,	-4.34563,	-2.70381,	1633.78,	31
185,	-9900015,	29.9483,	1.167,	1.77556,	52.7637,	31
186,	9900015,	22.6428,	-5.45033,	0.16858,	2636.08,	31
187,	9900015,	33.0179,	2.97879,	-0.8949,	325.471,	31
188,	-9900015,	38.4485,	2.41627,	0.9099,	217.104,	31
189,	9900015,	11.7551,	-4.16445,	2.90266,	378.356,	31
190,	9900015,	21.9999,	4.64507,	1.34885,	1144.88,	31
191,	9900015,	8.30837,	-1.08934,	-2.56877,	13.7452,	31
192,	-9900015,	29.4784,	-3.56486,	2.722,	521.221,	31
193,	9900015,	31.1082,	-4.3306,	1.56969,	1182.16,	31
194,	-9900015,	34.4143,	2.67441,	0.141424,	250.755,	31
195,	9900015,	17.7544,	1.81355,	-0.0562445,	55.8843,	31
195,	9900015,	17.7518,	1.81355,	-0.0573291,	55.8759,	31
196,	9900015,	19.9048,	-2.52218,	2.03461,	124.764,	31
197,	-9900015,	30.7024,	3.61319,	-1.84895,	569.697,	31
198,	9900015,	41.8727,	-1.63179,	0.882435,	111.143,	31
199,	9900015,	23.2135,	1.55049,	2.64985,	57.1739,	31
200,	9900015,	30.0601,	1.96494,	0.0697222,	109.339,	31
201,	9900015,	36.8026,	-1.79526,	0.0993525,	113.851,	31
202,	9900015,	32.7611,	4.39069,	-2.29807,	1322.05,	31
203,	-9900015,	41.5805,	0.590702,	-2.43235,	49.0482,	31
204,	-9900015,	39.3709,	0.56524,	2.46054,	45.8296,	31
205,	-9900015,	16.7521,	1.11097,	-2.35711,	28.1983,	31
206,	9900015,	38.3777,	-2.08035,	1.84815,	156.046,	31
207,	-9900015,	30.4476,	-2.49291,	-0.841667,	185.412,	31
208,	-9900015,	43.7436,	3.50008,	-0.995395,	725.011,	31
209,	9900015,	36.7909,	0.737896,	0.591065,	47.2698,	31
210,	9900015,	32.6229,	-3.16069,	-2.22914,	385.427,	31
211,	9900015,	13.5876,	1.51966,	2.65452,	32.5385,	31
212,	-9900015,	13.8232,	-4.28954,	0.377431,	504.179,	31
213,	9900015,	41.8593,	1.25259,	0.324139,	79.222,	31
214,	-9900015,	36.7489,	2.49465,	2.7206,	224.168,	31
215,	-9900015,	75.2369,	0.178553,	2.78029,	76.4395,	31
216,	9900015,	66.0053,	0.767229,	-2.91403,	86.4038,	31
217,	-9900015,	31.2202,	2.66296,	-1.76468,	224.917,	31
218,	9900015,	25.7499,	1.84976,	2.92848,	83.8873,	31
219,	9900015,	14.2723,	0.176874,	1.04296,	14.4961,	31
220,	9900015,	24.8698,	-5.42238,	-0.450249,	2815.54,	31
221,	9900015,	13.6429,	-3.91581,	2.85078,	342.502,	31
222,	9900015,	31.7819,	5.15035,	-2.44921,	2741.15,	31
223,	-9900015,	53.7562,	-2.87635,	-0.170855,	478.585,	31
224,	9900015,	19.7091,	2.20888,	-1.49161,	90.8128,	31
225,	-9900015,	12.3164,	-0.202103,	-2.90711,	12.5688,	31
226,	9900015,	18.9982,	2.81851,	1.61753,	159.695,	31
227,	-9900015,	11.4659,	3.98487,	1.12566,	308.417,	31
228,	9900015,	34.1887,	-1.42956,	0.410239,	75.4936,	31
229,	9900015,	22.0438,	3.83083,	-1.42395,	508.359,	31
230,	9900015,	27.7306,	-3.22125,	-2.56386,	348.008,	31
231,	9900015,	19.5681,	2.80696,	-2.02329,	162.61,	31
232,	9900015,	33.3878,	-0.418658,	2.08783,	36.3568,	31
233,	9900015,	31.5239,	1.50741,	0.847515,	74.6566,	31
234,	-9900015,	36.9696,	-2.80265,	1.8788,	305.905,	31
235,	-9900015,	22.1802,	4.31017,	0.807203,	825.839,	31
236,	9900015,	39.6495,	-1.9657,	0.835978,	144.323,	31
237,	-9900015,	31.1785,	2.87083,	2.63812,	276.06,	31
238,	-9900015,	29.4918,	-3.63093,	0.978258,	557.016,	31
239,	9900015,	35.4006,	-4.66578,	-0.105457,	1880.79,	31
240,	-9900015,	233.904,	0.650376,	-2.91935,	285.142,	31
241,	9900015,	15.4472,	2.65807,	-2.92004,	110.747,	31
242,	9900015,	30.9998,	-0.695069,	-1.29332,	38.7945,	31
243,	9900015,	37.483,	-4.06239,	1.27039,	1089.45,	31
244,	9900015,	12.6324,	4.67333,	2.1934,	676.229,	31
245,	-9900015,	5.4523,	-5.26147,	1.66464,	525.52,	31
246,	-9900015,	6.22991,	-1.65892,	1.1952,	16.9577,	31
247,	9900015,	37.5388,	-3.02714,	1.67976,	388.275,	31
248,	-9900015,	26.2086,	2.19155,	-0.821298,	118.735,	31
249,	9900015,	59.2101,	2.8405,	0.848652,	508.693,	31
250,	-9900015,	32.8615,	2.70123,	-1.57493,	245.889,	31
251,	-9900015,	14.5898,	-3.43216,	-2.89143,	225.964,	31
252,	9900015,	32.1724,	3.10451,	1.91838,	359.416,	31
253,	-9900015,	18.4074,	1.94946,	0.0359136,	65.9653,	31
254,	-9900015,	29.8564,	-4.01779,	-2.37018,	829.948,	31
255,	-9900015,	11.6851,	-5.83412,	2.94863,	1996.8,	31
256,	-9900015,	38.214,	-2.10418,	0.784983,	159.014,	31
257,	-9900015,	8.16019,	2.24113,	-1.27201,	38.8027,	31
258,	9900015,	21.7819,	2.27032,	-1.86272,	106.576,	31
259,	9900015,	28.8054,	-0.863444,	-1.51537,	40.227,	31
260,	-9900015,	61.6146,	0.480427,	1.97608,	68.863,	31
261,	9900015,	15.6254,	-2.25655,	1.694,	75.4301,	31
262,	-9900015,	25.4696,	2.47275,	-0.50105,	152.046,	31
263,	9900015,	37.3732,	-2.94791,	2.12542,	357.26,	31
264,	-9900015,	32.3087,	3.19536,	-0.242676,	395.135,	31
265,	-9900015,	36.0397,	0.739341,	0.0435191,	46.3467,	31
266,	9900015,	37.7522,	-0.866161,	-2.75238,	52.8216,	31
267,	9900015,	23.7043,	0.303202,	-0.117936,	24.8022,	31
268,	9900015,	51.4973,	3.49763,	-2.0423,	851.441,	31
269,	-9900015,	15.3844,	-3.70251,	-0.336176,	312.1,	31
270,	9900015,	20.7392,	0.932619,	-2.97209,	30.4314,	31
271,	9900015,	23.6695,	-2.71603,	-1.56214,	179.726,	31
272,	9900015,	26.1216,	1.20659,	-0.928354,	47.5582,	31
273,	-9900015,	40.9434,	0.616095,	-0.359626,	48.9628,	31
274,	-9900015,	32.294,	1.78779,	1.15395,	99.2004,	31
275,	9900015,	16.4304,	5.39174,	0.680291,	1803.97,	31
276,	-9900015,	30.5027,	-3.5229,	-3.04771,	517.206,	31
277,	9900015,	31.3586,	-4.23108,	-0.732696,	1078.83,	31
278,	9900015,	17.5035,	-3.8211,	2.04382,	399.748,	31
279,	9900015,	29.0345,	1.47021,	3.11903,	66.4891,	31
280,	-9900015,	9.22793,	2.08478,	-1.05415,	37.683,	31
281,	9900015,	23.9165,	-4.14699,	-1.38888,	756.472,	31
282,	9900015,	25.3444,	2.81373,	1.77478,	212.031,	31
283,	9900015,	21.7675,	-4.94168,	-3.00607,	1523.86,	31
284,	9900015,	39.8637,	3.9959,	1.35983,	1084.15,	31
285,	9900015,	3.39572,	-7.72755,	0.0761784,	3854.21,	31
286,	9900015,	34.8204,	-2.05826,	-0.278614,	138.585,	31
287,	-9900015,	32.2842,	-0.505373,	0.155985,	36.4954,	31
288,	-9900015,	10.5101,	-1.74464,	-1.13476,	30.9972,	31
289,	9900015,	24.6665,	3.14371,	-0.736638,	286.537,	31
290,	-9900015,	28.3736,	1.43991,	-1.43967,	63.2342,	31
291,	9900015,	14.1284,	4.92955,	-1.08052,	977.152,	31
292,	-9900015,	35.022,	2.81164,	2.36765,	292.387,	31
293,	-9900015,	35.5351,	0.64224,	1.19829,	43.1192,	31
294,	9900015,	31.0915,	-3.50034,	2.72327,	515.448,	31
295,	-9900015,	28.8388,	3.77691,	-3.03548,	630.182,	31
296,	9900015,	16.286,	2.17511,	2.5409,	72.6094,	31
297,	9900015,	30.4484,	-1.70137,	2.46616,	86.228,	31
298,	-9900015,	39.7316,	-1.31441,	0.525349,	79.2879,	31
299,	9900015,	24.5345,	0.092955,	2.03778,	24.6406,	31
300,	9900015,	24.3437,	2.56982,	-1.05387,	159.939,	31
301,	-9900015,	26.1659,	-3.01024,	2.45155,	266.128,	31
302,	9900015,	15.4088,	-2.15857,	-0.585519,	67.6005,	31
303,	9900015,	24.6651,	3.47734,	-0.234239,	399.629,	31
304,	-9900015,	32.2855,	-1.11956,	-0.759067,	54.7227,	31
305,	9900015,	33.8927,	1.95609,	0.461108,	122.235,	31
306,	-9900015,	29.5839,	2.61803,	1.69111,	203.858,	31
307,	-9900015,	25.8012,	-0.535664,	-1.88969,	29.5922,	31
308,	9900015,	28.2752,	-0.663804,	0.61472,	34.7368,	31
309,	-9900015,	18.2673,	1.84397,	-1.69869,	59.184,	31
310,	9900015,	15.9413,	3.11814,	0.629981,	180.525,	31
311,	-9900015,	63.1114,	-2.22308,	-3.05362,	294.855,	31
312,	9900015,	22.2246,	2.83502,	-2.75303,	189.904,	31
313,	9900015,	40.2726,	-2.7905,	1.37541,	329.24,	31
314,	9900015,	38.897,	-4.0216,	0.613222,	1085.38,	31
315,	9900015,	29.9174,	-4.32565,	2.50125,	1131.3,	31
316,	9900015,	16.711,	4.28736,	1.99269,	608.178,	31
317,	-9900015,	32.7408,	-2.36038,	-0.108176,	174.989,	31
318,	-9900015,	25.7222,	-0.650217,	1.79613,	31.3539,	31
319,	9900015,	38.4726,	0.125765,	1.54724,	38.7772,	31
320,	-9900015,	36.8833,	-1.79123,	-1.71626,	113.667,	31
321,	9900015,	7.66576,	-5.54368,	1.50411,	979.762,	31
322,	-9900015,	15.677,	1.74542,	0.0844067,	46.2699,	31
323,	-9900015,	25.6677,	-0.676627,	1.94952,	31.771,	31
324,	9900015,	26.3585,	3.72389,	1.88394,	546.272,	31
325,	9900015,	30.2286,	-2.58492,	0.431273,	201.589,	31
326,	-9900015,	22.9776,	-3.40898,	-2.62587,	347.735,	31
327,	-9900015,	31.1181,	4.41212,	-2.88093,	1282.95,	31
328,	9900015,	6.14352,	5.81902,	-3.02111,	1034.09,	31
329,	9900015,	25.905,	1.85666,	1.63454,	84.9493,	31
330,	-9900015,	39.0771,	0.426556,	-1.54536,	42.6864,	31
331,	-9900015,	17.7074,	4.28644,	-1.2372,	643.851,	31
332,	-9900015,	26.4557,	2.68481,	1.81621,	194.762,	31
333,	9900015,	16.162,	5.11639,	-1.6306,	1347.41,	31
334,	-9900015,	26.906,	-0.32694,	-0.741287,	28.3569,	31
335,	-9900015,	13.3175,	5.19233,	0.0347304,	1197.86,	31
336,	9900015,	13.2509,	1.01273,	1.15253,	20.6471,	31
337,	-9900015,	33.8643,	1.78453,	-0.938236,	103.704,	31
338,	9900015,	38.4636,	1.4514,	-2.97944,	86.6076,	31
339,	-9900015,	25.9894,	0.191006,	1.99633,	26.4649,	31
340,	-9900015,	42.6603,	0.368743,	-1.3184,	45.5936,	31
341,	-9900015,	16.7916,	-1.48536,	-1.10439,	38.9813,	31
341,	-9900015,	14.5066,	-1.64283,	-1.10358,	38.901,	31
342,	9900015,	27.8597,	-1.91709,	1.24833,	96.7873,	31
343,	-9900015,	14.2781,	3.02545,	3.13843,	147.434,	31
344,	-9900015,	20.3041,	1.27351,	1.13476,	39.1183,	31
345,	9900015,	26.6451,	-3.65634,	2.0262,	516.184,	31
346,	-9900015,	19.8103,	-1.76019,	0.975064,	59.2875,	31
347,	9900015,	33.4476,	0.453896,	-0.285918,	36.9527,	31
348,	9900015,	22.211,	-2.33396,	-2.71386,	115.67,	31
349,	-9900015,	37.9635,	2.10673,	1.85773,	158.364,	31
350,	9900015,	25.8899,	-3.11322,	-0.410219,	291.751,	31
351,	9900015,	18.9601,	-3.35293,	-2.10245,	271.332,	31
352,	9900015,	32.544,	-3.67605,	-2.26192,	642.992,	31
353,	9900015,	23.9705,	-1.71129,	-2.85707,	68.5165,	31
354,	-9900015,	8.53904,	1.97177,	-0.281876,	31.264,	31
355,	9900015,	13.6646,	5.65425,	2.14249,	1950.65,	31
356,	9900015,	17.0742,	5.75746,	-1.75824,	2702.38,	31
357,	9900015,	20.4427,	-3.68236,	1.1191,	406.455,	31
358,	9900015,	6.0752,	2.77454,	2.96079,	48.8862,	31
359,	-9900015,	23.1124,	0.985648,	-2.9367,	35.2782,	31
360,	9900015,	32.059,	0.38891,	-1.51034,	34.5142,	31
361,	9900015,	13.655,	1.3483,	0.822344,	28.0649,	31
362,	9900015,	26.421,	-2.45547,	-1.65558,	155.06,	31
363,	9900015,	20.7351,	-2.31844,	-2.3765,	106.353,	31
364,	9900015,	39.0506,	-1.44213,	-0.11079,	87.2024,	31
365,	-9900015,	22.5529,	5.28653,	-0.480676,	2228.92,	31
366,	-9900015,	26.659,	1.81897,	0.837553,	84.3452,	31
367,	9900015,	27.0821,	3.17523,	-0.134817,	324.636,	31
368,	-9900015,	57.8343,	2.44601,	-1.64913,	336.273,	31
368,	-9900015,	49.2974,	2.483,	-1.64723,	297.28,	31
369,	9900015,	22.3095,	2.79263,	-2.66526,	182.773,	31
370,	-9900015,	24.9906,	4.28131,	2.72164,	904.025,	31
371,	-9900015,	28.6772,	-1.28049,	0.661231,	55.5808,	31
372,	9900015,	47.2733,	-3.70988,	-2.23758,	966.107,	31
373,	-9900015,	36.0081,	0.733876,	1.82051,	46.1477,	31
374,	9900015,	26.1694,	2.11353,	1.44799,	109.888,	31
375,	9900015,	26.0651,	2.74568,	1.4261,	203.821,	31
376,	9900015,	29.6776,	-2.15475,	1.71782,	129.716,	31
376,	9900015,	29.5319,	-2.15554,	1.71759,	129.178,	31
377,	-9900015,	28.3178,	3.36832,	-1.2801,	411.517,	31
377,	-9900015,	28.1279,	3.37393,	-1.2803,	411.049,	31
378,	-9900015,	29.9515,	-2.44597,	-1.19561,	174.143,	31
379,	-9900015,	31.6848,	2.17439,	-0.909611,	141.164,	31
380,	9900015,	33.5533,	4.48735,	-0.623685,	1491.39,	31
381,	-9900015,	21.4522,	2.68515,	1.90216,	157.98,	31
382,	9900015,	25.2069,	-0.11294,	2.40292,	25.3679,	31
383,	9900015,	25.9022,	3.70605,	-2.43269,	527.334,	31
384,	9900015,	36.4738,	-1.82181,	0.840073,	115.709,	31
385,	9900015,	14.6502,	-5.82582,	0.809951,	2482.77,	31
