event,	id,	pt,	eta,	phi,	momentum,	mass
0,	9900015,	44.6763,	4.26372,	2.58792,	1587.98,	63
1,	9900015,	31.1665,	4.73403,	1.17025,	1772.78,	63
2,	9900015,	5.35044,	-4.02979,	-1.18342,	150.526,	63
3,	-9900015,	12.5628,	4.69301,	-1.38111,	685.866,	63
3,	-9900015,	11.3736,	4.80329,	-1.35225,	693.324,	63
4,	-9900015,	4.63727,	6.88338,	-2.68094,	2262.82,	63
5,	-9900015,	13.2435,	-5.69134,	0.180797,	1961.98,	63
6,	-9900015,	7.59943,	2.97517,	-2.61256,	74.6415,	63
7,	9900015,	9.459,	4.92803,	3.0629,	653.213,	63
8,	-9900015,	26.161,	-1.74514,	1.21577,	77.1918,	63
9,	9900015,	12.4239,	-4.01014,	-0.53558,	342.728,	63
10,	9900015,	4.86791,	-5.34164,	2.60229,	508.357,	63
11,	-9900015,	4.8488,	-5.06033,	2.41355,	382.204,	63
12,	9900015,	45.9584,	-3.0464,	1.00597,	484.561,	63
13,	-9900015,	10.9335,	-2.78134,	-0.410913,	88.5757,	63
14,	-9900015,	13.0766,	0.786693,	-2.664,	17.3361,	63
15,	-9900015,	14.9436,	-4.91723,	0.806871,	1020.88,	63
16,	-9900015,	21.317,	-3.95384,	-2.34603,	555.888,	63
17,	-9900015,	8.71708,	3.4679,	-0.895735,	139.911,	63
18,	9900015,	28.0519,	-2.20462,	-0.89601,	128.718,	63
19,	-9900015,	16.4489,	2.89533,	-0.251832,	149.23,	63
20,	-9900015,	8.87313,	5.86264,	-0.21412,	1560.13,	63
20,	-9900015,	8.87258,	5.86302,	-0.215179,	1560.63,	63
21,	9900015,	7.83038,	-5.26861,	1.99446,	760.139,	63
22,	-9900015,	20.2316,	3.15726,	1.93665,	238.212,	63
23,	-9900015,	36.3264,	2.5427,	-0.842288,	232.354,	63
24,	9900015,	15.7631,	-3.81867,	-2.57309,	359.128,	63
25,	9900015,	10.6486,	-5.44742,	-1.25042,	1236.1,	63
25,	9900015,	9.66429,	-5.54792,	-1.24887,	1240.44,	63
26,	-9900015,	18.32,	-1.35647,	2.51927,	37.9226,	63
27,	9900015,	4.84745,	-6.31005,	-0.975861,	1333.22,	63
28,	9900015,	11.0129,	4.47779,	2.78224,	484.85,	63
29,	-9900015,	15.0338,	2.92688,	-1.56907,	140.738,	63
30,	-9900015,	4.12187,	5.73017,	2.22259,	634.822,	63
31,	9900015,	12.3373,	-2.55947,	-1.97412,	80.2318,	63
32,	9900015,	11.1834,	4.32646,	0.29487,	423.234,	63
33,	-9900015,	12.0763,	-2.20062,	-2.47578,	55.1966,	63
34,	-9900015,	16.3117,	1.29011,	2.79513,	31.8767,	63
35,	9900015,	11.1491,	2.68186,	-0.776078,	81.8381,	63
36,	9900015,	75.8478,	1.33611,	-1.39551,	154.24,	63
37,	-9900015,	20.0476,	0.243335,	-2.53644,	20.6441,	63
38,	9900015,	20.9853,	4.98816,	1.03654,	1539,	63
39,	9900015,	18.2853,	1.35997,	2.52999,	37.9669,	63
40,	-9900015,	53.4723,	-0.172088,	2.21058,	54.266,	63
41,	-9900015,	23.6459,	-4.02516,	2.40315,	662.174,	63
42,	9900015,	5.80634,	-4.94463,	-0.177739,	407.681,	63
43,	9900015,	9.652,	4.96942,	0.803372,	694.704,	63
44,	-9900015,	29.7437,	2.98868,	1.28811,	296.097,	63
45,	9900015,	5.15267,	4.24132,	-1.5114,	179.09,	63
46,	9900015,	7.61136,	-2.76179,	-1.30191,	60.4774,	63
47,	9900015,	6.90275,	4.45221,	-0.371294,	296.223,	63
48,	9900015,	17.541,	5.17775,	2.27367,	1554.91,	63
49,	9900015,	36.5399,	3.83063,	-1.60329,	842.49,	63
50,	9900015,	6.67495,	6.07223,	-1.08215,	1447.29,	63
51,	-9900015,	20.0778,	-1.1128,	-1.9034,	33.8462,	63
52,	9900015,	17.3716,	3.26873,	-0.872421,	228.575,	63
53,	9900015,	19.7735,	2.99249,	2.67354,	197.592,	63
54,	-9900015,	26.8583,	2.6456,	0.179749,	190.194,	63
55,	-9900015,	27.9763,	-1.75745,	1.35969,	83.5111,	63
56,	-9900015,	9.46604,	-4.88933,	-2.88884,	628.889,	63
57,	9900015,	30.6905,	3.55017,	-3.11367,	534.75,	63
58,	-9900015,	34.4723,	0.032924,	1.80388,	34.491,	63
59,	-9900015,	25.753,	-2.83793,	1.51402,	220.688,	63
60,	9900015,	10.0016,	-2.67702,	-1.81996,	73.0639,	63
61,	9900015,	11.0268,	5.38718,	-0.443182,	1205.17,	63
62,	9900015,	18.7356,	-2.80285,	-2.66176,	155.058,	63
63,	9900015,	29.0873,	-1.05166,	-2.58966,	46.7106,	63
64,	9900015,	39.7063,	5.06276,	3.04146,	3137.45,	63
65,	-9900015,	12.6744,	-1.8832,	1.19092,	42.6282,	63
66,	9900015,	18.7497,	-3.48166,	1.11766,	305.1,	63
67,	-9900015,	5.55772,	3.46046,	-0.602643,	88.5427,	63
68,	9900015,	32.4232,	-4.50465,	-1.42487,	1466.31,	63
69,	-9900015,	15.4839,	4.46759,	-0.502881,	674.773,	63
70,	9900015,	10.0096,	-2.53563,	-2.54964,	63.5787,	63
71,	-9900015,	42.9312,	-3.21987,	-2.13648,	538.034,	63
72,	9900015,	7.83473,	5.11998,	3.04156,	655.526,	63
73,	9900015,	8.98077,	-1.69507,	0.784669,	25.2836,	63
74,	-9900015,	15.2215,	3.51725,	2.56982,	256.644,	63
75,	-9900015,	23.5452,	-3.18312,	-0.971231,	284.464,	63
76,	9900015,	2.60711,	-0.183679,	2.7778,	2.65121,	63
77,	-9900015,	56.6512,	-1.41835,	0.913114,	123.851,	63
78,	-9900015,	14.8326,	-3.90708,	-2.07266,	369.137,	63
79,	-9900015,	19.159,	-0.792905,	1.6156,	25.5038,	63
80,	-9900015,	22.9308,	-2.79578,	0.897268,	188.452,	63
81,	-9900015,	14.1089,	-4.78341,	1.55299,	843.15,	63
82,	9900015,	16.2194,	-3.59272,	-2.63753,	294.871,	63
82,	9900015,	16.0678,	-3.60048,	-2.64081,	294.387,	63
83,	9900015,	13.5048,	2.62834,	-0.991792,	94.0132,	63
84,	-9900015,	9.4388,	3.26006,	1.53391,	123.127,	63
85,	9900015,	2.31696,	-5.0222,	2.29187,	175.8,	63
86,	9900015,	29.2516,	2.53788,	-2.21239,	186.214,	63
87,	-9900015,	11.6266,	5.15886,	3.01127,	1011.35,	63
88,	-9900015,	29.066,	3.02173,	2.1142,	299.024,	63
89,	-9900015,	10.5323,	-4.79214,	1.51841,	634.923,	63
90,	9900015,	8.83786,	3.6884,	1.08181,	176.784,	63
91,	9900015,	25.2014,	0.191824,	1.46572,	25.6665,	63
92,	-9900015,	10.5899,	5.20145,	-1.97917,	961.253,	63
93,	9900015,	28.0828,	-4.9129,	-1.92507,	1910.2,	63
94,	9900015,	10.2287,	0.371586,	2.75549,	10.943,	63
