event,	id,	pt,	eta,	phi,	momentum,	mass
30,	9900015,	9.8855,	5.67192,	0.757063,	1436.34,	71
31,	9900015,	3.21014,	4.37778,	-0.122159,	127.881,	71
32,	-9900015,	5.98298,	4.18073,	3.07029,	195.729,	71
33,	9900015,	16.3285,	0.00631944,	1.85941,	16.3288,	71
34,	9900015,	25.7049,	1.08749,	3.10567,	42.4628,	71
35,	9900015,	12.9822,	-4.40842,	2.75663,	533.254,	71
36,	9900015,	6.76078,	-4.2037,	1.66823,	226.312,	71
37,	-9900015,	4.32854,	-4.39622,	-0.618664,	175.643,	71
38,	9900015,	8.04912,	-4.14264,	1.25294,	253.487,	71
39,	9900015,	16.7551,	3.76129,	0.170415,	360.463,	71
40,	-9900015,	10.6876,	1.97233,	-1.59116,	39.1513,	71
41,	-9900015,	41.7066,	1.9884,	1.79937,	155.164,	71
42,	9900015,	47.4822,	-3.91052,	3.1025,	1185.75,	71
43,	9900015,	73.3839,	2.1701,	0.908858,	325.581,	71
44,	9900015,	4.95265,	-3.03481,	2.77481,	51.6195,	71
45,	9900015,	2.4434,	-3.25544,	-1.49363,	31.7272,	71
46,	9900015,	6.39893,	5.43818,	2.95129,	735.963,	71
47,	9900015,	15.2124,	-1.67927,	-0.64622,	42.2006,	71
48,	-9900015,	31.62,	-2.37722,	1.68101,	171.819,	71
49,	-9900015,	14.6156,	2.18071,	1.17043,	65.5185,	71
50,	9900015,	17.5315,	-2.36952,	0.0569781,	94.5459,	71
51,	9900015,	9.17865,	-3.4822,	-3.08293,	149.438,	71
52,	-9900015,	3.14588,	-4.91266,	0.69369,	213.933,	71
53,	-9900015,	3.25993,	7.06729,	-0.86499,	1911.9,	71
54,	-9900015,	20.9206,	1.2541,	-2.84819,	39.6448,	71
55,	-9900015,	3.87594,	-5.25572,	-0.33567,	371.442,	71
56,	-9900015,	24.0972,	1.76687,	-1.96663,	72.5733,	71
57,	-9900015,	31.1138,	-0.00102293,	-0.934117,	31.1138,	71
58,	-9900015,	15.0252,	-4.12165,	-2.90224,	463.353,	71
59,	9900015,	2.1594,	7.20674,	-0.957952,	1455.97,	71
60,	9900015,	2.45573,	5.60596,	-0.125428,	334.035,	71
61,	9900015,	25.56,	-5.21323,	2.34151,	2347.57,	71
62,	9900015,	31.034,	4.92609,	0.203696,	2138.96,	71
63,	9900015,	35.0305,	4.45624,	1.67133,	1509.37,	71
64,	9900015,	10.4015,	4.28584,	-1.33589,	377.976,	71
65,	9900015,	8.27055,	4.71424,	-2.89159,	461.22,	71
66,	9900015,	16.3757,	5.26968,	1.08092,	1591.37,	71
67,	-9900015,	47.5218,	-2.60618,	-2.17146,	323.647,	71
68,	9900015,	13.1048,	4.72863,	-2.6224,	741.396,	71
69,	9900015,	71.4441,	1.56192,	1.3337,	177.813,	71
70,	9900015,	10.8151,	5.70514,	-0.689028,	1624.5,	71
71,	9900015,	13.1265,	3.85842,	-0.742212,	311.172,	71
72,	9900015,	7.40649,	-4.20593,	-0.507426,	248.48,	71
72,	9900015,	7.26155,	-4.22602,	-0.508842,	248.56,	71
73,	9900015,	7.6391,	3.2174,	-1.45288,	95.5008,	71
74,	9900015,	6.08525,	2.50859,	2.54069,	37.6342,	71
75,	-9900015,	32.591,	1.13509,	-1.22438,	55.9399,	71
76,	-9900015,	31.462,	0.138469,	-0.202097,	31.7641,	71
77,	-9900015,	6.03469,	4.30195,	-1.00638,	222.853,	71
78,	9900015,	29.7301,	3.88859,	2.52948,	726.346,	71
78,	9900015,	29.3651,	3.9,	2.52098,	725.651,	71
79,	9900015,	11.0488,	4.76764,	3.05022,	649.943,	71
80,	9900015,	10.5892,	-2.90996,	2.12722,	97.4764,	71
81,	9900015,	17.0528,	3.34683,	-2.68149,	242.556,	71
82,	-9900015,	16.9584,	-3.90215,	1.33437,	419.964,	71
83,	9900015,	19.1992,	-1.63285,	0.0172872,	51.0103,	71
84,	9900015,	4.23104,	7.056,	-0.802817,	2453.58,	71
85,	9900015,	6.40458,	-2.57209,	-1.71122,	42.1727,	71
86,	9900015,	16.3516,	-4.74976,	-2.513,	944.837,	71
87,	9900015,	12.8245,	4.3128,	-0.315524,	478.752,	71
88,	9900015,	62.9393,	0.286505,	-0.063238,	65.5402,	71
89,	9900015,	17.6582,	-5.89132,	-2.07458,	3195.14,	71
90,	9900015,	4.50589,	6.40638,	-1.12903,	1364.6,	71
91,	-9900015,	10.3009,	2.6264,	-0.0983543,	71.5718,	71
92,	-9900015,	11.9193,	2.61609,	0.148708,	81.9763,	71
93,	9900015,	20.3303,	0.255461,	1.59713,	20.9973,	71
94,	9900015,	1.22279,	-8.1909,	-2.4324,	2205.9,	71
95,	9900015,	7.16765,	-2.67935,	-2.37741,	52.4822,	71
96,	-9900015,	29.9715,	-2.78994,	0.58162,	244.888,	71
97,	9900015,	24.1154,	-5.5799,	-0.739237,	3195.87,	71
98,	-9900015,	12.2283,	-2.62478,	-2.72567,	84.8279,	71
99,	9900015,	11.1327,	3.40992,	-0.889399,	168.637,	71
100,	9900015,	10.8919,	4.20152,	0.948404,	363.805,	71
101,	9900015,	1.43955,	-4.29304,	-2.33039,	52.6893,	71
102,	-9900015,	7.04476,	6.05179,	0.922463,	1496.57,	71
103,	-9900015,	47.1006,	0.512258,	-0.540835,	53.4167,	71
104,	-9900015,	37.3954,	0.508189,	0.747006,	42.329,	71
105,	-9900015,	20.0982,	-4.21805,	-0.285833,	682.493,	71
106,	9900015,	14.4994,	4.43331,	-1.37327,	610.583,	71
107,	9900015,	7.47753,	6.083,	-3.02253,	1638.88,	71
108,	-9900015,	5.80643,	3.92324,	-0.857544,	146.856,	71
109,	9900015,	104.539,	3.01194,	-1.23875,	1065.04,	71
110,	9900015,	10.4274,	4.05454,	-2.57079,	300.707,	71
111,	9900015,	4.43286,	-5.83132,	-0.534312,	755.383,	71
112,	-9900015,	9.8264,	5.18676,	3.03059,	878.94,	71
113,	-9900015,	4.40322,	-6.36404,	-2.982,	1278.23,	71
114,	-9900015,	11.4504,	3.19246,	1.6288,	139.633,	71
115,	-9900015,	24.8301,	3.07055,	-1.57024,	268.168,	71
116,	9900015,	24.7545,	1.30453,	1.91984,	48.98,	71
117,	9900015,	16.5154,	-2.82166,	-1.53256,	139.26,	71
118,	9900015,	14.466,	3.44507,	1.47946,	226.954,	71
119,	9900015,	21.3629,	3.0366,	0.130594,	223.053,	71
120,	9900015,	11.1835,	-1.86925,	2.11461,	37.1159,	71
121,	9900015,	6.467,	6.30991,	-1.72492,	1778.41,	71
121,	9900015,	6.45276,	6.31189,	-1.72504,	1778.02,	71
122,	9900015,	23.5762,	-3.62247,	-1.17815,	441.541,	71
123,	-9900015,	6.73133,	2.65666,	-1.91423,	48.1922,	71
124,	9900015,	33.7492,	0.658761,	1.84298,	41.3409,	71
125,	9900015,	52.0281,	-3.89159,	0.332185,	1274.93,	71
126,	-9900015,	8.52638,	-6.44088,	-3.02153,	2672.85,	71
127,	9900015,	12.2121,	4.47316,	0.552303,	535.164,	71
128,	-9900015,	14.1395,	-4.53846,	0.0963417,	661.423,	71
129,	-9900015,	8.76439,	-3.69898,	-1.1394,	177.175,	71
130,	-9900015,	12.3499,	-3.20026,	0.369923,	151.777,	71
131,	9900015,	15.301,	1.9732,	0.0366324,	56.0986,	71
132,	9900015,	13.354,	1.59793,	0.689914,	34.354,	71
133,	-9900015,	5.08485,	4.57938,	-0.361089,	247.796,	71
134,	9900015,	22.2445,	3.91937,	2.51488,	560.436,	71
135,	-9900015,	9.82267,	2.16794,	-2.67474,	43.4881,	71
136,	9900015,	4.54971,	-3.20674,	0.617623,	56.2773,	71
136,	9900015,	4.517,	-3.21506,	0.616823,	56.3382,	71
137,	-9900015,	13.661,	2.04397,	0.0757738,	53.6246,	71
138,	9900015,	2.96053,	3.00088,	-3.08498,	29.8317,	71
139,	9900015,	10.5228,	4.8159,	-1.08003,	649.601,	71
140,	-9900015,	5.33644,	5.78942,	3.10329,	872.041,	71
141,	9900015,	10.9471,	-5.51832,	2.69635,	1364.11,	71
142,	9900015,	4.898,	-5.76208,	2.62745,	778.81,	71
142,	9900015,	3.92065,	-5.93731,	2.68803,	742.796,	71
143,	9900015,	58.9515,	4.38955,	-2.33156,	2376.23,	71
144,	-9900015,	24.1386,	3.55455,	-1.46999,	422.434,	71
145,	9900015,	30.9371,	3.70036,	1.1266,	626.267,	71
146,	-9900015,	6.13687,	6.37228,	1.86534,	1796.24,	71
147,	-9900015,	8.50492,	-5.2906,	-2.24749,	843.974,	71
148,	-9900015,	11.4435,	4.62048,	0.90933,	581.058,	71
149,	9900015,	9.19339,	2.27185,	-0.219601,	45.0499,	71
150,	9900015,	9.01482,	-1.73035,	-1.4117,	26.2324,	71
151,	9900015,	56.17,	2.38442,	-2.04051,	307.389,	71
152,	9900015,	11.161,	-4.65284,	-2.07124,	585.351,	71
153,	-9900015,	5.16559,	-5.88798,	2.72544,	931.564,	71
154,	-9900015,	36.1962,	-0.733427,	0.162936,	46.3758,	71
155,	9900015,	8.72405,	5.71152,	1.75798,	1318.78,	71
156,	-9900015,	18.3471,	2.6846,	1.0188,	135.041,	71
157,	9900015,	50.3303,	-3.00343,	2.48748,	508.441,	71
158,	9900015,	5.45332,	3.83924,	-2.60614,	126.822,	71
159,	9900015,	18.8912,	4.29379,	-2.04332,	691.955,	71
160,	-9900015,	17.4782,	-1.60924,	1.70048,	45.4352,	71
161,	-9900015,	16.3996,	4.36729,	-2.53647,	646.493,	71
162,	9900015,	12.909,	4.33425,	-1.73158,	492.355,	71
163,	-9900015,	46.9129,	-1.60014,	-0.619918,	120.931,	71
164,	9900015,	18.6795,	2.85764,	-1.88225,	163.238,	71
165,	9900015,	52.3743,	4.01864,	-1.94086,	1457.14,	71
166,	9900015,	8.29757,	3.44423,	1.95826,	130.07,	71
167,	-9900015,	1.95993,	7.22296,	2.86635,	1343.08,	71
168,	9900015,	7.28319,	-5.43883,	-0.955679,	838.211,	71
169,	-9900015,	10.4359,	1.87693,	0.273183,	34.8896,	71
170,	-9900015,	44.1491,	-0.64842,	1.67554,	53.7601,	71
171,	-9900015,	6.63085,	-6.25618,	-1.89446,	1728.09,	71
172,	-9900015,	10.592,	2.55909,	2.08321,	68.856,	71
173,	9900015,	25.8745,	-3.23396,	-0.354056,	328.856,	71
174,	-9900015,	8.2094,	2.37261,	-2.81283,	44.4072,	71
175,	9900015,	40.9648,	-2.58897,	-2.0078,	274.284,	71
176,	9900015,	8.06692,	-5.4329,	0.271974,	922.917,	71
177,	9900015,	6.74986,	-6.1272,	0.97908,	1546.23,	71
178,	9900015,	11.0155,	4.65335,	-0.988787,	578.012,	71
179,	-9900015,	4.40308,	5.09075,	1.82949,	357.788,	71
180,	9900015,	13.3923,	1.19041,	-1.26964,	24.0561,	71
181,	-9900015,	7.69144,	-4.28522,	1.30871,	279.322,	71
182,	9900015,	12.1915,	-2.14868,	-2.69815,	52.9732,	71
183,	-9900015,	7.07323,	6.48215,	-1.88241,	2310.73,	71
184,	9900015,	18.2672,	-1.04734,	0.271064,	29.2361,	71
185,	9900015,	1.95387,	6.42161,	2.045,	600.811,	71
186,	-9900015,	20.7906,	-4.46969,	-2.28265,	907.938,	71
187,	9900015,	14.9056,	4.48021,	-0.499545,	657.817,	71
188,	-9900015,	4.2335,	-3.78446,	-1.6711,	93.2103,	71
189,	9900015,	6.85583,	1.98725,	-3.01672,	25.478,	71
190,	9900015,	4.82376,	5.02981,	0.130595,	368.802,	71
191,	9900015,	4.94474,	-3.81444,	1.65157,	112.18,	71
192,	9900015,	46.9971,	0.483088,	2.86589,	52.5886,	71
193,	9900015,	2.89877,	-5.81027,	1.01487,	483.679,	71
194,	9900015,	35.3505,	-0.884804,	-2.12325,	50.1147,	71
195,	9900015,	24.5317,	-3.95595,	-2.37057,	641.066,	71
196,	9900015,	21.0336,	-2.80786,	2.64886,	174.944,	71
197,	-9900015,	31.059,	2.86279,	1.13462,	272.813,	71
198,	-9900015,	3.39558,	-4.65464,	3.03043,	178.405,	71
199,	-9900015,	10.6283,	-3.20476,	2.24651,	131.207,	71
200,	-9900015,	4.02274,	6.02098,	0.679625,	828.65,	71
201,	9900015,	17.4073,	1.5445,	-0.599786,	42.6394,	71
202,	9900015,	7.95558,	6.76382,	-2.58932,	3444.55,	71
203,	9900015,	19.2584,	1.90724,	-2.60524,	66.2777,	71
204,	-9900015,	4.46126,	2.49933,	-1.44109,	27.3397,	71
205,	-9900015,	10.5596,	-3.16898,	-0.143253,	125.792,	71
206,	9900015,	40.8087,	4.81729,	-2.52834,	2522.75,	71
207,	-9900015,	5.82561,	3.35225,	-2.94169,	83.3116,	71
208,	9900015,	9.8175,	6.2647,	3.12492,	2580.47,	71
209,	-9900015,	60.3353,	-1.99562,	1.08268,	226.037,	71
210,	-9900015,	9.34117,	-4.43333,	-0.780313,	393.373,	71
211,	-9900015,	7.57517,	5.69532,	-0.409843,	1126.72,	71
212,	-9900015,	18.7712,	-4.48684,	0.935643,	833.924,	71
213,	9900015,	11.5592,	-5.57377,	1.43018,	1522.52,	71
214,	-9900015,	11.1992,	-5.20065,	-1.97357,	1015.75,	71
215,	9900015,	55.8059,	-4.35057,	-2.75284,	2163.48,	71
216,	9900015,	8.83099,	3.30712,	1.34694,	120.733,	71
217,	-9900015,	38.2419,	2.29216,	-1.92328,	191.158,	71
218,	9900015,	8.62921,	3.49669,	-0.0871311,	142.539,	71
219,	-9900015,	41.1249,	2.05921,	-1.07419,	163.828,	71
220,	-9900015,	14.5967,	4.34396,	0.468975,	562.156,	71
220,	-9900015,	14.5164,	4.34949,	0.468008,	562.158,	71
221,	9900015,	5.97968,	-0.766022,	-2.51652,	7.82157,	71
222,	-9900015,	10.2205,	-0.492009,	0.883326,	11.4827,	71
223,	9900015,	1.54243,	6.69686,	-2.28118,	624.575,	71
224,	9900015,	9.03262,	4.3627,	1.0032,	354.448,	71
225,	-9900015,	11.7921,	-4.71814,	2.4864,	660.178,	71
226,	9900015,	7.61385,	4.25241,	-1.88216,	267.584,	71
227,	9900015,	3.55394,	-4.20529,	-0.748508,	119.155,	71
227,	9900015,	3.50303,	-4.21983,	-0.758394,	119.167,	71
228,	9900015,	48.2651,	2.44601,	-1.38747,	280.634,	71
229,	9900015,	12.8753,	-3.19493,	-0.268154,	157.397,	71
230,	9900015,	7.86232,	1.92886,	0.543632,	27.6241,	71
231,	9900015,	27.871,	-2.4231,	-1.9597,	158.439,	71
232,	-9900015,	9.2799,	-5.54857,	-3.02363,	1191.88,	71
233,	9900015,	3.42081,	3.01245,	2.11482,	34.869,	71
234,	9900015,	10.0775,	4.30852,	2.25749,	374.6,	71
235,	9900015,	19.9028,	-3.6384,	-0.247525,	378.724,	71
236,	-9900015,	15.8641,	3.824,	-2.66343,	363.358,	71
237,	9900015,	38.3964,	-0.746722,	-2.07654,	49.608,	71
238,	-9900015,	8.73992,	-4.77823,	-0.176594,	519.599,	71
239,	-9900015,	68.0941,	-1.83973,	1.28417,	219.73,	71
240,	-9900015,	34.153,	0.376301,	-0.054261,	36.5997,	71
241,	-9900015,	2.29741,	-4.45888,	-1.9409,	99.2503,	71
242,	-9900015,	19.7391,	-1.04565,	-0.335518,	31.5502,	71
243,	9900015,	41.5871,	3.60046,	2.72861,	761.924,	71
244,	-9900015,	9.92788,	1.96588,	2.56897,	36.1435,	71
245,	9900015,	19.3922,	3.48813,	0.333223,	317.599,	71
245,	9900015,	19.1408,	3.50094,	0.332353,	317.514,	71
246,	-9900015,	9.72356,	-3.48481,	-2.82528,	158.722,	71
247,	9900015,	15.1412,	-4.36545,	0.451551,	595.789,	71
248,	9900015,	5.20784,	1.43887,	0.178088,	11.5956,	71
249,	9900015,	26.9913,	4.44587,	2.91104,	1150.99,	71
250,	9900015,	15.5364,	-4.83583,	0.344814,	978.417,	71
251,	9900015,	64.5435,	-1.39368,	-0.162342,	138.052,	71
252,	9900015,	34.7025,	-1.89429,	0.68695,	117.958,	71
253,	9900015,	53.1583,	-3.15531,	-2.77203,	624.689,	71
254,	9900015,	33.4621,	3.33319,	-2.47097,	469.528,	71
254,	9900015,	33.4324,	3.33386,	-2.47249,	469.428,	71
255,	9900015,	31.0079,	-2.23188,	2.61233,	146.12,	71
256,	9900015,	5.57352,	-4.81273,	-2.00206,	342.98,	71
257,	-9900015,	10.4235,	1.02045,	-0.595651,	16.3382,	71
258,	9900015,	8.73419,	3.75092,	-2.29089,	185.966,	71
259,	9900015,	13.5027,	-3.4826,	1.31383,	219.926,	71
260,	9900015,	3.52464,	6.06606,	2.53669,	759.531,	71
261,	-9900015,	15.299,	-3.3699,	2.69577,	222.677,	71
262,	-9900015,	27.8153,	3.69634,	-0.147124,	560.816,	71
263,	9900015,	26.6912,	2.22192,	2.23309,	124.56,	71
264,	9900015,	15.8302,	5.63116,	-1.04183,	2208.22,	71
265,	9900015,	12.8535,	-2.79123,	-1.65559,	105.157,	71
266,	9900015,	10.3579,	-3.49928,	-0.261102,	171.537,	71
267,	-9900015,	9.55625,	3.62206,	-1.26342,	178.899,	71
268,	-9900015,	15.4107,	-4.26834,	-2.98922,	550.294,	71
269,	9900015,	8.00562,	-4.99531,	1.7463,	591.319,	71
270,	-9900015,	28.579,	-5.53732,	-1.33037,	3629.53,	71
271,	-9900015,	10.6813,	-4.52572,	-0.476733,	493.331,	71
272,	9900015,	9.64176,	4.16912,	-2.30317,	311.786,	71
273,	-9900015,	25.4341,	2.31402,	1.45234,	129.89,	71
274,	-9900015,	7.10041,	3.18941,	-1.54507,	86.3241,	71
275,	-9900015,	7.60416,	6.28442,	-2.09571,	2038.5,	71
276,	9900015,	5.44359,	-6.1423,	0.242518,	1265.98,	71
277,	-9900015,	49.6469,	1.84897,	1.47605,	161.618,	71
278,	-9900015,	25.9729,	2.70956,	0.484781,	195.956,	71
279,	-9900015,	2.3715,	-6.00259,	-1.69622,	479.611,	71
280,	9900015,	6.34834,	-4.78688,	0.770778,	380.693,	71
281,	9900015,	16.1303,	3.46754,	-1.7413,	258.803,	71
282,	-9900015,	17.267,	-1.48424,	-2.27038,	40.0446,	71
283,	-9900015,	12.4053,	-4.84248,	2.74112,	786.442,	71
284,	-9900015,	12.0597,	1.97493,	2.24931,	44.2889,	71
285,	-9900015,	10.1607,	-3.58992,	-1.77953,	184.207,	71
286,	9900015,	18.8614,	-3.54934,	2.88186,	328.368,	71
287,	-9900015,	33.6684,	-1.31411,	-2.08004,	67.1711,	71
288,	9900015,	29.4408,	-0.0828139,	1.23096,	29.5418,	71
289,	9900015,	9.73318,	-3.45177,	2.84294,	153.725,	71
290,	9900015,	6.56232,	6.44706,	2.54404,	2069.91,	71
291,	-9900015,	4.36885,	4.83454,	0.671769,	274.777,	71
292,	-9900015,	3.59629,	-5.45925,	-2.76027,	422.432,	71
293,	9900015,	5.21228,	5.64814,	3.08609,	739.532,	71
294,	-9900015,	8.35896,	3.86389,	-0.879468,	199.241,	71
295,	-9900015,	8.40864,	4.83592,	2.32273,	529.584,	71
296,	-9900015,	13.1831,	5.83368,	-1.9781,	2251.77,	71
297,	9900015,	16.4148,	5.19062,	3.04051,	1473.93,	71
298,	9900015,	6.64882,	5.90638,	-0.965836,	1221.31,	71
299,	-9900015,	10.6167,	2.96018,	-0.588649,	102.734,	71
300,	9900015,	15.1711,	0.867606,	-3.11613,	21.2483,	71
301,	-9900015,	2.46676,	3.19328,	0.776949,	30.1059,	71
302,	9900015,	9.28556,	4.48858,	-0.581366,	413.235,	71
303,	9900015,	3.83536,	4.55565,	1.14679,	182.523,	71
304,	9900015,	7.68144,	-5.56326,	2.36942,	1001.18,	71
305,	9900015,	3.41314,	2.75811,	-2.27239,	27.0207,	71
306,	9900015,	18.0282,	3.40524,	-0.284969,	271.818,	71
307,	9900015,	19.1449,	2.90253,	-2.11491,	174.936,	71
308,	9900015,	3.67278,	-4.98954,	0.509955,	269.722,	71
309,	9900015,	3.1818,	3.72412,	-0.869711,	65.9566,	71
310,	9900015,	22.8319,	-2.61087,	2.82043,	156.22,	71
311,	-9900015,	6.8215,	3.20431,	-2.00466,	84.1743,	71
312,	9900015,	6.14807,	-3.48537,	1.92672,	100.414,	71
313,	-9900015,	11.1247,	-4.31836,	3.00273,	417.611,	71
314,	9900015,	108.207,	1.03988,	-2.00894,	172.177,	71
315,	9900015,	20.4641,	1.46074,	-2.29803,	46.466,	71
316,	9900015,	53.6653,	-3.73983,	-1.59347,	1130.04,	71
317,	9900015,	14.8069,	3.07938,	2.17047,	161.328,	71
318,	-9900015,	26.4239,	-1.32881,	-2.08644,	53.3942,	71
319,	9900015,	8.90448,	-6.03449,	-2.62941,	1859.21,	71
320,	9900015,	12.314,	3.55305,	2.48709,	215.176,	71
321,	-9900015,	27.6648,	-0.773903,	-2.4649,	36.3712,	71
322,	9900015,	7.88223,	-4.43777,	1.00679,	333.411,	71
323,	-9900015,	6.924,	-5.96787,	2.76583,	1352.52,	71
324,	-9900015,	6.81376,	-3.5053,	-1.35486,	113.522,	71
325,	9900015,	5.4954,	-6.32574,	1.3596,	1535.34,	71
325,	9900015,	5.48658,	-6.32741,	1.35972,	1535.44,	71
326,	9900015,	42.2717,	1.0885,	-2.23098,	69.8868,	71
327,	9900015,	5.65564,	2.80206,	-2.16619,	46.7699,	71
328,	9900015,	19.2833,	-1.50411,	-2.42292,	45.5314,	71
329,	-9900015,	10.9041,	5.1724,	1.79723,	961.43,	71
330,	-9900015,	13.1414,	4.24461,	0.820982,	458.261,	71
331,	9900015,	135.153,	0.947988,	-0.272219,	200.569,	71
332,	9900015,	6.56206,	5.45716,	1.32737,	769.192,	71
332,	9900015,	6.49387,	5.46743,	1.32561,	769.051,	71
333,	9900015,	2.01517,	-4.38617,	-2.13068,	80.9539,	71
334,	9900015,	11.3561,	3.62256,	2.44521,	212.7,	71
335,	-9900015,	5.16526,	2.54606,	1.90216,	33.1484,	71
336,	-9900015,	13.076,	-5.78392,	-1.04707,	2125.06,	71
337,	-9900015,	2.80978,	-4.33432,	-2.76638,	107.174,	71
338,	-9900015,	19.4448,	-5.62086,	-0.108261,	2684.65,	71
339,	-9900015,	33.6548,	-1.38488,	-1.7031,	71.4271,	71
340,	9900015,	4.58623,	6.66631,	0.920214,	1801.22,	71
341,	-9900015,	4.79827,	-5.03322,	-0.544508,	368.106,	71
342,	9900015,	20.4802,	2.17801,	0.217069,	91.5668,	71
343,	9900015,	8.92253,	-2.90271,	1.71694,	81.5448,	71
344,	9900015,	26.1572,	3.64749,	2.04448,	502.276,	71
345,	9900015,	9.78903,	-3.45081,	-1.60054,	154.459,	71
346,	-9900015,	20.3084,	3.39471,	-0.875186,	302.997,	71
347,	-9900015,	9.10603,	-4.5327,	-0.912684,	423.52,	71
348,	9900015,	11.5193,	3.54781,	2.63551,	200.24,	71
349,	9900015,	5.41908,	-5.43026,	-1.05101,	618.35,	71
350,	-9900015,	4.50765,	-5.79764,	0.765206,	742.69,	71
351,	9900015,	19.2656,	-3.57321,	-2.33921,	343.495,	71
352,	9900015,	17.7126,	5.00289,	-1.55856,	1318.25,	71
353,	9900015,	8.42126,	2.65373,	-1.10959,	60.1167,	71
354,	9900015,	17.188,	-5.72982,	-0.901722,	2646.25,	71
355,	9900015,	3.06794,	6.57905,	1.90129,	1104.24,	71
356,	-9900015,	20.3403,	3.91724,	-3.08391,	511.37,	71
357,	9900015,	13.0588,	-3.21457,	1.05298,	162.796,	71
358,	9900015,	10.4746,	0.726407,	2.40891,	13.3618,	71
359,	9900015,	10.3927,	1.98751,	2.08744,	38.6314,	71
360,	-9900015,	12.4231,	1.88383,	-2.95976,	41.8077,	71
361,	9900015,	10.6406,	3.67541,	-1.40636,	210.099,	71
362,	9900015,	46.6809,	-3.90095,	-3.12584,	1154.64,	71
363,	9900015,	32.5903,	-3.26155,	-2.59958,	425.763,	71
364,	-9900015,	21.2578,	-3.05006,	-1.17725,	224.95,	71
365,	-9900015,	13.2722,	-1.51959,	1.15836,	31.7813,	71
366,	9900015,	14.7414,	1.94082,	-2.48637,	52.391,	71
367,	9900015,	22.8517,	-3.59843,	1.85934,	417.822,	71
368,	-9900015,	0.690617,	-9.53655,	-2.66577,	4784.96,	71
369,	9900015,	7.61506,	-3.17429,	-1.94297,	91.1964,	71
370,	9900015,	9.84411,	4.07833,	2.03425,	290.716,	71
371,	9900015,	10.3517,	-4.5204,	-0.961702,	475.574,	71
372,	9900015,	5.97588,	4.03075,	1.04185,	168.284,	71
373,	-9900015,	28.3981,	-2.99222,	-0.393648,	283.697,	71
374,	-9900015,	9.66466,	-2.4555,	-1.87209,	56.7225,	71
375,	9900015,	4.73172,	-5.92953,	-2.90345,	889.52,	71
376,	9900015,	30.8976,	-4.31001,	-1.63128,	1150.23,	71
377,	-9900015,	4.2608,	-6.81137,	-1.01413,	1934.65,	71
378,	-9900015,	23.9969,	-4.94168,	2.35451,	1679.93,	71
379,	-9900015,	5.38325,	-2.97438,	-1.38489,	52.8329,	71
380,	9900015,	5.70769,	3.08807,	-1.42519,	62.7281,	71
381,	9900015,	15.5647,	-3.41315,	-2.95818,	236.535,	71
382,	9900015,	0.18989,	9.98114,	-2.26133,	2052.23,	71
383,	9900015,	25.1899,	3.61645,	0.188247,	468.938,	71
384,	9900015,	7.18092,	3.86793,	2.37151,	171.855,	71
385,	9900015,	2.71297,	3.2261,	1.5042,	34.212,	71
386,	-9900015,	16.0588,	-4.972,	3.06825,	1158.82,	71
387,	9900015,	10.9545,	-2.97668,	1.11354,	107.756,	71
388,	9900015,	6.78989,	4.80721,	2.24925,	415.536,	71
