event,weight,id,parent_id,pt,eta,phi,momentum,mass,decay_x_m,decay_y_m,decay_z_m,L_xyz_m,L_xy_m
5593,1,9900015,521,8.61202,-0.287007,1.58838,8.96916,3.6,-0.0237559,1.34768,-0.392086,1.40303,1.34717
5594,1,-9900015,-521,18.2073,1.95872,2.50672,65.8309,3.6,-7.69748,5.6698,33.2188,34.5512,9.55608
5595,1,9900015,521,4.4339,3.38124,2.61073,65.2695,3.6,-2.62951,1.54368,44.7819,44.8832,3.04901
5595,1,-9900015,-521,9.3464,3.62679,0.801471,175.798,3.6,0.484948,0.500603,13.0891,13.0865,0.695748
5596,1,9900015,521,8.17435,-2.65774,2.64894,58.5858,3.6,-1.49618,0.803457,-12.0487,12.1416,1.6941
5596,1,-9900015,-521,13.3319,-2.42796,-1.12506,76.1517,3.6,1.43996,-3.01383,-18.7851,19.0702,3.33864
5597,1,9900015,521,3.12853,2.91557,1.67982,28.9599,3.6,-0.255382,2.33207,21.5907,21.7131,2.34565
5597,1,-9900015,-521,5.90265,3.28469,0.388252,78.9128,3.6,1.86002,0.760774,26.791,26.8661,2.00957
5598,1,9900015,521,16.4084,-1.30843,1.32505,32.5758,3.6,0.0034762,0.0122231,-0.0223878,0.00937193,0.00472064
5598,1,-9900015,-521,21.9386,-1.63698,-1.53745,58.5125,3.6,0.0711882,-2.13334,-5.27768,5.6908,2.1337
5599,1,9900015,521,11.2365,-2.73507,2.28701,86.9465,3.6,-4.80402,5.51968,-56.1455,56.5981,7.31444
5601,1,9900015,521,4.97831,4.2452,-1.41799,173.703,3.6,0.24757,-1.60984,56.8019,56.7777,1.62725
5602,1,-9900015,-521,23.6869,0.11137,-2.69454,23.834,3.6,-5.25209,-2.51794,0.650093,5.85914,5.82299
5603,1,9900015,521,4.72874,3.19386,2.62065,57.7458,3.6,-1.68967,0.96988,23.7134,23.7785,1.94719
5604,1,9900015,521,6.95434,0.676162,-2.55807,8.60559,3.6,-0.133429,-0.0881001,0.116532,0.197781,0.159831
5605,1,9900015,521,10.602,2.54211,2.14255,67.7741,3.6,-1.85694,2.88602,21.6683,21.935,3.43133
5606,1,-9900015,-521,14.9036,0.712079,1.29828,18.8444,3.6,0.00388952,0.0139769,0.0111735,0.016884,0.0133531
5607,1,-9900015,-521,8.11908,-1.89677,-1.79449,27.6633,3.6,-0.454522,-1.99791,-6.67368,6.98025,2.04868
5608,1,-9900015,-521,12.5061,-6.08367,1.58472,2742.83,3.6,-0.0681932,4.89603,-1073.9,1073.16,4.89311
5610,1,9900015,521,11.2685,-0.725073,2.33983,14.3627,3.6,-1.19316,1.23287,-1.3559,2.18679,1.71569
5610,1,-9900015,-521,9.5671,-0.437726,0.186663,10.4984,3.6,2.63606,0.497838,-1.21213,2.94365,2.68253
5611,1,-9900015,-521,7.37886,-1.58441,-0.600193,18.7478,3.6,1.0682,-0.730972,-3.02234,3.28272,1.29203
5611,1,9900015,521,12.9467,-1.86664,2.41383,42.8612,3.6,-0.827236,0.736723,-3.49667,3.65702,1.10464
5612,1,-9900015,-521,3.57459,3.78068,1.82994,78.4062,3.6,-0.00256441,0.0104421,0.235123,0.223754,0.0102011
5613,1,9900015,521,5.82661,1.02078,-1.90367,9.13514,3.6,-1.42041,-4.10817,5.24864,6.81403,4.34615
5614,1,-9900015,-521,4.47838,3.14735,0.32565,52.2118,3.6,0.132049,0.0445951,1.61874,1.62352,0.139254
5615,1,-9900015,-521,12.1822,-2.70701,-2.07198,91.6782,3.6,-0.381316,-0.695894,-5.91851,5.96172,0.792191
5615,1,9900015,521,11.8617,-4.05841,0.510899,343.393,3.6,2.28084,1.27833,-75.6453,75.6353,2.61265
5616,1,-9900015,-521,8.51095,0.471,-2.17649,9.47257,3.6,-0.529019,-0.76406,0.454132,1.03332,0.928424
5619,1,9900015,521,7.98131,-1.10886,0.252949,13.412,3.6,2.93493,0.75861,-4.09373,5.09306,3.03083
5620,1,-9900015,-521,9.69533,1.31757,-0.499669,19.4009,3.6,0.885671,-0.483486,1.74884,2.0167,1.00781
5621,1,9900015,521,11.485,-2.00492,2.32247,43.4143,3.6,-1.59911,1.71075,-8.53666,8.85079,2.34142
5622,1,9900015,521,4.86558,1.92021,2.69216,16.954,3.6,-1.4281,0.689063,5.29246,5.52224,1.58482
5623,1,-9900015,-521,9.93939,2.69184,2.76036,73.6832,3.6,-4.67965,1.87578,37.0331,37.3709,5.04109
5623,1,9900015,521,7.18065,1.18279,-0.270204,12.8171,3.6,0.731437,-0.202769,1.12185,1.352,0.757445
5624,1,9900015,521,7.42307,0.235317,-2.77498,7.62955,3.6,-6.61807,-2.54114,1.68371,7.28601,7.08883
5625,1,9900015,521,12.1727,-0.236282,3.12909,12.514,3.6,-0.0806521,0.000881513,-0.0192474,0.0816974,0.0794687
5629,1,9900015,521,8.17139,-4.72167,-1.13391,459.087,3.6,0.317015,-0.678397,-42.0681,41.9998,0.747565
5630,1,9900015,521,13.8713,3.80162,2.9381,310.69,3.6,-3.02126,0.623431,69.0271,69.0949,3.08486
5630,1,-9900015,-521,4.49961,4.28698,0.1575,163.696,3.6,1.85678,0.294567,68.3722,68.3493,1.87876
5631,1,-9900015,-521,7.90622,-2.8055,-0.155342,65.6051,3.6,0.378672,-0.0591114,-3.15654,3.16972,0.38199
5631,1,9900015,521,10.2064,-4.24787,2.31363,357.072,3.6,-0.563827,0.614101,-29.1517,29.1349,0.83278
5632,1,9900015,521,8.9043,-3.1227,-2.3706,101.294,3.6,-0.857678,-0.833342,-13.5504,13.5981,1.19535
5633,1,-9900015,-521,20.7278,-2.13608,-2.8811,88.9667,3.6,-4.77771,-1.27351,-20.6386,21.2215,4.94429
5635,1,-9900015,-521,4.76605,-2.44778,0.723241,27.7603,3.6,0.446728,0.394373,-3.41934,3.47064,0.59586
5635,1,9900015,521,5.9894,-2.03528,-1.40704,23.3139,3.6,0.448023,-2.71336,-10.3461,10.6959,2.74782
5636,1,9900015,521,8.37893,0.168987,-0.0455141,8.49885,3.6,0.0430716,-0.00122351,0.00719546,0.0386576,0.0381121
5637,1,-9900015,-521,8.28342,1.38139,0.734879,17.5264,3.6,1.18038,1.06687,2.96694,3.36426,1.59004
5641,1,-9900015,-521,9.04756,-0.326334,0.996222,9.5336,3.6,0.708704,1.09482,-0.433239,1.37213,1.30218
5641,1,9900015,521,9.09486,0.541722,-2.57618,10.4623,3.6,-0.337791,-0.214224,0.227648,0.458668,0.398719
5643,1,9900015,521,6.62835,0.962663,3.12811,9.9443,3.6,-2.43166,0.032819,2.7198,3.64832,2.43178
5643,1,-9900015,-521,3.57081,0.839002,-0.0763903,4.90307,3.6,0.966686,-0.074101,0.912584,1.32994,0.968566
5644,1,9900015,521,8.26889,2.34549,0.991353,43.5532,3.6,1.47419,2.25288,13.9241,14.1688,2.69006
5645,1,9900015,521,9.43673,-0.109282,2.24385,9.49314,3.6,-0.70963,0.890121,-0.124655,1.14507,1.13827
5646,1,-9900015,-521,14.4926,-0.746917,2.9137,18.7267,3.6,-1.27015,0.294507,-1.06703,1.68359,1.30293
5647,1,9900015,521,5.1064,-0.56259,-0.470562,5.93605,3.6,0.37142,-0.189106,-0.24717,0.483532,0.415952
5648,1,9900015,521,5.84388,0.799399,-2.57372,7.81269,3.6,-4.34339,-2.77087,4.57123,6.88669,5.15123
5649,1,-9900015,-521,27.995,1.16464,2.98387,49.2264,3.6,-25.2296,4.01276,36.9499,44.919,25.5454
5650,1,-9900015,-521,9.834,4.71318,-1.34579,547.825,3.6,0.0387695,-0.170979,9.7624,9.61782,0.172649
5651,1,-9900015,-521,5.19127,-3.93816,2.81758,133.269,3.6,-1.11761,0.375358,-30.2444,30.2621,1.17881
5651,1,9900015,521,6.49111,-0.144964,-1.16539,6.55943,3.6,0.00854957,-0.0193917,-0.00314037,0.0204226,0.0202099
5653,1,9900015,521,11.0775,-2.56723,-0.61303,72.5935,3.6,3.45407,-2.4297,-27.3524,27.6557,4.22017
5654,1,-9900015,-521,9.3196,-2.48833,-1.26009,56.4966,3.6,1.18413,-3.68694,-23.1544,23.4645,3.87067
5655,1,-9900015,-521,13.425,-1.86821,-0.584637,44.511,3.6,0.342221,-0.226489,-1.29731,1.3602,0.41025
5657,1,9900015,521,9.62181,0.847507,-0.218595,13.2892,3.6,0.990632,-0.220123,0.966903,1.4003,1.01386
5657,1,-9900015,-521,6.65975,0.630905,-2.60453,8.02973,3.6,-1.35572,-0.807203,1.06284,1.90211,1.57759
5658,1,-9900015,-521,13.2216,2.26404,-0.445434,64.2954,3.6,0.29704,-0.141811,1.56645,1.6004,0.329103
5658,1,9900015,521,12.6502,2.8288,2.78541,107.427,3.6,-1.2238,0.454997,11.0116,11.0637,1.30282
5659,1,-9900015,-521,32.3653,-2.71778,1.63231,246.181,3.6,-0.641239,10.4129,-78.6652,79.3388,10.4307
5661,1,-9900015,-521,14.1987,0.168364,0.0330643,14.4004,3.6,1.86316,0.0616048,0.315333,1.89036,1.86388
5662,1,9900015,521,4.21744,0.491344,-0.439502,4.73685,3.6,2.27527,-1.06974,1.2856,2.82366,2.51404
5663,1,-9900015,-521,13.2921,0.294066,-0.0858978,13.8709,3.6,3.80228,-0.32713,1.13844,3.97761,3.81161
5664,1,9900015,521,8.69112,-2.78713,0.348127,70.8152,3.6,4.64516,1.68573,-39.96,40.2614,4.94126
5665,1,9900015,521,4.7683,0.822998,2.13118,6.47637,3.6,-0.506985,0.808114,0.876757,1.29521,0.953614
5666,1,-9900015,-521,12.5392,1.49417,-1.5808,29.3421,3.6,-0.0660897,-6.59586,13.9547,15.4312,6.59442
5667,1,9900015,521,4.78051,1.88304,0.453678,16.0758,3.6,3.15595,1.53855,11.2723,11.8033,3.50998
5667,1,-9900015,-521,10.1264,0.513367,2.5399,11.4903,3.6,-0.560468,0.384679,0.364077,0.767895,0.676742
5668,1,-9900015,-521,6.53767,-0.42207,-2.79052,7.12869,3.6,-7.10448,-2.602,-3.28908,8.24963,7.56568
5669,1,9900015,521,38.0949,1.6984,2.9219,107.583,3.6,-2.76345,0.617059,7.47826,7.99417,2.83071
5669,1,-9900015,-521,34.3685,1.07836,-0.00582102,56.3648,3.6,0.734344,-0.00425785,0.954544,1.20349,0.733829
5670,1,9900015,521,8.79646,0.649874,-1.84662,10.7203,3.6,-3.52998,-12.4712,9.02858,15.7946,12.9601
5672,1,-9900015,-521,6.81204,-1.90047,0.185864,23.2922,3.6,1.88643,0.354786,-6.27565,6.55758,1.91783
5672,1,9900015,521,5.39029,-1.71635,2.9476,15.4807,3.6,-0.54375,0.106717,-1.49186,1.58878,0.553204
5673,1,-9900015,-521,10.029,-1.1261,1.52003,17.0889,3.6,0.0127542,0.251031,-0.346765,0.427758,0.251038
5674,1,9900015,521,15.7974,-2.35962,-2.87337,84.3694,3.6,-2.07273,-0.569695,-11.277,11.4734,2.14829
5674,1,-9900015,-521,4.87246,-4.86592,0.505575,316.219,3.6,0.641896,0.355318,-47.6095,47.6127,0.733642
5675,1,9900015,521,7.85032,-5.74734,-1.24894,1229.98,3.6,0.435211,-1.30521,-215.557,215.521,1.37556
5675,1,-9900015,-521,11.8503,-4.50974,1.04434,538.651,3.6,2.12069,3.64972,-191.822,191.699,4.21736
5676,1,-9900015,-521,9.14122,1.3464,-1.16123,18.7566,3.6,2.59018,-5.96677,11.6544,13.3454,6.50399
5678,1,9900015,521,6.64948,4.05078,2.94633,191.039,3.6,-0.126884,0.0251473,3.71755,3.70174,0.128846
5680,1,-9900015,-521,5.62502,-0.513327,-0.697308,6.38254,3.6,1.59252,-1.33398,-1.11383,2.35684,2.07711
5683,1,9900015,521,21.6282,-0.411181,-2.48077,23.4824,3.6,-4.31187,-3.35204,-2.30953,5.92702,5.45901
5685,1,-9900015,-521,6.61252,3.45566,-1.15701,104.844,3.6,1.22737,-2.79468,48.2978,48.3764,3.0511
5685,1,9900015,521,9.85267,3.55808,1.28068,173.034,3.6,0.103513,0.34642,6.33948,6.3386,0.360924
5688,1,9900015,521,13.4665,0.453856,-0.575595,14.8774,3.6,0.256492,-0.166484,0.143578,0.337268,0.305283
5689,1,-9900015,-521,17.3683,3.99288,-3.13054,470.934,3.6,-2.24036,-0.024631,60.7335,60.4624,2.22988
5690,1,-9900015,-521,1.97866,5.596,1.96068,266.477,3.6,-0.0528299,0.128338,18.6811,18.6543,0.138513
5691,1,9900015,521,12.4357,-1.59274,0.655998,31.8391,3.6,3.94228,3.03445,-11.7255,12.7363,4.97455
5692,1,9900015,521,6.46893,2.51218,-3.0881,40.1492,3.6,-3.36291,-0.180098,20.6286,20.8999,3.36745
5696,1,9900015,521,8.2908,-1.91387,1.75192,28.7144,3.6,-0.0406207,0.221984,-0.74864,0.775624,0.223949
5697,1,9900015,521,7.25342,2.28966,-1.35441,36.1687,3.6,1.02918,-4.68218,23.4183,23.8994,4.79287
5698,1,-9900015,-521,14.5081,3.07923,3.06541,158.049,3.6,-3.42939,0.261907,37.3089,37.4496,3.43768
5698,1,9900015,521,3.57486,5.76731,-1.43807,571.407,3.6,0.0672646,-0.50363,81.2146,81.2049,0.508038
5699,1,9900015,521,16.9715,1.70892,3.12977,48.4032,3.6,-4.58326,0.0541351,12.242,13.0647,4.58086
5700,1,-9900015,-521,6.24525,-0.0154087,1.11964,6.24599,3.6,0.400972,0.827757,-0.0141363,0.91945,0.919341
5701,1,9900015,521,7.46395,3.77496,-2.42185,162.784,3.6,-4.30218,-3.77124,124.64,124.757,5.72036
5703,1,-9900015,-521,0.821645,-5.64452,2.97046,116.156,3.6,-0.0752261,0.0131587,-10.7878,10.7468,0.076019
5705,1,9900015,521,9.08357,-5.15074,1.92394,783.755,3.6,-0.17309,0.469847,-43.2052,43.1387,0.499969
5705,1,-9900015,-521,7.04703,-1.49094,-0.78982,16.4422,3.6,1.76749,-1.78304,-5.29272,5.8562,2.50993
5706,1,-9900015,-521,6.61005,-0.606948,-2.35044,7.86542,3.6,-1.01891,-1.03072,-0.934804,1.72381,1.44868
5708,1,-9900015,-521,4.35129,-0.521732,2.59383,4.95707,3.6,-0.318156,0.194096,-0.203695,0.423068,0.371367
5708,1,9900015,521,5.62598,1.21562,-0.224019,10.3206,3.6,0.655037,-0.149239,1.03303,1.23147,0.671298
5710,1,-9900015,-521,8.98327,0.362847,0.388519,9.58114,3.6,2.2567,0.92345,0.903755,2.59668,2.43465
5712,1,9900015,521,9.12679,-1.63351,-0.930734,24.2638,3.6,1.50772,-2.02465,-6.21825,6.70984,2.5239
5714,1,9900015,521,6.31512,3.0884,2.46512,69.4271,3.6,-0.660535,0.530348,9.27154,9.298,0.845751
5716,1,9900015,521,2.71726,-1.34191,2.93067,5.55363,3.6,-1.46288,0.313117,-2.6671,3.05703,1.49573
5719,1,9900015,521,6.25762,-3.2489,0.0754336,80.7254,3.6,1.78603,0.134904,-23.0353,23.0955,1.7903
5721,1,-9900015,-521,5.63386,1.15559,1.05491,9.83322,3.6,0.309494,0.545912,0.897554,1.09426,0.626949
5721,1,9900015,521,6.83477,-0.220116,-1.79834,7.00102,3.6,-0.326168,-1.40856,-0.320792,1.48079,1.44563
5722,1,-9900015,-521,14.484,0.051893,-1.73805,14.5035,3.6,-2.92948,-17.3518,0.913703,17.6199,17.5962
5722,1,9900015,521,7.43944,1.77253,0.749057,22.5252,3.6,2.13366,1.98418,8.32709,8.81937,2.9128
5723,1,-9900015,-521,14.4023,-1.15264,3.06362,25.0768,3.6,-0.434224,0.0339627,-0.620857,0.756684,0.434583
5723,1,9900015,521,5.71108,-1.79996,0.548748,17.7464,3.6,0.767324,0.46945,-2.64621,2.78985,0.897817
5724,1,-9900015,-521,7.73987,0.835387,-2.91009,10.6014,3.6,-2.55796,-0.602938,2.45989,3.59927,2.62777
5725,1,-9900015,-521,11.6515,1.62094,1.40762,30.6175,3.6,1.00848,6.12433,15.0829,16.3065,6.20544
5726,1,9900015,521,5.96905,-4.56972,-0.289646,288.089,3.6,0.399548,-0.118957,-20.1042,20.0416,0.415252
5727,1,-9900015,-521,11.9454,1.53084,1.13855,28.8985,3.6,0.615612,1.33432,3.23701,3.55418,1.46915
5728,1,-9900015,-521,7.48316,-1.82871,-0.47593,23.8955,3.6,0.127425,-0.0656956,-0.434741,0.457505,0.143273
5729,1,-9900015,-521,10.2247,2.28845,-0.929112,50.9246,3.6,1.29878,-1.7383,10.5879,10.8016,2.16875
5729,1,9900015,521,12.7887,1.45695,2.56748,28.9395,3.6,-0.0406732,0.026333,0.0987715,0.104026,0.0459705
5731,1,9900015,521,16.9237,-4.2808,1.9307,611.894,3.6,-0.452005,1.2014,-46.3981,46.3416,1.28171
5732,1,-9900015,-521,13.2231,2.86384,2.64476,116.269,3.6,-0.0493374,0.0267538,0.490261,0.492838,0.0560498
5733,1,9900015,521,11.0528,0.128074,0.565339,11.1436,3.6,6.38092,4.0482,0.970351,7.61759,7.55554
5735,1,-9900015,-521,9.51995,-1.53246,0.268377,23.0646,3.6,0.44041,0.120993,-1.00795,1.1045,0.455884
5736,1,9900015,521,6.63747,0.307242,-2.53084,6.95322,3.6,-0.88407,-0.618935,0.336793,1.13032,1.07899
5738,1,-9900015,-521,17.8585,-3.44949,0.732067,281.414,3.6,0.863335,0.775703,-18.2536,18.2615,1.15887
5740,1,-9900015,-521,13.4688,1.1764,1.75778,23.9142,3.6,-1.04697,5.53393,8.26309,9.99643,5.63011
5741,1,-9900015,-521,19.9703,-1.61414,-0.262414,52.1489,3.6,2.91838,-0.783741,-7.28968,7.88273,3.01867
5742,1,9900015,521,22.8602,-1.60617,-2.39516,59.2577,3.6,-0.418074,-0.38665,-1.36191,1.47418,0.568706
5742,1,-9900015,-521,23.1897,-2.85473,0.502474,202.067,3.6,2.22967,1.22514,-22.022,22.1522,2.54224
5743,1,9900015,521,11.4416,1.05868,0.301177,18.4752,3.6,4.14296,1.28689,5.50052,7.00208,4.33635
5744,1,-9900015,-521,4.74597,2.1272,-2.19708,20.1954,3.6,-0.32902,-0.454794,2.3217,2.38825,0.561245
5744,1,9900015,521,8.33218,1.79287,2.30248,25.718,3.6,-0.417513,0.464947,1.82499,1.92738,0.624438
5745,1,9900015,521,6.4093,-0.328105,0.964721,6.7574,3.6,2.71445,3.91635,-1.5917,5.02361,4.76483
5745,1,-9900015,-521,9.72685,-1.3581,-2.38655,20.1634,3.6,-1.04511,-0.983448,-2.60567,2.97336,1.43435
5746,1,-9900015,-521,7.22756,-3.85732,0.782512,171.146,3.6,0.845089,0.840293,-28.1953,28.2137,1.19148
5747,1,-9900015,-521,16.9711,-0.619617,2.95437,20.3345,3.6,-5.46212,1.03479,-3.66932,6.66046,5.5588
5747,1,9900015,521,5.82963,-2.13786,1.98269,25.065,3.6,-0.752044,1.72136,-7.85527,8.07579,1.87827
5748,1,-9900015,-521,5.9257,-2.98489,1.34408,58.768,3.6,0.0872092,0.378201,-3.82932,3.84492,0.387692
5748,1,9900015,521,7.75942,-4.19629,-1.27469,257.824,3.6,0.00893804,-0.0291363,-1.01641,0.991785,0.0298485
5749,1,9900015,521,8.23851,-1.94608,0.437491,29.428,3.6,0.0786619,0.0367721,-0.297804,0.309692,0.0866995
5749,1,-9900015,-521,7.33187,-5.30657,-2.51094,739.278,3.6,-0.580643,-0.423889,-72.4786,72.4427,0.718458
5750,1,9900015,521,13.6632,-3.27873,-2.85289,181.583,3.6,-0.772001,-0.229289,-10.6724,10.7023,0.805295
5752,1,-9900015,-521,9.52611,1.87559,1.90414,31.8073,3.6,-1.02795,2.96866,10.0084,10.4882,3.14115
5753,1,-9900015,-521,5.83247,-0.521695,-1.97566,6.64434,3.6,-0.469051,-1.09482,-0.650033,1.35474,1.18921
5753,1,9900015,521,10.806,-0.534101,1.47691,12.3842,3.6,0.227794,2.41899,-1.36003,2.7823,2.42772
5755,1,-9900015,-521,5.39442,-2.15371,2.67047,23.5543,3.6,-1.86557,0.950436,-8.89951,9.13896,2.09301
5760,1,-9900015,-521,9.83102,-4.30191,-2.09384,363.03,3.6,-0.875675,-1.51822,-64.6936,64.6555,1.7509
5762,1,-9900015,-521,8.46245,2.8146,-0.627098,70.8581,3.6,0.0684179,-0.049596,0.702185,0.703775,0.0840506
5764,1,9900015,521,4.409,-4.94654,-0.648962,310.161,3.6,1.65127,-1.25253,-145.788,145.769,2.07214
5765,1,9900015,521,8.79922,0.941573,-2.73279,12.9966,3.6,-1.80764,-0.782435,2.14107,2.90363,1.96588
5767,1,9900015,521,3.35945,1.85575,3.08493,11.0069,3.6,-0.0949319,0.00520729,0.296389,0.306918,0.0936751
5768,1,9900015,521,5.91556,-0.999472,2.02078,9.12452,3.6,-0.461692,0.955856,-1.24661,1.63704,1.06132
5768,1,-9900015,-521,6.74918,-2.25494,-0.985331,32.5297,3.6,0.686594,-1.03549,-5.85795,5.987,1.24217
5769,1,9900015,521,2.66346,-4.05763,-3.05795,77.0464,3.6,-0.0366056,-0.00306899,-1.06,1.05313,0.0364062
5770,1,9900015,521,5.69873,-2.14886,0.460617,24.7657,3.6,0.194011,0.0962467,-0.916322,0.938151,0.215873
5771,1,-9900015,-521,10.1401,2.21973,-1.53708,47.22,3.6,0.0323236,-0.958241,4.36071,4.46237,0.95826
5773,1,-9900015,-521,7.54711,3.72277,0.783123,156.236,3.6,4.7904,4.76868,139.766,139.906,6.75828
5773,1,9900015,521,4.37861,1.79139,-2.39667,13.496,3.6,-0.0672224,-0.061933,0.266402,0.281131,0.0912098
5774,1,9900015,521,22.6345,-0.78308,1.59704,29.9364,3.6,-0.0320444,1.22227,-1.05834,1.61375,1.22014
5775,1,-9900015,-521,17.0908,-2.34239,2.93131,89.7454,3.6,-2.08241,0.444468,-10.9765,11.1804,2.12915
5775,1,9900015,521,3.34863,-0.486941,0.362122,3.75354,3.6,0.914543,0.346571,-0.495202,1.09308,0.975169
5776,1,9900015,521,8.16877,0.787328,1.86347,10.8341,3.6,-2.1042,6.98323,6.35419,9.67303,7.29331
5777,1,9900015,521,7.60759,-2.08194,-1.77285,30.9809,3.6,-0.203523,-0.993796,-4.00446,4.12778,1.01361
5779,1,9900015,521,37.3615,0.525033,-0.885765,42.6304,3.6,5.74914,-7.03681,4.99309,10.3664,9.08515
5780,1,-9900015,-521,6.59047,1.46501,0.70914,15.0219,3.6,0.618976,0.531179,1.67106,1.8575,0.814932
5781,1,-9900015,-521,5.75489,1.06979,-2.29738,9.3743,3.6,-0.259511,-0.29208,0.502395,0.635194,0.389946
5781,1,9900015,521,13.1712,-0.0395038,1.35192,13.1815,3.6,0.181892,0.819475,-0.033222,0.835709,0.835057
5783,1,-9900015,-521,5.10949,-1.34194,1.69588,10.4432,3.6,-0.20316,1.61525,-2.90151,3.32473,1.62667
5783,1,9900015,521,6.49228,-0.0300288,-1.32157,6.49521,3.6,0.275546,-1.08263,-0.0334958,1.11736,1.11685
5784,1,-9900015,-521,4.41558,2.38864,-3.06015,24.2644,3.6,-0.422361,-0.034442,2.28999,2.32729,0.423514
5785,1,-9900015,-521,13.6285,-4.43948,2.42467,577.458,3.6,-1.16078,1.01177,-65.2329,65.1943,1.53863
5785,1,9900015,521,8.88764,-3.37297,-1.37552,129.757,3.6,0.228547,-1.15538,-17.1545,17.1934,1.17765
5786,1,-9900015,-521,5.54144,-2.44839,-1.88385,32.296,3.6,-0.0286739,-0.0887998,-0.53688,0.537553,0.0922349
5787,1,9900015,521,6.03252,-3.85813,2.40543,142.964,3.6,-5.56584,5.0431,-177.842,177.982,7.51012
5788,1,-9900015,-521,7.60748,-0.766028,-0.833417,9.95081,3.6,6.75049,-7.43192,-8.46528,13.1312,10.0389
5789,1,-9900015,-521,9.50341,-1.95807,-2.09349,34.3393,3.6,-1.26862,-2.20208,-8.82395,9.17976,2.5405
5789,1,9900015,521,7.90876,-0.909407,1.14049,11.4108,3.6,1.73636,3.78308,-4.32924,6.005,4.16203
5790,1,-9900015,-521,7.35136,3.20179,0.378133,90.4847,3.6,0.83137,0.330252,10.9748,11.009,0.894416
5792,1,9900015,521,11.2961,-0.175699,0.759981,11.4709,3.6,4.28173,4.06978,-1.04302,5.99587,5.9045
5792,1,-9900015,-521,18.9633,-2.52762,-1.45401,119.502,3.6,0.283762,-2.41531,-15.1321,15.2902,2.42634
5794,1,-9900015,-521,4.84282,-2.0954,-2.38382,19.9808,3.6,-0.108409,-0.102677,-0.597825,0.614772,0.149004
5794,1,9900015,521,6.09693,-0.15614,2.07045,6.1714,3.6,-0.186655,0.341619,-0.0611628,0.391685,0.386959
5795,1,-9900015,-521,7.65896,1.3863,-0.563292,16.2753,3.6,0.0807055,-0.0508734,0.179418,0.199871,0.0940566
5796,1,9900015,521,10.6698,-2.70854,2.63425,80.4184,3.6,-1.46455,0.814021,-12.5172,12.6244,1.67498
5797,1,-9900015,-521,11.7007,3.08231,-0.454708,127.856,3.6,2.22086,-1.08569,26.8984,27.0029,2.47115
5799,1,-9900015,-521,4.93784,2.37363,2.11156,26.737,3.6,-0.59469,0.990854,6.15002,6.25281,1.15478
5799,1,9900015,521,8.59524,0.167204,-1.01884,8.71567,3.6,1.78179,-2.89357,0.570829,3.44538,3.39777
5800,1,-9900015,-521,10.0607,-2.66437,2.09033,72.5803,3.6,-0.537747,0.94033,-7.73889,7.80996,1.08257
5801,1,-9900015,-521,12.1791,-1.55474,2.7404,30.1133,3.6,-0.874633,0.370846,-2.14849,2.33783,0.945516
5803,1,-9900015,-521,4.30724,-4.67342,0.973096,230.595,3.6,1.12299,1.64985,-106.831,106.825,1.99537
5806,1,9900015,521,8.21155,5.03405,-3.05908,630.481,3.6,-2.63182,-0.217639,202.745,202.743,2.64057
5810,1,9900015,521,14.5309,-0.277736,0.446741,15.0949,3.6,0.252411,0.120928,-0.0787324,0.290585,0.279727
5811,1,9900015,521,10.0919,2.1006,-1.24992,41.8486,3.6,0.182465,-0.54952,2.32996,2.39488,0.577535
5811,1,-9900015,-521,5.02251,0.243885,2.58611,5.17262,3.6,-1.05933,0.657511,0.307124,1.28394,1.24668
5812,1,-9900015,-521,6.95467,0.286388,0.451423,7.24182,3.6,1.35772,0.658487,0.438206,1.56992,1.50767
5812,1,9900015,521,6.41782,-0.723792,-3.0772,8.17357,3.6,-0.771143,-0.0497478,-0.609457,0.984015,0.772641
5814,1,9900015,521,7.88398,-1.22673,-0.788405,14.5984,3.6,3.56038,-3.58183,-7.87057,9.35089,5.05001
5815,1,9900015,521,3.88933,1.93002,1.55088,13.6803,3.6,0.00297594,0.144569,0.488245,0.50705,0.144155
5816,1,-9900015,-521,21.0311,-2.07767,0.576979,85.2928,3.6,0.705917,0.459455,-3.31039,3.4157,0.842228
5817,1,-9900015,-521,17.034,-3.47865,-0.792044,276.348,3.6,3.16944,-3.21177,-73.0691,73.1594,4.50952
5818,1,9900015,521,12.1424,-3.39415,-1.55435,181.061,3.6,0.0152284,-0.923378,-13.7395,13.7633,0.923003
5819,1,-9900015,-521,10.1837,-2.21513,-2.43533,47.2104,3.6,-0.397755,-0.339322,-2.36632,2.42037,0.522098
5820,1,9900015,521,7.38616,4.36925,-0.610024,291.743,3.6,2.69332,-1.88251,129.751,129.792,3.28598
5820,1,-9900015,-521,7.30183,1.63882,3.05641,19.5079,3.6,-2.65894,0.227006,6.61119,7.12856,2.66822
5821,1,9900015,521,2.8167,4.18551,-0.507286,92.5878,3.6,0.0908045,-0.0504388,3.40476,3.38815,0.103074
5821,1,-9900015,-521,5.30633,3.32283,-3.04943,73.691,3.6,-0.346661,-0.0321481,4.82276,4.8284,0.347683
5822,1,-9900015,-521,8.21952,3.26083,2.84159,107.304,3.6,-5.329,1.64861,72.6088,72.8103,5.57732
5824,1,-9900015,-521,2.93063,-5.02462,2.5625,222.903,3.6,-0.0246591,0.0159197,-2.21157,2.07745,0.0273135
