event,weight,id,parent_id,pt,eta,phi,momentum,mass,decay_x_m,decay_y_m,decay_z_m,L_xyz_m,L_xy_m
13237,1,9900015,521,12.9312,-0.714603,1.57122,16.3758,3.6,-0.000755235,1.86184,-1.44665,2.35743,1.86155
13238,1,-9900015,-521,11.9659,0.66303,-1.07831,14.6938,3.6,0.536285,-0.999622,0.808057,1.38876,1.13094
13240,1,-9900015,-521,11.2249,3.53668,0.326194,192.967,3.6,0.731537,0.247514,13.2514,13.2523,0.770888
13242,1,9900015,521,8.79459,2.23939,0.474978,41.7487,3.6,6.4513,3.31777,33.6641,34.4299,7.25286
13242,1,-9900015,-521,9.75039,2.06345,-1.99011,39.002,3.6,-0.0656648,-0.147289,0.624524,0.644466,0.161115
13246,1,-9900015,-521,8.04529,3.11108,-3.12456,90.4688,3.6,-0.314168,-0.00534104,3.51822,3.52423,0.313406
13247,1,-9900015,-521,13.9407,-2.41866,0.785146,78.9032,3.6,1.54735,1.54657,-12.1876,12.3818,2.18764
13248,1,-9900015,-521,13.974,3.24904,0.319658,180.294,3.6,2.87251,0.95083,38.9221,39.0344,3.02542
13249,1,-9900015,-521,13.1714,1.8323,-0.220722,42.2031,3.6,0.461061,-0.103558,1.4388,1.50781,0.47058
13250,1,9900015,521,5.71354,1.10918,-0.573466,9.6036,3.6,0.0121075,-0.00795678,0.0195932,0.0234009,0.0139221
13250,1,-9900015,-521,4.54077,-0.410199,-3.03781,4.92818,3.6,-0.434977,-0.0452819,-0.184439,0.474516,0.437214
13251,1,-9900015,-521,10.5571,0.267597,1.9879,10.9373,3.6,-0.436479,0.985239,0.291617,1.11477,1.07601
13253,1,-9900015,-521,7.37883,3.86386,-0.00183448,175.874,3.6,2.1593,-0.00399145,51.4244,51.4491,2.15856
13254,1,9900015,521,12.3609,2.72386,2.40841,94.5898,3.6,-0.225272,0.202898,2.30014,2.31941,0.303098
13254,1,-9900015,-521,5.80962,4.72082,-1.05632,326.122,3.6,0.137599,-0.243307,15.681,15.634,0.278508
13256,1,-9900015,-531,9.33531,2.30773,0.805517,47.3816,3.6,0.304229,0.316459,2.18415,2.22134,0.437657
13256,1,9900015,531,9.81079,2.67655,-2.34794,71.6366,3.6,-1.24044,-1.261,12.7945,12.9115,1.76826
13257,1,9900015,521,9.26966,0.105899,-2.10613,9.32169,3.6,-3.39085,-5.71733,0.705371,6.6835,6.6462
13258,1,9900015,521,7.00746,4.11097,-0.698113,213.806,3.6,0.578066,-0.485434,23.0167,22.9814,0.753214
13259,1,9900015,521,2.6987,-4.29789,0.373934,99.2554,3.6,0.590013,0.231781,-23.3019,23.2908,0.633262
13259,1,-9900015,-521,20.2974,-1.65125,-3.05109,54.8569,3.6,-2.49347,-0.22627,-6.2865,6.76246,2.50215
13260,1,9900015,521,16.0456,-0.513161,0.607997,18.205,3.6,4.95776,3.44962,-3.23658,6.83844,6.02727
13261,1,-9900015,-521,1.33141,-3.75595,2.01673,28.4911,3.6,-0.0848129,0.177242,-4.18487,4.17501,0.195102
13262,1,-9900015,-521,7.5874,2.49425,2.0962,46.265,3.6,-0.588172,1.01453,7.05383,7.15044,1.17266
13263,1,9900015,521,10.1165,3.18175,-0.798697,122.057,3.6,2.59471,-2.66466,44.719,44.8727,3.7192
13266,1,-9900015,-521,5.71902,-3.93228,-2.43911,145.957,3.6,-4.36141,-3.69226,-145.731,145.812,5.71333
13266,1,9900015,521,14.1328,-4.48107,0.940511,624.252,3.6,3.87661,5.31332,-290.454,290.358,6.57359
13267,1,-9900015,-521,9.88648,2.08119,-2.00297,40.232,3.6,-1.17965,-2.55756,11.1083,11.4475,2.81307
13267,1,9900015,521,5.41584,5.1621,0.824945,472.629,3.6,0.0603792,0.0654665,7.76138,7.71508,0.0884067
13268,1,9900015,521,10.0531,-2.11025,0.403568,42.0799,3.6,1.06807,0.456112,-4.72045,4.85955,1.16098
13270,1,9900015,521,8.79346,2.97777,2.95492,86.5932,3.6,-0.709138,0.133933,7.07048,7.1,0.720998
13271,1,-9900015,-521,8.86699,-3.49597,-1.37352,146.361,3.6,0.0934887,-0.466216,-7.8325,7.81376,0.47338
13271,1,9900015,521,11.7292,-3.65058,2.38586,225.922,3.6,-0.0763399,0.0720999,-2.02715,1.96416,0.101974
13272,1,9900015,521,14.3622,-0.660959,-0.0788376,17.6153,3.6,6.15267,-0.486098,-4.38294,7.56871,6.17097
13274,1,9900015,521,12.917,-1.66218,-1.23914,35.2667,3.6,0.189949,-0.551464,-1.48195,1.5884,0.581777
13275,1,-9900015,-521,37.8743,0.0413985,1.68348,37.9067,3.6,-0.837344,7.39956,0.308371,7.45129,7.44491
13275,1,9900015,521,25.4102,2.60365,-1.65041,172.624,3.6,-0.0594628,-0.746175,5.02969,5.05938,0.744739
13276,1,9900015,521,4.11022,4.33556,1.48959,156.971,3.6,0.063052,0.776765,29.7516,29.7387,0.778694
13277,1,9900015,521,9.58717,2.46692,2.21021,56.9045,3.6,-1.0332,1.38925,10.1305,10.2638,1.72922
13278,1,-9900015,-521,9.84896,0.754047,-1.63295,12.7842,3.6,-0.0415782,-0.668333,0.554036,0.868233,0.668889
13280,1,9900015,521,5.55266,3.08858,-2.11135,61.0557,3.6,-0.381486,-0.635113,8.10999,8.12495,0.738917
13281,1,-9900015,-521,12.3691,0.486385,-1.12769,13.8612,3.6,1.12683,-2.37449,1.32934,2.94433,2.62737
13282,1,9900015,521,9.01232,-1.35637,-2.029,18.654,3.6,-0.613587,-1.2438,-2.51336,2.86904,1.38612
13283,1,-9900015,-521,8.82295,-4.71492,-1.45529,492.361,3.6,0.0580936,-0.500546,-28.1144,28.0695,0.502997
13284,1,-9900015,-521,10.4375,-3.91196,-1.40876,261.026,3.6,0.522519,-3.19456,-80.8936,80.8767,3.23398
13285,1,9900015,521,22.8842,2.72916,2.45267,176.039,3.6,-1.2539,1.03254,12.39,12.4709,1.62115
13285,1,-9900015,-521,9.21327,3.81811,-0.274517,209.787,3.6,2.55204,-0.71878,60.3093,60.3388,2.64991
13288,1,9900015,521,9.92921,1.16135,-0.0765979,17.4124,3.6,6.05289,-0.46463,8.74521,10.6434,6.06927
13288,1,-9900015,-521,8.13267,1.89786,-2.79285,27.7385,3.6,-0.0803164,-0.0291845,0.278816,0.290577,0.0851944
13289,1,9900015,521,7.63881,0.0285373,0.173199,7.64192,3.6,3.1604,0.553468,0.0917528,3.20662,3.20531
13292,1,-9900015,-521,4.63538,1.67334,-2.18512,12.788,3.6,-0.282077,-0.399973,1.2579,1.34411,0.487209
13293,1,-9900015,-521,13.6108,3.59468,-1.44314,247.932,3.6,0.617094,-4.80751,88.1581,88.2848,4.84661
13293,1,9900015,521,9.3461,2.89563,1.06814,84.8164,3.6,0.173957,0.31648,3.25661,3.26752,0.360055
13294,1,9900015,521,10.4828,-1.71579,1.61362,30.0905,3.6,-0.100046,2.33499,-6.28808,6.70604,2.33623
13295,1,9900015,521,8.06617,3.93603,1.51473,206.634,3.6,0.0875878,1.55484,39.8549,39.8139,1.55418
13296,1,9900015,521,17.4027,-1.02369,-1.71411,27.3459,3.6,-1.92116,-13.3146,-16.3057,21.1344,13.4497
13299,1,9900015,521,14.5648,-1.78702,0.509959,44.7072,3.6,1.99319,1.11482,-6.62782,7.00899,2.2834
13300,1,9900015,521,9.57926,-4.00673,2.61354,263.359,3.6,-1.52796,0.891535,-48.6118,48.5671,1.76655
13301,1,-9900015,-521,7.20177,2.88198,2.59476,64.4759,3.6,-3.13127,1.90616,32.614,32.8193,3.66582
13302,1,9900015,521,13.9485,3.97344,-0.428714,370.93,3.6,2.24797,-1.02742,65.6834,65.7055,2.47079
13303,1,9900015,521,7.61746,0.58891,-0.930641,8.977,3.6,0.415524,-0.557612,0.433418,0.817832,0.693974
13304,1,9900015,521,4.51418,-2.27929,2.80699,22.2822,3.6,-2.59746,0.902988,-13.2929,13.5716,2.74948
13305,1,9900015,521,12.8079,0.737742,-0.219412,16.4544,3.6,4.01655,-0.895801,3.31921,5.28381,4.11287
13306,1,-9900015,-521,8.29809,1.51636,-1.03586,19.8123,3.6,1.43891,-2.42823,6.11941,6.73842,2.8223
13307,1,9900015,521,17.1853,0.4741,2.36702,19.1531,3.6,-5.41122,5.29529,3.72544,8.43775,7.57084
13308,1,-9900015,-521,7.70216,-0.839865,-2.31499,10.5821,3.6,-8.52178,-9.25469,-11.8527,17.2845,12.5805
13308,1,9900015,521,5.39886,-2.16857,1.08485,23.9173,3.6,0.529265,1.00209,-4.88797,5.00635,1.13009
13309,1,9900015,521,7.31042,0.470002,-0.799095,8.13283,3.6,0.60467,-0.6214,0.422909,0.963493,0.866062
13311,1,-9900015,-521,6.52419,-1.72292,-1.39117,18.853,3.6,0.126184,-0.695293,-1.91483,2.03564,0.704445
13311,1,9900015,521,10.2115,-2.11477,1.40182,42.9311,3.6,0.296816,1.73743,-7.19786,7.39812,1.7597
13312,1,9900015,521,8.09886,-1.5259,3.1255,19.5049,3.6,-5.91456,0.0951449,-12.96,14.2457,5.91515
13313,1,9900015,521,3.31542,-0.280915,1.06997,3.4471,3.6,0.940374,1.71798,-0.557438,2.03629,1.9585
13313,1,-9900015,-521,11.8909,1.54949,-1.68173,29.2602,3.6,-0.0865886,-0.776807,1.7571,1.91867,0.77972
13314,1,9900015,521,7.23436,-0.5143,0.442645,8.2124,3.6,3.24931,1.53995,-1.93241,4.07792,3.59227
13314,1,-9900015,-521,13.1235,-2.6652,-1.64184,94.755,3.6,-0.0249012,-0.349558,-2.50593,2.52501,0.349712
13316,1,-9900015,-521,13.123,-2.8303,2.06504,111.608,3.6,-2.76034,5.12267,-49.1464,49.4849,5.8185
13317,1,9900015,521,3.21862,1.83883,-2.00238,10.3772,3.6,-0.0752475,-0.163462,0.551056,0.578521,0.179436
13317,1,-9900015,-521,7.47054,3.627,1.3423,140.545,3.6,1.53964,6.61767,127.655,127.746,6.79024
13318,1,-9900015,-521,12.4742,0.0574842,2.0874,12.4949,3.6,-3.25805,5.73606,0.379214,6.6043,6.5934
13319,1,9900015,521,5.3375,2.62464,-1.80462,37.021,3.6,-0.0543615,-0.228621,1.61383,1.62659,0.234514
13320,1,9900015,521,12.1786,1.26796,0.345201,23.3523,3.6,7.33511,2.63775,12.7534,14.9455,7.7943
13320,1,-9900015,-521,4.95934,-0.232717,2.85316,5.09424,3.6,-0.603552,0.179124,-0.147823,0.646518,0.629398
13322,1,9900015,521,6.13911,2.93531,2.84127,57.9547,3.6,-0.83808,0.259556,8.23568,8.28153,0.877259
13323,1,-9900015,-521,10.2487,-1.36998,0.699082,21.468,3.6,1.88042,1.58086,-4.52162,5.14402,2.45573
13324,1,-9900015,-521,6.39983,-2.42929,0.804439,36.6035,3.6,1.10884,1.15273,-9.00881,9.1301,1.59633
13325,1,-9900015,-521,7.38606,-3.8744,1.96278,177.91,3.6,-0.130108,0.314506,-8.19221,8.1836,0.339748
13326,1,-9900015,-521,16.5876,-0.790543,2.74762,22.0465,3.6,-9.44873,3.92788,-8.95864,13.6001,10.2326
13327,1,-9900015,-521,3.92552,-1.93773,-0.495617,13.9101,3.6,0.736895,-0.39865,-2.84802,2.96613,0.837061
13328,1,-9900015,-521,4.10302,-2.8407,1.16705,35.2577,3.6,0.815144,1.90765,-17.7041,17.8202,2.07378
13330,1,9900015,521,25.8304,2.09605,2.95399,106.639,3.6,-0.125231,0.0236724,0.511045,0.514111,0.124529
13332,1,9900015,521,7.39029,3.06181,2.66245,79.1245,3.6,-3.56081,1.84998,42.7748,42.9599,4.01248
13333,1,-9900015,-521,3.84879,-5.65245,2.98633,548.438,3.6,-0.0490778,0.00769065,-7.07825,7.06868,0.0496061
13334,1,9900015,521,13.2131,-4.53192,0.485523,614.067,3.6,2.1799,1.15023,-114.52,114.543,2.46467
13336,1,9900015,521,8.4009,-2.09688,-3.04658,34.7106,3.6,-4.41903,-0.421101,-17.7959,18.3397,4.43869
13336,1,-9900015,-521,8.24126,-0.913467,-0.22529,11.9254,3.6,0.304434,-0.0697835,-0.326672,0.451846,0.312255
13337,1,-9900015,-521,4.51585,3.67149,-0.538523,88.8176,3.6,0.765899,-0.457374,17.522,17.5288,0.891234
13337,1,9900015,521,8.18884,1.88688,1.89727,27.6384,3.6,-0.258678,0.763925,2.59996,2.72176,0.806415
13338,1,-9900015,-521,8.37977,2.59241,0.403289,56.2985,3.6,1.66753,0.71142,12.0443,12.1772,1.81252
13339,1,-9900015,-521,8.5878,2.16457,2.66963,37.8966,3.6,-1.15651,0.590317,5.58082,5.72898,1.29825
13339,1,9900015,521,15.2147,1.29536,-0.628563,29.8672,3.6,0.0387559,-0.028182,0.0810224,0.09298,0.0473649
13340,1,9900015,521,0.684935,2.66798,-2.001,4.95903,3.6,-0.117871,-0.257401,2.02986,2.04837,0.282919
13340,1,-9900015,-521,7.90303,-3.27466,-2.99172,104.604,3.6,-3.65136,-0.551296,-48.7384,48.8671,3.69198
13341,1,-9900015,-521,4.49365,-1.88799,1.62212,15.1829,3.6,-0.192992,3.74969,-12.118,12.6789,3.75255
13341,1,9900015,521,9.17865,-2.29613,-1.42225,46.0597,3.6,0.083752,-0.559883,-2.7833,2.83644,0.565237
13342,1,9900015,521,7.13341,-3.14345,-1.58797,82.843,3.6,-0.0933228,-5.42043,-62.727,62.9421,5.41979
13342,1,-9900015,-521,7.25836,-3.97056,0.564432,192.466,3.6,0.444076,0.281411,-13.9311,13.9074,0.524483
13344,1,-9900015,-521,9.39547,0.310655,-2.17986,9.85249,3.6,-2.25558,-3.23353,1.24457,4.13318,3.94146
13344,1,9900015,521,4.88815,3.36047,1.26381,70.4806,3.6,0.358821,1.12999,17.0517,17.0543,1.18279
13345,1,9900015,521,26.0928,1.1973,1.62018,47.1387,3.6,-0.0911275,1.84058,2.77283,3.31788,1.83655
13345,1,-9900015,-521,20.0588,-1.15377,-1.00991,34.9583,3.6,4.39369,-6.99492,-11.7906,14.3867,8.25501
13346,1,9900015,521,17.2714,4.17554,-1.73825,562.103,3.6,-0.0290167,-0.171717,5.66521,5.6634,0.174016
13346,1,-9900015,-521,15.3014,4.44359,1.4544,651.009,3.6,0.023196,0.203308,8.69993,8.43226,0.198193
13347,1,-9900015,-521,7.09476,-0.911143,1.05948,10.2492,3.6,0.891691,1.58946,-1.90009,2.62905,1.81989
13349,1,-9900015,-521,0.90653,-2.76434,-3.0377,7.22121,3.6,-0.649907,-0.0677433,-5.16368,5.20469,0.653382
13349,1,9900015,521,3.80014,-3.10154,-2.65636,42.3282,3.6,-0.462178,-0.243688,-5.79646,5.81935,0.522449
13350,1,-9900015,-521,4.31432,1.13893,-2.11716,7.42837,3.6,-0.273507,-0.449692,0.737724,0.905894,0.526134
13351,1,-9900015,-521,8.64342,-3.41692,-0.128866,131.848,3.6,0.250396,-0.0325315,-3.84449,3.83688,0.251531
13353,1,9900015,521,4.59098,-2.76365,-2.3213,36.5457,3.6,-0.840603,-0.90133,-9.73331,9.80397,1.2316
13355,1,-9900015,-521,7.27375,1.72085,2.02351,20.9782,3.6,-0.340237,0.699869,2.10594,2.2403,0.776778
13357,1,-9900015,-521,8.46179,-2.13324,-2.06321,36.2191,3.6,-1.38703,-2.58533,-12.2104,12.5577,2.93383
13359,1,9900015,521,5.15307,2.07205,-0.939105,20.785,3.6,0.284979,-0.389525,1.88596,1.9462,0.482506
13359,1,-9900015,-521,4.99597,2.08832,1.50454,20.4715,3.6,0.0120021,0.181795,0.724023,0.745336,0.181895
13360,1,-9900015,-521,5.8245,2.90074,2.92521,53.127,3.6,-1.43172,0.3146,13.2909,13.3658,1.46534
13361,1,-9900015,-521,12.3613,-0.302365,-1.75855,12.9307,3.6,-0.149883,-0.788323,-0.24628,0.838291,0.801379
13362,1,9900015,531,6.31891,-1.32746,1.37182,12.7535,3.6,0.104877,0.5225,-0.934268,1.06978,0.530038
13362,1,-9900015,-531,4.49882,2.28433,-1.58913,22.3164,3.6,-0.00281483,-0.148625,0.722439,0.735969,0.148366
13364,1,-9900015,-521,10.0307,-3.85579,-0.0622472,237.161,3.6,1.70527,-0.106351,-40.3586,40.376,1.7077
13365,1,-9900015,-521,3.41881,-4.77236,1.62978,202.063,3.6,-0.00294101,0.0497366,-2.95188,2.90081,0.0490803
13368,1,-9900015,-521,0.694573,-3.65054,-0.620769,13.378,3.6,0.212483,-0.151706,-5.01698,5.02076,0.260673
13369,1,9900015,521,5.87513,0.25025,2.64055,6.06005,3.6,-0.793978,0.434711,0.228859,0.933016,0.904544
13370,1,-9900015,-521,8.751,6.05386,-1.40678,1862.89,3.6,0.199147,-1.20044,259.125,258.295,1.21335
13371,1,-9900015,-521,10.1421,0.930551,-1.18486,14.8594,3.6,0.341776,-0.840774,0.971686,1.32719,0.90586
13372,1,-9900015,-521,14.3444,0.499005,-1.31078,16.1676,3.6,1.09415,-4.11298,2.21309,4.79589,4.25504
13373,1,-9900015,-521,8.18812,3.05808,0.962833,87.3413,3.6,0.245084,0.351433,4.54931,4.54111,0.425723
13373,1,9900015,521,7.13661,1.53861,-1.98571,17.3876,3.6,-0.616029,-1.39808,3.39554,3.7167,1.52549
13375,1,9900015,521,2.81914,3.50741,1.44972,47.068,3.6,0.0328944,0.270504,4.541,4.54773,0.272386
13376,1,-9900015,-521,3.71883,2.15778,0.081686,16.3025,3.6,0.0362643,0.00297573,0.155581,0.159042,0.0362798
13376,1,9900015,521,7.5281,6.10637,-2.65634,1688.96,3.6,-0.460156,-0.242676,116.701,116.622,0.519811
13377,1,9900015,521,4.52045,0.226101,-2.42131,4.63649,3.6,-0.303823,-0.267357,0.0926447,0.412734,0.402405
13377,1,-9900015,-521,7.76695,-0.700741,1.44537,9.75321,3.6,0.0945513,0.749872,-0.57405,0.949074,0.755794
13379,1,9900015,521,4.75947,-3.7229,-0.0250555,98.5408,3.6,2.89569,-0.0724348,-59.9047,59.9594,2.896
13380,1,-9900015,-521,5.7912,-2.20571,-0.713807,26.6014,3.6,1.16693,-1.01078,-6.92144,7.09062,1.54365
13381,1,9900015,521,6.31066,-1.21511,-0.268791,11.5717,3.6,0.389584,-0.107122,-0.6207,0.738419,0.4027
13383,1,9900015,521,15.9828,5.11201,-1.44517,1326.65,3.6,0.36008,-2.85099,238.51,238.501,2.87333
13384,1,9900015,521,16.2792,-3.68031,-2.96266,323.013,3.6,-0.607172,-0.109751,-12.2246,12.2058,0.615151
13384,1,-9900015,-521,11.0885,-0.916412,0.285335,16.0797,3.6,6.65082,1.95095,-7.27898,10.0496,6.93014
13386,1,-9900015,-521,7.77781,-3.7925,-0.957243,172.628,3.6,0.869875,-1.2349,-33.4968,33.4936,1.50906
13387,1,-9900015,-521,7.04417,1.87902,-1.86176,23.5973,3.6,-0.96311,-3.21527,10.7307,11.2372,3.35448
13388,1,9900015,521,16.4216,1.12546,1.78778,27.9671,3.6,-0.635307,2.88181,4.06824,5.0245,2.95026
13389,1,-9900015,-521,7.82032,-3.50708,0.69431,130.524,3.6,0.0359416,0.0298607,-0.7821,0.76192,0.0456502
13390,1,-9900015,-521,10.1973,-1.6765,2.09336,28.2152,3.6,-0.374416,0.650031,-1.93531,2.0753,0.750037
13392,1,-9900015,-521,8.19336,0.564213,3.07078,9.53245,3.6,-3.30282,0.234271,1.96894,3.85196,3.31085
13392,1,9900015,521,10.2616,0.226041,0.359877,10.5248,3.6,4.81574,1.81195,1.17317,5.27565,5.14368
13393,1,-9900015,-521,11.1489,-0.445398,-2.24035,12.2731,3.6,-1.86309,-2.3538,-1.3817,3.30461,3.00189
13393,1,9900015,521,7.46466,-2.80891,1.41856,62.1512,3.6,0.339741,2.21174,-18.4979,18.6119,2.23538
13395,1,-9900015,-521,8.68854,2.55972,2.81026,56.517,3.6,-5.66866,1.95013,38.5307,38.994,5.99467
13396,1,9900015,521,5.81074,2.57919,0.81751,38.5319,3.6,0.473164,0.504506,4.53433,4.58351,0.691208
13397,1,9900015,521,8.92593,-0.417197,-2.04318,9.71406,3.6,-2.1006,-4.11053,-1.98218,5.02154,4.61413
13397,1,-9900015,-521,6.15426,0.312588,0.935319,6.45738,3.6,3.99375,5.4151,2.13795,7.05793,6.72661
13398,1,-9900015,-521,5.28594,-1.12713,-2.23386,9.01452,3.6,-0.0675834,-0.0861784,-0.151177,0.184798,0.108362
13399,1,9900015,521,5.62939,-4.02765,-0.379743,158.036,3.6,0.0858629,-0.0342959,-2.60228,2.56997,0.0915447
13399,1,-9900015,-521,6.42786,-5.03122,2.88296,492.138,3.6,-0.209341,0.0553435,-16.5774,16.5256,0.215842
13401,1,9900015,521,1.19002,-3.18078,-1.36665,14.3439,3.6,0.0566505,-0.274334,-3.36281,3.36497,0.279168
13402,1,9900015,521,9.73697,-2.08066,2.51175,39.6031,3.6,-2.08999,1.52335,-10.1964,10.5173,2.58582
13403,1,-9900015,-521,5.82978,4.56736,0.0668028,280.704,3.6,0.542952,0.0363366,26.2094,26.1491,0.543075
13403,1,9900015,521,0.528814,2.98118,0.243746,5.22516,3.6,0.653739,0.162551,6.62112,6.65488,0.673508
13405,1,9900015,521,10.4276,-0.319678,2.9328,10.965,3.6,-2.25438,0.477727,-0.749388,2.42137,2.30271
13406,1,-9900015,-521,11.2503,-1.11801,-0.823062,19.0449,3.6,3.71752,-4.00867,-7.4676,9.25469,5.46696
13406,1,9900015,521,8.25148,0.0964344,1.91687,8.28987,3.6,-0.409031,1.13466,0.116539,1.21107,1.20546
13409,1,-9900015,-521,9.7027,1.74037,-1.20886,28.5012,3.6,2.98674,-7.8888,23.2978,24.7749,8.43414
13410,1,-9900015,-521,19.9274,0.262722,1.6417,20.6191,3.6,-0.169302,2.38443,0.635255,2.4724,2.38946
13411,1,-9900015,-521,13.2397,-1.50939,3.13487,31.4113,3.6,-0.419929,0.00275396,-0.903481,0.994455,0.419157
13411,1,9900015,521,17.3977,-0.86632,0.123687,24.3449,3.6,11.5516,1.436,-11.3939,16.2861,11.6386
13412,1,9900015,521,8.18655,0.531673,-2.16857,9.37113,3.6,-1.89411,-2.7819,1.87484,3.85209,3.36516
13412,1,-9900015,-521,4.48621,0.3198,0.161931,4.71757,3.6,2.33781,0.382146,0.770511,2.48853,2.36648
13413,1,-9900015,-521,4.92601,1.64883,1.48866,13.2834,3.6,0.0282606,0.342626,0.861159,0.925503,0.343212
13414,1,9900015,521,10.3714,3.53459,2.60723,177.922,3.6,-0.403234,0.238554,8.02479,8.0264,0.467876
13414,1,-9900015,-521,8.22729,1.65114,-0.654166,22.2331,3.6,1.50222,-1.15211,4.7527,5.11275,1.89195
13417,1,9900015,521,7.93666,0.766976,1.50883,10.3877,3.6,0.290233,4.67683,3.95689,6.13211,4.68519
13417,1,-9900015,-521,5.73792,1.03804,-1.02694,9.11703,3.6,0.383019,-0.633741,0.914393,1.17517,0.739611
13421,1,-9900015,-521,3.27976,-3.06566,-0.728149,35.2496,3.6,0.0485658,-0.0430989,-0.695443,0.694214,0.0645925
13421,1,9900015,521,4.75608,2.30746,-0.246165,24.1333,3.6,0.886359,-0.222703,4.5466,4.63685,0.913811
13422,1,-9900015,-521,11.6984,-0.621985,2.56031,14.0351,3.6,-0.0371345,0.0246275,-0.0297361,0.0508886,0.042416
13423,1,9900015,521,3.16231,-1.8746,2.39494,10.5489,3.6,-1.10071,1.01886,-4.77309,5.00149,1.49933
13425,1,9900015,521,13.4028,1.61978,-2.02792,35.1819,3.6,-1.10555,-2.24761,6.07934,6.57344,2.5042
13426,1,9900015,521,9.30884,1.55458,2.91054,23.0132,3.6,-5.11749,1.20403,11.886,12.9947,5.25635
13426,1,-9900015,-521,7.82065,1.37154,1.05649,16.4043,3.6,0.224602,0.397362,0.84168,0.956085,0.455807
13427,1,9900015,521,6.11624,-1.91581,-0.252438,21.2223,3.6,0.109397,-0.0284174,-0.375106,0.387469,0.111668
13428,1,-9900015,-521,5.57955,1.13523,-1.61305,9.57799,3.6,-0.296497,-7.00955,9.78924,12.0421,7.01501
13429,1,9900015,521,8.20785,0.382534,-1.09953,8.81575,3.6,0.525429,-1.03079,0.453493,1.2411,1.15552
13430,1,-9900015,-521,5.61619,0.269385,-2.3763,5.8212,3.6,-0.167333,-0.161144,0.063374,0.239068,0.230648
13430,1,9900015,521,5.52282,2.57431,1.5899,36.4463,3.6,-0.00682203,0.352761,2.30055,2.3197,0.351512
13437,1,9900015,521,5.52034,-4.30644,0.853915,204.775,3.6,1.11056,1.27438,-62.6835,62.6865,1.6899
13438,1,9900015,521,11.4579,-3.47905,1.02059,185.96,3.6,5.47466,8.92508,-169.609,169.915,10.4693
13439,1,-9900015,-521,7.02729,-2.34294,-0.0363764,36.9208,3.6,1.28888,-0.0466613,-6.65224,6.76971,1.28851
13440,1,-9900015,-521,5.74113,-3.19953,-2.33557,70.5062,3.6,-1.93542,-2.01687,-34.2143,34.3255,2.79504
13441,1,-9900015,-521,19.0621,0.457148,-2.77189,21.0889,3.6,-1.25269,-0.485435,0.635772,1.48391,1.3413
13442,1,9900015,521,9.93714,5.87929,-2.09385,1776.55,3.6,-0.0971983,-0.168561,34.8031,34.6729,0.193943
13443,1,9900015,521,6.28666,-2.65167,0.292737,44.7868,3.6,2.38041,0.717677,-17.5386,17.7029,2.48493
13444,1,9900015,521,8.80684,-0.267485,2.78253,9.12378,3.6,-1.11501,0.418505,-0.322385,1.23376,1.1909
13444,1,-9900015,-521,18.659,0.180244,0.00775025,18.963,3.6,1.87757,0.0145865,0.340295,1.90745,1.87688
13445,1,9900015,521,10.7168,5.33064,-1.75017,1106.91,3.6,-0.0401231,-0.221438,23.2445,23.2095,0.224708
13446,1,9900015,521,10.8221,3.79362,0.443455,240.464,3.6,3.94102,1.87209,96.8488,96.9301,4.36234
13448,1,-9900015,-521,16.8271,-0.314682,0.432506,17.6672,3.6,0.892536,0.412048,-0.314487,1.03177,0.98271
13449,1,9900015,521,5.84136,5.97224,1.06497,1146.04,3.6,0.540084,0.974918,218.639,218.538,1.11389
13449,1,-9900015,-521,4.82519,4.23491,-2.34068,166.638,3.6,-0.156196,-0.161093,7.74779,7.74049,0.224134
13450,1,9900015,521,7.71322,0.66336,0.0763379,9.47346,3.6,1.09509,0.0839389,0.783216,1.34748,1.0971
13452,1,-9900015,-521,9.6862,2.31874,-2.90056,49.6962,3.6,-0.751804,-0.184786,3.89597,3.97079,0.77394
13454,1,-9900015,-521,11.7822,-3.70081,1.75241,238.617,3.6,-0.0200289,0.109159,-2.24717,2.22517,0.109872
13455,1,-9900015,-521,16.7678,-2.28559,-1.64678,83.2788,3.6,-0.277109,-3.63603,-17.7416,18.0627,3.63684
13455,1,9900015,521,15.8086,-1.50158,1.7557,37.2418,3.6,-1.49342,7.98468,-17.3268,19.1358,8.12291
13456,1,9900015,521,7.81943,-0.245049,-0.735615,8.05538,3.6,0.365854,-0.330977,-0.122078,0.506831,0.491985
13457,1,9900015,521,6.86233,3.80432,2.66363,154.118,3.6,-0.291221,0.150896,7.35872,7.36247,0.327825
13457,1,-9900015,-521,5.81529,3.20457,-1.70932,71.7765,3.6,-0.423397,-3.03714,37.7255,37.8435,3.06605
13458,1,9900015,521,14.6901,-0.136467,2.99811,14.8271,3.6,-3.09971,0.44784,-0.428585,3.15936,3.13017
13461,1,-9900015,-521,7.84624,-0.0992625,-0.143379,7.88492,3.6,5.54377,-0.800585,-0.557041,5.62745,5.59984
13462,1,9900015,521,6.46477,1.55129,-1.39948,15.9342,3.6,0.136092,-0.785734,1.79638,1.96371,0.796711
13462,1,-9900015,-521,9.60859,0.613113,2.28764,11.4719,3.6,-1.30241,1.49433,1.29279,2.36484,1.98074
13463,1,9900015,521,15.8201,0.799896,2.00227,21.1568,3.6,-1.13075,2.45587,2.40085,3.61376,2.7022
13463,1,-9900015,-521,9.77443,-0.996809,-0.988824,15.0462,3.6,0.236007,-0.358504,-0.502327,0.659047,0.428137
