event,weight,id,parent_id,pt,eta,phi,momentum,mass,decay_x_m,decay_y_m,decay_z_m,L_xyz_m,L_xy_m
4999,1,-9900015,-521,12.9619,0.172111,1.13956,13.1543,4,0.602551,1.30955,0.24927,1.46223,1.44084
4999,1,9900015,521,10.2665,-0.33062,-2.12893,10.8328,4,-0.599783,-0.96068,-0.381295,1.19332,1.13094
5002,1,9900015,521,12.5028,0.652908,-0.851923,15.2637,4,1.6413,-1.87562,1.74538,3.04259,2.49224
5003,1,-9900015,-521,16.2524,0.525115,0.0135549,18.5451,4,6.09522,0.0826273,3.35013,6.95516,6.0953
5004,1,-9900015,-521,7.20909,1.39731,2.81726,15.4692,4,-3.92297,1.31891,7.8575,8.88063,4.13864
5005,1,-9900015,-521,14.3325,0.295929,-2.08023,14.9646,4,-0.479554,-0.858436,0.295226,1.02522,0.981906
5007,1,-9900015,-521,11.4728,-3.07746,2.75489,124.763,4,-4.6762,1.90416,-54.6735,54.8917,5.04769
5008,1,9900015,521,6.56723,-0.93598,-1.51618,9.66011,4,0.143125,-2.61691,-2.8272,3.85461,2.62048
5009,1,-9900015,-521,7.98277,1.07368,0.970683,13.0434,4,1.78408,2.6069,4.08202,5.15786,3.15669
5011,1,-9900015,-521,8.65799,-0.96943,-1.83946,13.0551,4,-0.0958121,-0.348113,-0.407423,0.54268,0.359898
5011,1,9900015,521,6.12988,0.515807,1.68011,6.96357,4,-0.505953,4.61021,2.49975,5.26861,4.63785
5012,1,9900015,521,9.80465,2.12307,-1.87982,41.5543,4,-0.498124,-1.56031,6.74577,6.94146,1.63782
5012,1,-9900015,-521,6.56999,4.37669,1.24305,261.441,4,0.844281,2.48308,104.332,104.36,2.62256
5013,1,9900015,521,4.28365,-3.21606,-2.23883,53.481,4,-0.117387,-0.148684,-2.35781,2.36259,0.189235
5019,1,-9900015,-521,7.18293,-0.257915,-1.4976,7.42316,4,0.144973,-1.97657,-0.516967,2.04721,1.98095
5020,1,-9900015,-521,10.8746,4.42545,-0.810697,454.353,4,1.98639,-2.08973,120.427,120.404,2.88179
5021,1,9900015,521,12.7344,2.07858,-0.535074,51.6904,4,0.220115,-0.130419,1.00669,1.03368,0.254658
5021,1,-9900015,-521,11.2184,4.50414,2.74342,507.08,4,-3.81495,1.60476,187.028,187.057,4.13835
5022,1,-9900015,-521,6.9515,-2.31898,-0.028156,35.674,4,7.01761,-0.197636,-35.3369,36.0273,7.02033
5023,1,-9900015,-521,8.3683,0.057737,1.31298,8.38225,4,0.216414,0.820088,0.0489301,0.848255,0.846843
5023,1,9900015,521,9.75466,-0.89522,-1.23193,13.9316,4,0.501087,-1.42168,-1.53708,2.15273,1.50731
5024,1,9900015,521,6.70858,-2.27883,-1.33307,33.099,4,0.00575142,-0.0232035,-0.115204,0.113466,0.0229976
5024,1,-9900015,-521,7.05556,-3.6537,3.13208,136.324,4,-0.309641,0.00294073,-5.97301,5.96775,0.308866
5025,1,9900015,521,9.65962,1.57337,-0.807659,24.295,4,4.32252,-4.51934,14.4324,15.7248,6.25212
5026,1,-9900015,-521,8.3434,3.11624,-0.808091,94.3044,4,1.22916,-1.2862,20.0295,20.0995,1.77826
5026,1,9900015,521,12.896,5.10182,2.05093,1059.59,4,-1.14822,2.20451,204.211,203.723,2.47948
5027,1,9900015,521,11.1505,1.97714,0.852539,41.0368,4,1.11696,1.27802,6.01168,6.24585,1.69712
5031,1,-9900015,-521,6.06274,0.0240368,-2.44575,6.06449,4,-2.27131,-1.89698,0.0711732,2.95991,2.95906
5032,1,-9900015,-521,4.54554,0.4621,1.20813,5.03955,4,0.123193,0.323676,0.165912,0.381914,0.344476
5033,1,-9900015,-521,9.69255,-4.77025,-2.08487,571.651,4,-2.65446,-4.70044,-318.33,318.374,5.39814
5033,1,9900015,521,6.29475,-4.38288,0.955847,252.045,4,1.0139,1.43541,-70.3441,70.3249,1.75634
5034,1,9900015,521,8.31823,-3.75165,0.532531,177.24,4,1.06704,0.628965,-26.3628,26.3724,1.23771
5035,1,9900015,521,17.8352,-3.20562,0.323548,220.366,4,4.86988,1.63303,-63.2556,63.4632,5.13634
5035,1,-9900015,-521,14.8027,-2.28439,-3.03695,73.4329,4,-2.9789,-0.31293,-14.555,14.8389,2.99125
5038,1,-9900015,-521,9.19999,4.51217,-2.01376,419.199,4,-1.6399,-3.45691,174.302,174.292,3.82511
5040,1,9900015,521,9.85747,0.353778,-2.05547,10.4808,4,-0.642299,-1.21968,0.497859,1.46487,1.37775
5040,1,-9900015,-521,4.27048,-0.319469,0.361652,4.49026,4,2.32372,0.879436,-0.807526,2.60953,2.4818
5042,1,-9900015,-521,20.9359,-0.366117,1.13072,22.3548,4,0.616301,1.30939,-0.541844,1.54022,1.44246
5043,1,9900015,521,10.6804,-2.59091,2.13335,71.6485,4,-0.0757354,0.120127,-0.941884,0.950862,0.141742
5045,1,9900015,521,9.42183,2.36126,-2.45057,50.4,4,-0.284523,-0.235414,1.94075,1.97188,0.368625
5046,1,-9900015,-521,10.0739,1.76757,2.29994,30.3596,4,-1.95608,2.18968,8.34658,8.84126,2.93371
5047,1,-9900015,-521,22.4135,-1.09497,-1.40892,37.2472,4,0.0650399,-0.397281,-0.533966,0.659861,0.397071
5047,1,9900015,521,19.7161,-0.315944,2.32969,20.7084,4,-3.54293,3.73589,-1.65389,5.40754,5.14844
5048,1,-9900015,-521,14.7257,-1.266,1.20786,28.1894,4,0.842427,2.21851,-3.87362,4.54096,2.37212
5050,1,9900015,521,11.0019,3.05279,2.38508,116.739,4,-1.05649,0.997086,15.3454,15.4048,1.4518
5050,1,-9900015,-521,16.1679,2.28768,-0.389862,80.4641,4,6.43929,-2.64585,33.94,34.6449,6.96132
5052,1,-9900015,-521,14.9095,4.27555,-0.94205,536.25,4,5.81539,-7.99695,355.501,355.585,9.88644
5053,1,-9900015,-521,5.77385,1.50162,0.830007,13.6024,4,1.52645,1.66962,4.82552,5.325,2.26032
5053,1,9900015,521,7.58261,-1.38381,-2.46168,16.0778,4,-0.810331,-0.655179,-1.94831,2.20894,1.04178
5056,1,9900015,521,14.0689,2.04511,-0.549321,55.2867,4,2.95743,-1.81025,13.177,13.6137,3.46431
5058,1,-9900015,-521,10.3658,0.155584,-2.80998,10.4915,4,-4.52765,-1.55899,0.74794,4.84577,4.78771
5058,1,9900015,521,4.01316,1.85463,0.150423,13.1348,4,0.327645,0.0496471,1.03288,1.08409,0.331229
5060,1,-9900015,-521,7.93667,0.338261,-0.31286,8.39508,4,0.319035,-0.103208,0.115599,0.354641,0.335276
5062,1,-9900015,-521,7.53367,0.415014,1.43279,8.19183,4,0.363435,2.61652,1.12809,2.8721,2.64135
5063,1,-9900015,-521,8.40734,1.45571,-1.19071,19.0038,4,1.24575,-3.11823,6.80687,7.5891,3.35744
5063,1,9900015,521,7.521,3.00206,1.76922,75.8739,4,-0.323659,1.60972,16.4823,16.5548,1.641
5064,1,9900015,521,10.584,-3.2899,-0.428214,142.236,4,2.47987,-1.13187,-36.5317,36.6177,2.72478
5064,1,-9900015,-521,10.4027,-0.807399,3.10808,13.9816,4,-1.02287,0.0342613,-0.919056,1.37462,1.02275
5065,1,-9900015,-521,7.17097,1.35822,1.31855,14.8668,4,1.27899,4.96246,9.30672,10.6243,5.12458
5066,1,-9900015,-521,8.79642,-0.798363,2.3224,11.7519,4,-2.70385,2.89319,-3.50822,5.28908,3.95894
5066,1,9900015,521,10.4663,4.4207,-0.983705,435.224,4,0.522256,-0.784953,39.1949,39.1913,0.942477
5068,1,9900015,521,11.2914,-4.5519,-2.2722,535.342,4,-2.02106,-2.39292,-148.472,148.421,3.13051
5069,1,9900015,521,8.80141,-2.12245,-2.62801,37.2799,4,-0.421364,-0.237385,-1.99085,2.03899,0.481385
5070,1,9900015,521,7.28736,0.465484,2.10114,8.09122,4,-1.04798,1.78694,0.999291,2.29756,2.0693
5070,1,-9900015,-521,6.59807,-0.529724,-0.91614,7.54565,4,0.972267,-1.26656,-0.885971,1.82498,1.59579
5071,1,9900015,521,8.0854,-1.91906,-2.94235,28.1424,4,-0.68068,-0.137445,-2.31514,2.4169,0.694383
5072,1,9900015,521,12.7743,-3.66804,-1.36575,250.381,4,0.44562,-2.14012,-42.7954,42.7179,2.17945
5075,1,9900015,521,5.53528,-1.25655,0.174616,10.5112,4,1.58328,0.279341,-2.5953,3.05237,1.6074
5077,1,-9900015,-521,11.5523,1.16264,0.903164,20.2802,4,0.058816,0.0747049,0.137348,0.164829,0.0938923
5077,1,9900015,521,20.9659,1.0209,-2.3576,32.8742,4,-2.62371,-2.6166,4.47532,5.79716,3.69721
5078,1,9900015,521,9.43932,0.821922,0.485065,12.8113,4,0.651262,0.343171,0.675627,0.99781,0.735183
5079,1,-9900015,-521,5.71287,3.54896,2.20287,99.4204,4,-2.0832,2.84493,61.2654,61.339,3.52465
5081,1,9900015,521,5.47461,-2.24937,2.16331,26.2432,4,-0.225445,0.334923,-1.89255,1.93304,0.403253
5082,1,-9900015,-521,6.16533,0.0087666,1.53493,6.16556,4,0.0580031,1.61727,0.0142037,1.61811,1.61805
5083,1,9900015,521,11.1451,-0.815928,2.34911,15.0653,4,-4.6603,4.7269,-6.03729,8.97206,6.63736
5084,1,9900015,521,5.42739,1.96803,-0.789467,19.8,4,0.841267,-0.848154,4.1912,4.35768,1.19449
5084,1,-9900015,-521,8.97283,1.70254,2.54242,25.4383,4,-0.462859,0.316029,1.48693,1.58701,0.559785
5085,1,-9900015,-521,9.73036,1.68775,-2.82933,27.2072,4,-0.101821,-0.0327451,0.279217,0.296045,0.105877
5086,1,9900015,521,2.33614,3.82783,-1.71348,53.7132,4,-0.328375,-2.28681,53.0664,53.1085,2.30984
5088,1,9900015,521,7.32844,2.17024,-0.162712,32.5181,4,1.73591,-0.284977,7.6049,7.80513,1.759
5089,1,9900015,521,5.96922,-0.0340997,0.87464,5.97269,4,1.54585,1.84981,-0.082555,2.40963,2.40823
5089,1,-9900015,-521,11.6122,2.24521,-2.05098,55.4384,4,-0.305414,-0.5863,3.08573,3.15166,0.660152
5091,1,9900015,521,4.68898,4.40358,0.9649,191.675,4,2.04319,2.94901,146.61,146.646,3.58744
5092,1,-9900015,-521,15.1773,-0.875384,0.777697,21.3734,4,5.75338,5.66574,-8.00646,11.3661,8.07108
5093,1,-9900015,-521,3.37674,-2.83909,-2.85794,28.9702,4,-0.294475,-0.0860281,-2.61426,2.62725,0.30623
5093,1,9900015,521,9.87618,-4.70314,1.35711,544.681,4,0.067996,0.313338,-17.6797,17.675,0.320484
5094,1,-9900015,-521,8.38374,5.39967,0.77977,927.817,4,0.512058,0.506241,79.675,79.5689,0.718983
5095,1,-9900015,-521,6.80071,0.414833,1.66477,7.3943,4,-0.265778,2.81834,1.20812,3.07617,2.82922
5097,1,-9900015,-521,15.7735,-0.216566,1.53607,16.1448,4,0.15583,4.48498,-0.979216,4.58905,4.4835
5098,1,-9900015,-521,3.68095,3.69033,1.8543,73.7717,4,-0.179889,0.617512,12.8738,12.8872,0.643027
5099,1,-9900015,-521,4.3112,2.42397,1.24025,24.529,4,0.0299407,0.0872406,0.51663,0.524158,0.0921257
5100,1,9900015,521,13.2465,-0.899723,0.94735,18.9797,4,0.115789,0.161045,-0.203681,0.282385,0.197086
5103,1,9900015,521,7.48124,-0.00120695,-0.447627,7.48124,4,1.14792,-0.551151,-0.00154009,1.27334,1.27334
5104,1,-9900015,-521,14.899,1.81047,-0.823732,46.7598,4,0.833058,-0.899707,3.6478,3.8411,1.22388
5105,1,-9900015,-521,8.66504,-1.30134,0.390705,17.0979,4,0.491095,0.202248,-0.903279,1.04642,0.530314
5106,1,9900015,521,12.9642,-3.94764,-0.134607,335.984,4,3.33532,-0.451682,-87.1685,87.1587,3.36309
5108,1,9900015,521,18.9728,2.46526,-2.31614,112.428,4,-2.8892,-3.13059,24.8821,25.2309,4.25786
5108,1,-9900015,-521,13.1289,3.01112,0.865042,133.648,4,0.154378,0.180514,2.40988,2.34743,0.230599
5109,1,-9900015,-521,5.34709,1.7161,0.0972669,15.353,4,1.93255,0.188558,5.22618,5.57508,1.94167
5110,1,9900015,521,7.64749,4.47101,0.449854,334.411,4,5.05431,2.44067,245.371,245.416,5.61232
5111,1,9900015,521,8.40791,-0.584649,0.870252,9.88629,4,0.106809,0.126723,-0.102354,0.193579,0.164632
5113,1,-9900015,-521,14.2261,-2.52559,-2.84771,89.4698,4,-0.234124,-0.0709197,-1.51857,1.52901,0.243119
5114,1,-9900015,-521,6.04664,-3.72334,-0.440746,125.246,4,0.458438,-0.215942,-10.4832,10.4618,0.505078
5114,1,9900015,521,13.1631,-1.8009,-2.50579,40.9387,4,-3.22533,-2.38042,-11.8054,12.4659,4.00819
5115,1,-9900015,-521,9.85449,-1.8161,0.00163235,31.0933,4,0.853248,0.00132885,-2.55349,2.69018,0.852606
5115,1,9900015,521,3.31195,-1.18327,-2.58691,5.91402,4,-0.484931,-0.300402,-0.843825,1.01825,0.570239
5116,1,-9900015,-521,7.56932,0.50367,3.02812,8.54989,4,-1.86185,0.212151,0.984264,2.11631,1.87359
5118,1,9900015,521,6.74371,0.289181,-1.23544,7.02766,4,0.292749,-0.841117,0.261344,0.924883,0.887514
5119,1,-9900015,-521,4.81281,1.26568,-2.90411,9.21067,4,-1.22529,-0.296654,2.05696,2.41169,1.26017
5120,1,-9900015,-521,10.5668,2.24986,-2.95626,50.6771,4,-1.9205,-0.359972,9.16497,9.36571,1.95286
5121,1,9900015,521,6.99566,1.69169,-2.71555,19.6327,4,-3.28653,-1.49148,9.46391,10.1273,3.60861
5122,1,9900015,521,10.7705,4.25524,-2.99185,379.596,4,-1.40584,-0.212096,50.0882,50.1082,1.42175
5122,1,-9900015,-521,7.06157,5.77858,0.494363,1141.51,4,1.62136,0.87391,297.736,297.727,1.84179
5123,1,-9900015,-521,21.4439,1.6851,1.38842,59.8112,4,0.855388,4.63842,12.2811,13.1529,4.71566
5124,1,-9900015,-521,7.23008,-2.35033,0.497764,38.2629,4,0.125594,0.0686175,-0.743134,0.745,0.140774
5125,1,-9900015,-521,7.06232,-2.76212,-2.39848,56.1332,4,-0.806783,-0.741382,-8.63957,8.70524,1.09524
5126,1,9900015,521,8.65461,3.24724,-1.92186,111.464,4,-4.04683,-11.0498,151.097,151.553,11.7674
5127,1,-9900015,-521,18.4555,1.29987,-2.69734,36.3703,4,-9.69387,-4.61392,18.2304,21.1429,10.7286
5128,1,-9900015,-521,9.66414,-0.951409,-1.9185,14.3781,4,-0.151862,-0.419023,-0.490946,0.66191,0.444899
5130,1,-9900015,-521,19.4156,2.01955,1.81518,74.4357,4,-1.79956,7.21652,27.527,28.513,7.43726
5131,1,9900015,521,8.65157,1.31202,0.244676,17.2293,4,2.47418,0.617593,4.3917,5.07602,2.54889
5131,1,-9900015,-521,7.39144,-0.083323,-2.58423,7.41711,4,-0.417545,-0.260232,-0.0411122,0.492827,0.491121
5133,1,9900015,521,10.4331,4.41476,0.324939,431.274,4,0.866648,0.291568,37.7917,37.6532,0.910885
5134,1,-9900015,-521,8.85977,-2.85351,1.14638,77.1074,4,0.876989,1.94073,-18.4121,18.5341,2.1296
5135,1,-9900015,-521,9.20128,1.58872,-2.85484,23.471,4,-3.99006,-1.17671,9.76195,10.6055,4.15764
5137,1,9900015,521,13.7214,-3.83474,1.45459,317.67,4,0.171461,1.46945,-34.2196,34.2277,1.47843
5137,1,-9900015,-521,9.62597,-1.60918,-1.31648,25.0216,4,0.136057,-0.524039,-1.29969,1.40121,0.539053
5138,1,9900015,521,5.87278,-2.82211,-0.527861,49.542,4,1.1242,-0.655453,-10.9005,10.977,1.30123
5139,1,9900015,521,13.1205,-1.20371,-1.41313,23.8302,4,0.0883775,-0.555865,-0.853539,1.02048,0.561856
5140,1,9900015,521,11.6024,-2.57124,2.20561,76.335,4,-8.03041,10.9032,-88.0561,89.0846,13.5402
5141,1,-9900015,-521,20.271,-2.19315,1.67634,91.9789,4,-0.674731,6.37011,-28.3511,29.056,6.40358
5142,1,-9900015,-521,11.3632,2.37202,1.11981,61.4316,4,2.25152,4.64943,27.4464,27.9212,5.16468
5144,1,9900015,521,9.17208,3.72389,-2.66662,190.088,4,-0.497794,-0.255953,11.5877,11.5934,0.559401
5145,1,-9900015,-521,8.30191,0.616378,-1.54634,9.92952,4,0.0560035,-2.29571,1.50668,2.74485,2.29492
5146,1,-9900015,-521,14.7655,-1.43339,-0.220276,32.7159,4,3.57658,-0.800867,-7.24711,8.11596,3.66294
5146,1,9900015,521,9.97716,-2.82126,-2.92728,84.0948,4,-2.31225,-0.502915,-19.803,19.9153,2.36279
5147,1,9900015,521,10.6712,-1.09298,0.214192,17.7055,4,0.115961,0.02512,-0.157211,0.19496,0.117504
5149,1,-9900015,-521,5.80322,2.62009,-0.449811,40.0707,4,0.211832,-0.102421,1.60751,1.61882,0.234445
5150,1,-9900015,-521,13.8537,2.03201,2.05578,53.7556,4,-0.0274814,0.0521374,0.220941,0.228022,0.0587649
5152,1,9900015,521,7.59837,2.89784,-1.50131,69.1073,4,0.158926,-2.28379,20.6965,20.8067,2.28771
5153,1,-9900015,-521,12.1628,1.30089,3.01286,23.9901,4,-4.51014,0.583833,7.7314,8.9641,4.54472
5153,1,9900015,521,10.4674,2.96037,-0.0940964,101.308,4,0.611019,-0.0576668,5.90836,5.93886,0.613614
5154,1,-9900015,-521,10.7515,0.181629,-0.761084,10.9294,4,0.97417,-0.9278,0.245552,1.36593,1.34371
5155,1,-9900015,-521,9.55155,-3.78228,2.17747,209.841,4,-0.137469,0.19803,-5.29098,5.28914,0.240751
5155,1,9900015,521,8.77734,-3.52869,-0.622607,149.692,4,3.42834,-2.46101,-71.8494,71.9663,4.21982
5156,1,9900015,521,6.2231,-2.74805,1.56757,48.7775,4,0.00735321,2.22355,-17.2861,17.4195,2.2224
5157,1,9900015,521,14.3251,3.39539,0.801963,213.872,4,0.642236,0.663789,13.7583,13.7767,0.922765
5160,1,9900015,521,6.10593,2.55652,-1.24723,39.5921,4,0.0999767,-0.297895,2.01266,2.03246,0.313448
5160,1,-9900015,-521,10.7956,5.20327,2.96897,981.706,4,-1.43256,0.249824,132.244,131.99,1.45146
5161,1,9900015,521,4.87426,0.476464,0.513292,5.43808,4,2.30503,1.29949,1.30896,2.95125,2.64526
5161,1,-9900015,-521,3.5932,2.88128,-2.06927,32.1467,4,-0.45834,-0.84197,8.52127,8.5658,0.957442
5162,1,9900015,521,10.5163,3.5832,0.722591,189.38,4,0.037867,0.0333638,0.907608,0.90445,0.0502245
5162,1,-9900015,-521,15.728,3.76963,-2.05169,341.194,4,-0.12481,-0.239305,5.84796,5.83152,0.268815
5163,1,-9900015,-521,7.32283,1.38264,-0.292979,15.511,4,2.61369,-0.788445,5.09765,5.78258,2.72999
5164,1,9900015,521,10.241,0.657985,1.69128,12.5391,4,-0.374986,3.0974,2.20435,3.81963,3.11961
5165,1,9900015,521,15.9249,-0.576552,-3.04702,18.6459,4,-1.12577,-0.106775,-0.688716,1.32385,1.13066
5166,1,9900015,521,7.90682,1.01513,2.86499,12.3429,4,-0.615453,0.174673,0.766915,0.998184,0.639435
5167,1,-9900015,-521,10.7534,3.77266,1.15672,233.987,4,0.879705,2.0016,47.5242,47.5604,2.18575
5167,1,9900015,521,13.7948,3.91955,-1.48321,347.612,4,0.15484,-1.76337,44.5709,44.6014,1.76998
5168,1,-9900015,-521,8.25164,-1.252,0.485216,15.6091,4,0.865961,0.4565,-1.5719,1.85068,0.97835
5169,1,9900015,521,2.58699,-3.43986,0.214729,40.3759,4,0.438312,0.0955363,-6.98672,6.99671,0.448298
5170,1,9900015,-531,8.93959,3.10687,-0.544592,100.105,4,0.63806,-0.386515,8.32011,8.34981,0.745659
5170,1,-9900015,531,11.6281,4.37953,1.83659,464.037,4,-1.29386,4.75285,196.512,196.56,4.92549
5171,1,9900015,521,7.9434,-1.48059,2.69275,18.3614,4,-2.83396,1.36494,-6.55549,7.27025,3.14522
5172,1,9900015,521,11.1447,-1.8893,-0.180393,37.7022,4,1.22271,-0.223014,-4.01667,4.2034,1.24252
5173,1,-9900015,-521,8.30806,2.17458,-2.45234,37.0213,4,-0.896926,-0.739146,5.04696,5.17854,1.16213
5174,1,-9900015,-521,8.88221,4.7094,-3.10899,492.94,4,-1.20496,-0.0393048,66.8984,66.8979,1.20542
5174,1,9900015,521,7.05935,4.41771,0.147243,292.675,4,1.095,0.162458,45.8809,45.8785,1.10659
5175,1,9900015,521,8.14162,2.98676,-0.751202,80.8945,4,3.86679,-3.61096,52.3006,52.5667,5.29057
5176,1,-9900015,-521,9.87587,-4.37047,0.913959,390.557,4,2.15309,2.79239,-139.401,139.427,3.52564
5177,1,-9900015,-521,3.11808,-2.45363,0.975253,18.2665,4,0.241387,0.356236,-2.48386,2.52073,0.430289
5178,1,-9900015,-521,5.31792,-3.06262,-1.85723,56.9823,4,-1.44356,-4.90109,-54.5081,54.7315,5.10786
5180,1,9900015,521,6.53714,-1.19074,-0.215904,11.7457,4,2.98593,-0.654858,-4.56253,5.48747,3.0541
5180,1,-9900015,-521,9.79837,-0.0719362,2.32252,9.82373,4,-0.204897,0.219208,-0.0216034,0.300613,0.299836
5181,1,9900015,521,14.2013,4.87576,-2.4529,930.759,4,-0.532845,-0.438644,45.2288,45.2082,0.689775
5183,1,-9900015,-521,5.39969,2.34193,0.522086,28.3414,4,2.72883,1.57026,16.2217,16.5149,3.14646
5183,1,9900015,521,15.7139,1.16857,2.73833,27.7208,4,-2.19283,0.935593,3.46476,4.20433,2.38327
5186,1,-9900015,-521,6.11363,-4.47769,-0.186673,269.131,4,0.429173,-0.0810478,-19.2212,19.2174,0.436546
5187,1,9900015,521,9.60195,0.663201,-3.11038,11.7921,4,-2.07742,-0.0647774,1.48175,2.55113,2.0773
5188,1,-9900015,-521,14.9751,0.739756,0.245354,19.2629,4,1.61797,0.40526,1.34923,2.14058,1.6641
5188,1,9900015,521,14.4448,2.37066,-2.9122,77.9866,4,-0.625277,-0.145964,3.4062,3.45988,0.640845
5190,1,9900015,521,14.0191,1.05478,-2.12234,22.568,4,-8.92337,-14.5039,21.483,27.4095,17.0266
5191,1,-9900015,-521,7.68731,1.74757,-1.10919,22.7346,4,3.18806,-6.40889,19.9224,21.1691,7.15795
5191,1,9900015,521,12.5215,1.87099,1.39758,41.6257,4,0.623738,3.5647,11.4733,12.0256,3.61744
5193,1,-9900015,-521,11.6813,-4.27316,2.22882,419.136,4,-3.1535,4.07987,-184.949,185.021,5.15653
5194,1,9900015,521,11.4414,0.88013,0.582603,16.1663,4,1.11055,0.732143,1.32796,1.87448,1.32662
5195,1,9900015,521,8.25778,3.43304,1.21653,128.008,4,1.00593,2.71961,44.8563,44.9439,2.89933
5197,1,-9900015,-521,6.77536,-0.563694,0.361414,7.88061,4,0.401394,0.151688,-0.254945,0.498598,0.42867
5198,1,9900015,521,12.641,1.48885,1.99861,29.4385,4,-1.87886,4.12055,9.5246,10.5459,4.52847
5199,1,-9900015,-521,9.21766,0.944734,1.13113,13.6463,4,0.0394705,0.084017,0.101675,0.133675,0.0902933
5200,1,9900015,521,14.0729,3.68256,-0.530307,279.864,4,2.91504,-1.70921,67.1165,67.17,3.37764
5202,1,-9900015,-521,15.6897,-1.03799,-2.15181,24.9286,4,-0.397826,-0.605785,-0.895084,1.1478,0.72241
5204,1,-9900015,-521,9.83492,3.64299,0.555218,188.004,4,0.209594,0.130046,4.70978,4.70567,0.246164
5206,1,-9900015,-521,8.75892,2.67413,-0.779417,63.8028,4,3.84564,-3.79991,39.0086,39.3811,5.40627
5206,1,9900015,521,10.9619,2.56976,-2.8494,72.016,4,-3.48995,-1.0499,23.6644,23.9333,3.64301
5207,1,9900015,521,10.815,1.2086,-1.61222,19.7234,4,-0.0367625,-0.88679,1.35361,1.61822,0.887321
5207,1,-9900015,-521,5.82839,1.83626,1.85467,18.7454,4,-0.252986,0.867099,2.76108,2.90491,0.903206
5208,1,9900015,521,24.0448,1.88085,1.46749,80.6892,4,0.293119,2.82639,9.10266,9.52752,2.83914
5208,1,-9900015,-521,26.6827,3.25536,-1.4851,346.442,4,0.589153,-6.85771,89.1014,89.3645,6.88279
5210,1,-9900015,-521,10.6664,-4.00245,-1.41419,291.994,4,0.764029,-4.84009,-134.039,134.019,4.89563
5211,1,9900015,521,11.0361,0.213946,-1.7776,11.2897,4,-1.07288,-5.11372,1.12651,5.34425,5.22423
5214,1,-9900015,-521,11.5575,-0.223806,-2.6082,11.8482,4,-1.53309,-0.90442,-0.401797,1.81648,1.77192
5215,1,9900015,521,3.8767,0.238546,-1.91077,3.98752,4,-0.116049,-0.327921,0.0838664,0.357051,0.347128
5215,1,-9900015,-521,16.5622,2.88607,0.172805,148.882,4,1.53765,0.268405,13.9434,14.0188,1.55951
5217,1,-9900015,-521,9.20857,4.22117,-0.11599,313.681,4,1.79389,-0.20901,61.4945,61.5155,1.80588
5217,1,9900015,521,8.91857,0.943521,2.77901,13.1917,4,-2.2752,0.863051,2.65213,3.59862,2.43292
5219,1,9900015,521,6.70215,-0.325976,0.985739,7.0614,4,0.716463,1.08134,-0.430347,1.36566,1.29618
5220,1,9900015,521,8.93396,-2.66288,0.651403,64.3571,4,12.3118,9.38665,-110.446,111.521,15.4812
5220,1,-9900015,-521,12.2748,-1.09395,-2.41733,20.3819,4,-4.19567,-3.71157,-7.42551,9.30016,5.60094
5223,1,9900015,521,6.98282,1.62984,1.83493,18.501,4,-0.271987,1.00568,2.55615,2.76015,1.04176
5225,1,-9900015,-521,9.36027,-1.31928,0.831235,18.7583,4,2.42834,2.66182,-6.25753,7.2204,3.60293
5225,1,9900015,521,10.0864,-2.75457,-2.87835,79.5713,4,-1.74352,-0.469897,-14.1304,14.2346,1.80436
5226,1,-9900015,-521,7.02459,1.34872,1.05178,14.4427,4,1.41523,2.47744,5.12587,5.86195,2.85111
5227,1,9900015,521,6.51534,0.69915,-0.749008,8.17366,4,1.81858,-1.69083,1.88105,3.1151,2.48309
5227,1,-9900015,-521,19.0341,-0.117281,-2.68952,19.1651,4,-0.842699,-0.40922,-0.110193,0.939261,0.932838
5228,1,-9900015,-521,8.60058,1.51807,2.67313,20.5664,4,-1.81296,0.917677,4.41466,4.85138,2.02879
5229,1,-9900015,-521,7.19717,0.932021,-0.474604,10.5561,4,4.85601,-2.49508,5.85798,8.00478,5.45769
5229,1,9900015,521,3.29762,4.1193,-2.58555,101.455,4,-0.0130933,-0.00812508,0.473742,0.470072,0.0152789
5230,1,9900015,521,8.08789,-1.32057,0.654938,16.2265,4,0.0902588,0.0692768,-0.197909,0.227249,0.113269
5231,1,-9900015,-521,16.3942,4.02831,0.698267,460.543,4,2.53507,2.12776,92.9156,92.9745,3.30967
5234,1,9900015,521,11.7556,-0.63937,-2.84319,14.2414,4,-11.7001,-3.59897,-8.37088,14.8272,12.2392
5236,1,-9900015,-521,9.65188,1.42139,-2.45256,21.1582,4,-2.54715,-2.09827,6.43745,7.23015,3.29823
5237,1,9900015,521,10.2489,1.55624,1.18892,25.3758,4,1.4867,3.70219,9.0365,9.87559,3.98861
5238,1,9900015,521,9.23789,-1.84823,2.96336,30.0511,4,-5.10489,0.919592,-16.0567,16.8653,5.18448
5238,1,-9900015,-521,11.8831,-2.69146,-1.19761,88.06,4,0.447408,-1.14269,-9.01065,9.09157,1.22685
5239,1,9900015,521,9.05467,0.607028,-1.6795,10.7748,4,-0.177498,-1.62655,1.05533,1.9468,1.63601
5240,1,9900015,521,9.41285,3.12585,1.74117,107.416,4,-0.0279547,0.162504,1.87453,1.86252,0.163213
5242,1,9900015,521,15.8659,1.89512,-1.96076,53.9728,4,-0.440976,-1.07293,3.77169,3.94016,1.15825
