# MATHUSLA HNL |U_{\tau}|^2 sensitivity (BC8 benchmark)
# Source: HNLCalc + DDC species_split fallback
# kind: contour
# mass_GeV  u2
2.726947278  6.682900676e-07
2.720091982  6.298422224e-07
2.71982  6.437635745e-07
2.719548018  6.931753318e-07
2.698599833  7.388556017e-07
2.69833  7.649309495e-07
2.698060167  7.011638204e-07
2.66886686  8.695301954e-07
2.6686  7.337912179e-07
2.66833314  8.939789878e-07
2.62659227  9.657757627e-07
2.552295204  1.392997046e-06
2.55204  1.408179574e-06
2.551784796  1.304684104e-06
2.54495447  1.451813423e-06
2.5447  1.431138151e-06
2.54444553  1.589446561e-06
2.499693221  1.776785534e-06
2.37892507  3.463404157e-06
2.270834061  4.497984816e-06
2.270607  4.61055983e-06
2.270379939  4.181845671e-06
2.263991613  4.654287323e-06
2.154610957  6.590915131e-06
2.074215776  1.180967526e-05
2.074008376  9.765315504e-06
2.073800975  9.748549984e-06
2.050514831  1.11489427e-05
1.975515907  1.733316084e-05
1.975318375  1.61784295e-05
1.975120844  1.766436304e-05
1.969057885  1.398840601e-05
1.968860999  1.451280307e-05
1.968664113  1.389795325e-05
1.968035785  1.749860132e-05
1.967839001  1.683521506e-05
1.967642217  1.439652414e-05
1.95144792  1.830489064e-05
1.91669204  1.96839634e-05
1.91650039  2.242075473e-05
1.91630874  1.899727923e-05
1.882776634  2.149756758e-05
1.882400117  2.591620284e-05
1.870358016  2.721900423e-05
1.870170999  2.609394325e-05
1.869983982  2.518877644e-05
1.869335916  2.158042824e-05
1.869149001  2.326410779e-05
1.868962086  2.332796153e-05
1.862877894  2.791760077e-05
1.862691625  2.350381205e-05
1.862505355  2.342852099e-05
1.857167247  2.446427263e-05
1.777618743  3.497552495e-05
1.777440999  3.182575588e-05
1.777263255  3.636339884e-05
1.767441575  3.394073416e-05
1.764178025  3.672595896e-05
1.764001625  3.451292525e-05
1.763825224  2.954883511e-05
1.734345618  3.839174695e-05
1.734172201  3.918482208e-05
1.733998784  4.627168857e-05
1.724931087  4.447105092e-05
1.724758611  6.263654575e-05
1.724586135  4.673733014e-05
1.682050835  6.318304991e-05
1.637803764  5.405520571e-05
1.63764  6.019414359e-05
1.637476236  0.0001070212982
1.633293313  6.140560404e-05
1.63313  6.69092004e-05
1.632966687  5.488290014e-05
1.629187727  7.012916064e-05
1.629024825  8.866675684e-05
1.628861922  0.0001371626671
1.621812165  6.351456554e-05
1.62165  8.072730739e-05
1.621487835  8.252155116e-05
1.619773196  9.68161197e-05
1.619611234  7.145857674e-05
1.619449273  0.0001066255607
1.600785595  6.295283597e-05
1.523446538  9.567030995e-05
1.495779563  0.0001305552901
1.49563  0.0002073949111
1.495480437  0.000132632434
1.492679253  0.0001482370024
1.49253  0.0001268372645
1.492380747  9.994759282e-05
1.47794778  0.0001467554499
1.4778  0.0001302524097
1.47765222  0.0001525344428
1.470375024  0.0001555012945
1.470228001  0.0003109950663
1.470080978  0.0001402773355
1.449843977  0.0001533314727
1.420118999  0.0002570453582
1.419977001  0.0002211239703
1.419835003  0.0001797702466
1.379797391  0.0002874931642
1.371675155  0.0002992456404
1.371538001  0.0003305496135
