# ANUBIS HNL |U_{\mu}|^2 sensitivity (BC7 benchmark)
# Source: HNLCalc + DDC species_split fallback
# kind: contour
# mass_GeV  u2
4.369164664  6.923133948e-08
4.321551113  9.764903791e-08
4.321119001  9.222309245e-08
4.320686889  9.31182554e-08
4.309750771  1.017850324e-07
4.216393222  1.569213249e-07
4.215971624  1.589241066e-07
4.215550027  1.497568015e-07
4.101532967  2.369268377e-07
3.903374829  4.238648238e-07
3.745654528  6.336433616e-07
3.74528  6.772520457e-07
3.744905472  6.785852428e-07
3.714790342  7.153722078e-07
3.646954659  8.68139828e-07
3.64659  8.3177624e-07
3.646225341  8.828949179e-07
3.554215386  1.102096556e-06
3.55386  1.081592633e-06
3.553504614  1.081344386e-06
3.535316974  1.224562503e-06
3.502830248  1.340419706e-06
3.50248  1.304489759e-06
3.502129752  1.301621949e-06
3.414400407  1.720346975e-06
3.414059001  1.758791819e-06
3.413717595  1.724697167e-06
3.409889956  1.681224901e-06
3.409549001  1.653377369e-06
3.409208046  1.687818902e-06
3.398408808  1.700625645e-06
3.398069001  1.797388369e-06
3.397729194  1.68418885e-06
3.36783995  1.776795523e-06
3.3675032  1.795409056e-06
3.36716645  2.047009186e-06
3.364514536  1.960524316e-06
3.363555932  1.9000243e-06
3.36321961  1.871432967e-06
3.362883288  1.926528289e-06
3.309242516  2.245256018e-06
3.308911624  2.223986576e-06
3.308580733  2.327028798e-06
3.304732065  2.274167819e-06
3.304401625  2.225303869e-06
3.304071184  2.233364219e-06
3.293250917  2.175063416e-06
3.292921624  2.582830744e-06
3.292592332  2.356907451e-06
3.272376206  2.521384028e-06
3.272049001  2.510131373e-06
3.271721796  2.395845573e-06
3.269275896  2.441835883e-06
3.268949001  2.494806958e-06
3.268622106  2.496584049e-06
3.254544423  2.631554703e-06
3.254219001  2.806906498e-06
3.253893579  2.46294822e-06
3.201964109  3.070796073e-06
3.167218315  3.475698317e-06
3.166901624  3.408223575e-06
3.166584934  3.459308212e-06
3.164118005  3.205409986e-06
3.163801625  3.329438616e-06
3.163485244  3.277014116e-06
3.149386532  3.381429536e-06
3.149071624  3.440617172e-06
3.148756717  3.571028988e-06
3.096632632  5.01969215e-06
3.096323  4.086601638e-06
3.096013368  4.024533772e-06
3.047267011  4.670992605e-06
2.954913462  6.216636891e-06
2.954618  6.265001557e-06
2.954322538  6.487485737e-06
2.900043823  1.016047619e-05
2.759933457  1.469489006e-05
2.727952768  1.970590361e-05
2.72768  1.488800504e-05
2.727492722  1.661095853e-05
2.727407232  1.414390252e-05
2.72722  1.932551984e-05
2.726947278  7.016392758e-05
2.720091982  1.667755436e-05
2.71982  1.420006206e-05
2.719548018  2.03610443e-05
2.698599833  1.908274598e-05
2.69833  1.771439044e-05
2.698060167  1.804896197e-05
2.66886686  1.809311003e-05
2.6686  2.784492765e-05
2.66833314  2.013721608e-05
2.62659227  2.169135196e-05
2.552295204  2.950531865e-05
2.55204  2.762797666e-05
2.551784796  2.441507603e-05
2.54495447  2.8625195e-05
2.5447  3.313031969e-05
2.54444553  2.890542843e-05
2.499693221  2.679355842e-05
2.37892507  6.788160713e-05
2.270834061  6.616742383e-05
2.270607  7.949115494e-05
2.270379939  0.000399000752
2.263991613  6.287317219e-05
2.154610957  0.0001130850388
2.074215776  0.0001421814757
2.074008376  0.000159106949
2.073800975  0.0001358091008
2.050514831  0.0004062397819
1.975515907  0.0001921502935
1.975318375  0.0002157605628
1.975120844  0.0001720788272
1.969057885  0.0003358289751
1.968860999  0.0002254071205
1.968664113  0.0002063481723
1.968035785  0.0002002373573
1.967839001  0.0004269222759
1.967642217  0.0001943814811
1.95144792  0.0002093537465
1.91669204  0.0002244346906
1.91650039  0.0002588988291
1.91630874  0.0002746680769
1.882776634  0.0003764496423
1.882400117  0.0002426915338
1.870358016  0.0004119826691
1.870170999  0.0003520223446
1.869983982  0.0002723441188
1.869335916  0.00027008132
1.869149001  0.0003866466482
1.868962086  0.0006860339712
1.862877894  0.0002768181551
1.862691625  0.0002746034271
1.862505355  0.0002837529391
1.857167247  0.0003722962587
1.777618743  0.0003975162706
1.777440999  0.0003867804353
1.777263255  0.0004128503368
1.767441575  0.0003243256847
1.764178025  0.0004396268493
1.764001625  0.0006642462351
1.763825224  0.0005767820808
1.734345618  0.0005625147584
1.734172201  0.001001138542
1.733998784  0.0008537943001
1.724931087  0.0007520799972
1.724758611  0.0004865110313
1.724586135  0.0005540164295
1.682050835  0.0007585550097
1.637803764  0.000988301895
1.63764  0.0009218609648
1.637476236  0.001227386734
1.633293313  0.0008309842525
1.63313  0.0008346109337
1.632966687  0.000855498873
1.629187727  0.001762780849
1.629024825  0.000730583639
1.628861922  0.0008402784347
1.621812165  0.0009334683319
1.62165  0.0006690594066
1.621487835  0.001974849511
1.619773196  0.0009803565931
1.619611234  0.001247234397
1.619449273  0.002403649699
1.600785595  0.000675575465
1.523446538  0.003057406181
1.495779563  0.001243292936
1.49563  0.001690976267
1.495480437  0.00391112079
1.492679253  0.001328069568
1.49253  0.003350179326
1.492380747  0.001461777204
1.47794778  0.002056649086
1.4778  0.001509902745
1.47765222  0.001669671063
1.470375024  0.001504581687
1.470228001  0.001146059468
1.470080978  0.004758665172
1.449843977  0.002232762709
1.420118999  0.003275361936
1.419977001  0.0018446527
1.419835003  0.002106361549
1.379797391  0.002343595799
1.371675155  0.002532317569
1.371538001  0.002097597751
1.371400847  0.001979683967
1.370789066  0.00221686002
1.370652001  0.004758779422
1.370514936  0.002939708309
1.365217133  0.00796547073
1.365080625  0.002947557462
1.364944116  0.004421809998
1.32141913  0.002776640756
1.321287001  0.002541556044
1.321154872  0.003538107354
1.314961107  0.00427042691
1.314829624  0.005830245588
1.314698142  0.005110525695
1.313134978  0.009238449963
1.266517264  0.004637483736
1.266390625  0.006673668405
1.266263985  0.007086739553
1.265631175  0.003460245019
1.265504624  0.005887690424
1.265378074  0.0056264673
1.24969324  0.01109089863
1.216261238  0.005838007498
1.216139625  0.004288547065
1.216018011  0.006552889599
1.189316574  0.009651637067
1.131856897  0.007312857614
1.09399839  0.02097771195
1.093889001  0.008890752016
1.093779612  0.009211608667
1.089327923  0.01135200918
1.089219001  0.009536156558
1.089110079  0.01526767435
1.08659765  0.0208588062
1.086489001  0.0180873113
1.086380352  0.01898212719
1.077173281  0.01114581464
1.07239623  0.01152453559
1.072289001  0.01041546052
1.072181772  0.01950741793
1.025131604  0.01608360364
1.019561946  0.02754038398
1.01946  0.01882795102
1.019358054  0.05575362268
1.010160007  0.02333320495
1.010059001  0.01443191237
1.009957995  0.03238228684
1.0001  0.02581622883
1  0.01707210362
0.9999  0.01461541656
0.9974281083  0.02312770764
0.9972286427  0.01475205037
0.9888404987  0.03329240148
0.9887416245  0.01744230195
0.9886427503  0.03295364761
0.9841700317  0.04039641019
0.9840716245  0.02153940708
0.9839732173  0.02340524282
0.9814397587  0.02016277592
0.9813416245  0.02067681309
0.9812434903  0.01790240916
0.9756042272  0.01705894259
0.9727562669  0.02379141864
0.9726590011  0.03121965508
0.9725617351  0.01943791818
0.9672383387  0.02955617948
0.9671416245  0.02550689013
0.9670449103  0.04025061231
0.957875778  0.04920354673
0.95778  0.03107645619
0.957684222  0.02173269303
0.948473839  0.02448234405
0.948379001  0.02998567703
0.9482841631  0.03440195712
0.9284696756  0.05211548169
0.911460138  0.04871328874
0.911369001  0.0430535878
0.9112778642  0.06970341217
0.9050021157  0.04159069475
0.9049116245  0.0370058224
0.9048211333  0.03331470376
0.892270217  0.03520451852
0.892180999  0.05999963387
0.8920917808  0.04873691351
0.8836123445  0.07855286843
0.8808564523  0.0798552768
0.8807683755  0.05845342963
0.8806802987  0.05264005385
0.8675983757  0.0612217187
0.8675116245  0.06855665213
0.8674248733  0.08074917843
0.8433159477  0.0662916986
0.8432316245  0.07499803699
0.8431473013  0.06562469706
0.8409222142  0.05233114334
0.8063022467  0.07845726754
0.8062216245  0.1084799121
0.8061410023  0.1008928221
0.8002945801  0.06575532961
0.782738266  0.09663823216
0.78266  0.09477803771
0.782581734  0.1013018723
0.7756985611  0.1121465372
0.775620999  0.1690149258
0.7755434369  0.1191738666
0.775337526  0.110099805
0.77526  0.08912379952
0.775182474  0.09037863452
0.7616297967  0.1267599549
0.7248330322  0.1522085206
0.6898140368  0.1996727535
0.6564869208  0.1938824972
0.624769944  0.4381514439
0.599395309  0.4195392999
0.5993353755  0.4056931098
0.599275442  0.4149751151
0.5945853155  0.36426009
0.5658590026  0.4520187536
0.5479167862  0.6225938317
0.4941879989  0.9516419136
0.4941385802  0.9467634988
