u2_min,u2_max,u2_min_open,u2_max_open,peak_N,peak_u2,has_sensitivity,mass_GeV,flavor,n_events,n_hits,n_hits_eval,decay_samples,hit_estimator
1.2427338589672706e-08,0.0005159599680644989,False,False,90004.54539562928,8.119844993184025e-06,True,1.6,Ue,762956,5518,5518,100,exact
1.3284409220366885e-08,0.00045769885616526345,False,False,67396.24904399653,8.119844993184025e-06,True,1.625,Ue,762956,5487,5487,100,exact
1.2561760682845887e-08,0.00041222673349798546,False,False,62412.81981610726,7.1494289865975915e-06,True,1.65,Ue,762956,5422,5422,100,exact
1.2980843268170942e-08,0.0003754450840191116,False,False,53756.72347945296,6.294988990221888e-06,True,1.675,Ue,762956,5572,5572,100,exact
1.4189976455834245e-08,0.0003404831191192263,False,False,38435.76084430528,6.294988990221888e-06,True,1.7,Ue,762956,5520,5520,100,exact
1.4170773078285533e-08,0.00031147160305986237,False,False,30622.137454060743,5.542664520663107e-06,True,1.725,Ue,762957,5531,5531,100,exact
1.4199854545247198e-08,0.0002969911111992303,False,False,24882.080295249547,4.880251583654434e-06,True,1.75,Ue,762957,5603,5603,100,exact
1.5100712726350163e-08,0.0002663163461110759,False,False,21357.699624843564,4.880251583654434e-06,True,1.775,Ue,762957,5534,5534,100,exact
1.5677967577917582e-08,0.00023436867014442497,False,False,16199.556150897213,4.297004704320844e-06,True,1.8,Ue,499999,3930,3930,100,exact
1.6773334848528733e-08,0.000206092538562332,False,False,12148.398398238778,4.297004704320844e-06,True,1.825,Ue,499999,4021,4021,100,exact
1.7942289845471947e-08,0.0001863487889914419,False,False,9421.899548272873,3.7834626171319327e-06,True,1.85,Ue,499999,3916,3916,100,exact
1.921253199916742e-08,0.00017055199311429885,False,False,6871.150165346068,3.7834626171319327e-06,True,1.875,Ue,499999,3885,3885,100,exact
2.083036134880883e-08,0.00015390013393656366,False,False,5244.004641027504,3.3312947879346767e-06,True,1.9,Ue,499999,3880,3880,100,exact
2.2926194628931193e-08,0.0001411513642897029,False,False,3803.9905848924677,3.3312947879346767e-06,True,1.925,Ue,499999,3864,3864,100,exact
2.368978978057198e-08,0.00012809607427411736,False,False,2911.183741019326,2.9331662783900485e-06,True,1.95,Ue,499999,3897,3897,100,exact
2.226285851147796e-08,0.00011644382809838748,False,False,2819.3869018753044,2.9331662783900485e-06,True,1.975,Ue,399999,3151,3151,100,exact
