event,id,pt,eta,phi,momentum,mass,decay_length,hits_tube,entry_distance,exit_distance,path_length_in_tube,decay_probability,n_particles_in_event,n_particles_hitting_tube,prob_at_least_one_decays,prob_both_decay,prob_exactly_one_decays,particle1_decay_prob,particle2_decay_prob
5733,-9900015,18.6105,-1.29578,-1.16155,36.5464,15,7.304223391367465,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5733,-9900015,13.2763,-1.34413,-1.09735,27.1874,15,5.433718315086134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5734,9900015,14.1644,-3.73189,2.03472,295.908,15,59.140657774576,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5735,-9900015,34.3662,1.07853,-2.92846,56.3684,15,11.265880793018134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5735,-9900015,34.3662,1.07853,-2.92846,56.3683,15,11.265860806854267,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5736,-9900015,13.8674,-1.71718,-1.24733,39.8576,15,7.966005249320533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5736,-9900015,13.8674,-1.71718,-1.24733,39.8576,15,7.966005249320533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5737,9900015,14.7286,1.09468,0.742086,24.4705,15,4.890714228992667,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5738,-9900015,26.2037,2.02647,-2.62735,101.134,15,20.21280696491467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5738,-9900015,26.2036,2.02647,-2.62735,101.133,15,20.212607103276,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5738,-9900015,26.2036,2.02647,-2.62735,101.133,15,20.212607103276,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5739,-9900015,30.1075,-0.11849,-2.48578,30.3191,15,6.059625008898534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5739,-9900015,30.1075,-0.11849,-2.48578,30.3191,15,6.059625008898534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5740,9900015,49.3934,-0.163335,2.2003,50.0537,15,10.003814503329734,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5741,-9900015,38.8951,1.51151,0.707058,92.4561,15,18.478427650729202,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5742,-9900015,48.3813,1.68259,-2.14956,134.63,15,26.907372413693334,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5743,-9900015,32.467,-0.815525,-0.372072,43.8754,15,8.769009341155467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5743,-9900015,32.4669,-0.815525,-0.372072,43.8753,15,8.768989354991602,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5743,-9900015,32.4669,-0.815525,-0.372072,43.8753,15,8.768989354991602,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5744,-9900015,53.5202,2.88306,1.68771,479.669,15,95.86743235760134,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5745,9900015,42.0828,3.41891,-0.345473,643.213,15,128.55360419170268,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5746,9900015,33.5431,2.71529,1.89309,254.51,15,50.86678565705333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5746,9900015,33.5431,2.71529,1.89309,254.51,15,50.86678565705333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5747,-9900015,9.08434,-3.71419,-2.01792,186.454,15,37.26500197595467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5747,-9900015,9.08434,-3.71419,-2.01792,186.454,15,37.26500197595467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5747,-9900015,9.08434,-3.71419,-2.01792,186.454,15,37.26500197595467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5748,-9900015,30.5245,-2.34373,-0.357034,160.498,15,32.07739328272267,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5749,9900015,12.2532,-5.15874,-2.78088,1065.73,15,212.99854417622666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5749,9900015,12.2529,-5.15875,-2.78088,1065.71,15,212.99454694345337,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5750,9900015,72.7007,-3.23121,-0.970115,921.476,15,184.16770335200536,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5751,9900015,31.2693,-3.75113,-2.92651,665.922,15,133.09226214418402,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5751,9900015,31.2693,-3.75113,-2.92651,665.922,15,133.09226214418402,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5752,9900015,23.5111,-3.63772,0.862372,447.082,15,89.35454113837066,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5753,9900015,41.5043,0.546932,0.325397,47.8683,15,9.5670368781876,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5754,-9900015,14.2607,-1.29166,1.08495,27.9055,15,5.577238957812666,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5755,9900015,32.8925,-4.89008,1.50338,2186.9,15,437.07741760013334,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5756,-9900015,27.7198,1.78384,0.113735,84.8317,15,16.954602572879068,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5756,-9900015,27.7198,1.78384,0.113735,84.8317,15,16.954602572879068,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5757,9900015,34.9288,-0.185716,0.952475,35.5329,15,7.101663620578799,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5758,-9900015,13.0238,-4.57798,2.96599,633.794,15,126.67110741710133,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5759,-9900015,29.257,0.315553,-2.87223,30.7258,15,6.140908737344266,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5760,-9900015,15.7452,-1.07939,2.83249,25.8433,15,5.165084286554266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5760,-9900015,15.7452,-1.07939,2.83249,25.8433,15,5.165084286554266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5761,-9900015,30.3917,2.44216,0.71325,176.042,15,35.18404259415733,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5762,-9900015,29.7187,1.50683,2.10304,70.3446,15,14.0591870273512,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5763,9900015,30.2176,2.50664,1.99379,186.521,15,37.27839270574533,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5764,-9900015,37.1128,0.156209,-0.331802,37.5665,15,7.5081022489713325,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5764,-9900015,37.1128,0.156209,-0.331802,37.5665,15,7.5081022489713325,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5765,9900015,8.09779,3.97877,0.630257,216.494,15,43.26884560150134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5765,9900015,8.09722,3.97877,0.630259,216.479,15,43.26584767692134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5766,9900015,11.3546,1.60072,1.19149,29.2854,15,5.853028033008799,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5767,9900015,36.4684,-4.39814,0.32919,1482.65,15,296.32485856913337,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5768,9900015,29.7543,-4.31363,2.91083,1111.69,15,222.18418508934667,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5769,-9900015,36.7452,0.970794,1.72102,55.4637,15,11.0850659685164,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5769,-9900015,36.7451,0.970795,1.72102,55.4635,15,11.085025996188667,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5770,-9900015,21.5258,-2.60056,0.194192,145.789,15,29.137628439574666,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5771,-9900015,41.0154,2.88839,-0.689794,369.55,15,73.85886856926666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5771,-9900015,41.0154,2.88839,-0.689794,369.55,15,73.85886856926666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5772,9900015,6.414,-3.03482,0.581472,66.851,15,13.360950406505332,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5772,9900015,6.41398,-3.03483,0.581472,66.8512,15,13.36099037883307,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5773,-9900015,13.6953,-1.30654,-2.53469,27.1449,15,5.4252241954428,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5773,-9900015,13.6953,-1.30654,-2.53469,27.1449,15,5.4252241954428,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5773,-9900015,13.6952,-1.30654,-2.53468,27.1448,15,5.425204209278933,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5774,9900015,23.8068,-3.74327,-1.03498,503.03,15,100.53640009849332,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5774,9900015,23.8068,-3.74327,-1.03498,503.03,15,100.53640009849332,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5774,9900015,23.8068,-3.74327,-1.03498,503.03,15,100.53640009849332,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5774,9900015,23.8068,-3.74327,-1.03498,503.03,15,100.53640009849332,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5775,-9900015,21.4434,3.09848,2.1833,238.122,15,47.591453122584,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5776,9900015,11.7644,6.44039,-0.773126,3686.1,15,736.7099862892,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5777,9900015,37.5272,-0.799138,2.83137,50.1615,15,10.025359587978,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5777,9900015,37.5272,-0.799138,2.83137,50.1615,15,10.025359587978,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5778,-9900015,35.8226,1.03455,1.07763,56.765,15,11.345145918913333,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5779,-9900015,28.1697,-1.31197,2.67381,56.0965,15,11.211538413464668,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5780,9900015,37.2441,0.848039,-2.417,51.4586,15,10.284600119492534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5780,9900015,37.2439,0.848039,-2.417,51.4584,15,10.284560147164798,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5781,9900015,42.644,2.99493,-1.41441,427.164,15,85.373697019408,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5782,9900015,27.7147,4.78932,1.36487,1666.04,15,332.97748448421333,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5783,-9900015,29.7952,2.92959,2.90885,279.678,15,55.896903379016,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5783,-9900015,29.795,2.92959,2.90885,279.676,15,55.89650365573867,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5784,-9900015,26.6598,-4.3877,0.0527438,1072.62,15,214.37559086663998,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5785,-9900015,64.934,-0.353921,-3.00644,69.0435,15,13.799147049282,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5786,9900015,38.7847,0.0543864,3.11857,38.842,15,7.763025769090668,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5786,9900015,38.7847,0.0543864,3.11857,38.842,15,7.763025769090668,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5787,-9900015,20.7166,-3.6109,-1.32952,383.531,15,76.65313413946532,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5788,-9900015,38.9995,-2.70255,-3.0701,292.201,15,58.39977068003867,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5789,9900015,25.9823,-3.54,0.955983,448.143,15,89.56659433699599,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5790,-9900015,30.4626,3.84373,3.07988,711.62,15,142.22553930797332,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5791,-9900015,34.5191,-0.964193,-1.83811,51.8471,15,10.362246366114533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5791,-9900015,34.5191,-0.964193,-1.83811,51.8471,15,10.362246366114533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5792,9900015,29.9129,4.65273,0.174568,1568.65,15,313.5129594944667,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5793,-9900015,36.828,-2.17599,-2.86561,164.334,15,32.844062528648,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5794,-9900015,24.8351,0.962069,-2.96181,37.2429,15,7.443427022698801,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5794,-9900015,24.8351,0.962069,-2.96181,37.2429,15,7.443427022698801,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5794,-9900015,24.8351,0.962069,-2.96181,37.2429,15,7.443427022698801,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5795,-9900015,14.4501,-1.82545,-1.61716,46.0003,15,9.193695337158267,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5796,9900015,6.86437,2.90392,-0.051968,62.8101,15,12.5533295108172,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5797,9900015,22.9261,-1.39896,0.672388,49.2663,15,9.846443449043601,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5798,9900015,26.3875,-2.97797,-3.02261,259.9,15,51.94403988946666,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5799,-9900015,30.928,-1.33594,-1.76903,62.8841,15,12.568119272078533,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5799,-9900015,30.8927,-1.33599,-1.76904,62.8151,15,12.554328819010534,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5799,-9900015,30.8926,-1.33599,-1.76904,62.815,15,12.554308832846665,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5800,9900015,29.8391,4.40359,-1.37612,1219.76,15,243.7832323800533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5800,9900015,29.8391,4.40359,-1.37612,1219.76,15,243.7832323800533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5801,-9900015,50.5469,0.530691,-0.0129125,57.8334,15,11.5586780936648,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5802,-9900015,7.8531,-2.00149,-3.13574,29.5874,15,5.913386247886133,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5803,-9900015,24.7768,-1.26085,-1.48251,47.2224,15,9.4379462457728,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5803,-9900015,24.7768,-1.26085,-1.48251,47.2224,15,9.4379462457728,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5803,-9900015,24.7768,-1.26085,-1.48251,47.2224,15,9.4379462457728,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5804,9900015,24.9511,1.31892,1.29037,49.9872,15,9.990523704358402,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5804,9900015,24.9511,1.31892,1.29037,49.9872,15,9.990523704358402,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5805,-9900015,7.48843,2.66258,0.223181,53.9281,15,10.778158436179867,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5805,-9900015,7.48843,2.66258,0.223181,53.9281,15,10.778158436179867,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5806,-9900015,51.4901,-0.5882,-2.30865,60.6571,15,12.123027402767867,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5807,-9900015,20.8955,2.36549,1.42645,112.242,15,22.432870047224004,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5807,-9900015,20.8955,2.36549,1.42645,112.242,15,22.432870047224004,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5808,9900015,14.7365,-5.3224,-1.65016,1509.61,15,301.7131283475866,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5808,9900015,14.7363,-5.3224,-1.65016,1509.59,15,301.7091311148133,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5809,9900015,37.224,1.406,0.575244,80.4917,15,16.087203061065733,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5810,9900015,47.5194,-3.37545,2.0069,695.484,15,139.00057190644802,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5811,9900015,46.9686,-1.9969,2.19692,176.178,15,35.211223777016,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5811,9900015,46.9474,-1.99694,2.19691,176.105,15,35.19663387739333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5812,9900015,20.3885,5.39817,-0.189435,2253.0,15,450.2882719160001,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5812,9900015,20.3885,5.39817,-0.189435,2253.0,15,450.2882719160001,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5813,9900015,13.4136,-1.12077,-0.970306,22.7579,15,4.548431186612134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5813,9900015,13.4136,-1.12077,-0.970306,22.7579,15,4.548431186612134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5814,-9900015,29.9679,1.38737,2.88743,63.742,15,12.739580571890667,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5815,9900015,21.6014,-3.25063,1.55106,279.148,15,55.79097671052267,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5816,9900015,30.2578,0.767703,-2.0678,39.6209,15,7.918697999448135,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5817,9900015,38.0362,3.28108,-1.31278,506.684,15,101.26669452618134,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5818,-9900015,33.2551,-0.546773,-0.223327,38.3511,15,7.6649136906692,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5818,-9900015,33.2551,-0.546773,-0.223327,38.3511,15,7.6649136906692,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5819,9900015,19.5947,4.94079,-1.6979,1370.52,15,273.91437302543994,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5820,-9900015,35.7234,-1.19191,1.13838,64.2489,15,12.8408904365308,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5820,-9900015,35.7234,-1.19191,1.13838,64.2489,15,12.8408904365308,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5820,-9900015,35.7234,-1.19191,1.13838,64.2489,15,12.8408904365308,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5820,-9900015,35.7234,-1.19191,1.13838,64.2489,15,12.8408904365308,False,,,,0.0,4,0,0.0,0.0,0.0,0.0,0.0
5821,-9900015,28.0704,2.6871,1.17837,207.118,15,41.39494287736266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5821,-9900015,28.0704,2.6871,1.17837,207.118,15,41.39494287736266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5822,9900015,55.0212,2.97951,2.88223,542.754,15,108.47570383288802,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5823,9900015,35.7276,-0.251536,-1.56668,36.8638,15,7.367659475480266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5823,9900015,35.7276,-0.251536,-1.56668,36.8638,15,7.367659475480266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5824,-9900015,39.636,0.241738,0.316868,40.7998,15,8.154314885272266,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5825,-9900015,16.6164,0.657343,-3.11285,20.3376,15,4.0647060625472,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5826,-9900015,24.0758,3.50482,1.64853,400.929,15,80.130326928988,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5827,9900015,47.9114,0.13439,-1.65405,48.3447,15,9.662250962848402,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5828,-9900015,39.9685,1.82677,-2.53617,127.394,15,25.461173596301336,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5829,9900015,31.6121,2.25982,0.919085,153.094,15,30.597617710034665,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5829,9900015,31.6121,2.25982,0.919085,153.094,15,30.597617710034665,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5830,9900015,27.9882,1.15173,0.689599,48.696,15,9.732462356512,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5830,9900015,27.9882,1.15173,0.689599,48.696,15,9.732462356512,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5831,-9900015,34.8645,-1.48813,1.96697,81.1401,15,16.2167933475772,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5831,-9900015,34.8645,-1.48813,1.96697,81.1401,15,16.2167933475772,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5832,9900015,28.5194,0.809004,2.98982,38.3724,15,7.6691707435728,True,32.1644370629799,34.97646334566573,2.812026282685828,0.0046307693738490835,1,1,0.004630769373849097,0.0,0.004630769373849097,0.0046307693738490835,0.0
5833,9900015,38.1415,1.8282,0.315354,121.736,15,24.330356444725336,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5834,9900015,32.7946,4.76626,0.57552,1926.47,15,385.02745104217337,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5834,9900015,32.7845,4.76629,0.575517,1925.94,15,384.92152437368003,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5835,9900015,38.3362,-3.11125,2.38552,431.161,15,86.17254398915867,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5835,9900015,38.3361,-3.11125,2.38552,431.16,15,86.17234412752,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5836,-9900015,30.2034,2.98777,0.175889,300.399,15,60.038236393828015,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5837,-9900015,23.0884,1.52407,-2.04392,55.5123,15,11.0947792441556,True,23.65633897190841,25.701635873772805,2.0452969018643934,0.019962605017715785,4,4,0.039526661385481,0.0003985047221806113,0.03912815666330039,0.019962605017715785,0.01996256108994587
5837,-9900015,23.0884,1.52407,-2.04392,55.5122,15,11.094759257991734,True,23.65633897190841,25.701635873772805,2.0452969018643934,0.01996256108994587,4,4,0.039526661385481,0.0003985047221806113,0.03912815666330039,0.019962605017715785,0.01996256108994587
5837,-9900015,23.0884,1.52407,-2.04392,55.5122,15,11.094759257991734,True,23.65633897190841,25.701635873772805,2.0452969018643934,0.01996256108994587,4,4,0.039526661385481,0.0003985047221806113,0.03912815666330039,0.019962605017715785,0.01996256108994587
5837,-9900015,23.0884,1.52407,-2.04392,55.5122,15,11.094759257991734,True,23.65633897190841,25.701635873772805,2.0452969018643934,0.01996256108994587,4,4,0.039526661385481,0.0003985047221806113,0.03912815666330039,0.019962605017715785,0.01996256108994587
5838,9900015,42.5747,-3.44194,-2.51382,665.858,15,133.07947099930934,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5839,9900015,13.0156,3.05488,2.73069,138.394,15,27.65965162163467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5839,9900015,13.0156,3.05488,2.73069,138.394,15,27.65965162163467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5839,9900015,13.0156,3.05488,2.73069,138.394,15,27.65965162163467,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5840,9900015,35.0393,-0.145477,1.12072,35.4107,15,7.077240528333733,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5840,9900015,35.0393,-0.145477,1.12072,35.4107,15,7.077240528333733,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5841,-9900015,24.9203,1.18722,2.81012,44.645,15,8.922822858273335,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5842,9900015,45.2439,4.87635,0.502321,2967.05,15,592.9994750059334,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5843,-9900015,35.1436,1.72096,-2.61836,101.368,15,20.259574588362664,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5844,9900015,32.3374,-0.826398,-1.65439,44.0225,15,8.798408988203333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5844,9900015,32.3366,-0.826401,-1.65439,44.0214,15,8.7981891404008,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5845,-9900015,64.4522,0.120167,-0.118719,64.9181,15,12.974637845126532,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5845,-9900015,64.4522,0.120167,-0.118719,64.9181,15,12.974637845126532,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5846,-9900015,25.0114,-2.45727,2.7245,147.05,15,29.389653965933334,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5847,9900015,34.6963,-1.11665,-1.88111,58.6709,15,11.726062216048136,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5848,-9900015,7.5939,-2.62665,1.81566,52.7763,15,10.5479578007636,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5848,-9900015,7.5939,-2.62665,1.81566,52.7763,15,10.5479578007636,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5848,-9900015,7.5939,-2.62665,1.81566,52.7763,15,10.5479578007636,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5849,9900015,18.7558,-4.43256,-1.47569,789.234,15,157.737600531448,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5849,9900015,18.7558,-4.43256,-1.47569,789.233,15,157.73740066980932,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5849,9900015,18.7557,-4.43256,-1.47569,789.23,15,157.73680108489333,False,,,,0.0,3,0,0.0,0.0,0.0,0.0,0.0
5850,9900015,37.3181,-4.46036,-0.628846,1614.57,15,322.69060594204,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5850,9900015,37.3023,-4.4604,-0.628844,1613.96,15,322.56869034245335,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5851,9900015,39.2725,0.445111,-0.442513,43.2275,15,8.639518985463333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5851,9900015,39.2725,0.445111,-0.442513,43.2275,15,8.639518985463333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
5852,-9900015,18.0832,-2.75803,0.557561,143.147,15,28.609593990217334,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5853,-9900015,42.2886,2.37387,-2.21177,229.035,15,45.77531041202,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
5854,9900015,34.8104,1.47837,-0.0719727,80.3044,15,16.04976897614347,False,,,,0.0,1,0,0.0,0.0,0.0,0.0,0.0
