lifetime_s,ctau_m,BR_limit,mean_event_decay_prob,mean_single_particle_decay_prob
3.1622776601683795e-10,0.09480269926203672,0.000297925760816524,1.6782704477439346e-08,8.984317172078273e-07
5.796393953384974e-10,0.17377151908216187,2.642668609769027e-05,1.8920268631173576e-07,1.0128623464225725e-05
1.062467830894043e-09,0.3185198425696535,4.338403097247852e-06,1.1524977942164582e-06,6.169688405869821e-05
1.947483039908753e-09,0.5838407274475572,5.506849235819478e-07,9.079602120714219e-06,0.00048606007070204715
3.5696988468260627e-09,1.0701687916097509,8.066425905611364e-08,6.198532111380056e-05,0.0033182720082334336
6.543189129712969e-09,1.9615987523555318,2.276617330053642e-08,0.00021962408587490587,0.011757178044695175
1.1993539462092356e-08,3.5955726754606654,1.165646481497357e-08,0.00042894651846562767,0.022962875720858013
2.198392648862289e-08,6.590615358515565,9.094582929046445e-09,0.000549777822579517,0.029431360951794272
4.0296113202003956e-08,12.080470824675016,9.498299199146116e-09,0.0005264100335404777,0.02818040864777718
7.386199822079359e-08,22.143269999403337,1.21234286508161e-08,0.00041242458251803375,0.022078403775055343
1.3538761800225447e-07,40.588186783660916,1.772001735154894e-08,0.0002821667665897032,0.015105287290669338
2.481628922836824e-07,74.39736346211437,2.830145847510141e-08,0.00017666934035921923,0.009457673466767624
4.5487779470037777e-07,136.36893216284562,4.780973926841748e-08,0.0001045812020000481,0.0055985654175614635
8.337822234717883e-07,249.96162221131272,8.359543649981923e-08,5.9811877410447066e-05,0.0032019206322509127
1.5283067326587688e-06,458.17483196172117,1.4919030767156457e-07,3.351424149487823e-05,0.0017941242770277428
2.80135676119887e-06,839.8256291747282,2.694193517274166e-07,1.8558429333089328e-05,0.0009934919343195566
5.134832907437549e-06,1539.3841787399892,4.89792338675499e-07,1.0208407941865826e-05,0.0005464886478514903
9.412049672680671e-06,2821.661506191034,8.937287473486971e-07,5.5945386280040974e-06,0.00029949350256981396
1.725210549942039e-05,5172.051113346557,1.6341345723592853e-06,3.0597235286327975e-06,0.00016379676277477424
3.1622776601683795e-05,9480.269926203671,2.991283123200239e-06,1.6715234881045716e-06,8.948198544457095e-05
