# Job started on: Fri Feb 20 08:44:32 CET 2026 ..
# FONLL heavy quark hadroproduction cross section, calculated on Fri Feb 20 08:44:49 CET 2026
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 7000, ebeam2 = 7000
# PDF set = CTEQ6.6
# ptmin = 0
# ptmax = 50
# ymin  = -3
# ymax  = 3
# cross section is ds/dpt/dy (pb/GeV)
# pt         y       central
  14.1414   -0.6364 7.1446e+05
  14.1414   -0.5758 7.1773e+05
  14.1414   -0.5152 7.2068e+05
  14.1414   -0.4545 7.2330e+05
  14.1414   -0.3939 7.2560e+05
  14.1414   -0.3333 7.2756e+05
  14.1414   -0.2727 7.2920e+05
  14.1414   -0.2121 7.3051e+05
  14.1414   -0.1515 7.3149e+05
  14.1414   -0.0909 7.3213e+05
  14.1414   -0.0303 7.3244e+05
  14.1414    0.0303 7.3244e+05
  14.1414    0.0909 7.3213e+05
  14.1414    0.1515 7.3149e+05
  14.1414    0.2121 7.3051e+05
  14.1414    0.2727 7.2920e+05
  14.1414    0.3333 7.2756e+05
  14.1414    0.3939 7.2560e+05
  14.1414    0.4545 7.2330e+05
  14.1414    0.5152 7.2068e+05
  14.1414    0.5758 7.1773e+05
  14.1414    0.6364 7.1446e+05
  14.1414    0.6970 7.1086e+05
  14.1414    0.7576 7.0694e+05
  14.1414    0.8182 7.0271e+05
  14.1414    0.8788 6.9816e+05
  14.1414    0.9394 6.9330e+05
  14.1414    1.0000 6.8813e+05
  14.1414    1.0606 6.8265e+05
  14.1414    1.1212 6.7687e+05
  14.1414    1.1818 6.7080e+05
  14.1414    1.2424 6.6443e+05
  14.1414    1.3030 6.5777e+05
  14.1414    1.3636 6.5083e+05
  14.1414    1.4242 6.4362e+05
  14.1414    1.4848 6.3613e+05
  14.1414    1.5455 6.2838e+05
  14.1414    1.6061 6.2035e+05
  14.1414    1.6667 6.1205e+05
  14.1414    1.7273 6.0349e+05
  14.1414    1.7879 5.9468e+05
  14.1414    1.8485 5.8564e+05
  14.1414    1.9091 5.7636e+05
  14.1414    1.9697 5.6685e+05
  14.1414    2.0303 5.5713e+05
  14.1414    2.0909 5.4717e+05
  14.1414    2.1515 5.3699e+05
  14.1414    2.2121 5.2659e+05
  14.1414    2.2727 5.1600e+05
  14.1414    2.3333 5.0523e+05
  14.1414    2.3939 4.9429e+05
  14.1414    2.4545 4.8319e+05
  14.1414    2.5152 4.7196e+05
  14.1414    2.5758 4.6057e+05
  14.1414    2.6364 4.4903e+05
  14.1414    2.6970 4.3737e+05
  14.1414    2.7576 4.2559e+05
  14.1414    2.8182 4.1371e+05
  14.1414    2.8788 4.0173e+05
  14.1414    2.9394 3.8969e+05
  14.1414    3.0000 3.7758e+05
  14.6465   -3.0000 3.3269e+05
  14.6465   -2.9394 3.4357e+05
  14.6465   -2.8788 3.5440e+05
  14.6465   -2.8182 3.6517e+05
  14.6465   -2.7576 3.7587e+05
  14.6465   -2.6970 3.8648e+05
  14.6465   -2.6364 3.9698e+05
  14.6465   -2.5758 4.0737e+05
  14.6465   -2.5152 4.1764e+05
  14.6465   -2.4545 4.2777e+05
  14.6465   -2.3939 4.3778e+05
  14.6465   -2.3333 4.4765e+05
  14.6465   -2.2727 4.5738e+05
  14.6465   -2.2121 4.6694e+05
  14.6465   -2.1515 4.7632e+05
  14.6465   -2.0909 4.8552e+05
  14.6465   -2.0303 4.9451e+05
  14.6465   -1.9697 5.0330e+05
  14.6465   -1.9091 5.1189e+05
  14.6465   -1.8485 5.2028e+05
  14.6465   -1.7879 5.2846e+05
  14.6465   -1.7273 5.3642e+05
  14.6465   -1.6667 5.4416e+05
  14.6465   -1.6061 5.5167e+05
  14.6465   -1.5455 5.5893e+05
  14.6465   -1.4848 5.6595e+05
  14.6465   -1.4242 5.7273e+05
  14.6465   -1.3636 5.7927e+05
  14.6465   -1.3030 5.8556e+05
  14.6465   -1.2424 5.9159e+05
  14.6465   -1.1818 5.9736e+05
  14.6465   -1.1212 6.0287e+05
  14.6465   -1.0606 6.0811e+05
  14.6465   -1.0000 6.1308e+05
  14.6465   -0.9394 6.1776e+05
  14.6465   -0.8788 6.2217e+05
  14.6465   -0.8182 6.2629e+05
  14.6465   -0.7576 6.3013e+05
  14.6465   -0.6970 6.3368e+05
  14.6465   -0.6364 6.3695e+05
  14.6465   -0.5758 6.3991e+05
  14.6465   -0.5152 6.4259e+05
  14.6465   -0.4545 6.4496e+05
  14.6465   -0.3939 6.4705e+05
  14.6465   -0.3333 6.4883e+05
  14.6465   -0.2727 6.5032e+05
  14.6465   -0.2121 6.5151e+05
  14.6465   -0.1515 6.5240e+05
  14.6465   -0.0909 6.5299e+05
  14.6465   -0.0303 6.5327e+05
  14.6465    0.0303 6.5327e+05
  14.6465    0.0909 6.5299e+05
  14.6465    0.1515 6.5240e+05
  14.6465    0.2121 6.5151e+05
  14.6465    0.2727 6.5032e+05
  14.6465    0.3333 6.4883e+05
  14.6465    0.3939 6.4705e+05
  14.6465    0.4545 6.4496e+05
  14.6465    0.5152 6.4259e+05
  14.6465    0.5758 6.3991e+05
  14.6465    0.6364 6.3695e+05
  14.6465    0.6970 6.3368e+05
  14.6465    0.7576 6.3013e+05
  14.6465    0.8182 6.2629e+05
  14.6465    0.8788 6.2217e+05
  14.6465    0.9394 6.1776e+05
  14.6465    1.0000 6.1308e+05
  14.6465    1.0606 6.0811e+05
  14.6465    1.1212 6.0287e+05
  14.6465    1.1818 5.9736e+05
  14.6465    1.2424 5.9159e+05
  14.6465    1.3030 5.8556e+05
  14.6465    1.3636 5.7927e+05
  14.6465    1.4242 5.7273e+05
  14.6465    1.4848 5.6595e+05
  14.6465    1.5455 5.5893e+05
  14.6465    1.6061 5.5167e+05
  14.6465    1.6667 5.4416e+05
  14.6465    1.7273 5.3642e+05
  14.6465    1.7879 5.2846e+05
  14.6465    1.8485 5.2028e+05
  14.6465    1.9091 5.1189e+05
  14.6465    1.9697 5.0330e+05
  14.6465    2.0303 4.9451e+05
  14.6465    2.0909 4.8552e+05
  14.6465    2.1515 4.7632e+05
  14.6465    2.2121 4.6694e+05
  14.6465    2.2727 4.5738e+05
  14.6465    2.3333 4.4765e+05
  14.6465    2.3939 4.3778e+05
  14.6465    2.4545 4.2777e+05
  14.6465    2.5152 4.1764e+05
  14.6465    2.5758 4.0737e+05
  14.6465    2.6364 3.9698e+05
  14.6465    2.6970 3.8648e+05
  14.6465    2.7576 3.7587e+05
  14.6465    2.8182 3.6517e+05
  14.6465    2.8788 3.5440e+05
  14.6465    2.9394 3.4357e+05
  14.6465    3.0000 3.3269e+05
  15.1515   -3.0000 2.9380e+05
  15.1515   -2.9394 3.0359e+05
  15.1515   -2.8788 3.1334e+05
  15.1515   -2.8182 3.2304e+05
  15.1515   -2.7576 3.3268e+05
  15.1515   -2.6970 3.4225e+05
  15.1515   -2.6364 3.5172e+05
  15.1515   -2.5758 3.6110e+05
  15.1515   -2.5152 3.7037e+05
  15.1515   -2.4545 3.7953e+05
  15.1515   -2.3939 3.8857e+05
  15.1515   -2.3333 3.9749e+05
  15.1515   -2.2727 4.0628e+05
  15.1515   -2.2121 4.1492e+05
  15.1515   -2.1515 4.2341e+05
  15.1515   -2.0909 4.3173e+05
  15.1515   -2.0303 4.3986e+05
  15.1515   -1.9697 4.4782e+05
  15.1515   -1.9091 4.5559e+05
  15.1515   -1.8485 4.6318e+05
  15.1515   -1.7879 4.7059e+05
  15.1515   -1.7273 4.7780e+05
  15.1515   -1.6667 4.8481e+05
  15.1515   -1.6061 4.9162e+05
  15.1515   -1.5455 4.9821e+05
  15.1515   -1.4848 5.0457e+05
  15.1515   -1.4242 5.1071e+05
  15.1515   -1.3636 5.1664e+05
  15.1515   -1.3030 5.2235e+05
  15.1515   -1.2424 5.2782e+05
  15.1515   -1.1818 5.3306e+05
  15.1515   -1.1212 5.3806e+05
  15.1515   -1.0606 5.4282e+05
  15.1515   -1.0000 5.4732e+05
  15.1515   -0.9394 5.5157e+05
  15.1515   -0.8788 5.5557e+05
  15.1515   -0.8182 5.5932e+05
  15.1515   -0.7576 5.6280e+05
  15.1515   -0.6970 5.6603e+05
  15.1515   -0.6364 5.6899e+05
  15.1515   -0.5758 5.7169e+05
  15.1515   -0.5152 5.7412e+05
  15.1515   -0.4545 5.7627e+05
  15.1515   -0.3939 5.7817e+05
  15.1515   -0.3333 5.7979e+05
  15.1515   -0.2727 5.8114e+05
  15.1515   -0.2121 5.8223e+05
  15.1515   -0.1515 5.8303e+05
  15.1515   -0.0909 5.8357e+05
  15.1515   -0.0303 5.8383e+05
  15.1515    0.0303 5.8383e+05
  15.1515    0.0909 5.8357e+05
  15.1515    0.1515 5.8303e+05
  15.1515    0.2121 5.8223e+05
  15.1515    0.2727 5.8114e+05
  15.1515    0.3333 5.7979e+05
  15.1515    0.3939 5.7817e+05
  15.1515    0.4545 5.7627e+05
  15.1515    0.5152 5.7412e+05
  15.1515    0.5758 5.7169e+05
  15.1515    0.6364 5.6899e+05
  15.1515    0.6970 5.6603e+05
  15.1515    0.7576 5.6280e+05
  15.1515    0.8182 5.5932e+05
  15.1515    0.8788 5.5557e+05
  15.1515    0.9394 5.5157e+05
  15.1515    1.0000 5.4732e+05
  15.1515    1.0606 5.4282e+05
  15.1515    1.1212 5.3806e+05
  15.1515    1.1818 5.3306e+05
  15.1515    1.2424 5.2782e+05
  15.1515    1.3030 5.2235e+05
  15.1515    1.3636 5.1664e+05
  15.1515    1.4242 5.1071e+05
  15.1515    1.4848 5.0457e+05
  15.1515    1.5455 4.9821e+05
  15.1515    1.6061 4.9162e+05
  15.1515    1.6667 4.8481e+05
  15.1515    1.7273 4.7780e+05
  15.1515    1.7879 4.7059e+05
  15.1515    1.8485 4.6318e+05
  15.1515    1.9091 4.5559e+05
  15.1515    1.9697 4.4782e+05
  15.1515    2.0303 4.3986e+05
  15.1515    2.0909 4.3173e+05
  15.1515    2.1515 4.2341e+05
  15.1515    2.2121 4.1492e+05
  15.1515    2.2727 4.0628e+05
  15.1515    2.3333 3.9749e+05
  15.1515    2.3939 3.8857e+05
  15.1515    2.4545 3.7953e+05
  15.1515    2.5152 3.7037e+05
  15.1515    2.5758 3.6110e+05
  15.1515    2.6364 3.5172e+05
  15.1515    2.6970 3.4225e+05
  15.1515    2.7576 3.3268e+05
  15.1515    2.8182 3.2304e+05
  15.1515    2.8788 3.1334e+05
  15.1515    2.9394 3.0359e+05
  15.1515    3.0000 2.9380e+05
  15.6566   -3.0000 2.6002e+05
  15.6566   -2.9394 2.6884e+05
  15.6566   -2.8788 2.7763e+05
  15.6566   -2.8182 2.8638e+05
  15.6566   -2.7576 2.9507e+05
  15.6566   -2.6970 3.0371e+05
  15.6566   -2.6364 3.1227e+05
  15.6566   -2.5758 3.2075e+05
  15.6566   -2.5152 3.2914e+05
  15.6566   -2.4545 3.3742e+05
  15.6566   -2.3939 3.4560e+05
  15.6566   -2.3333 3.5368e+05
  15.6566   -2.2727 3.6163e+05
  15.6566   -2.2121 3.6946e+05
  15.6566   -2.1515 3.7714e+05
  15.6566   -2.0909 3.8468e+05
  15.6566   -2.0303 3.9205e+05
  15.6566   -1.9697 3.9925e+05
  15.6566   -1.9091 4.0630e+05
  15.6566   -1.8485 4.1319e+05
  15.6566   -1.7879 4.1991e+05
  15.6566   -1.7273 4.2645e+05
  15.6566   -1.6667 4.3282e+05
  15.6566   -1.6061 4.3899e+05
  15.6566   -1.5455 4.4497e+05
  15.6566   -1.4848 4.5075e+05
  15.6566   -1.4242 4.5633e+05
  15.6566   -1.3636 4.6171e+05
  15.6566   -1.3030 4.6689e+05
  15.6566   -1.2424 4.7186e+05
  15.6566   -1.1818 4.7662e+05
  15.6566   -1.1212 4.8117e+05
  15.6566   -1.0606 4.8549e+05
  15.6566   -1.0000 4.8958e+05
  15.6566   -0.9394 4.9345e+05
  15.6566   -0.8788 4.9708e+05
  15.6566   -0.8182 5.0049e+05
  15.6566   -0.7576 5.0366e+05
  15.6566   -0.6970 5.0659e+05
  15.6566   -0.6364 5.0929e+05
  15.6566   -0.5758 5.1174e+05
  15.6566   -0.5152 5.1395e+05
  15.6566   -0.4545 5.1592e+05
  15.6566   -0.3939 5.1763e+05
  15.6566   -0.3333 5.1911e+05
  15.6566   -0.2727 5.2034e+05
  15.6566   -0.2121 5.2133e+05
  15.6566   -0.1515 5.2206e+05
  15.6566   -0.0909 5.2255e+05
  15.6566   -0.0303 5.2279e+05
  15.6566    0.0303 5.2279e+05
  15.6566    0.0909 5.2255e+05
  15.6566    0.1515 5.2206e+05
  15.6566    0.2121 5.2133e+05
  15.6566    0.2727 5.2034e+05
  15.6566    0.3333 5.1911e+05
  15.6566    0.3939 5.1763e+05
  15.6566    0.4545 5.1592e+05
  15.6566    0.5152 5.1395e+05
  15.6566    0.5758 5.1174e+05
  15.6566    0.6364 5.0929e+05
  15.6566    0.6970 5.0659e+05
  15.6566    0.7576 5.0366e+05
  15.6566    0.8182 5.0049e+05
  15.6566    0.8788 4.9708e+05
  15.6566    0.9394 4.9345e+05
  15.6566    1.0000 4.8958e+05
  15.6566    1.0606 4.8549e+05
  15.6566    1.1212 4.8117e+05
  15.6566    1.1818 4.7662e+05
  15.6566    1.2424 4.7186e+05
  15.6566    1.3030 4.6689e+05
  15.6566    1.3636 4.6171e+05
  15.6566    1.4242 4.5633e+05
  15.6566    1.4848 4.5075e+05
  15.6566    1.5455 4.4497e+05
  15.6566    1.6061 4.3899e+05
  15.6566    1.6667 4.3282e+05
  15.6566    1.7273 4.2645e+05
  15.6566    1.7879 4.1991e+05
  15.6566    1.8485 4.1319e+05
  15.6566    1.9091 4.0630e+05
  15.6566    1.9697 3.9925e+05
  15.6566    2.0303 3.9205e+05
  15.6566    2.0909 3.8468e+05
  15.6566    2.1515 3.7714e+05
  15.6566    2.2121 3.6946e+05
  15.6566    2.2727 3.6163e+05
  15.6566    2.3333 3.5368e+05
  15.6566    2.3939 3.4560e+05
  15.6566    2.4545 3.3742e+05
  15.6566    2.5152 3.2914e+05
  15.6566    2.5758 3.2075e+05
  15.6566    2.6364 3.1227e+05
  15.6566    2.6970 3.0371e+05
  15.6566    2.7576 2.9507e+05
  15.6566    2.8182 2.8638e+05
  15.6566    2.8788 2.7763e+05
  15.6566    2.9394 2.6884e+05
  15.6566    3.0000 2.6002e+05
  16.1616   -3.0000 2.3060e+05
  16.1616   -2.9394 2.3856e+05
  16.1616   -2.8788 2.4649e+05
  16.1616   -2.8182 2.5440e+05
  16.1616   -2.7576 2.6226e+05
  16.1616   -2.6970 2.7007e+05
  16.1616   -2.6364 2.7781e+05
  16.1616   -2.5758 2.8549e+05
  16.1616   -2.5152 2.9309e+05
  16.1616   -2.4545 3.0059e+05
  16.1616   -2.3939 3.0801e+05
  16.1616   -2.3333 3.1533e+05
  16.1616   -2.2727 3.2254e+05
  16.1616   -2.2121 3.2964e+05
  16.1616   -2.1515 3.3661e+05
  16.1616   -2.0909 3.4345e+05
  16.1616   -2.0303 3.5013e+05
  16.1616   -1.9697 3.5667e+05
  16.1616   -1.9091 3.6307e+05
  16.1616   -1.8485 3.6933e+05
  16.1616   -1.7879 3.7543e+05
  16.1616   -1.7273 3.8138e+05
  16.1616   -1.6667 3.8716e+05
  16.1616   -1.6061 3.9278e+05
  16.1616   -1.5455 3.9821e+05
  16.1616   -1.4848 4.0347e+05
  16.1616   -1.4242 4.0854e+05
  16.1616   -1.3636 4.1343e+05
  16.1616   -1.3030 4.1814e+05
  16.1616   -1.2424 4.2267e+05
  16.1616   -1.1818 4.2700e+05
  16.1616   -1.1212 4.3113e+05
  16.1616   -1.0606 4.3506e+05
  16.1616   -1.0000 4.3879e+05
  16.1616   -0.9394 4.4231e+05
  16.1616   -0.8788 4.4562e+05
  16.1616   -0.8182 4.4872e+05
  16.1616   -0.7576 4.5161e+05
  16.1616   -0.6970 4.5428e+05
  16.1616   -0.6364 4.5674e+05
  16.1616   -0.5758 4.5897e+05
  16.1616   -0.5152 4.6098e+05
  16.1616   -0.4545 4.6278e+05
  16.1616   -0.3939 4.6434e+05
  16.1616   -0.3333 4.6569e+05
  16.1616   -0.2727 4.6681e+05
  16.1616   -0.2121 4.6770e+05
  16.1616   -0.1515 4.6838e+05
  16.1616   -0.0909 4.6882e+05
  16.1616   -0.0303 4.6904e+05
  16.1616    0.0303 4.6904e+05
  16.1616    0.0909 4.6882e+05
  16.1616    0.1515 4.6838e+05
  16.1616    0.2121 4.6770e+05
  16.1616    0.2727 4.6681e+05
  16.1616    0.3333 4.6569e+05
  16.1616    0.3939 4.6434e+05
  16.1616    0.4545 4.6278e+05
  16.1616    0.5152 4.6098e+05
  16.1616    0.5758 4.5897e+05
  16.1616    0.6364 4.5674e+05
  16.1616    0.6970 4.5428e+05
  16.1616    0.7576 4.5161e+05
  16.1616    0.8182 4.4872e+05
  16.1616    0.8788 4.4562e+05
  16.1616    0.9394 4.4231e+05
  16.1616    1.0000 4.3879e+05
  16.1616    1.0606 4.3506e+05
  16.1616    1.1212 4.3113e+05
  16.1616    1.1818 4.2700e+05
  16.1616    1.2424 4.2267e+05
  16.1616    1.3030 4.1814e+05
  16.1616    1.3636 4.1343e+05
  16.1616    1.4242 4.0854e+05
  16.1616    1.4848 4.0347e+05
  16.1616    1.5455 3.9821e+05
  16.1616    1.6061 3.9278e+05
  16.1616    1.6667 3.8716e+05
  16.1616    1.7273 3.8138e+05
  16.1616    1.7879 3.7543e+05
  16.1616    1.8485 3.6933e+05
  16.1616    1.9091 3.6307e+05
  16.1616    1.9697 3.5667e+05
  16.1616    2.0303 3.5013e+05
  16.1616    2.0909 3.4345e+05
  16.1616    2.1515 3.3661e+05
  16.1616    2.2121 3.2964e+05
  16.1616    2.2727 3.2254e+05
  16.1616    2.3333 3.1533e+05
  16.1616    2.3939 3.0801e+05
  16.1616    2.4545 3.0059e+05
  16.1616    2.5152 2.9309e+05
  16.1616    2.5758 2.8549e+05
  16.1616    2.6364 2.7781e+05
  16.1616    2.6970 2.7007e+05
  16.1616    2.7576 2.6226e+05
  16.1616    2.8182 2.5440e+05
  16.1616    2.8788 2.4649e+05
  16.1616    2.9394 2.3856e+05
  16.1616    3.0000 2.3060e+05
  16.6667   -3.0000 2.0493e+05
  16.6667   -2.9394 2.1212e+05
  16.6667   -2.8788 2.1930e+05
  16.6667   -2.8182 2.2645e+05
  16.6667   -2.7576 2.3356e+05
  16.6667   -2.6970 2.4064e+05
  16.6667   -2.6364 2.4766e+05
  16.6667   -2.5758 2.5462e+05
  16.6667   -2.5152 2.6151e+05
  16.6667   -2.4545 2.6833e+05
  16.6667   -2.3939 2.7506e+05
  16.6667   -2.3333 2.8171e+05
  16.6667   -2.2727 2.8826e+05
  16.6667   -2.2121 2.9470e+05
  16.6667   -2.1515 3.0103e+05
  16.6667   -2.0909 3.0724e+05
  16.6667   -2.0303 3.1332e+05
  16.6667   -1.9697 3.1927e+05
  16.6667   -1.9091 3.2509e+05
  16.6667   -1.8485 3.3078e+05
  16.6667   -1.7879 3.3634e+05
  16.6667   -1.7273 3.4175e+05
  16.6667   -1.6667 3.4701e+05
  16.6667   -1.6061 3.5212e+05
  16.6667   -1.5455 3.5707e+05
  16.6667   -1.4848 3.6185e+05
  16.6667   -1.4242 3.6647e+05
  16.6667   -1.3636 3.7093e+05
  16.6667   -1.3030 3.7522e+05
  16.6667   -1.2424 3.7934e+05
  16.6667   -1.1818 3.8328e+05
  16.6667   -1.1212 3.8705e+05
  16.6667   -1.0606 3.9064e+05
  16.6667   -1.0000 3.9403e+05
  16.6667   -0.9394 3.9724e+05
  16.6667   -0.8788 4.0026e+05
  16.6667   -0.8182 4.0309e+05
  16.6667   -0.7576 4.0572e+05
  16.6667   -0.6970 4.0816e+05
  16.6667   -0.6364 4.1040e+05
  16.6667   -0.5758 4.1244e+05
  16.6667   -0.5152 4.1428e+05
  16.6667   -0.4545 4.1591e+05
  16.6667   -0.3939 4.1734e+05
  16.6667   -0.3333 4.1857e+05
  16.6667   -0.2727 4.1959e+05
  16.6667   -0.2121 4.2041e+05
  16.6667   -0.1515 4.2102e+05
  16.6667   -0.0909 4.2143e+05
  16.6667   -0.0303 4.2162e+05
  16.6667    0.0303 4.2162e+05
  16.6667    0.0909 4.2143e+05
  16.6667    0.1515 4.2102e+05
  16.6667    0.2121 4.2041e+05
  16.6667    0.2727 4.1959e+05
  16.6667    0.3333 4.1857e+05
  16.6667    0.3939 4.1734e+05
  16.6667    0.4545 4.1591e+05
  16.6667    0.5152 4.1428e+05
  16.6667    0.5758 4.1244e+05
  16.6667    0.6364 4.1040e+05
  16.6667    0.6970 4.0816e+05
  16.6667    0.7576 4.0572e+05
  16.6667    0.8182 4.0309e+05
  16.6667    0.8788 4.0026e+05
  16.6667    0.9394 3.9724e+05
  16.6667    1.0000 3.9403e+05
  16.6667    1.0606 3.9064e+05
  16.6667    1.1212 3.8705e+05
  16.6667    1.1818 3.8328e+05
  16.6667    1.2424 3.7934e+05
  16.6667    1.3030 3.7522e+05
  16.6667    1.3636 3.7093e+05
  16.6667    1.4242 3.6647e+05
  16.6667    1.4848 3.6185e+05
  16.6667    1.5455 3.5707e+05
  16.6667    1.6061 3.5212e+05
  16.6667    1.6667 3.4701e+05
  16.6667    1.7273 3.4175e+05
  16.6667    1.7879 3.3634e+05
  16.6667    1.8485 3.3078e+05
  16.6667    1.9091 3.2509e+05
  16.6667    1.9697 3.1927e+05
  16.6667    2.0303 3.1332e+05
  16.6667    2.0909 3.0724e+05
  16.6667    2.1515 3.0103e+05
  16.6667    2.2121 2.9470e+05
  16.6667    2.2727 2.8826e+05
  16.6667    2.3333 2.8171e+05
  16.6667    2.3939 2.7506e+05
  16.6667    2.4545 2.6833e+05
  16.6667    2.5152 2.6151e+05
  16.6667    2.5758 2.5462e+05
  16.6667    2.6364 2.4766e+05
  16.6667    2.6970 2.4064e+05
  16.6667    2.7576 2.3356e+05
  16.6667    2.8182 2.2645e+05
  16.6667    2.8788 2.1930e+05
  16.6667    2.9394 2.1212e+05
  16.6667    3.0000 2.0493e+05
  17.1717   -3.0000 1.8248e+05
  17.1717   -2.9394 1.8899e+05
  17.1717   -2.8788 1.9549e+05
  17.1717   -2.8182 2.0197e+05
  17.1717   -2.7576 2.0843e+05
  17.1717   -2.6970 2.1485e+05
  17.1717   -2.6364 2.2122e+05
  17.1717   -2.5758 2.2754e+05
  17.1717   -2.5152 2.3380e+05
  17.1717   -2.4545 2.4000e+05
  17.1717   -2.3939 2.4612e+05
  17.1717   -2.3333 2.5217e+05
  17.1717   -2.2727 2.5813e+05
  17.1717   -2.2121 2.6399e+05
  17.1717   -2.1515 2.6975e+05
  17.1717   -2.0909 2.7540e+05
  17.1717   -2.0303 2.8094e+05
  17.1717   -1.9697 2.8635e+05
  17.1717   -1.9091 2.9165e+05
  17.1717   -1.8485 2.9684e+05
  17.1717   -1.7879 3.0190e+05
  17.1717   -1.7273 3.0684e+05
  17.1717   -1.6667 3.1164e+05
  17.1717   -1.6061 3.1630e+05
  17.1717   -1.5455 3.2081e+05
  17.1717   -1.4848 3.2517e+05
  17.1717   -1.4242 3.2938e+05
  17.1717   -1.3636 3.3345e+05
  17.1717   -1.3030 3.3736e+05
  17.1717   -1.2424 3.4112e+05
  17.1717   -1.1818 3.4472e+05
  17.1717   -1.1212 3.4815e+05
  17.1717   -1.0606 3.5142e+05
  17.1717   -1.0000 3.5452e+05
  17.1717   -0.9394 3.5745e+05
  17.1717   -0.8788 3.6021e+05
  17.1717   -0.8182 3.6279e+05
  17.1717   -0.7576 3.6520e+05
  17.1717   -0.6970 3.6742e+05
  17.1717   -0.6364 3.6947e+05
  17.1717   -0.5758 3.7134e+05
  17.1717   -0.5152 3.7302e+05
  17.1717   -0.4545 3.7451e+05
  17.1717   -0.3939 3.7582e+05
  17.1717   -0.3333 3.7694e+05
  17.1717   -0.2727 3.7787e+05
  17.1717   -0.2121 3.7862e+05
  17.1717   -0.1515 3.7918e+05
  17.1717   -0.0909 3.7955e+05
  17.1717   -0.0303 3.7973e+05
  17.1717    0.0303 3.7973e+05
  17.1717    0.0909 3.7955e+05
  17.1717    0.1515 3.7918e+05
  17.1717    0.2121 3.7862e+05
  17.1717    0.2727 3.7787e+05
  17.1717    0.3333 3.7694e+05
  17.1717    0.3939 3.7582e+05
  17.1717    0.4545 3.7451e+05
  17.1717    0.5152 3.7302e+05
  17.1717    0.5758 3.7134e+05
  17.1717    0.6364 3.6947e+05
  17.1717    0.6970 3.6742e+05
  17.1717    0.7576 3.6520e+05
  17.1717    0.8182 3.6279e+05
  17.1717    0.8788 3.6021e+05
  17.1717    0.9394 3.5745e+05
  17.1717    1.0000 3.5452e+05
  17.1717    1.0606 3.5142e+05
  17.1717    1.1212 3.4815e+05
  17.1717    1.1818 3.4472e+05
  17.1717    1.2424 3.4112e+05
  17.1717    1.3030 3.3736e+05
  17.1717    1.3636 3.3345e+05
  17.1717    1.4242 3.2938e+05
  17.1717    1.4848 3.2517e+05
  17.1717    1.5455 3.2081e+05
  17.1717    1.6061 3.1630e+05
  17.1717    1.6667 3.1164e+05
  17.1717    1.7273 3.0684e+05
  17.1717    1.7879 3.0190e+05
  17.1717    1.8485 2.9684e+05
  17.1717    1.9091 2.9165e+05
  17.1717    1.9697 2.8635e+05
  17.1717    2.0303 2.8094e+05
  17.1717    2.0909 2.7540e+05
  17.1717    2.1515 2.6975e+05
  17.1717    2.2121 2.6399e+05
  17.1717    2.2727 2.5813e+05
  17.1717    2.3333 2.5217e+05
  17.1717    2.3939 2.4612e+05
  17.1717    2.4545 2.4000e+05
  17.1717    2.5152 2.3380e+05
  17.1717    2.5758 2.2754e+05
  17.1717    2.6364 2.2122e+05
  17.1717    2.6970 2.1485e+05
  17.1717    2.7576 2.0843e+05
  17.1717    2.8182 2.0197e+05
  17.1717    2.8788 1.9549e+05
  17.1717    2.9394 1.8899e+05
  17.1717    3.0000 1.8248e+05
  17.6768   -3.0000 1.6280e+05
  17.6768   -2.9394 1.6872e+05
  17.6768   -2.8788 1.7462e+05
  17.6768   -2.8182 1.8050e+05
  17.6768   -2.7576 1.8637e+05
  17.6768   -2.6970 1.9220e+05
  17.6768   -2.6364 1.9800e+05
  17.6768   -2.5758 2.0375e+05
  17.6768   -2.5152 2.0945e+05
  17.6768   -2.4545 2.1509e+05
  17.6768   -2.3939 2.2067e+05
  17.6768   -2.3333 2.2617e+05
  17.6768   -2.2727 2.3160e+05
  17.6768   -2.2121 2.3694e+05
  17.6768   -2.1515 2.4219e+05
  17.6768   -2.0909 2.4735e+05
  17.6768   -2.0303 2.5239e+05
  17.6768   -1.9697 2.5733e+05
  17.6768   -1.9091 2.6217e+05
  17.6768   -1.8485 2.6690e+05
  17.6768   -1.7879 2.7152e+05
  17.6768   -1.7273 2.7603e+05
  17.6768   -1.6667 2.8041e+05
  17.6768   -1.6061 2.8467e+05
  17.6768   -1.5455 2.8879e+05
  17.6768   -1.4848 2.9277e+05
  17.6768   -1.4242 2.9662e+05
  17.6768   -1.3636 3.0033e+05
  17.6768   -1.3030 3.0391e+05
  17.6768   -1.2424 3.0734e+05
  17.6768   -1.1818 3.1063e+05
  17.6768   -1.1212 3.1377e+05
  17.6768   -1.0606 3.1676e+05
  17.6768   -1.0000 3.1959e+05
  17.6768   -0.9394 3.2227e+05
  17.6768   -0.8788 3.2479e+05
  17.6768   -0.8182 3.2715e+05
  17.6768   -0.7576 3.2936e+05
  17.6768   -0.6970 3.3139e+05
  17.6768   -0.6364 3.3327e+05
  17.6768   -0.5758 3.3498e+05
  17.6768   -0.5152 3.3651e+05
