# Job started on: Sat Feb 21 16:27:05 CET 2026 ..
# FONLL heavy quark hadroproduction cross section, calculated on Sat Feb 21 16:27:23 CET 2026
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = meson (meson = D0). NP params (cm,lm,hm) = 0.1, 0.06, 0.135
# BR(q->meson) = 1
# ebeam1 = 7000, ebeam2 = 7000
# PDF set = CTEQ6.6
# ptmin = 0
# ptmax = 50
# ymin  = -3
# ymax  = 3
# cross section is ds/dpt/dy (pb/GeV)
# pt         y       central
  10.6061    1.9091 1.8116e+06
  10.6061    1.9697 1.7852e+06
  10.6061    2.0303 1.7582e+06
  10.6061    2.0909 1.7304e+06
  10.6061    2.1515 1.7019e+06
  10.6061    2.2121 1.6726e+06
  10.6061    2.2727 1.6427e+06
  10.6061    2.3333 1.6121e+06
  10.6061    2.3939 1.5810e+06
  10.6061    2.4545 1.5493e+06
  10.6061    2.5152 1.5170e+06
  10.6061    2.5758 1.4842e+06
  10.6061    2.6364 1.4507e+06
  10.6061    2.6970 1.4167e+06
  10.6061    2.7576 1.3822e+06
  10.6061    2.8182 1.3473e+06
  10.6061    2.8788 1.3119e+06
  10.6061    2.9394 1.2762e+06
  10.6061    3.0000 1.2401e+06
  11.1111   -3.0000 1.0069e+06
  11.1111   -2.9394 1.0370e+06
  11.1111   -2.8788 1.0669e+06
  11.1111   -2.8182 1.0965e+06
  11.1111   -2.7576 1.1258e+06
  11.1111   -2.6970 1.1547e+06
  11.1111   -2.6364 1.1832e+06
  11.1111   -2.5758 1.2112e+06
  11.1111   -2.5152 1.2388e+06
  11.1111   -2.4545 1.2659e+06
  11.1111   -2.3939 1.2925e+06
  11.1111   -2.3333 1.3187e+06
  11.1111   -2.2727 1.3443e+06
  11.1111   -2.2121 1.3695e+06
  11.1111   -2.1515 1.3941e+06
  11.1111   -2.0909 1.4181e+06
  11.1111   -2.0303 1.4415e+06
  11.1111   -1.9697 1.4643e+06
  11.1111   -1.9091 1.4865e+06
  11.1111   -1.8485 1.5081e+06
  11.1111   -1.7879 1.5291e+06
  11.1111   -1.7273 1.5494e+06
  11.1111   -1.6667 1.5692e+06
  11.1111   -1.6061 1.5883e+06
  11.1111   -1.5455 1.6067e+06
  11.1111   -1.4848 1.6244e+06
  11.1111   -1.4242 1.6415e+06
  11.1111   -1.3636 1.6578e+06
  11.1111   -1.3030 1.6736e+06
  11.1111   -1.2424 1.6886e+06
  11.1111   -1.1818 1.7030e+06
  11.1111   -1.1212 1.7167e+06
  11.1111   -1.0606 1.7297e+06
  11.1111   -1.0000 1.7420e+06
  11.1111   -0.9394 1.7536e+06
  11.1111   -0.8788 1.7646e+06
  11.1111   -0.8182 1.7748e+06
  11.1111   -0.7576 1.7844e+06
  11.1111   -0.6970 1.7933e+06
  11.1111   -0.6364 1.8014e+06
  11.1111   -0.5758 1.8089e+06
  11.1111   -0.5152 1.8156e+06
  11.1111   -0.4545 1.8215e+06
  11.1111   -0.3939 1.8268e+06
  11.1111   -0.3333 1.8313e+06
  11.1111   -0.2727 1.8351e+06
  11.1111   -0.2121 1.8381e+06
  11.1111   -0.1515 1.8404e+06
  11.1111   -0.0909 1.8420e+06
  11.1111   -0.0303 1.8428e+06
  11.1111    0.0303 1.8428e+06
  11.1111    0.0909 1.8420e+06
  11.1111    0.1515 1.8404e+06
  11.1111    0.2121 1.8381e+06
  11.1111    0.2727 1.8351e+06
  11.1111    0.3333 1.8313e+06
  11.1111    0.3939 1.8268e+06
  11.1111    0.4545 1.8215e+06
  11.1111    0.5152 1.8156e+06
  11.1111    0.5758 1.8089e+06
  11.1111    0.6364 1.8014e+06
  11.1111    0.6970 1.7933e+06
  11.1111    0.7576 1.7844e+06
  11.1111    0.8182 1.7748e+06
  11.1111    0.8788 1.7646e+06
  11.1111    0.9394 1.7536e+06
  11.1111    1.0000 1.7420e+06
  11.1111    1.0606 1.7297e+06
  11.1111    1.1212 1.7167e+06
  11.1111    1.1818 1.7030e+06
  11.1111    1.2424 1.6886e+06
  11.1111    1.3030 1.6736e+06
  11.1111    1.3636 1.6578e+06
  11.1111    1.4242 1.6415e+06
  11.1111    1.4848 1.6244e+06
  11.1111    1.5455 1.6067e+06
  11.1111    1.6061 1.5883e+06
  11.1111    1.6667 1.5692e+06
  11.1111    1.7273 1.5494e+06
  11.1111    1.7879 1.5291e+06
  11.1111    1.8485 1.5081e+06
  11.1111    1.9091 1.4865e+06
  11.1111    1.9697 1.4643e+06
  11.1111    2.0303 1.4415e+06
  11.1111    2.0909 1.4181e+06
  11.1111    2.1515 1.3941e+06
  11.1111    2.2121 1.3695e+06
  11.1111    2.2727 1.3443e+06
  11.1111    2.3333 1.3187e+06
  11.1111    2.3939 1.2925e+06
  11.1111    2.4545 1.2659e+06
  11.1111    2.5152 1.2388e+06
  11.1111    2.5758 1.2112e+06
  11.1111    2.6364 1.1832e+06
  11.1111    2.6970 1.1547e+06
  11.1111    2.7576 1.1258e+06
  11.1111    2.8182 1.0965e+06
  11.1111    2.8788 1.0669e+06
  11.1111    2.9394 1.0370e+06
  11.1111    3.0000 1.0069e+06
  11.6162   -3.0000 8.2319e+05
  11.6162   -2.9394 8.4853e+05
  11.6162   -2.8788 8.7368e+05
  11.6162   -2.8182 8.9860e+05
  11.6162   -2.7576 9.2325e+05
  11.6162   -2.6970 9.4760e+05
  11.6162   -2.6364 9.7162e+05
  11.6162   -2.5758 9.9528e+05
  11.6162   -2.5152 1.0185e+06
  11.6162   -2.4545 1.0414e+06
  11.6162   -2.3939 1.0639e+06
  11.6162   -2.3333 1.0860e+06
  11.6162   -2.2727 1.1077e+06
  11.6162   -2.2121 1.1290e+06
  11.6162   -2.1515 1.1498e+06
  11.6162   -2.0909 1.1701e+06
  11.6162   -2.0303 1.1900e+06
  11.6162   -1.9697 1.2092e+06
  11.6162   -1.9091 1.2280e+06
  11.6162   -1.8485 1.2463e+06
  11.6162   -1.7879 1.2641e+06
  11.6162   -1.7273 1.2814e+06
  11.6162   -1.6667 1.2981e+06
  11.6162   -1.6061 1.3143e+06
  11.6162   -1.5455 1.3299e+06
  11.6162   -1.4848 1.3450e+06
  11.6162   -1.4242 1.3594e+06
  11.6162   -1.3636 1.3733e+06
  11.6162   -1.3030 1.3866e+06
  11.6162   -1.2424 1.3994e+06
  11.6162   -1.1818 1.4116e+06
  11.6162   -1.1212 1.4232e+06
  11.6162   -1.0606 1.4343e+06
  11.6162   -1.0000 1.4447e+06
  11.6162   -0.9394 1.4546e+06
  11.6162   -0.8788 1.4639e+06
  11.6162   -0.8182 1.4726e+06
  11.6162   -0.7576 1.4807e+06
  11.6162   -0.6970 1.4882e+06
  11.6162   -0.6364 1.4951e+06
  11.6162   -0.5758 1.5015e+06
  11.6162   -0.5152 1.5072e+06
  11.6162   -0.4545 1.5122e+06
  11.6162   -0.3939 1.5167e+06
  11.6162   -0.3333 1.5205e+06
  11.6162   -0.2727 1.5237e+06
  11.6162   -0.2121 1.5263e+06
  11.6162   -0.1515 1.5282e+06
  11.6162   -0.0909 1.5296e+06
  11.6162   -0.0303 1.5303e+06
  11.6162    0.0303 1.5303e+06
  11.6162    0.0909 1.5296e+06
  11.6162    0.1515 1.5282e+06
  11.6162    0.2121 1.5263e+06
  11.6162    0.2727 1.5237e+06
  11.6162    0.3333 1.5205e+06
  11.6162    0.3939 1.5167e+06
  11.6162    0.4545 1.5122e+06
  11.6162    0.5152 1.5072e+06
  11.6162    0.5758 1.5015e+06
  11.6162    0.6364 1.4951e+06
  11.6162    0.6970 1.4882e+06
  11.6162    0.7576 1.4807e+06
  11.6162    0.8182 1.4726e+06
  11.6162    0.8788 1.4639e+06
  11.6162    0.9394 1.4546e+06
  11.6162    1.0000 1.4447e+06
  11.6162    1.0606 1.4343e+06
  11.6162    1.1212 1.4232e+06
  11.6162    1.1818 1.4116e+06
  11.6162    1.2424 1.3994e+06
  11.6162    1.3030 1.3866e+06
  11.6162    1.3636 1.3733e+06
  11.6162    1.4242 1.3594e+06
  11.6162    1.4848 1.3450e+06
  11.6162    1.5455 1.3299e+06
  11.6162    1.6061 1.3143e+06
  11.6162    1.6667 1.2981e+06
  11.6162    1.7273 1.2814e+06
  11.6162    1.7879 1.2641e+06
  11.6162    1.8485 1.2463e+06
  11.6162    1.9091 1.2280e+06
  11.6162    1.9697 1.2092e+06
  11.6162    2.0303 1.1900e+06
  11.6162    2.0909 1.1701e+06
  11.6162    2.1515 1.1498e+06
  11.6162    2.2121 1.1290e+06
  11.6162    2.2727 1.1077e+06
  11.6162    2.3333 1.0860e+06
  11.6162    2.3939 1.0639e+06
  11.6162    2.4545 1.0414e+06
  11.6162    2.5152 1.0185e+06
  11.6162    2.5758 9.9528e+05
  11.6162    2.6364 9.7162e+05
  11.6162    2.6970 9.4760e+05
  11.6162    2.7576 9.2325e+05
  11.6162    2.8182 8.9860e+05
  11.6162    2.8788 8.7368e+05
  11.6162    2.9394 8.4853e+05
  11.6162    3.0000 8.2319e+05
  12.1212   -3.0000 6.7743e+05
  12.1212   -2.9394 6.9885e+05
  12.1212   -2.8788 7.2011e+05
  12.1212   -2.8182 7.4119e+05
  12.1212   -2.7576 7.6205e+05
  12.1212   -2.6970 7.8267e+05
  12.1212   -2.6364 8.0302e+05
  12.1212   -2.5758 8.2308e+05
  12.1212   -2.5152 8.4281e+05
  12.1212   -2.4545 8.6221e+05
  12.1212   -2.3939 8.8133e+05
  12.1212   -2.3333 9.0014e+05
  12.1212   -2.2727 9.1860e+05
  12.1212   -2.2121 9.3671e+05
  12.1212   -2.1515 9.5443e+05
  12.1212   -2.0909 9.7174e+05
  12.1212   -2.0303 9.8862e+05
  12.1212   -1.9697 1.0050e+06
  12.1212   -1.9091 1.0210e+06
  12.1212   -1.8485 1.0366e+06
  12.1212   -1.7879 1.0518e+06
  12.1212   -1.7273 1.0665e+06
  12.1212   -1.6667 1.0808e+06
  12.1212   -1.6061 1.0946e+06
  12.1212   -1.5455 1.1079e+06
  12.1212   -1.4848 1.1207e+06
  12.1212   -1.4242 1.1330e+06
  12.1212   -1.3636 1.1449e+06
  12.1212   -1.3030 1.1563e+06
  12.1212   -1.2424 1.1671e+06
  12.1212   -1.1818 1.1775e+06
  12.1212   -1.1212 1.1874e+06
  12.1212   -1.0606 1.1968e+06
  12.1212   -1.0000 1.2058e+06
  12.1212   -0.9394 1.2142e+06
  12.1212   -0.8788 1.2221e+06
  12.1212   -0.8182 1.2296e+06
  12.1212   -0.7576 1.2365e+06
  12.1212   -0.6970 1.2429e+06
  12.1212   -0.6364 1.2488e+06
  12.1212   -0.5758 1.2542e+06
  12.1212   -0.5152 1.2591e+06
  12.1212   -0.4545 1.2634e+06
  12.1212   -0.3939 1.2672e+06
  12.1212   -0.3333 1.2705e+06
  12.1212   -0.2727 1.2732e+06
  12.1212   -0.2121 1.2754e+06
  12.1212   -0.1515 1.2771e+06
  12.1212   -0.0909 1.2782e+06
  12.1212   -0.0303 1.2788e+06
  12.1212    0.0303 1.2788e+06
  12.1212    0.0909 1.2782e+06
  12.1212    0.1515 1.2771e+06
  12.1212    0.2121 1.2754e+06
  12.1212    0.2727 1.2732e+06
  12.1212    0.3333 1.2705e+06
  12.1212    0.3939 1.2672e+06
  12.1212    0.4545 1.2634e+06
  12.1212    0.5152 1.2591e+06
  12.1212    0.5758 1.2542e+06
  12.1212    0.6364 1.2488e+06
  12.1212    0.6970 1.2429e+06
  12.1212    0.7576 1.2365e+06
  12.1212    0.8182 1.2296e+06
  12.1212    0.8788 1.2221e+06
  12.1212    0.9394 1.2142e+06
  12.1212    1.0000 1.2058e+06
  12.1212    1.0606 1.1968e+06
  12.1212    1.1212 1.1874e+06
  12.1212    1.1818 1.1775e+06
  12.1212    1.2424 1.1671e+06
  12.1212    1.3030 1.1563e+06
  12.1212    1.3636 1.1449e+06
  12.1212    1.4242 1.1330e+06
  12.1212    1.4848 1.1207e+06
  12.1212    1.5455 1.1079e+06
  12.1212    1.6061 1.0946e+06
  12.1212    1.6667 1.0808e+06
  12.1212    1.7273 1.0665e+06
  12.1212    1.7879 1.0518e+06
  12.1212    1.8485 1.0366e+06
  12.1212    1.9091 1.0210e+06
  12.1212    1.9697 1.0050e+06
  12.1212    2.0303 9.8862e+05
  12.1212    2.0909 9.7174e+05
  12.1212    2.1515 9.5443e+05
  12.1212    2.2121 9.3671e+05
  12.1212    2.2727 9.1860e+05
  12.1212    2.3333 9.0014e+05
  12.1212    2.3939 8.8133e+05
  12.1212    2.4545 8.6221e+05
  12.1212    2.5152 8.4281e+05
  12.1212    2.5758 8.2308e+05
  12.1212    2.6364 8.0302e+05
  12.1212    2.6970 7.8267e+05
  12.1212    2.7576 7.6205e+05
  12.1212    2.8182 7.4119e+05
  12.1212    2.8788 7.2011e+05
  12.1212    2.9394 6.9885e+05
  12.1212    3.0000 6.7743e+05
  12.6263   -3.0000 5.6092e+05
  12.6263   -2.9394 5.7911e+05
  12.6263   -2.8788 5.9719e+05
  12.6263   -2.8182 6.1511e+05
  12.6263   -2.7576 6.3286e+05
  12.6263   -2.6970 6.5042e+05
  12.6263   -2.6364 6.6777e+05
  12.6263   -2.5758 6.8487e+05
  12.6263   -2.5152 7.0171e+05
  12.6263   -2.4545 7.1828e+05
  12.6263   -2.3939 7.3461e+05
  12.6263   -2.3333 7.5068e+05
  12.6263   -2.2727 7.6646e+05
  12.6263   -2.2121 7.8194e+05
  12.6263   -2.1515 7.9709e+05
  12.6263   -2.0909 8.1189e+05
  12.6263   -2.0303 8.2633e+05
  12.6263   -1.9697 8.4037e+05
  12.6263   -1.9091 8.5408e+05
  12.6263   -1.8485 8.6743e+05
  12.6263   -1.7879 8.8042e+05
  12.6263   -1.7273 8.9303e+05
  12.6263   -1.6667 9.0526e+05
  12.6263   -1.6061 9.1708e+05
  12.6263   -1.5455 9.2849e+05
  12.6263   -1.4848 9.3946e+05
  12.6263   -1.4242 9.5002e+05
  12.6263   -1.3636 9.6017e+05
  12.6263   -1.3030 9.6992e+05
  12.6263   -1.2424 9.7924e+05
  12.6263   -1.1818 9.8815e+05
  12.6263   -1.1212 9.9664e+05
  12.6263   -1.0606 1.0047e+06
  12.6263   -1.0000 1.0124e+06
  12.6263   -0.9394 1.0196e+06
  12.6263   -0.8788 1.0264e+06
  12.6263   -0.8182 1.0328e+06
  12.6263   -0.7576 1.0387e+06
  12.6263   -0.6970 1.0442e+06
  12.6263   -0.6364 1.0493e+06
  12.6263   -0.5758 1.0539e+06
  12.6263   -0.5152 1.0581e+06
  12.6263   -0.4545 1.0618e+06
  12.6263   -0.3939 1.0651e+06
  12.6263   -0.3333 1.0679e+06
  12.6263   -0.2727 1.0702e+06
  12.6263   -0.2121 1.0721e+06
  12.6263   -0.1515 1.0735e+06
  12.6263   -0.0909 1.0744e+06
  12.6263   -0.0303 1.0749e+06
  12.6263    0.0303 1.0749e+06
  12.6263    0.0909 1.0744e+06
  12.6263    0.1515 1.0735e+06
  12.6263    0.2121 1.0721e+06
  12.6263    0.2727 1.0702e+06
  12.6263    0.3333 1.0679e+06
  12.6263    0.3939 1.0651e+06
  12.6263    0.4545 1.0618e+06
  12.6263    0.5152 1.0581e+06
  12.6263    0.5758 1.0539e+06
  12.6263    0.6364 1.0493e+06
  12.6263    0.6970 1.0442e+06
  12.6263    0.7576 1.0387e+06
  12.6263    0.8182 1.0328e+06
  12.6263    0.8788 1.0264e+06
  12.6263    0.9394 1.0196e+06
  12.6263    1.0000 1.0124e+06
  12.6263    1.0606 1.0047e+06
  12.6263    1.1212 9.9664e+05
  12.6263    1.1818 9.8815e+05
  12.6263    1.2424 9.7924e+05
  12.6263    1.3030 9.6992e+05
  12.6263    1.3636 9.6017e+05
  12.6263    1.4242 9.5002e+05
  12.6263    1.4848 9.3946e+05
  12.6263    1.5455 9.2849e+05
  12.6263    1.6061 9.1708e+05
  12.6263    1.6667 9.0526e+05
  12.6263    1.7273 8.9303e+05
  12.6263    1.7879 8.8042e+05
  12.6263    1.8485 8.6743e+05
  12.6263    1.9091 8.5408e+05
  12.6263    1.9697 8.4037e+05
  12.6263    2.0303 8.2633e+05
  12.6263    2.0909 8.1189e+05
  12.6263    2.1515 7.9709e+05
  12.6263    2.2121 7.8194e+05
  12.6263    2.2727 7.6646e+05
  12.6263    2.3333 7.5068e+05
  12.6263    2.3939 7.3461e+05
  12.6263    2.4545 7.1828e+05
  12.6263    2.5152 7.0171e+05
  12.6263    2.5758 6.8487e+05
  12.6263    2.6364 6.6777e+05
  12.6263    2.6970 6.5042e+05
  12.6263    2.7576 6.3286e+05
  12.6263    2.8182 6.1511e+05
  12.6263    2.8788 5.9719e+05
  12.6263    2.9394 5.7911e+05
  12.6263    3.0000 5.6092e+05
  13.1313   -3.0000 4.6712e+05
  13.1313   -2.9394 4.8266e+05
  13.1313   -2.8788 4.9810e+05
  13.1313   -2.8182 5.1342e+05
  13.1313   -2.7576 5.2861e+05
  13.1313   -2.6970 5.4364e+05
  13.1313   -2.6364 5.5849e+05
  13.1313   -2.5758 5.7316e+05
  13.1313   -2.5152 5.8760e+05
  13.1313   -2.4545 6.0183e+05
  13.1313   -2.3939 6.1584e+05
  13.1313   -2.3333 6.2963e+05
  13.1313   -2.2727 6.4319e+05
  13.1313   -2.2121 6.5648e+05
  13.1313   -2.1515 6.6949e+05
  13.1313   -2.0909 6.8220e+05
  13.1313   -2.0303 6.9460e+05
  13.1313   -1.9697 7.0668e+05
  13.1313   -1.9091 7.1846e+05
  13.1313   -1.8485 7.2994e+05
  13.1313   -1.7879 7.4112e+05
  13.1313   -1.7273 7.5198e+05
  13.1313   -1.6667 7.6250e+05
  13.1313   -1.6061 7.7268e+05
  13.1313   -1.5455 7.8250e+05
  13.1313   -1.4848 7.9195e+05
  13.1313   -1.4242 8.0105e+05
  13.1313   -1.3636 8.0979e+05
  13.1313   -1.3030 8.1817e+05
  13.1313   -1.2424 8.2621e+05
  13.1313   -1.1818 8.3388e+05
  13.1313   -1.1212 8.4119e+05
  13.1313   -1.0606 8.4815e+05
  13.1313   -1.0000 8.5473e+05
  13.1313   -0.9394 8.6095e+05
  13.1313   -0.8788 8.6681e+05
  13.1313   -0.8182 8.7231e+05
  13.1313   -0.7576 8.7744e+05
  13.1313   -0.6970 8.8219e+05
  13.1313   -0.6364 8.8656e+05
  13.1313   -0.5758 8.9054e+05
  13.1313   -0.5152 8.9414e+05
  13.1313   -0.4545 8.9734e+05
  13.1313   -0.3939 9.0015e+05
  13.1313   -0.3333 9.0256e+05
  13.1313   -0.2727 9.0457e+05
  13.1313   -0.2121 9.0619e+05
  13.1313   -0.1515 9.0741e+05
  13.1313   -0.0909 9.0823e+05
  13.1313   -0.0303 9.0866e+05
  13.1313    0.0303 9.0866e+05
  13.1313    0.0909 9.0823e+05
  13.1313    0.1515 9.0741e+05
  13.1313    0.2121 9.0619e+05
  13.1313    0.2727 9.0457e+05
  13.1313    0.3333 9.0256e+05
  13.1313    0.3939 9.0015e+05
  13.1313    0.4545 8.9734e+05
  13.1313    0.5152 8.9414e+05
  13.1313    0.5758 8.9054e+05
  13.1313    0.6364 8.8656e+05
  13.1313    0.6970 8.8219e+05
  13.1313    0.7576 8.7744e+05
  13.1313    0.8182 8.7231e+05
  13.1313    0.8788 8.6681e+05
  13.1313    0.9394 8.6095e+05
  13.1313    1.0000 8.5473e+05
  13.1313    1.0606 8.4815e+05
  13.1313    1.1212 8.4119e+05
  13.1313    1.1818 8.3388e+05
  13.1313    1.2424 8.2621e+05
  13.1313    1.3030 8.1817e+05
  13.1313    1.3636 8.0979e+05
  13.1313    1.4242 8.0105e+05
  13.1313    1.4848 7.9195e+05
  13.1313    1.5455 7.8250e+05
  13.1313    1.6061 7.7268e+05
  13.1313    1.6667 7.6250e+05
  13.1313    1.7273 7.5198e+05
  13.1313    1.7879 7.4112e+05
  13.1313    1.8485 7.2994e+05
  13.1313    1.9091 7.1846e+05
  13.1313    1.9697 7.0668e+05
  13.1313    2.0303 6.9460e+05
  13.1313    2.0909 6.8220e+05
  13.1313    2.1515 6.6949e+05
  13.1313    2.2121 6.5648e+05
  13.1313    2.2727 6.4319e+05
  13.1313    2.3333 6.2963e+05
  13.1313    2.3939 6.1584e+05
  13.1313    2.4545 6.0183e+05
  13.1313    2.5152 5.8760e+05
  13.1313    2.5758 5.7316e+05
  13.1313    2.6364 5.5849e+05
  13.1313    2.6970 5.4364e+05
  13.1313    2.7576 5.2861e+05
  13.1313    2.8182 5.1342e+05
  13.1313    2.8788 4.9810e+05
  13.1313    2.9394 4.8266e+05
  13.1313    3.0000 4.6712e+05
  13.6364   -3.0000 3.9113e+05
  13.6364   -2.9394 4.0445e+05
  13.6364   -2.8788 4.1769e+05
  13.6364   -2.8182 4.3085e+05
  13.6364   -2.7576 4.4391e+05
  13.6364   -2.6970 4.5683e+05
  13.6364   -2.6364 4.6962e+05
  13.6364   -2.5758 4.8225e+05
  13.6364   -2.5152 4.9470e+05
  13.6364   -2.4545 5.0696e+05
  13.6364   -2.3939 5.1905e+05
  13.6364   -2.3333 5.3094e+05
  13.6364   -2.2727 5.4263e+05
  13.6364   -2.2121 5.5409e+05
  13.6364   -2.1515 5.6531e+05
  13.6364   -2.0909 5.7628e+05
  13.6364   -2.0303 5.8698e+05
  13.6364   -1.9697 5.9741e+05
  13.6364   -1.9091 6.0758e+05
  13.6364   -1.8485 6.1751e+05
  13.6364   -1.7879 6.2717e+05
  13.6364   -1.7273 6.3656e+05
  13.6364   -1.6667 6.4566e+05
  13.6364   -1.6061 6.5446e+05
  13.6364   -1.5455 6.6295e+05
  13.6364   -1.4848 6.7113e+05
  13.6364   -1.4242 6.7900e+05
  13.6364   -1.3636 6.8656e+05
  13.6364   -1.3030 6.9381e+05
  13.6364   -1.2424 7.0076e+05
  13.6364   -1.1818 7.0740e+05
  13.6364   -1.1212 7.1373e+05
  13.6364   -1.0606 7.1975e+05
  13.6364   -1.0000 7.2544e+05
  13.6364   -0.9394 7.3083e+05
  13.6364   -0.8788 7.3590e+05
  13.6364   -0.8182 7.4066e+05
  13.6364   -0.7576 7.4509e+05
  13.6364   -0.6970 7.4920e+05
  13.6364   -0.6364 7.5299e+05
  13.6364   -0.5758 7.5644e+05
  13.6364   -0.5152 7.5955e+05
  13.6364   -0.4545 7.6232e+05
  13.6364   -0.3939 7.6475e+05
  13.6364   -0.3333 7.6684e+05
  13.6364   -0.2727 7.6858e+05
  13.6364   -0.2121 7.6999e+05
  13.6364   -0.1515 7.7104e+05
  13.6364   -0.0909 7.7175e+05
  13.6364   -0.0303 7.7212e+05
  13.6364    0.0303 7.7212e+05
  13.6364    0.0909 7.7175e+05
  13.6364    0.1515 7.7104e+05
  13.6364    0.2121 7.6999e+05
  13.6364    0.2727 7.6858e+05
  13.6364    0.3333 7.6684e+05
  13.6364    0.3939 7.6475e+05
  13.6364    0.4545 7.6232e+05
  13.6364    0.5152 7.5955e+05
  13.6364    0.5758 7.5644e+05
  13.6364    0.6364 7.5299e+05
  13.6364    0.6970 7.4920e+05
  13.6364    0.7576 7.4509e+05
  13.6364    0.8182 7.4066e+05
  13.6364    0.8788 7.3590e+05
  13.6364    0.9394 7.3083e+05
  13.6364    1.0000 7.2544e+05
  13.6364    1.0606 7.1975e+05
  13.6364    1.1212 7.1373e+05
  13.6364    1.1818 7.0740e+05
  13.6364    1.2424 7.0076e+05
  13.6364    1.3030 6.9381e+05
  13.6364    1.3636 6.8656e+05
  13.6364    1.4242 6.7900e+05
  13.6364    1.4848 6.7113e+05
  13.6364    1.5455 6.6295e+05
  13.6364    1.6061 6.5446e+05
  13.6364    1.6667 6.4566e+05
  13.6364    1.7273 6.3656e+05
  13.6364    1.7879 6.2717e+05
  13.6364    1.8485 6.1751e+05
  13.6364    1.9091 6.0758e+05
  13.6364    1.9697 5.9741e+05
  13.6364    2.0303 5.8698e+05
  13.6364    2.0909 5.7628e+05
  13.6364    2.1515 5.6531e+05
  13.6364    2.2121 5.5409e+05
  13.6364    2.2727 5.4263e+05
  13.6364    2.3333 5.3094e+05
  13.6364    2.3939 5.1905e+05
  13.6364    2.4545 5.0696e+05
  13.6364    2.5152 4.9470e+05
  13.6364    2.5758 4.8225e+05
  13.6364    2.6364 4.6962e+05
  13.6364    2.6970 4.5683e+05
  13.6364    2.7576 4.4391e+05
  13.6364    2.8182 4.3085e+05
  13.6364    2.8788 4.1769e+05
  13.6364    2.9394 4.0445e+05
  13.6364    3.0000 3.9113e+05
  14.1414   -3.0000 3.2917e+05
  14.1414   -2.9394 3.4064e+05
  14.1414   -2.8788 3.5206e+05
  14.1414   -2.8182 3.6341e+05
  14.1414   -2.7576 3.7468e+05
  14.1414   -2.6970 3.8584e+05
  14.1414   -2.6364 3.9689e+05
  14.1414   -2.5758 4.0781e+05
  14.1414   -2.5152 4.1858e+05
  14.1414   -2.4545 4.2920e+05
  14.1414   -2.3939 4.3966e+05
  14.1414   -2.3333 4.4996e+05
  14.1414   -2.2727 4.6008e+05
  14.1414   -2.2121 4.7001e+05
  14.1414   -2.1515 4.7973e+05
  14.1414   -2.0909 4.8924e+05
  14.1414   -2.0303 4.9852e+05
  14.1414   -1.9697 5.0756e+05
  14.1414   -1.9091 5.1638e+05
  14.1414   -1.8485 5.2500e+05
  14.1414   -1.7879 5.3339e+05
  14.1414   -1.7273 5.4154e+05
  14.1414   -1.6667 5.4944e+05
  14.1414   -1.6061 5.5709e+05
  14.1414   -1.5455 5.6447e+05
  14.1414   -1.4848 5.7157e+05
  14.1414   -1.4242 5.7840e+05
  14.1414   -1.3636 5.8498e+05
  14.1414   -1.3030 5.9128e+05
  14.1414   -1.2424 5.9732e+05
  14.1414   -1.1818 6.0309e+05
  14.1414   -1.1212 6.0859e+05
  14.1414   -1.0606 6.1382e+05
  14.1414   -1.0000 6.1876e+05
  14.1414   -0.9394 6.2345e+05
  14.1414   -0.8788 6.2785e+05
  14.1414   -0.8182 6.3199e+05
  14.1414   -0.7576 6.3584e+05
  14.1414   -0.6970 6.3942e+05
  14.1414   -0.6364 6.4271e+05
  14.1414   -0.5758 6.4571e+05
  14.1414   -0.5152 6.4841e+05
  14.1414   -0.4545 6.5082e+05
  14.1414   -0.3939 6.5293e+05
  14.1414   -0.3333 6.5475e+05
  14.1414   -0.2727 6.5627e+05
  14.1414   -0.2121 6.5748e+05
  14.1414   -0.1515 6.5840e+05
  14.1414   -0.0909 6.5902e+05
  14.1414   -0.0303 6.5934e+05
  14.1414    0.0303 6.5934e+05
  14.1414    0.0909 6.5902e+05
  14.1414    0.1515 6.5840e+05
  14.1414    0.2121 6.5748e+05
  14.1414    0.2727 6.5627e+05
  14.1414    0.3333 6.5475e+05
  14.1414    0.3939 6.5293e+05
  14.1414    0.4545 6.5082e+05
  14.1414    0.5152 6.4841e+05
  14.1414    0.5758 6.4571e+05
  14.1414    0.6364 6.4271e+05
  14.1414    0.6970 6.3942e+05
  14.1414    0.7576 6.3584e+05
  14.1414    0.8182 6.3199e+05
  14.1414    0.8788 6.2785e+05
  14.1414    0.9394 6.2345e+05
  14.1414    1.0000 6.1876e+05
  14.1414    1.0606 6.1382e+05
  14.1414    1.1212 6.0859e+05
  14.1414    1.1818 6.0309e+05
  14.1414    1.2424 5.9732e+05
  14.1414    1.3030 5.9128e+05
  14.1414    1.3636 5.8498e+05
  14.1414    1.4242 5.7840e+05
  14.1414    1.4848 5.7157e+05
  14.1414    1.5455 5.6447e+05
  14.1414    1.6061 5.5709e+05
  14.1414    1.6667 5.4944e+05
  14.1414    1.7273 5.4154e+05
  14.1414    1.7879 5.3339e+05
  14.1414    1.8485 5.2500e+05
  14.1414    1.9091 5.1638e+05
  14.1414    1.9697 5.0756e+05
