mass_GeV,n_events,n_hits,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,invf_min_sample_ess,invf_min_event_ess,invf_min_max_event_fraction,peak_sample_ess,peak_event_ess,peak_max_event_fraction,invf_max_sample_ess,invf_max_event_ess,invf_max_max_event_fraction,exclusion_reason
2.1,1199988,12075,True,23.207852933478115,4.45552368492883e-08,1.4920010581783978e-08,1.162195643058679e-07,False,False,62461.11670112297,2379.9417034700264,0.0013425747836106885,60135.17435622942,1809.3399407298398,0.001821655644828978,15810.072854835833,527.2008239625168,0.010357607390218165,
2.15,1199988,11963,True,22.37540874279844,4.455494710469509e-08,1.501348876511399e-08,1.1243488366546202e-07,False,False,59873.42935431654,2318.7628941830385,0.0012726594130952897,57227.82201103521,1721.9579677309423,0.0017953271773883794,18529.974302997052,619.6059804876821,0.007387824324076816,
2.2,1199988,12150,True,22.478559006233876,4.3834605543339314e-08,1.489872078952392e-08,1.0990748256878959e-07,False,False,62267.415321473854,2345.8314746776136,0.0013522379598693468,58653.109977659435,1745.7288636795743,0.0019511742526810716,15715.007965951369,520.6180561160471,0.010367317211244925,
2.25,1199988,12086,True,21.94315482596846,4.277130628409812e-08,1.4713466853767015e-08,1.0592420748525714e-07,False,False,63489.52930772498,2427.088355379492,0.0012170995584984828,60272.517993195404,1813.0441538135722,0.0017819034195665187,17828.65413000787,582.562267415137,0.00645119131789158,
2.3,1199988,12150,True,21.357673606316133,4.308169890006045e-08,1.4850270134232826e-08,1.0609701112446212e-07,False,False,61375.46287348192,2368.153714470353,0.0012982768452981983,58835.244220993874,1770.8505072953103,0.0019633211646602504,17610.290469982454,568.9858000176581,0.008692762116442848,
2.35,1199988,11915,True,18.951214805501465,4.224710637879787e-08,1.503929637160396e-08,1.031659866911665e-07,False,False,57885.36492038786,2271.175872374602,0.0012780061154776484,55722.01921743382,1693.3242703768806,0.0018508794475056102,17189.62321593165,558.8117668151382,0.006887674805616901,
2.4,1199988,11949,True,19.029950713132088,4.2208378859461645e-08,1.5165793263554707e-08,1.0314950107012138e-07,False,False,58490.97854014217,2258.0608584409097,0.001276052269078694,56935.36290760022,1722.5391554429,0.0017904621727948494,18110.989647695205,578.6072061367771,0.008000292344990495,
2.45,1199988,11875,True,18.909419512490715,4.281173564877224e-08,1.5351935828200774e-08,1.0267536136071875e-07,False,False,58421.21626490279,2274.0408916490574,0.0012482265244711504,56068.4832243801,1708.2261095708022,0.0019379440393075165,19941.518122878253,653.7547418242564,0.005814053168156092,
2.5,1199988,11870,True,19.81377664990189,4.351994021904911e-08,1.5490175276680528e-08,1.0468887260296128e-07,False,False,58274.075995538115,2259.022539197965,0.0012446334132035289,55093.86425328892,1672.8689931277916,0.0021308675833184333,19114.260565326247,621.414938108975,0.007252597771409753,
2.55,1199988,11809,True,20.236774484829706,4.522449747600521e-08,1.589327191011006e-08,1.1035867203270597e-07,False,False,55743.50302443514,2242.646233493585,0.0013402954346722097,54910.374176505604,1667.4153040906042,0.002030280636112768,17659.42367768509,564.8149095455158,0.007920789953329373,
2.6,1199988,11945,True,14.9150208325726,3.787444357386599e-08,1.4801058697890446e-08,8.636136751313201e-08,False,False,59834.76751490358,2333.9124231541873,0.0010956717011656703,56130.69278017687,1722.8643694281445,0.0017001978476944646,21514.536946123564,695.4613052467147,0.006070350145331526,
2.65,1199988,11831,True,12.764738476931889,3.554958995437646e-08,1.4653780796129393e-08,7.663475034995311e-08,False,False,59796.62987163234,2287.697720278891,0.0012224095503257668,56646.250746591504,1712.0445863666575,0.001891341575166206,21490.491904809318,681.7483878461198,0.007076966647503396,
2.7,1199988,11614,True,10.343974276637505,3.278812539220343e-08,1.4651384072390733e-08,6.710408412157115e-08,False,False,57597.46893895553,2169.495616753155,0.0011572058456953234,54140.562328467095,1676.9274796113468,0.0017983006950446946,22282.90382065043,686.2003207632247,0.006411332469455599,
2.75,1199988,11761,True,9.237692671782433,3.134801621648629e-08,1.4576279430831624e-08,6.280872400295679e-08,False,False,58610.44367504725,2199.046524303136,0.0012487001505559869,54186.624894915396,1673.028565690975,0.0020424088965307835,24236.311633964484,751.6493016830407,0.0062799469323188365,
2.8,1199988,11787,True,8.201145329596066,3.014057440076103e-08,1.462039975203947e-08,5.774918387805343e-08,False,False,58491.631470881024,2183.3382772048813,0.0012294890333185507,54173.9212580352,1670.0078255332605,0.0018603130395312148,25940.926469155642,807.1217442551397,0.004586635723290681,
2.85,1199988,11766,True,7.510666936076425,2.899071329523152e-08,1.456211788290622e-08,5.438587057025059e-08,False,False,58208.44184586188,2155.8694990059867,0.0012045654340221193,53955.45511336304,1670.9649544252584,0.0018152447610875302,26137.668762178655,802.7894290953991,0.005252476923437847,
2.9,1199988,11763,True,6.676375620754223,2.7648639761375108e-08,1.4630945217311957e-08,4.903486814563536e-08,False,False,57791.15387532155,2128.2429720248315,0.0012356827071158007,52283.34340655996,1629.1880561633002,0.0017229571253555233,27920.096569631503,852.4223322534682,0.0046063426439534,
2.95,1199988,11684,True,6.0421178053311,2.676270473975683e-08,1.4800905646324547e-08,4.5761108521728266e-08,False,False,57674.439251091135,2120.7578904846027,0.0011899241935055534,52431.3209827706,1647.2010881555573,0.0019088419954194518,30149.312513761302,928.6348486384107,0.004083803693190542,
3.0,1199988,11582,True,5.427595526349357,2.5853644830373702e-08,1.5064341121717574e-08,4.2283079376099434e-08,False,False,57393.85041812112,2059.190386253115,0.0012484560875663988,51973.730054171174,1634.6871854123656,0.0021278694011414565,31407.931470515086,968.3755936080263,0.004821396110217262,
3.1,1199988,11540,True,4.405059097501073,2.4182011896487655e-08,1.5691727217988278e-08,3.628566161330748e-08,False,False,56313.93354580229,1978.2760676008077,0.001265340878806432,50242.34869889528,1581.9922881434952,0.0018152415404183878,34246.6243092188,1045.8315266881466,0.003321522072502308,
3.12,1199988,11594,True,4.130167026730516,2.3847158571917062e-08,1.6158793458276604e-08,3.438444759578829e-08,False,False,54417.17860721298,1895.118791400716,0.0013580625513819656,49790.10187894044,1566.1355799280668,0.0018004896281171394,36588.66957033934,1114.5149866098789,0.0029490124793479606,
3.14,1199988,11662,True,4.0611131710919794,2.3524381810692976e-08,1.6141576949940572e-08,3.358325930303515e-08,False,False,54790.54414718461,1900.6019832210231,0.001315079211517179,49665.07486005672,1579.6820518270035,0.0019817782162733,36380.1403714033,1122.646717001126,0.0031150712206897656,
3.16,1199988,11631,True,3.9529883610831793,2.3351857654982557e-08,1.6309786394209362e-08,3.28170241171143e-08,False,False,55241.67103162034,1894.2656406277358,0.0013985383694690324,50604.931030243744,1587.9677244579796,0.002070484787863167,38272.51857291778,1159.657172120899,0.0032259658559190434,
3.18,1199988,11569,True,3.610081799389116,2.3062730029292367e-08,1.722058311343988e-08,3.041426597101776e-08,False,False,52078.204833972726,1775.1514112791428,0.0014351721992684411,47122.336403627116,1504.2253245049465,0.001850422474352307,37971.35706136707,1180.4630758474975,0.0027236489267927605,
3.2,1199988,11759,True,3.591679659944922,2.283954648021379e-08,1.7076690502289884e-08,3.016940153921266e-08,False,False,54013.58248943993,1873.4817292624064,0.0013187575284485343,49395.31301055411,1596.607679860893,0.0019350195952471802,39883.03386883722,1248.4565398728416,0.0025803761838128244,
3.22,1199988,11590,True,3.635119472425531,2.249834402762369e-08,1.6741480904334344e-08,2.9769967318124684e-08,False,False,54969.57305622687,1872.5987328538283,0.0013246468074038767,49914.0440463917,1587.0134482152366,0.0017259236479077638,39782.10716870105,1225.7132583633288,0.0024487336197672794,
3.24,1199988,11580,True,3.2270782167319987,2.233275599596459e-08,1.8577900434952878e-08,2.6700010148337486e-08,False,False,50688.104673596274,1680.6796197849187,0.001568806148827878,46593.285001168275,1479.0900162506523,0.001940337041950315,40875.89782484193,1264.8345116855721,0.0025012797484318347,
3.26,1199988,11580,True,3.1364410336826722,2.1933430920027553e-08,1.9036779399686167e-08,2.5186803790807564e-08,False,False,50427.5604315246,1651.7363980644798,0.0016936269714940093,47329.61286254395,1503.547116226303,0.002086890809158389,43155.12799517047,1344.4909630199093,0.00253166124717114,
3.28,1199988,11451,True,3.061707264388429,2.208349695153153e-08,2.0090944670785174e-08,2.423030004171956e-08,False,False,48345.84359754076,1554.7807485881308,0.0018669531102519254,46287.20319218327,1464.5936450394854,0.002061728824386737,43790.02062703555,1368.564265454409,0.0022458174663393107,
3.3,1199988,11508,False,2.9716874509213342,2.1641761462379936e-08,,,False,False,,,,46824.725014276315,1495.8316749980393,0.0018049315015869869,,,,
3.32,1199988,11557,False,2.7007242394864956,2.105657140907964e-08,,,False,False,,,,44673.25137994766,1439.1496952435627,0.0020400198665655417,,,,
3.34,1199988,11497,False,2.713815247493822,2.104738082786085e-08,,,False,False,,,,45815.56798483128,1476.700145203157,0.001940171527559092,,,,
3.36,1199988,11577,False,2.5562858706642757,2.085527555073427e-08,,,False,False,,,,45305.659779845744,1475.9881127230472,0.0019627327767990366,,,,
3.38,1199988,11565,False,2.523702828400304,2.0622812539906535e-08,,,False,False,,,,44276.8604082619,1417.4872282675071,0.002144408144910919,,,,
3.4,1199988,11586,False,2.39009640367771,2.0446081997168286e-08,,,False,False,,,,44566.794774426475,1425.9075485345866,0.001987414135871073,,,,
3.5,1199988,11521,False,1.9509969757428665,1.9831419008252164e-08,,,False,False,,,,40476.137441820414,1295.986489583749,0.002999571181181216,,,,
3.6,1066656,10266,False,0.7904504144505999,1.2805803979406956e-08,,,False,False,,,,40973.956465555544,1239.9045980027163,0.0026498826875115114,,,,
3.7,1066656,10169,False,0.48920178649215085,1.0646494288814062e-08,,,False,False,,,,37407.95578954003,1123.5024968083528,0.0030259921755254205,,,,
3.8,1066656,10129,False,0.2690663662060795,8.255514845891513e-09,,,False,False,,,,33334.60422224394,957.769388608749,0.003223104936510468,,,,
3.9,533328,5025,False,0.18557742218117904,7.1996182196209035e-09,,,False,False,,,,30859.854224199167,875.5558881285642,0.0038793743555300773,,,,
4.0,533328,5155,False,0.13858473472157293,6.605932282761087e-09,,,False,False,,,,25569.853495033098,720.4872536382484,0.00481579161618943,,,,
4.1,399996,3787,False,0.10664063344478354,6.475947564681841e-09,,,False,False,,,,21047.585897276655,580.8387912439811,0.005289564364549719,,,,
4.2,399996,3824,False,0.08189102544671133,6.020389984921582e-09,,,False,False,,,,18121.80944066239,506.6651558991158,0.005495841582570711,,,,
4.3,399996,3816,False,0.06948031976880571,5.652147438913131e-09,,,False,False,,,,15385.110065962861,418.3316123470138,0.005543730353418178,,,,
4.4,266664,2612,False,0.05006567875329301,5.447068043229807e-09,,,False,False,,,,11804.695136889095,323.5533693746348,0.0066951892711266175,,,,
4.5,133332,1324,False,0.03968971546403762,5.189306668075484e-09,,,False,False,,,,11148.316796630408,313.7900417456356,0.006838590956005477,,,,
4.6,133332,1285,False,0.03509358884478358,5.08188479058283e-09,,,False,False,,,,11210.26625591642,310.75155605572417,0.0065721658256607815,,,,
4.65,133332,1298,False,0.029911651642826338,5.118583800252097e-09,,,False,False,,,,10865.419691134211,300.36746556061155,0.0068412996857202205,,,,
4.7,133332,1240,False,0.022390318530939948,5.003213403251634e-09,,,False,False,,,,10554.564071358815,291.83807923678177,0.007293377403814044,,,,
4.75,133332,1275,False,0.01646485359527223,4.891160997650112e-09,,,False,False,,,,11535.689320842366,319.8952264290439,0.006783796736754421,,,,
