mass_GeV,has_sensitivity,any_variation_sensitive,any_halo_variation_sensitive,decay_structure_variation,decay_structure_has_sensitivity,decay_structure_restores_sensitivity,decay_structure_removes_sensitivity,decay_structure_included_in_halo,numerical_control_n_sensitive,numerical_control_any_sensitive,numerical_control_all_sensitive,numerical_control_sensitive_variations,numerical_control_included_in_halo,halo_restores_sensitivity,halo_restores_sensitivity_variations,halo_removes_sensitivity,halo_removes_sensitivity_variations,envelope_definition,invf_min_central,invf_min_open,invf_min_decay_structure,invf_min_decay_structure_open,invf_min_central_repeat_1,invf_min_central_repeat_2,invf_min_scale_lo,invf_min_scale_hi,invf_min_scale_lo_variation,invf_min_scale_hi_variation,invf_min_mb_lo,invf_min_mb_hi,invf_min_mb_lo_variation,invf_min_mb_hi_variation,invf_min_gg_lo,invf_min_gg_hi,invf_min_gg_lo_variation,invf_min_gg_hi_variation,invf_min_cbs_lo,invf_min_cbs_hi,invf_min_cbs_lo_variation,invf_min_cbs_hi_variation,invf_min_pdf_p16,invf_min_pdf_p84,invf_min_pdf_log10_std,invf_min_pdf_n_finite,invf_min_envelope_lo,invf_min_envelope_hi,invf_min_any_variation_open,invf_min_variation_missing,invf_min_envelope_lo_source,invf_min_envelope_hi_source,invf_min_physical_envelope_max_abs_dex,invf_min_repeat_median_abs_dex,invf_min_repeat_max_abs_dex,invf_min_repeat_median_abs_fraction,invf_min_repeat_max_abs_fraction,invf_min_repeat_missing,invf_min_repeat_not_subdominant,invf_max_central,invf_max_open,invf_max_decay_structure,invf_max_decay_structure_open,invf_max_central_repeat_1,invf_max_central_repeat_2,invf_max_scale_lo,invf_max_scale_hi,invf_max_scale_lo_variation,invf_max_scale_hi_variation,invf_max_mb_lo,invf_max_mb_hi,invf_max_mb_lo_variation,invf_max_mb_hi_variation,invf_max_gg_lo,invf_max_gg_hi,invf_max_gg_lo_variation,invf_max_gg_hi_variation,invf_max_cbs_lo,invf_max_cbs_hi,invf_max_cbs_lo_variation,invf_max_cbs_hi_variation,invf_max_pdf_p16,invf_max_pdf_p84,invf_max_pdf_log10_std,invf_max_pdf_n_finite,invf_max_envelope_lo,invf_max_envelope_hi,invf_max_any_variation_open,invf_max_variation_missing,invf_max_envelope_lo_source,invf_max_envelope_hi_source,invf_max_physical_envelope_max_abs_dex,invf_max_repeat_median_abs_dex,invf_max_repeat_max_abs_dex,invf_max_repeat_median_abs_fraction,invf_max_repeat_max_abs_fraction,invf_max_repeat_missing,invf_max_repeat_not_subdominant,decay_structure_topology_differs,halo_topology_differs,halo_topology_difference_variations,numerical_control_topology_differs,numerical_control_topology_difference_variations,campaign_has_sensitivity,invf_min_campaign_central,invf_max_campaign_central,canonical_rebase_topology_compatible,envelope_reference
0.56,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,4.273860927301922e-08,False,4.243515185764423e-08,False,4.224360374895299e-08,4.2430678042231376e-08,3.956920341724474e-08,5.006775755467759e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,4.1564265332656516e-08,4.451051986413505e-08,mass_4p5,mass_5,4.2738609273019214e-08,4.2738609273019214e-08,central,central,3.9018129325655174e-08,4.785246653106745e-08,cbs_up,cbs_down,4.247451620857844e-08,4.33953095380355e-08,0.005218879403729421,100.0,3.9018129325655174e-08,5.006775755467759e-08,False,False,cbs,scale,0.06873775457417164,0.00095950581155968,0.0017740340005767408,0.002205205786213804,0.004076532534740607,False,False,4.157448476790304e-06,False,4.030831561727466e-06,False,3.73730420288685e-06,4.314717377548316e-06,3.7998030247126744e-06,4.417042609340828e-06,scale_muR2_muF2,scale_muR1_muF2,4.015636356598876e-06,4.357315167836263e-06,mass_4p5,mass_5,4.1574484767903e-06,4.1574484767903e-06,central,central,4.009650135115422e-06,4.240532463577088e-06,cbs_down,cbs_up,3.841859765991637e-06,4.443514294089976e-06,0.03254320100888097,100.0,3.7998030247126744e-06,4.443514294089976e-06,False,False,scale,pdf,0.039065791601093025,0.031196952286164148,0.037676164242332,0.07083078901928908,0.08309606669164604,False,False,False,False,,False,,True,4.241651605666835e-08,4.076004112450461e-06,True,canonical_high_statistics_central
0.58,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,4.1814751604633364e-08,False,4.22422376159898e-08,False,4.180119743256343e-08,4.184278438661803e-08,3.8020624071235014e-08,4.7986313394245676e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,4.0375139913358205e-08,4.327613738969923e-08,mass_4p5,mass_5,4.181475160463335e-08,4.181475160463335e-08,central,central,3.819984707682239e-08,4.683441897596159e-08,cbs_up,cbs_down,4.112341091044336e-08,4.2003786485878766e-08,0.004660200936145672,100.0,3.8020624071235014e-08,4.7986313394245676e-08,False,False,scale,scale,0.059787864766761345,0.002767052995344521,0.0029829799007892177,0.00635099799351968,0.006845030373304861,False,False,3.93710574545875e-06,False,3.562730080681068e-06,False,4.091170420719799e-06,3.710831221644397e-06,3.844267106159431e-06,4.6461713585938024e-06,scale_muR0p5_muF1,scale_muR1_muF0p5,3.93710574545875e-06,4.4878068526630975e-06,central,mass_4p5,3.93710574545875e-06,3.93710574545875e-06,central,central,3.785309772556392e-06,4.024237857935205e-06,cbs_down,cbs_up,4.002375794085973e-06,4.531460811655118e-06,0.02819736106104347,100.0,3.785309772556392e-06,4.6461713585938024e-06,False,False,cbs,scale,0.07191814374574701,0.03557074376371805,0.05675892815787442,0.08664428225729304,0.13961702373294926,False,False,False,False,,False,,True,4.2089299969244065e-08,3.589952006261446e-06,True,canonical_high_statistics_central
0.6,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,4.1222831681862165e-08,False,4.123980848453494e-08,False,4.1256688499450195e-08,4.099051199342695e-08,3.7458686904939935e-08,4.799010222451684e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.955398086889135e-08,4.27601484025783e-08,mass_4p5,mass_5,4.122283168186215e-08,4.122283168186215e-08,central,central,3.754920171080933e-08,4.617149314419032e-08,cbs_up,cbs_down,4.0733481792682293e-08,4.164585820136714e-08,0.004993829916769528,100.0,3.7458686904939935e-08,4.799010222451684e-08,False,False,scale,scale,0.06601385397415349,0.0014055115635338566,0.0018174890770916718,0.0032332470672680746,0.004176178666993491,False,False,3.787948336081209e-06,False,3.5315492196217767e-06,False,3.4761644275920846e-06,3.4714415884550566e-06,3.7727900951820328e-06,4.258865179578139e-06,scale_muR1_muF0p5,scale_muR0p5_muF1,3.4061488071324954e-06,3.953632314461815e-06,mass_4p5,mass_5,3.7879483360812052e-06,3.7879483360812052e-06,central,central,3.651533595964546e-06,3.884582202816795e-06,cbs_down,cbs_up,3.6741019262158343e-06,4.323991931166631e-06,0.033752560617318544,100.0,3.4061488071324954e-06,4.323991931166631e-06,False,False,mb,pdf,0.057480827843259696,0.009254796561157796,0.009550021029460787,0.02108427759993159,0.021749724298394946,False,False,False,False,,False,,True,4.1162413586930667e-08,3.5486231639089782e-06,True,canonical_high_statistics_central
0.62,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,4.0779355669554115e-08,False,4.0439331770783066e-08,False,4.06197468785253e-08,4.040233628188398e-08,3.719322130868922e-08,4.7154386870380197e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.938053093161581e-08,4.2232755774419026e-08,mass_4p5,mass_5,4.0779355669554115e-08,4.0779355669554115e-08,central,central,3.7173197335588946e-08,4.564028194568703e-08,cbs_up,cbs_down,4.050008586367265e-08,4.135396722449454e-08,0.005037696354161464,100.0,3.7173197335588946e-08,4.7154386870380197e-08,False,False,cbs,scale,0.06308174280253098,0.0012226289812966584,0.00238799582162752,0.002822784036107362,0.005513708427315134,False,False,3.6121009141184633e-06,False,3.5358842959643557e-06,False,3.3652298595959203e-06,3.479972083072486e-06,3.386094015405541e-06,4.074509552642669e-06,scale_muR1_muF2,scale_muR2_muF2,3.612100914118467e-06,3.9445786782292845e-06,central,mass_5,3.612100914118467e-06,3.612100914118467e-06,central,central,3.4757401718720443e-06,3.7041932976997735e-06,cbs_down,cbs_up,3.341176366233524e-06,3.926131542154387e-06,0.03474553471113815,100.0,3.341176366233524e-06,4.074509552642669e-06,False,False,pdf,scale,0.05231546530067366,0.016991833568500425,0.024272346684619528,0.038234511896125534,0.05435603928017296,False,False,False,False,,False,,True,4.039700954655016e-08,3.55866478228687e-06,True,canonical_high_statistics_central
0.64,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.9947877354965566e-08,False,3.991915939743343e-08,False,4.033559417445794e-08,3.963213445671696e-08,3.656154105713339e-08,4.668955268877602e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.847485172008894e-08,4.1224225255857414e-08,mass_4p5,mass_5,3.994787735496557e-08,3.994787735496557e-08,central,central,3.646569554753525e-08,4.473258992743367e-08,cbs_up,cbs_down,3.9401524275326046e-08,4.040837150933451e-08,0.005284598766140972,100.0,3.646569554753525e-08,4.668955268877602e-08,False,False,cbs,scale,0.06772600530681228,0.0038204980897367236,0.004715483546785748,0.008815283068044133,0.010916961975995232,False,False,3.503581174904398e-06,False,3.3635105989113776e-06,False,3.135575177952293e-06,3.500885076945012e-06,3.250376055989182e-06,3.983267101686248e-06,scale_muR2_muF1,scale_muR2_muF2,3.503581174904398e-06,3.897478177871412e-06,central,mass_4p5,3.503581174904398e-06,3.503581174904398e-06,central,central,3.389319867333724e-06,3.5672553965876178e-06,cbs_down,cbs_up,3.3579653485573332e-06,3.815912472649005e-06,0.031896148960984506,100.0,3.250376055989182e-06,3.983267101686248e-06,False,False,scale,scale,0.05572724523825645,0.02393031833909065,0.03349889911012838,0.05392812590898588,0.0742342681654391,False,False,False,False,,False,,True,3.990000731179315e-08,3.3870071770086177e-06,True,canonical_high_statistics_central
0.66,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.9588764095712555e-08,False,3.917973247850548e-08,False,3.9398519960549646e-08,3.9275015955051036e-08,3.660075791126431e-08,4.634517076817982e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.844594829493084e-08,4.124817061543861e-08,mass_4p5,mass_5,3.9588764095712555e-08,3.9588764095712555e-08,central,central,3.610417946063253e-08,4.436879981769012e-08,cbs_up,cbs_down,3.943018914493588e-08,4.0272972532211855e-08,0.004485601443162268,100.0,3.610417946063253e-08,4.634517076817982e-08,False,False,cbs,scale,0.06843254282914568,0.002738646447914661,0.0034204151204075828,0.006327130930225744,0.007906892537040244,False,False,3.3788458589103498e-06,False,3.7077737942804686e-06,False,3.0018406090262458e-06,3.278140607531728e-06,2.9643346180841757e-06,3.378845858910353e-06,scale_muR2_muF2,central,2.8426868176499566e-06,3.378845858910353e-06,mass_5,central,3.378845858910353e-06,3.378845858910353e-06,central,central,3.2637576262491266e-06,3.485679719068039e-06,cbs_down,cbs_up,2.8020296442634725e-06,3.242938025729967e-06,0.03349865830721914,100.0,2.8020296442634725e-06,3.485679719068039e-06,False,False,pdf,cbs,0.08129565432928931,0.07249119998779507,0.09161117455483136,0.152910017143068,0.19017938992085182,False,True,False,False,,False,,True,3.9089443928077674e-08,3.7067970012924913e-06,True,canonical_high_statistics_central
0.68,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.891796745607492e-08,False,3.8626202585693355e-08,False,3.9156774159668826e-08,3.86941973052885e-08,3.565779854281543e-08,4.572448070068526e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.781746952435637e-08,4.034515516884604e-08,mass_4p5,mass_5,3.8917967456074916e-08,3.8917967456074916e-08,central,central,3.543330892882498e-08,4.357064027293131e-08,cbs_up,cbs_down,3.881450493351834e-08,3.950510051835276e-08,0.00462587575820158,100.0,3.543330892882498e-08,4.572448070068526e-08,False,False,cbs,scale,0.06999863126637074,0.0036845243979013453,0.006265056609596087,0.008537825001516453,0.01453038033941323,False,False,3.2458607217041273e-06,False,3.0868217188445995e-06,False,2.7593009869471725e-06,3.3036247886397544e-06,2.9180115049505764e-06,3.8056199884460096e-06,scale_muR2_muF2,scale_muR1_muF2,3.2458607217041307e-06,3.399305354833007e-06,central,mass_4p5,3.2458607217041307e-06,3.2458607217041307e-06,central,central,3.13606560869981e-06,3.3552674084494706e-06,cbs_down,cbs_up,3.148751384296835e-06,3.6324192955608776e-06,0.03147468173896995,100.0,2.9180115049505764e-06,3.8056199884460096e-06,False,False,scale,scale,0.06909553895798037,0.039095819942632115,0.046168701932513656,0.08868691565011744,0.10085176094916726,False,False,False,False,,False,,True,3.8595960178707366e-08,3.068794295654707e-06,True,canonical_high_statistics_central
0.7,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.837542225174383e-08,False,3.833756206924559e-08,False,3.853017885726217e-08,3.824471600976317e-08,3.478089634967606e-08,4.460320234109397e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.667499848437822e-08,3.982029342763067e-08,mass_4p5,mass_5,3.8375422251743823e-08,3.8375422251743823e-08,central,central,3.493274508210162e-08,4.2941714222477e-08,cbs_up,cbs_down,3.788899221798497e-08,3.8640486357058503e-08,0.004852387306690141,100.0,3.478089634967606e-08,4.460320234109397e-08,False,False,scale,scale,0.065312873398784,0.001614792322265135,0.0018512997622615046,0.003716180993433238,0.0042537025051415656,False,False,3.141284419139751e-06,False,3.145524817704773e-06,False,3.169615710288789e-06,2.6973413748119657e-06,2.823550378143494e-06,3.2943711042064604e-06,scale_muR2_muF1,scale_muR0p5_muF0p5,2.9210836022636715e-06,3.141284419139754e-06,mass_5,central,3.141284419139754e-06,3.141284419139754e-06,central,central,3.014667419337078e-06,3.2238241432555e-06,cbs_down,cbs_up,2.828102523365215e-06,3.2790798836988755e-06,0.030546141116641314,100.0,2.823550378143494e-06,3.2943711042064604e-06,False,False,scale,scale,0.046311719324100054,0.03503534833315047,0.06819085874878006,0.07482342382338908,0.14530897945089294,False,True,False,False,,False,,True,3.8408092609513975e-08,3.155925720477351e-06,True,canonical_high_statistics_central
0.72,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.8117669262111574e-08,False,3.819345924192154e-08,False,3.7484122738058406e-08,3.770424250634094e-08,3.45047420569731e-08,4.4419852103971517e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.62614732694734e-08,3.871687758507771e-08,mass_4p5,mass_5,3.8117669262111574e-08,3.8117669262111574e-08,central,central,3.4726720243723554e-08,4.2664569283044884e-08,cbs_up,cbs_down,3.736608231713417e-08,3.8297209571853693e-08,0.005153766423754997,100.0,3.45047420569731e-08,4.4419852103971517e-08,False,False,scale,scale,0.06645077076407357,0.006177041318957244,0.007448475716079983,0.014118267064375911,0.017004512268702143,False,False,3.034566746317533e-06,False,3.048814937042723e-06,False,2.8573729136326064e-06,2.549313821054134e-06,2.6071059025038415e-06,3.248489058304409e-06,scale_muR1_muF2,scale_muR0p5_muF0p5,2.5457520090927147e-06,3.034566746317536e-06,mass_4p5,central,3.034566746317536e-06,3.034566746317536e-06,central,central,2.938962012673933e-06,3.1326719424194843e-06,cbs_down,cbs_up,2.755832089131328e-06,3.2188658491844583e-06,0.03416755609938253,100.0,2.5457520090927147e-06,3.248489058304409e-06,False,False,mb,scale,0.07628059920248553,0.052887787353510074,0.07765959887073848,0.11321505370501228,0.16374177723705563,False,True,False,False,,False,,True,3.8132548120408774e-08,3.048476836055925e-06,True,canonical_high_statistics_central
0.74,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.7087917063090684e-08,False,3.751797306086066e-08,False,3.749701466741815e-08,3.784598018141001e-08,3.420618757905161e-08,4.320771656630988e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.573119159006532e-08,3.839079951367357e-08,mass_4p5,mass_5,3.708791706309068e-08,3.708791706309068e-08,central,central,3.3851297533023535e-08,4.1541504230875006e-08,cbs_up,cbs_down,3.6608649339388934e-08,3.73377264610606e-08,0.004868687327540281,100.0,3.3851297533023535e-08,4.320771656630988e-08,False,False,cbs,scale,0.06632887229582263,0.002011532474366806,0.003992496405428092,0.004652916444549293,0.009235448694052462,False,False,2.9306396777993147e-06,False,3.2917439606331825e-06,False,2.6971711614453836e-06,3.311614442763211e-06,2.306074591052361e-06,2.9306396777993147e-06,scale_muR2_muF2,central,2.398529471750573e-06,2.9306396777993147e-06,mass_4p5,central,2.9306396777993147e-06,2.9306396777993147e-06,central,central,2.8230854262542424e-06,3.0080379754852568e-06,cbs_down,cbs_up,2.351676154561543e-06,2.752526565075977e-06,0.03268733229591229,100.0,2.306074591052361e-06,3.0080379754852568e-06,False,False,scale,cbs,0.10408907456407412,0.04694111217481867,0.09150674242555734,0.0977197256690987,0.18998463391277487,False,False,False,False,,False,,True,3.7499654050382996e-08,3.329777772579864e-06,True,canonical_high_statistics_central
0.76,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.709513477595774e-08,False,3.730660364532473e-08,False,3.67862749096393e-08,3.667796200668133e-08,3.382089832816405e-08,4.263105506380004e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.574831686360726e-08,3.78469662449665e-08,mass_4p5,mass_5,3.709513477595774e-08,3.709513477595774e-08,central,central,3.387822211489819e-08,4.156317732752819e-08,cbs_up,cbs_down,3.65839127290295e-08,3.7363692065696984e-08,0.0046257327770904905,100.0,3.382089832816405e-08,4.263105506380004e-08,False,False,scale,scale,0.06040912768920492,0.005579038862034924,0.006219346746962451,0.012762978331100239,0.014218523399190164,False,False,2.8506185821338724e-06,False,3.1111499425457737e-06,False,2.454679802284783e-06,2.5109281349127794e-06,2.2763403965616516e-06,2.850618582133875e-06,scale_muR0p5_muF1,central,2.364127890287757e-06,2.850618582133875e-06,mass_4p5,central,2.850618582133875e-06,2.850618582133875e-06,central,central,2.742688386791346e-06,2.9310588718990617e-06,cbs_down,cbs_up,2.363604909346619e-06,2.696692722376612e-06,0.027916960503030788,100.0,2.2763403965616516e-06,2.9310588718990617e-06,False,False,scale,cbs,0.09770190625025688,0.09981633223189101,0.10473604915269785,0.205284776121259,0.21428697823278786,False,True,False,False,,False,,True,3.7206990471311115e-08,3.124142955864161e-06,True,canonical_high_statistics_central
0.78,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.67376218111267e-08,False,3.6367722081929496e-08,False,3.67051580764532e-08,3.65692448829932e-08,3.3596650042901214e-08,4.252723937639541e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.579539105869127e-08,3.801737413986823e-08,mass_4p5,mass_5,3.6737621811126694e-08,3.6737621811126694e-08,central,central,3.345164070331897e-08,4.115771672687359e-08,cbs_up,cbs_down,3.6550301454814466e-08,3.727731794663891e-08,0.004235916985458732,100.0,3.345164070331897e-08,4.252723937639541e-08,False,False,cbs,scale,0.06355615265536851,0.0032881447452730583,0.00409369777943791,0.007601700648066756,0.009470652960740011,False,False,2.7540059950212915e-06,False,2.564555463605051e-06,False,2.743956107575094e-06,3.0244642951303175e-06,2.5755802876299644e-06,3.2290531647375227e-06,scale_muR2_muF2,scale_muR1_muF2,2.486249592487205e-06,2.7934691889538625e-06,mass_4p5,mass_5,2.754005995021294e-06,2.754005995021294e-06,central,central,2.659452618700934e-06,2.834695762083543e-06,cbs_down,cbs_up,2.701240510719305e-06,3.1240220502742542e-06,0.03204629211227044,100.0,2.486249592487205e-06,3.2290531647375227e-06,False,False,mb,scale,0.06911031420631009,0.04808795688655243,0.06922360777374159,0.11841260855740832,0.17279905612253565,False,True,False,False,,False,,True,3.636079758118608e-08,2.578842709107974e-06,True,canonical_high_statistics_central
0.8,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.624942013584581e-08,False,3.6392756135070496e-08,False,3.6581338643733106e-08,3.597041851846717e-08,3.353177684871748e-08,4.2177337966465763e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.4468031083206284e-08,3.7429081926372386e-08,mass_4p5,mass_5,3.624942013584581e-08,3.624942013584581e-08,central,central,3.3012696784924086e-08,4.0633654825385234e-08,cbs_up,cbs_down,3.557765210992466e-08,3.648094714742485e-08,0.005248018698691098,100.0,3.3012696784924086e-08,4.2177337966465763e-08,False,False,cbs,scale,0.0657781018932706,0.0036570514718841096,0.0055291880633570045,0.008384549972792865,0.012650724252779688,False,False,2.6492868051288736e-06,False,2.371535330224377e-06,False,2.950806571498021e-06,2.6158016654086477e-06,2.4857661648231725e-06,3.10543533809057e-06,scale_muR2_muF1,scale_muR1_muF2,2.356340184513848e-06,3.003236320407058e-06,mass_4p5,mass_5,2.649286805128874e-06,2.649286805128874e-06,central,central,2.5621539864816483e-06,2.7383498025967908e-06,cbs_down,cbs_up,2.6898241197961872e-06,3.179664756068428e-06,0.031557137419363265,100.0,2.356340184513848e-06,3.179664756068428e-06,False,False,mb,pdf,0.07925235663772412,0.06702559538684127,0.09319356039912563,0.16899722617155732,0.23934882795590728,False,True,False,False,,False,,True,3.643130085981474e-08,2.380933039138681e-06,True,canonical_high_statistics_central
0.82,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.5790981289481235e-08,False,3.596487905253521e-08,False,3.601908440622775e-08,3.6125838962572824e-08,3.265287712149162e-08,4.1556277510529525e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.4641310314792144e-08,3.67992704161112e-08,mass_4p5,mass_5,3.579098128948124e-08,3.579098128948124e-08,central,central,3.259416847594374e-08,4.0067163491756306e-08,cbs_up,cbs_down,3.526348277654852e-08,3.6120736429885657e-08,0.0051292223716463995,100.0,3.259416847594374e-08,4.1556277510529525e-08,False,False,cbs,scale,0.06486303209746147,0.0017010928115048785,0.0023437291386683157,0.003925691160343137,0.005411223845926294,False,False,2.5766622108617376e-06,False,2.6027546999325506e-06,False,2.650676062608593e-06,2.3578936150476034e-06,2.3191354590074293e-06,2.8438924795069593e-06,scale_muR2_muF2,scale_muR1_muF2,2.5766622108617355e-06,2.6402977008102345e-06,central,mass_4p5,2.5766622108617355e-06,2.5766622108617355e-06,central,central,2.459018310885585e-06,2.6628116050927325e-06,cbs_down,cbs_up,2.237347048017473e-06,2.6231324536604725e-06,0.03546406233158476,100.0,2.237347048017473e-06,2.8438924795069593e-06,False,False,pdf,scale,0.06132413289158123,0.02683464320259077,0.0522508680555589,0.05830850126566034,0.11335630125470586,False,False,False,False,,False,,True,3.593140608116874e-08,2.659347400070969e-06,True,canonical_high_statistics_central
0.84,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.5380987302119775e-08,False,3.517008370160211e-08,False,3.560801806457568e-08,3.528039905140968e-08,3.2531312279839915e-08,4.170074914368938e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.4522232712931397e-08,3.7072700211072737e-08,mass_4p5,mass_5,3.538098730211976e-08,3.538098730211976e-08,central,central,3.2304362925419016e-08,3.964152084953305e-08,cbs_up,cbs_down,3.527147430252838e-08,3.614222132308912e-08,0.005174151686399362,100.0,3.2304362925419016e-08,4.170074914368938e-08,False,False,cbs,scale,0.07137390936010668,0.00394214299539053,0.005949299430960231,0.009129218900037261,0.01379302622291867,False,False,2.4737514858871933e-06,False,2.365281261961275e-06,False,2.636188463505457e-06,2.247566316697942e-06,2.260696204241356e-06,2.6313455775752368e-06,scale_muR0p5_muF0p5,scale_muR2_muF1,2.447947947231494e-06,2.6512032758506123e-06,mass_4p5,mass_5,2.4737514858871933e-06,2.4737514858871933e-06,central,central,2.3675052991090407e-06,2.564205670029354e-06,cbs_down,cbs_up,2.3860807849383974e-06,2.7433915611384675e-06,0.03213192190204377,100.0,2.260696204241356e-06,2.7433915611384675e-06,False,False,scale,pdf,0.044931730304552,0.03463197012498176,0.04627753733689488,0.08199712646484159,0.1124424102071444,False,True,False,False,,False,,True,3.5123557909290635e-08,2.3697302793540392e-06,True,canonical_high_statistics_central
0.86,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.5210210674062576e-08,False,3.5064906035104956e-08,False,3.5043990194861964e-08,3.5039101708374973e-08,3.238477499269109e-08,4.127555674206029e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.391639670006301e-08,3.632384428926344e-08,mass_4p5,mass_5,3.521021067406257e-08,3.521021067406257e-08,central,central,3.214372540650746e-08,3.946367907296432e-08,cbs_up,cbs_down,3.4938459184577647e-08,3.575178117035376e-08,0.004764297993397319,100.0,3.214372540650746e-08,4.127555674206029e-08,False,False,cbs,scale,0.06902431631876382,0.0013933219906672178,0.0014236152133539903,0.0032133968038444705,0.0032833736698854032,False,False,2.4079163780393622e-06,False,2.2246477596492516e-06,False,2.69042530913624e-06,2.404173620681323e-06,2.3153193125529955e-06,2.8566362051286087e-06,scale_muR1_muF0p5,scale_muR1_muF2,2.4079163780393643e-06,2.7799981060249673e-06,central,mass_5,2.4079163780393643e-06,2.4079163780393643e-06,central,central,2.321832467597312e-06,2.4806198030159924e-06,cbs_down,cbs_up,2.355684342565795e-06,2.737923207174748e-06,0.03442217254795235,100.0,2.3153193125529955e-06,2.8566362051286087e-06,False,False,scale,scale,0.07421353546210874,0.058233967302995904,0.08266152337846666,0.14530350015827165,0.20965499577745117,False,True,False,False,,False,,True,3.4929304237022714e-08,2.224126150454236e-06,True,canonical_high_statistics_central
0.88,True,True,True,decay_2310_structural,True,False,False,False,2,True,True,central_repeat_1;central_repeat_2,False,False,,False,,single_source_variation_envelope,3.4829846898867584e-08,False,3.443804915285172e-08,False,3.4938580723301476e-08,3.4602676419632396e-08,3.2275839705767316e-08,4.050544815619569e-08,scale_muR0p5_muF1,scale_muR1_muF0p5,3.392122962249304e-08,3.624927259460301e-08,mass_4p5,mass_5,3.482984689886758e-08,3.482984689886758e-08,central,central,3.173247447696218e-08,3.9058547921811706e-08,cbs_up,cbs_down,3.470845173751793e-08,3.5412209589784426e-08,0.004483295085363322,100.0,3.173247447696218e-08,4.050544815619569e-08,False,False,cbs,scale,0.06556187617122422,0.004977602988447405,0.00707538675154229,0.011539087939151593,0.016425113112235268,False,False,2.314955116857734e-06,False,2.397386655788913e-06,False,2.410523828584728e-06,2.3464811641708764e-06,1.8896665089387591e-06,2.4273269755715056e-06,scale_muR2_muF1,scale_muR0p5_muF0p5,2.1241706370140883e-06,2.4476472632973138e-06,mass_4p5,mass_5,2.3149551168577315e-06,2.3149551168577315e-06,central,central,2.221779938969149e-06,2.395098918037132e-06,cbs_down,cbs_up,2.0604374249304107e-06,2.341922828716913e-06,0.029801196511736447,100.0,1.8896665089387591e-06,2.4476472632973138e-06,False,False,scale,mb,0.08815740916417791,0.005847178288219013,0.007182023511387747,0.01350547896403459,0.01667471699424361,False,False,False,False,,False,,True,3.4373984145591956e-08,2.370988270182762e-06,True,canonical_high_statistics_central
