variation,axis,mass_GeV,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,central_has_sensitivity,central_peak_N,central_peak_invf,central_invf_min,central_invf_max,central_invf_min_open,central_invf_max_open,restores_sensitivity,removes_sensitivity,topology_differs,comparison_role,included_in_pointwise_halo
decay_2310_structural,decay_structure,2.35,True,18.951214805501465,4.2247106378797874e-08,1.503929637160396e-08,1.031659866911665e-07,False,False,True,19.041426861217495,4.2234344874589685e-08,1.5019276434747527e-08,1.0313369674264889e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.4,True,19.029950713132088,4.220837885946165e-08,1.5165793263554707e-08,1.031495010701214e-07,False,False,True,18.94927933897048,4.2154832455857246e-08,1.5169657327455148e-08,1.0285059941629713e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.45,True,18.909419512490715,4.2811735648772245e-08,1.5351935828200774e-08,1.0267536136071877e-07,False,False,True,18.869526430803052,4.281624978889424e-08,1.5374494712884016e-08,1.0276661401869497e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.5,True,19.81377664990189,4.3519940219049115e-08,1.5490175276680528e-08,1.046888726029613e-07,False,False,True,19.906807610688716,4.3443456348347673e-08,1.5468522673915497e-08,1.0457988711260003e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.55,True,20.236774484829706,4.522449747600521e-08,1.589327191011006e-08,1.1035867203270597e-07,False,False,True,20.28364406650899,4.5253828116396224e-08,1.5901177449958696e-08,1.1025953777014165e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.6,True,14.9150208325726,3.787444357386599e-08,1.4801058697890446e-08,8.636136751313201e-08,False,False,True,14.877726135575845,3.7851409519889534e-08,1.4793505404940301e-08,8.652397093701046e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.65,True,12.764738476931887,3.554958995437646e-08,1.4653780796129392e-08,7.663475034995312e-08,False,False,True,12.65140473372864,3.551350945569106e-08,1.4698260057328585e-08,7.66445485651633e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.7,True,10.343974276637503,3.278812539220343e-08,1.4651384072390733e-08,6.710408412157116e-08,False,False,True,10.250493250508589,3.2858319103608926e-08,1.4728952456049211e-08,6.69821319478385e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.75,True,9.237692671782431,3.134801621648629e-08,1.4576279430831624e-08,6.28087240029568e-08,False,False,True,9.276976387021715,3.1299912853587276e-08,1.45400265461483e-08,6.275891077347178e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.8,True,8.201145329596066,3.0140574400761034e-08,1.462039975203947e-08,5.7749183878053436e-08,False,False,True,8.203047949682537,3.0171508420140156e-08,1.4627630894630911e-08,5.781920297037067e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.85,True,7.510666936076425,2.8990713295231523e-08,1.4562117882906221e-08,5.438587057025059e-08,False,False,True,7.546255512023471,2.8960976766514392e-08,1.4538523092694482e-08,5.4351013907354116e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.9,True,6.676375620754223,2.7648639761375108e-08,1.4630945217311957e-08,4.9034868145635364e-08,False,False,True,6.652354165024385,2.7675754544432353e-08,1.4678500917301144e-08,4.8940095085196996e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.95,True,6.0421178053311,2.676270473975683e-08,1.4800905646324549e-08,4.5761108521728266e-08,False,False,True,6.067561767872969,2.6740571201987705e-08,1.4749431165842336e-08,4.5793555657253296e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.0,True,5.427595526349357,2.5853644830373705e-08,1.5064341121717574e-08,4.2283079376099434e-08,False,False,True,5.380866872927209,2.587503250163927e-08,1.5135471055218323e-08,4.216836200050685e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.1,True,4.405059097501073,2.4182011896487655e-08,1.5691727217988278e-08,3.6285661613307486e-08,False,False,True,4.40337799250542,2.4119670696807172e-08,1.5665816146978603e-08,3.616528070442306e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.12,True,4.130167026730516,2.3847158571917065e-08,1.6158793458276604e-08,3.438444759578829e-08,False,False,True,4.081409649217932,2.3828583305016992e-08,1.6260415113524452e-08,3.4164611026214135e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.14,True,4.0611131710919794,2.3524381810692976e-08,1.6141576949940572e-08,3.358325930303515e-08,False,False,True,4.094765230577834,2.3537344542990313e-08,1.6067304631663884e-08,3.3747128326040695e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.16,True,3.9529883610831793,2.3351857654982557e-08,1.6309786394209362e-08,3.28170241171143e-08,False,False,True,3.913532727959928,2.3297941825907124e-08,1.6374909011258954e-08,3.2562976437331175e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.18,True,3.610081799389116,2.3062730029292367e-08,1.7220583113439882e-08,3.0414265971017764e-08,False,False,True,3.659061336111949,2.307786101247476e-08,1.704406974218241e-08,3.0724969986868325e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.2,True,3.591679659944922,2.283954648021379e-08,1.7076690502289884e-08,3.016940153921266e-08,False,False,True,3.6383576024616193,2.2869041705406356e-08,1.692209705529628e-08,3.049130220192063e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.22,True,3.635119472425531,2.249834402762369e-08,1.6741480904334344e-08,2.9769967318124684e-08,False,False,True,3.641385135629026,2.2473290122511122e-08,1.6707191577386613e-08,2.9769239704278114e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.24,True,3.2270782167319987,2.2332755995964593e-08,1.857790043495288e-08,2.670001014833749e-08,False,False,True,3.2535496563193824,2.2276079282496088e-08,1.834248404106193e-08,2.6895241994489827e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.26,True,3.136441033682672,2.1933430920027553e-08,1.9036779399686167e-08,2.5186803790807564e-08,False,False,True,3.118500413676397,2.191517486044658e-08,1.92029639648368e-08,2.4939323908060394e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.28,True,3.061707264388429,2.208349695153153e-08,2.0090944670785177e-08,2.423030004171956e-08,False,False,True,3.0336654615404695,2.2115444382963235e-08,2.0624116399233657e-08,2.3691065502694812e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.3,False,2.9716874509213342,2.1641761462379936e-08,,,False,False,False,2.9821562699642716,2.1673506274561773e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.32,False,2.7007242394864956,2.105657140907964e-08,,,False,False,False,2.7437390332291667,2.106655842127975e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.34,False,2.713815247493822,2.104738082786085e-08,,,False,False,False,2.735206888908368,2.1023540693910493e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.36,False,2.5562858706642757,2.0855275550734273e-08,,,False,False,False,2.5955503154375905,2.08845188786359e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.38,False,2.523702828400304,2.0622812539906535e-08,,,False,False,False,2.529035711505767,2.0589306951945788e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.4,False,2.39009640367771,2.044608199716829e-08,,,False,False,False,2.385722834930746,2.0480158505057757e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.5,False,1.9509969757428665,1.9831419008252164e-08,,,False,False,False,1.9502857385702317,1.9822786727739143e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.6,False,0.7904504144505999,1.2805803979406956e-08,,,False,False,False,0.7965584305083246,1.2792043541084634e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.7,False,0.4892017864921508,1.0646494288814062e-08,,,False,False,False,0.491351117817209,1.0638012485465449e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.8,False,0.2690663662060795,8.255514845891513e-09,,,False,False,False,0.2700039067000441,8.257303520817294e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.9,False,0.185577422181179,7.199618219620903e-09,,,False,False,False,0.1848050218240936,7.2111251276008e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.0,False,0.1385847347215729,6.6059322827610875e-09,,,False,False,False,0.1388047326385874,6.586705118717236e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.1,False,0.1066406334447835,6.4759475646818415e-09,,,False,False,False,0.1059977709999208,6.489066657408784e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.2,False,0.0818910254467113,6.0203899849215824e-09,,,False,False,False,0.0827354133352415,6.014749189922244e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.3,False,0.0694803197688057,5.652147438913131e-09,,,False,False,False,0.068857302313353,5.637851737267735e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.4,False,0.050065678753293,5.447068043229807e-09,,,False,False,False,0.0498583055592181,5.425473536507831e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.5,False,0.0396897154640376,5.189306668075484e-09,,,False,False,False,0.0394517092186485,5.187341258163886e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.6,False,0.0350935888447835,5.08188479058283e-09,,,False,False,False,0.0352627538050052,5.087895281315733e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.65,False,0.0299116516428263,5.118583800252097e-09,,,False,False,False,0.0299407490932103,5.123973079352938e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.7,False,0.0223903185309399,5.003213403251634e-09,,,False,False,False,0.0222380207444285,4.985459245398419e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.75,False,0.0164648535952722,4.891160997650112e-09,,,False,False,False,0.0163808883658678,4.8958605041705725e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
