variation,axis,mass_GeV,n_events,n_hits,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,exclusion_reason,invf_min_sample_ess,invf_min_event_ess,invf_min_max_event_fraction,peak_sample_ess,peak_event_ess,peak_max_event_fraction,invf_max_sample_ess,invf_max_event_ess,invf_max_max_event_fraction
pdf_0044,pdf,4.1,199998,1367,False,0.0968905916181187,6.4471021073238704e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.2,199998,1369,False,0.0800547264960136,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.3,199998,1384,False,0.0629102099500993,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.4,133332,959,False,0.0533961413451671,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.5,66666,427,False,0.0353771765758399,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.6,66666,438,False,0.0308367920560524,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.65,66666,438,False,0.0245347088788471,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.7,66666,440,False,0.0209325771853769,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0044,pdf,4.75,66666,474,False,0.0155454466187775,4.737893390963144e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,0.22,599994,6365,True,144855.6516762959,2.7004623524206823e-06,8.857774821152432e-08,1.820854648202673e-05,False,False,,,,,,,,,,
pdf_0045,pdf,0.24,599994,6248,True,82791.19010385555,2.1106426791015547e-06,7.565515680112705e-08,1.3333460017935088e-05,False,False,,,,,,,,,,
pdf_0045,pdf,0.26,599994,6336,True,60192.328500651456,1.865962923181746e-06,6.91040404156615e-08,1.2210675183220196e-05,False,False,,,,,,,,,,
pdf_0045,pdf,0.28,599994,6295,True,46239.302858383315,1.6496480740980203e-06,6.479939167157977e-08,1.042468573982811e-05,False,False,,,,,,,,,,
pdf_0045,pdf,0.3,599994,6297,True,36600.84498592113,1.4584098829439864e-06,6.110869043524836e-08,9.653164470333658e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.32,599994,6335,True,30135.627994390463,1.2893412965257158e-06,5.8959733665771587e-08,7.484111945390893e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.34,599994,6301,True,24537.878775860936,1.212305401337653e-06,5.6389894318326076e-08,8.062912200002346e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.36,599994,6264,True,21354.356052672276,1.0717668854455034e-06,5.4024472412520927e-08,6.411259929022864e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.38,599994,6266,True,19449.316271702617,1.0077306820944618e-06,5.2725851288907514e-08,6.226890753717048e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.4,599994,6219,True,16253.074785976669,9.475205302806548e-07,5.1402486233892275e-08,5.942496140249791e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.42,599994,6115,True,15140.734729254244,8.909078300934143e-07,4.9790964325400214e-08,5.54958177571861e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.44,599994,6151,True,13296.516457119817,8.376776400682924e-07,4.8579850411537e-08,5.352465627715005e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.46,599994,6170,True,12526.95896413597,7.876278611187062e-07,4.7082827519666744e-08,5.3447459150991194e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.48,599994,6074,True,11012.27305611702,7.876278611187062e-07,4.656232959655683e-08,5.018797400869691e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.5,599994,6317,True,10680.080916357469,7.405684692262443e-07,4.4763966223029776e-08,4.410761659405084e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.52,599994,6233,True,9868.89881488088,6.96320793976389e-07,4.418550861421572e-08,4.252959305975995e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.54,0,0,False,,,,,False,False,unsupported eta resonance,,,,,,,,,
pdf_0045,pdf,0.56,599994,6083,True,8620.323693358932,6.547168402004742e-07,4.244205855250512e-08,4.352281647390168e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.58,599994,6025,True,7749.110815096316,6.155986501483502e-07,4.1861088792984657e-08,4.101467694271842e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.6,599994,6126,True,7366.480999911258,6.155986501483502e-07,4.1089667440696594e-08,3.5993561204385283e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.62,599994,6127,True,6912.355092865804,5.788177037701268e-07,4.0480023686948366e-08,3.293224997587454e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.64,599994,6021,True,6612.214144950748,5.788177037701268e-07,3.973482656817493e-08,3.343433765606088e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.66,599994,6019,True,6040.52191529554,5.44234354830026e-07,3.9332633530564184e-08,3.199682439260736e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.68,599994,6008,True,5745.386394024028,5.44234354830026e-07,3.890464716720969e-08,3.442476677472778e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.7,599994,6022,True,5381.495320048601,5.117173007114599e-07,3.8361227741866274e-08,3.0109367626313457e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.72,599994,5973,True,5077.6950702918675,5.117173007114599e-07,3.7674527417505434e-08,3.1844443647716876e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.74,599994,5894,True,4621.291026675366,4.811430839003254e-07,3.741924696800799e-08,2.658840237114311e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.76,599994,5824,True,4713.491850463113,4.811430839003254e-07,3.698435837514253e-08,2.6180067677915517e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.78,599994,6094,True,4415.016782919965,4.811430839003254e-07,3.6486204413300765e-08,2.5365022816939143e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.8,599994,5905,True,4329.1664811337905,4.523956232538049e-07,3.602269245747223e-08,2.602437250377961e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.82,599994,5922,True,4034.129065299908,4.523956232538049e-07,3.617917344411644e-08,2.6070409028922337e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.84,599994,5907,True,3904.896570883483,4.2536577327503834e-07,3.5291631901206125e-08,2.6252678238365437e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.86,599994,5958,True,3732.341111769521,4.2536577327503834e-07,3.4716325111381616e-08,2.377446470987632e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.88,599994,5914,True,3374.447665682939,3.999509097203662e-07,3.450910352701205e-08,2.342095698623598e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.9,599994,5806,True,2977.5952485874145,3.999509097203662e-07,3.4320533779250956e-08,2.2500424620212005e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.92,599994,5841,True,2457.9774466736403,3.535859366535176e-07,3.281543734140019e-08,1.6447709290493308e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.94,599994,5745,True,845.6210050126733,2.2972275360711513e-07,2.7842224825367794e-08,1.1124785617210366e-06,False,False,,,,,,,,,,
pdf_0045,pdf,0.96,0,0,False,,,,,False,False,unsupported eta-prime resonance,,,,,,,,,
pdf_0045,pdf,0.98,599994,5920,True,266.0552003804967,1.4033215376054846e-07,2.267954253977105e-08,5.892156292216973e-07,False,False,,,,,,,,,,
pdf_0045,pdf,1.0,599994,5732,True,365.8443028702761,1.6882033167003626e-07,2.4633369142907767e-08,6.690359725541961e-07,False,False,,,,,,,,,,
pdf_0045,pdf,1.05,599994,5729,True,242.22258668155297,1.4033215376054846e-07,2.2801686762518244e-08,5.979051974880068e-07,False,False,,,,,,,,,,
pdf_0045,pdf,1.1,599994,5670,True,105.08899364919532,9.117299484984922e-08,1.915288296796374e-08,3.193808304453526e-07,False,False,,,,,,,,,,
pdf_0045,pdf,1.15,599994,5626,True,38.72516176605952,5.5695409058001254e-08,1.5838529272237262e-08,1.700695798578733e-07,False,False,,,,,,,,,,
pdf_0045,pdf,1.2,599994,5709,True,15.103640041241157,3.402299765678064e-08,1.3126107388749036e-08,8.431889579269277e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.25,599994,5455,True,3.1730127324803856,1.6244350109588655e-08,1.3813968173306056e-08,1.9101961520617467e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.3,599994,5618,False,0.5764473536856913,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,1.35,599994,5567,False,1.654223602797801,1.1937766417144358e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,1.4,599994,5422,True,3.2355309389761873,1.6244350109588655e-08,1.3441417075082114e-08,1.9592481134972313e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.45,599994,5412,False,1.3571833170786531,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,1.5,599994,5407,True,4.651723597272705,1.9542040079740516e-08,1.2089284138184933e-08,3.0460478663602116e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.55,599994,5344,True,5.958609827190607,2.2104546299710197e-08,1.2223559431469037e-08,3.9129261129221923e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.6,599994,5265,True,6.8742281623557275,2.3509178754572845e-08,1.2315979551704088e-08,4.4794404319363794e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.65,599994,5208,True,7.316082812453597,2.5003068519063217e-08,1.2579057114462305e-08,4.7127136353478244e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.7,599994,5118,True,8.293041238331012,2.6591887445126912e-08,1.2420421868121488e-08,5.1202728390578934e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.75,599994,5064,True,9.125323386000176,2.8281667802300298e-08,1.2646010264249526e-08,5.4050505221866136e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.8,599994,5197,True,10.781392632227986,3.0078825180430956e-08,1.2739995376425156e-08,6.40902610996724e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.85,599994,5206,True,12.726969839972124,3.199018284775061e-08,1.2945982506121907e-08,7.101058836785934e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.9,599994,5059,True,15.29865747167431,3.402299765678064e-08,1.3377608993767146e-08,7.913837413522751e-08,False,False,,,,,,,,,,
pdf_0045,pdf,1.95,599994,5040,True,18.441477250407992,3.8484361094874256e-08,1.3808706756940062e-08,9.348797632203884e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.0,599994,4961,True,21.19520032183358,4.3530733647318836e-08,1.4307511381773923e-08,1.0818459742652003e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.05,599994,5011,True,22.850607568130386,4.3530733647318836e-08,1.4285228194105327e-08,1.0609762237711783e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.1,599994,4996,True,22.33173830529217,4.3530733647318836e-08,1.4521041472099314e-08,1.1327322689928381e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.15,599994,4843,True,22.865275526374315,4.3530733647318836e-08,1.4566834996997488e-08,1.107011313930429e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.2,599994,4895,True,21.460012220123332,4.3530733647318836e-08,1.4954440229652808e-08,1.0364133780796505e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.25,599994,5011,True,21.68676867382551,4.3530733647318836e-08,1.4689806543894117e-08,1.091353729759318e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.3,599994,4851,True,19.805358889873883,4.3530733647318836e-08,1.5016110030017437e-08,1.0378245898865288e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.35,599994,4776,True,20.19363865368849,4.3530733647318836e-08,1.4993931654805053e-08,1.036995234634104e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.4,599994,4775,True,18.980409496461487,4.092984818452434e-08,1.5134362251513233e-08,9.87658456787158e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.45,599994,4806,True,19.75479740482051,4.3530733647318836e-08,1.5138822884963222e-08,1.0109814657286525e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.5,599994,4687,True,18.884612127241525,4.3530733647318836e-08,1.5493678290534782e-08,1.051201842207511e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.55,599994,4690,True,20.239421791474513,4.6296892266272595e-08,1.569514586070382e-08,1.129788672168555e-07,False,False,,,,,,,,,,
pdf_0045,pdf,2.6,599994,4709,True,14.710612870503684,3.8484361094874256e-08,1.4828771123965333e-08,8.149314414714175e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.65,599994,4642,True,12.101571958017589,3.6184987596427426e-08,1.4819264155521857e-08,7.644940154045343e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.7,599994,4688,True,10.52101062898897,3.402299765678064e-08,1.4684715692898672e-08,6.83461411467354e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.75,599994,4631,True,9.64808739623386,3.199018284775061e-08,1.440948099934234e-08,6.352202539160235e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.8,599994,4542,True,8.840773247917356,3.0078825180430956e-08,1.4239790491906322e-08,5.9201211588300294e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.85,599994,4487,True,7.3434094533912,2.8281667802300298e-08,1.4634716416615712e-08,5.2229337239829434e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.9,599994,4483,True,6.389673348837518,2.6591887445126912e-08,1.4764378821864331e-08,4.742440967382903e-08,False,False,,,,,,,,,,
pdf_0045,pdf,2.95,599994,4608,True,6.170430237059134,2.6591887445126912e-08,1.4662867061193789e-08,4.48700132770068e-08,False,False,,,,,,,,,,
pdf_0045,pdf,3.0,599994,4471,True,5.334120439438039,2.5003068519063217e-08,1.5079150369427938e-08,4.1128513343894064e-08,False,False,,,,,,,,,,
pdf_0045,pdf,3.1,599994,4561,True,4.527082872646088,2.3509178754572845e-08,1.5545921281275902e-08,3.646979696763955e-08,False,False,,,,,,,,,,
pdf_0045,pdf,3.2,599994,4447,True,3.5434857910998376,2.3509178754572845e-08,1.7312178676914453e-08,3.009057423968301e-08,False,False,,,,,,,,,,
pdf_0045,pdf,3.3,599994,4333,False,2.7348901233011564,2.2104546299710197e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,3.4,599994,4394,False,2.28624356622589,2.078383818579755e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,3.5,599994,4448,False,1.8554772627300884,1.9542040079740516e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,3.6,533328,3923,False,0.8212635861408198,1.2696351276599728e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,3.7,533328,3901,False,0.5130910233577498,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0045,pdf,3.8,533328,3754,False,0.2759705033199359,8.248746552614582e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,3.9,266664,1924,False,0.1993110734611968,7.292496916841445e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.0,266664,1933,False,0.1374045646512975,6.4471021073238704e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.1,199998,1428,False,0.1071007008581679,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.2,199998,1487,False,0.0875056326814479,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.3,199998,1411,False,0.0646322934830759,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.4,133332,949,False,0.0494774319561326,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.5,66666,490,False,0.0399841997189582,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.6,66666,422,False,0.0263681305520185,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.65,66666,483,False,0.0259322027035626,4.737893390963144e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.7,66666,453,False,0.0233857899115344,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0045,pdf,4.75,66666,463,False,0.0138294012761361,4.737893390963144e-09,,,False,False,,,,,,,,,,
pdf_0046,pdf,0.22,599994,6225,True,152579.25041527022,2.7004623524206823e-06,8.799502270803267e-08,1.800520724352399e-05,False,False,,,,,,,,,,
pdf_0046,pdf,0.24,599994,6149,True,83889.78032682434,2.1106426791015547e-06,7.522506199250397e-08,1.321706483666127e-05,False,False,,,,,,,,,,
pdf_0046,pdf,0.26,599994,5958,True,57962.366976205856,1.865962923181746e-06,6.862441126895457e-08,1.1697549579410043e-05,False,False,,,,,,,,,,
pdf_0046,pdf,0.28,599994,6070,True,47548.08412229498,1.6496480740980203e-06,6.458568635363679e-08,9.827841999673432e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.3,599994,6148,True,36111.750193195934,1.4584098829439864e-06,6.060750988790545e-08,8.97040433285758e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.32,599994,6064,True,30054.730029846854,1.2893412965257158e-06,5.8524805961095056e-08,8.33543574656339e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.34,599994,6222,True,25878.669009308487,1.1398722666160524e-06,5.5700302525921565e-08,8.122673781108367e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.36,599994,6121,True,22031.413875792925,1.0717668854455034e-06,5.38668725863327e-08,6.674284937479595e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.38,599994,6103,True,19098.43407816835,1.0077306820944618e-06,5.246421949960118e-08,6.503899933182759e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.4,599994,5945,True,16807.97627189486,9.475205302806548e-07,5.0946737737230265e-08,6.221339960754949e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.42,599994,6071,True,15311.034088815384,8.909078300934143e-07,4.9300263350609634e-08,5.970131868110951e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.44,599994,6062,True,13659.28934777263,8.376776400682924e-07,4.780576983412599e-08,5.325778134768097e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.46,599994,6009,True,12462.383850887583,7.876278611187062e-07,4.7130565644551274e-08,5.165077261596157e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.48,599994,6050,True,11732.96695592128,7.405684692262443e-07,4.5772906497285114e-08,4.411288907943396e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.5,599994,5996,True,10879.640808751454,7.405684692262443e-07,4.467799185332538e-08,4.2817113735423015e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.52,599994,6032,True,9783.095760768276,6.96320793976389e-07,4.385970104707233e-08,4.192765934661103e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.54,0,0,False,,,,,False,False,unsupported eta resonance,,,,,,,,,
pdf_0046,pdf,0.56,599994,6031,True,8678.827644017812,6.547168402004742e-07,4.1914594196180816e-08,3.876816365767467e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.58,599994,5816,True,7773.436750207942,6.155986501483502e-07,4.1333299536091926e-08,3.85338027661293e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.6,599994,5972,True,7228.909261875258,5.788177037701268e-07,4.0841545978219915e-08,3.526291911142557e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.62,599994,6051,True,7236.221765599422,5.788177037701268e-07,3.9736922555338235e-08,3.5505352642138463e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.64,599994,5848,True,6461.360817344385,5.44234354830026e-07,3.91673469410198e-08,3.3078387637137676e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.66,599994,5942,True,5896.769360477889,5.44234354830026e-07,3.8585125783048616e-08,3.4214498458714654e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.68,599994,5823,True,5788.844652629185,5.117173007114599e-07,3.8320072212957415e-08,3.0296177481992986e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.7,599994,5946,True,5759.668537634227,5.117173007114599e-07,3.7851836304078754e-08,2.8328215110017254e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.72,599994,5996,True,5421.553832655548,4.811430839003254e-07,3.6907297671621026e-08,2.8336966159538753e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.74,599994,5814,True,4999.635847662161,4.811430839003254e-07,3.685679926405814e-08,2.855777084403272e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.76,599994,5788,True,4683.774437780235,4.811430839003254e-07,3.6911155904676754e-08,2.632352907099329e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.78,599994,5818,True,4519.852317046589,4.523956232538049e-07,3.606491533839696e-08,2.689995024137044e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.8,599994,5803,True,4309.480503946905,4.523956232538049e-07,3.574521142269717e-08,2.9025476110152277e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.82,599994,5818,True,4155.845837735988,4.2536577327503834e-07,3.5220743282745946e-08,2.5021628039374925e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.84,599994,5789,True,3965.6678687411536,4.2536577327503834e-07,3.4776061916282645e-08,2.139798126440711e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.86,599994,5736,True,3732.731375363233,4.2536577327503834e-07,3.4292422966147924e-08,2.675838745981086e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.88,599994,5809,True,3498.253957675107,3.999509097203662e-07,3.4257755168258806e-08,2.1394016619889925e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.9,599994,5657,True,3155.9944992963697,3.999509097203662e-07,3.3809749512103334e-08,2.149665060891501e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.92,599994,5724,True,2506.2449248679427,3.535859366535176e-07,3.259100596488647e-08,1.7715243431727829e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.94,599994,5790,True,894.0284602407364,2.2972275360711513e-07,2.728545133100735e-08,1.1236177197789446e-06,False,False,,,,,,,,,,
pdf_0046,pdf,0.96,0,0,False,,,,,False,False,unsupported eta-prime resonance,,,,,,,,,
pdf_0046,pdf,0.98,599994,5696,True,269.5925622806944,1.4033215376054846e-07,2.2459412620559523e-08,5.741189328745546e-07,False,False,,,,,,,,,,
pdf_0046,pdf,1.0,599994,5634,True,390.0623803578361,1.6882033167003626e-07,2.4291935208864656e-08,7.553325336550902e-07,False,False,,,,,,,,,,
pdf_0046,pdf,1.05,599994,5725,True,240.53786611068173,1.4033215376054846e-07,2.2676645808536022e-08,5.700714569063188e-07,False,False,,,,,,,,,,
pdf_0046,pdf,1.1,599994,5575,True,105.22525769944492,9.117299484984922e-08,1.8813101311938475e-08,3.522116076285429e-07,False,False,,,,,,,,,,
pdf_0046,pdf,1.15,599994,5528,True,40.6663915176447,5.5695409058001254e-08,1.5723586715371456e-08,1.752511550300704e-07,False,False,,,,,,,,,,
pdf_0046,pdf,1.2,599994,5482,True,15.071359791125518,3.402299765678064e-08,1.3095760183604532e-08,8.23770856180607e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.25,599994,5489,True,3.1515375517853217,1.6244350109588655e-08,1.3722889566448045e-08,1.8718315253638812e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.3,599994,5467,False,0.5588723659967623,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0046,pdf,1.35,599994,5271,False,1.5942460376825056,1.1937766417144358e-08,,,False,False,,,,,,,,,,
pdf_0046,pdf,1.4,599994,5481,True,3.2135811160655297,1.6244350109588655e-08,1.3413325775298018e-08,1.923856614694609e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.45,599994,5243,False,1.371171370164563,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0046,pdf,1.5,599994,5166,True,4.845671304562984,1.9542040079740516e-08,1.2001155889759858e-08,3.1518198406286025e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.55,599994,5215,True,6.204347720771273,2.2104546299710197e-08,1.2003909228608449e-08,3.909303873518405e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.6,599994,5071,True,6.804703368562164,2.3509178754572845e-08,1.2153327515927242e-08,4.385720226980452e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.65,599994,5013,True,7.456402915925726,2.5003068519063217e-08,1.2361316062088037e-08,4.5739350698665554e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.7,599994,5110,True,8.150902135274753,2.5003068519063217e-08,1.2292746376536036e-08,5.102892160817775e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.75,599994,4971,True,9.680006285987064,2.8281667802300298e-08,1.2404023522237344e-08,5.7158937002461636e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.8,599994,5009,True,10.781853293426488,2.8281667802300298e-08,1.2466449490498764e-08,6.115748792328545e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.85,599994,5027,True,12.604303163375302,3.199018284775061e-08,1.2806219140772696e-08,7.010186454135956e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.9,599994,4945,True,14.75030367208047,3.6184987596427426e-08,1.3478313269079422e-08,8.334760788911365e-08,False,False,,,,,,,,,,
pdf_0046,pdf,1.95,599994,4849,True,18.943671563366134,3.8484361094874256e-08,1.3686147758937782e-08,9.171178060341481e-08,False,False,,,,,,,,,,
pdf_0046,pdf,2.0,599994,4964,True,22.88312952796443,4.092984818452434e-08,1.3948039717090544e-08,1.0867091902816589e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.05,599994,4940,True,23.004588649590175,4.3530733647318836e-08,1.4216537431255652e-08,1.0875355359609984e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.1,599994,4746,True,22.130037266579517,4.092984818452434e-08,1.4311010567099629e-08,1.042517876569537e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.15,599994,4848,True,22.92820506262547,4.3530733647318836e-08,1.4503501251834746e-08,1.1020477938813405e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.2,599994,4688,True,21.83924868681491,4.3530733647318836e-08,1.4892722972689071e-08,1.0720336493682925e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.25,599994,4695,True,21.523766881550102,4.3530733647318836e-08,1.4715159485237916e-08,1.0107599695480155e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.3,599994,4751,True,20.68764421832928,4.092984818452434e-08,1.47385712601763e-08,1.0482349732236156e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.35,599994,4664,True,19.470004188628184,4.092984818452434e-08,1.4834028090311468e-08,9.788065584331559e-08,False,False,,,,,,,,,,
pdf_0046,pdf,2.4,599994,4743,True,19.834096188156774,4.092984818452434e-08,1.4804237461408702e-08,1.0416497434990999e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.45,599994,4582,True,19.036510652339363,4.3530733647318836e-08,1.5116084207653732e-08,1.0157190316530673e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.5,599994,4421,True,18.1226119497678,4.3530733647318836e-08,1.5543470419337977e-08,1.04910016497349e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.55,599994,4599,True,21.740147879190037,4.3530733647318836e-08,1.5511302748603427e-08,1.0894471550359753e-07,False,False,,,,,,,,,,
pdf_0046,pdf,2.6,599994,4486,True,14.73498184586097,3.8484361094874256e-08,1.48829966457892e-08,8.50239792668793e-08,False,False,,,,,,,,,,
pdf_0046,pdf,2.65,599994,4659,True,12.851188504938102,3.6184987596427426e-08,1.4473556439253304e-08,7.34897126741503e-08,False,False,,,,,,,,,,
pdf_0046,pdf,2.7,599994,4582,True,10.9311646079269,3.199018284775061e-08,1.4267618343027532e-08,6.815921551797655e-08,False,False,,,,,,,,,,
pdf_0046,pdf,2.75,599994,4502,True,9.572232872670368,3.199018284775061e-08,1.42667223460007e-08,6.101172814625515e-08,False,False,,,,,,,,,,
