variation,axis,mass_GeV,n_events,n_hits,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,exclusion_reason,invf_min_sample_ess,invf_min_event_ess,invf_min_max_event_fraction,peak_sample_ess,peak_event_ess,peak_max_event_fraction,invf_max_sample_ess,invf_max_event_ess,invf_max_max_event_fraction
pdf_0018,pdf,1.0,599994,5776,True,364.4586072676593,1.6882033167003626e-07,2.4473128025045875e-08,7.573572843071878e-07,False,False,,,,,,,,,,
pdf_0018,pdf,1.05,599994,5757,True,259.35060598664114,1.4033215376054846e-07,2.2560485559620153e-08,6.052580106952318e-07,False,False,,,,,,,,,,
pdf_0018,pdf,1.1,599994,5720,True,104.91951092079232,9.117299484984922e-08,1.9200832358798743e-08,3.2690951641774225e-07,False,False,,,,,,,,,,
pdf_0018,pdf,1.15,599994,5638,True,39.69339929375827,5.9234571458758066e-08,1.5947178627354282e-08,1.7647189430020405e-07,False,False,,,,,,,,,,
pdf_0018,pdf,1.2,599994,5679,True,15.156702490535318,3.402299765678064e-08,1.2948375213797728e-08,8.44446755622358e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.25,599994,5663,True,3.240695350433122,1.6244350109588655e-08,1.3279937559816109e-08,1.9406395609802073e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.3,599994,5600,False,0.5884443661331212,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,1.35,599994,5559,False,1.6907919593695755,1.1937766417144358e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,1.4,599994,5336,True,3.184348831592714,1.6244350109588655e-08,1.3688011285220157e-08,1.9042918066712157e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.45,599994,5389,False,1.3366055954933544,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,1.5,599994,5442,True,4.631900086717377,1.9542040079740516e-08,1.2072922488439908e-08,2.9869038521673523e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.55,599994,5323,True,6.065865695309017,2.2104546299710197e-08,1.2197051147528486e-08,3.8834414026306694e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.6,599994,5348,True,6.8667215650433056,2.3509178754572845e-08,1.2179910748544188e-08,4.4115763999235355e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.65,599994,5313,True,7.676779931252254,2.5003068519063217e-08,1.2161859707695208e-08,4.6687016420894435e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.7,599994,5212,True,7.898843291136946,2.5003068519063217e-08,1.2486535938991787e-08,4.8745543376867525e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.75,599994,5149,True,9.729859900403572,2.8281667802300298e-08,1.2445436062224177e-08,5.7848114858499755e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.8,599994,5192,True,10.84174824246089,2.8281667802300298e-08,1.2534946846581006e-08,6.201335965009935e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.85,599994,5111,True,12.40708854054956,3.199018284775061e-08,1.296482224130352e-08,6.941035470319853e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.9,599994,5083,True,15.170967038272352,3.402299765678064e-08,1.3347161630618921e-08,8.2986647423285e-08,False,False,,,,,,,,,,
pdf_0018,pdf,1.95,599994,5070,True,17.487330018107958,3.8484361094874256e-08,1.3862994674676416e-08,9.174036250281608e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.0,599994,5162,True,22.280674047529168,4.092984818452434e-08,1.4290549438749928e-08,1.0675422190349878e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.05,599994,5002,True,21.45159331332346,4.092984818452434e-08,1.4392624367748864e-08,1.0289456328570581e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.1,599994,4967,True,22.108187052896493,4.3530733647318836e-08,1.4433756246390685e-08,1.0675043762125145e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.15,599994,4909,True,22.566320167812,4.3530733647318836e-08,1.4531811785032146e-08,1.0744926261370757e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.2,599994,4958,True,21.918504546757102,4.3530733647318836e-08,1.47760957061512e-08,1.0574553441255801e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.25,599994,4842,True,21.52922673766727,4.3530733647318836e-08,1.4846560843960356e-08,1.092662438480701e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.3,599994,4826,True,20.20251678294544,4.3530733647318836e-08,1.492432047522012e-08,1.0143349501855661e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.35,599994,4892,True,19.259247946232406,4.092984818452434e-08,1.4849355545426443e-08,9.601443135752624e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.4,599994,4790,True,18.47705368139571,4.092984818452434e-08,1.5129252045229207e-08,1.0263641769124005e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.45,599994,4621,True,18.171810513292495,4.3530733647318836e-08,1.5371831287575153e-08,1.0119486792399469e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.5,599994,4804,True,19.62678312065272,4.3530733647318836e-08,1.5267440765077862e-08,1.0286502738887087e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.55,599994,4688,True,20.193992650106463,4.3530733647318836e-08,1.5791400304301884e-08,1.0702106433427615e-07,False,False,,,,,,,,,,
pdf_0018,pdf,2.6,599994,4711,True,14.698675899364495,3.8484361094874256e-08,1.5031608443992647e-08,8.566080045799392e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.65,599994,4720,True,12.680763462558506,3.6184987596427426e-08,1.4608358239900337e-08,7.9323255246535e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.7,599994,4566,True,9.925771584125576,3.199018284775061e-08,1.4781733641822158e-08,6.632503265251559e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.75,599994,4670,True,9.326210676758764,3.199018284775061e-08,1.4564481228280232e-08,6.17579884168808e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.8,599994,4613,True,8.550466915063012,3.0078825180430956e-08,1.4398125857020132e-08,5.8454315186914356e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.85,599994,4730,True,8.309493104300284,3.0078825180430956e-08,1.4155879514794288e-08,5.520027414149212e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.9,599994,4527,True,6.754583692984526,2.6591887445126912e-08,1.4511140816760608e-08,4.843631262707135e-08,False,False,,,,,,,,,,
pdf_0018,pdf,2.95,599994,4553,True,6.028204564598864,2.6591887445126912e-08,1.4793006520085056e-08,4.604256739486199e-08,False,False,,,,,,,,,,
pdf_0018,pdf,3.0,599994,4560,True,5.334681214350202,2.5003068519063217e-08,1.5022122112572647e-08,4.21908897037688e-08,False,False,,,,,,,,,,
pdf_0018,pdf,3.1,599994,4530,True,4.482505075468474,2.5003068519063217e-08,1.571141447894135e-08,3.697702306674023e-08,False,False,,,,,,,,,,
pdf_0018,pdf,3.2,599994,4568,True,3.659150664657825,2.2104546299710197e-08,1.6685964640362162e-08,3.0125086567305916e-08,False,False,,,,,,,,,,
pdf_0018,pdf,3.3,599994,4504,False,2.9994017679165905,2.2104546299710197e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,3.4,599994,4463,False,2.47096467192021,2.078383818579755e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,3.5,599994,4404,False,1.87840866108456,1.9542040079740516e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,3.6,533328,3982,False,0.8325577945443166,1.2696351276599728e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,3.7,533328,3693,False,0.4944249276593775,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0018,pdf,3.8,533328,3944,False,0.2910297098731511,8.248746552614582e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,3.9,266664,1925,False,0.1891160820313229,7.292496916841445e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.0,266664,1933,False,0.1438946699677579,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.1,199998,1433,False,0.1049175120042146,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.2,199998,1454,False,0.091617465009189,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.3,199998,1448,False,0.0642678159423076,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.4,133332,959,False,0.0539146404286622,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.5,66666,474,False,0.0398508057122838,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.6,66666,509,False,0.033741842155674,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.65,66666,493,False,0.0340715093381865,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.7,66666,484,False,0.0214231171048729,4.737893390963144e-09,,,False,False,,,,,,,,,,
pdf_0018,pdf,4.75,66666,499,False,0.0144493822987599,4.737893390963144e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,0.22,599994,6412,True,144906.6293799044,2.8720631177978283e-06,8.942822739879214e-08,1.832090776943966e-05,False,False,,,,,,,,,,
pdf_0019,pdf,0.24,599994,6343,True,83421.92640037055,2.244763378413224e-06,7.675126161461911e-08,1.3089644167978747e-05,False,False,,,,,,,,,,
pdf_0019,pdf,0.26,599994,6403,True,57587.41532821674,1.865962923181746e-06,6.976047495547333e-08,1.13736315104085e-05,False,False,,,,,,,,,,
pdf_0019,pdf,0.28,599994,6389,True,45591.59227770885,1.6496480740980203e-06,6.525846424972739e-08,1.079147168975113e-05,False,False,,,,,,,,,,
pdf_0019,pdf,0.3,599994,6504,True,37350.20881752603,1.5510844769528404e-06,6.209082249371425e-08,9.21002747104494e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.32,599994,6357,True,29683.2921165401,1.2893412965257158e-06,5.877963021027669e-08,8.064353030518399e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.34,599994,6326,True,25311.4377122185,1.212305401337653e-06,5.6812812277617715e-08,8.676889970628342e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.36,599994,6323,True,22122.734162067223,1.1398722666160524e-06,5.490830357284589e-08,7.387232606447186e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.38,599994,6241,True,18530.597333572823,1.0077306820944618e-06,5.3072947663726416e-08,7.236358930430695e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.4,599994,6208,True,15944.454602215945,9.475205302806548e-07,5.154093981192279e-08,5.960972677713099e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.42,599994,6310,True,15117.22223765788,8.909078300934143e-07,4.996325305789517e-08,5.555595487583215e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.44,599994,6177,True,13170.233274837468,8.376776400682924e-07,4.8819487997538865e-08,5.42768522728825e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.46,599994,6251,True,12839.03227305309,8.376776400682924e-07,4.7896882911989195e-08,5.504799321063362e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.48,599994,6207,True,11373.044194500762,7.876278611187062e-07,4.629741622753498e-08,4.687753986430884e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.5,599994,6057,True,9813.587244139584,7.405684692262443e-07,4.56254198142954e-08,4.8854186366876765e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.52,599994,6157,True,9574.235015733084,6.96320793976389e-07,4.4263525001619384e-08,4.666808464251104e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.54,0,0,False,,,,,False,False,unsupported eta resonance,,,,,,,,,
pdf_0019,pdf,0.56,599994,6155,True,8426.344287922415,6.547168402004742e-07,4.2650780165085926e-08,4.084271936781088e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.58,599994,6217,True,7760.471781912797,6.155986501483502e-07,4.183949337712536e-08,4.179465564028908e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.6,599994,6187,True,7212.866761357121,6.155986501483502e-07,4.11996406044012e-08,3.7099448934533426e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.62,599994,6296,True,6809.050497517238,5.788177037701268e-07,4.0742341603019293e-08,3.5124564747160204e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.64,599994,6039,True,6395.357244143762,5.788177037701268e-07,3.982548081662827e-08,3.433099225113856e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.66,599994,6048,True,5920.0628975847085,5.44234354830026e-07,3.9626610080851706e-08,3.182970583347834e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.68,599994,6196,True,5766.543351739008,5.44234354830026e-07,3.878159247003047e-08,3.3687937709061553e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.7,599994,6152,True,5332.742020952342,5.117173007114599e-07,3.825560939198772e-08,2.92291119044313e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.72,599994,6105,True,5148.9836589521165,5.117173007114599e-07,3.799539421533733e-08,2.8615021532870427e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.74,599994,6114,True,4763.377598272253,4.811430839003254e-07,3.7536497512195154e-08,2.670495799002456e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.76,599994,6114,True,4677.675413100179,4.811430839003254e-07,3.7163018328565125e-08,2.682269573378067e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.78,599994,6134,True,4408.742522465937,4.523956232538049e-07,3.642079667507232e-08,2.6307202062097308e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.8,599994,6112,True,4248.201019571588,4.523956232538049e-07,3.611584150620078e-08,2.5297233230086005e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.82,599994,5987,True,4065.154302641508,4.523956232538049e-07,3.6231149439810635e-08,2.6134061706165315e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.84,599994,5952,True,3729.2447815513224,4.523956232538049e-07,3.593616397803123e-08,2.4968688268555087e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.86,599994,5988,True,3434.026794612999,4.2536577327503834e-07,3.5199538670488486e-08,2.177906723720951e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.88,599994,5955,True,3334.3564420492644,3.999509097203662e-07,3.4659138233662625e-08,2.31213086400501e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.9,599994,5918,True,3022.9787261648626,3.999509097203662e-07,3.439149355626754e-08,2.2411541263190685e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.92,599994,6081,True,2414.023649335947,3.535859366535176e-07,3.265472426481026e-08,1.7279252497436096e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.94,599994,5842,True,834.0506913783626,2.2972275360711513e-07,2.7966809237187155e-08,1.082093266567024e-06,False,False,,,,,,,,,,
pdf_0019,pdf,0.96,0,0,False,,,,,False,False,unsupported eta-prime resonance,,,,,,,,,
pdf_0019,pdf,0.98,599994,5946,True,267.9252445346638,1.4033215376054846e-07,2.2688675762477706e-08,5.899256215173382e-07,False,False,,,,,,,,,,
pdf_0019,pdf,1.0,599994,5904,True,370.1050374335373,1.6882033167003626e-07,2.461152576755581e-08,6.922355155277179e-07,False,False,,,,,,,,,,
pdf_0019,pdf,1.05,599994,5860,True,241.55454087417897,1.4033215376054846e-07,2.288654748210903e-08,5.954696343684892e-07,False,False,,,,,,,,,,
pdf_0019,pdf,1.1,599994,5620,True,102.06780277837537,9.117299484984922e-08,1.9367576641638263e-08,3.170110850694228e-07,False,False,,,,,,,,,,
pdf_0019,pdf,1.15,599994,5775,True,39.767441762669314,5.9234571458758066e-08,1.5863322848618545e-08,1.792147582738054e-07,False,False,,,,,,,,,,
pdf_0019,pdf,1.2,599994,5759,True,15.07159032876741,3.402299765678064e-08,1.3192858059042156e-08,8.5655905514789e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.25,599994,5703,True,3.1516510633387917,1.6244350109588655e-08,1.3937500840622964e-08,1.88627181566196e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.3,599994,5495,False,0.5448386273337363,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,1.35,599994,5553,False,1.5616980404957546,1.1937766417144358e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,1.4,599994,5439,True,3.066700673010161,1.6244350109588655e-08,1.4807283620472212e-08,1.8031304745173413e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.45,599994,5503,False,1.316739777260596,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,1.5,599994,5536,True,4.49298233632313,1.9542040079740516e-08,1.2123150385534688e-08,2.9589671373575232e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.55,599994,5556,True,5.945485150791196,2.2104546299710197e-08,1.2424875047713876e-08,3.957484971067315e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.6,599994,5388,True,6.969321990959606,2.3509178754572845e-08,1.2259203856103093e-08,4.3875632966657674e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.65,599994,5368,True,7.337043626560797,2.5003068519063217e-08,1.2475115387562404e-08,4.7533249868572296e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.7,599994,5320,True,8.317372451034633,2.6591887445126912e-08,1.2549460964329173e-08,5.1874254132748837e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.75,599994,5282,True,9.08592172826607,2.6591887445126912e-08,1.2581954250936366e-08,5.4550441896388366e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.8,599994,5189,True,10.523958694479225,3.0078825180430956e-08,1.2794499531288104e-08,6.079682229759268e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.85,599994,5232,True,12.341053078974994,3.199018284775061e-08,1.3088207385918745e-08,7.218021950050634e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.9,599994,5355,True,15.53639761394057,3.402299765678064e-08,1.3245224365028566e-08,8.145969347418368e-08,False,False,,,,,,,,,,
pdf_0019,pdf,1.95,599994,5275,True,18.245112395354017,3.8484361094874256e-08,1.376664820547848e-08,9.253770684960185e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.0,599994,5173,True,21.841295413238385,4.092984818452434e-08,1.4247281443148461e-08,1.0750170208414864e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.05,599994,5122,True,22.555162716829216,4.3530733647318836e-08,1.4435916979359371e-08,1.0933242256272272e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.1,599994,5072,True,21.83900038822153,4.3530733647318836e-08,1.4680094217911857e-08,1.0861945624916177e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.15,599994,5069,True,23.345945726265185,4.3530733647318836e-08,1.458535748324062e-08,1.0583604604326261e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.2,599994,5001,True,21.487719499708128,4.3530733647318836e-08,1.500388905562913e-08,1.0956208031147836e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.25,599994,4996,True,20.020103992288767,4.3530733647318836e-08,1.5137932287244967e-08,1.0308539285201277e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.3,599994,4935,True,20.248500657268476,4.3530733647318836e-08,1.4935784463841118e-08,1.0516309584212353e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.35,599994,4966,True,19.52742191431958,4.3530733647318836e-08,1.4992445042469543e-08,1.0648462460052089e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.4,599994,4808,True,19.158305072985794,4.3530733647318836e-08,1.5123610039873016e-08,1.0679617012434646e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.45,599994,5000,True,20.459965207234845,4.3530733647318836e-08,1.5082376157578234e-08,1.0265811312061478e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.5,599994,4862,True,18.9440483505846,4.3530733647318836e-08,1.5417093116671686e-08,1.072110187103659e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.55,599994,4825,True,20.005749249872032,4.6296892266272595e-08,1.5883788942146883e-08,1.1306653853068713e-07,False,False,,,,,,,,,,
pdf_0019,pdf,2.6,599994,4855,True,14.761167881010987,3.8484361094874256e-08,1.4861779832183811e-08,8.66255606496167e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.65,599994,4696,True,11.976950204507528,3.6184987596427426e-08,1.4783958651061906e-08,7.465872569525747e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.7,599994,4726,True,10.447088642522546,3.402299765678064e-08,1.4625882653796357e-08,6.866672938789582e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.75,599994,4781,True,9.34514518279001,3.199018284775061e-08,1.4470638264762197e-08,6.24265342734416e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.8,599994,4650,True,8.765456452323786,3.0078825180430956e-08,1.434902471769034e-08,5.772595318702714e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.85,599994,4707,True,7.699839291861222,2.8281667802300298e-08,1.4456948691473621e-08,5.3811877410791123e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.9,599994,4685,True,6.729607370470295,2.8281667802300298e-08,1.4672414969079802e-08,4.962035325125317e-08,False,False,,,,,,,,,,
pdf_0019,pdf,2.95,599994,4565,True,5.888756571992991,2.6591887445126912e-08,1.4980988160178294e-08,4.592928500272877e-08,False,False,,,,,,,,,,
pdf_0019,pdf,3.0,599994,4605,True,5.087226798025894,2.6591887445126912e-08,1.5531026789608726e-08,4.1778211831138145e-08,False,False,,,,,,,,,,
pdf_0019,pdf,3.1,599994,4620,True,4.549578727859776,2.5003068519063217e-08,1.552765024725568e-08,3.687176066724462e-08,False,False,,,,,,,,,,
pdf_0019,pdf,3.2,599994,4556,True,3.6404036577801513,2.2104546299710197e-08,1.680406526446694e-08,3.0094045654281464e-08,False,False,,,,,,,,,,
pdf_0019,pdf,3.3,599994,4409,False,2.7225327965623713,2.2104546299710197e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,3.4,599994,4493,False,2.3592654682136818,2.078383818579755e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,3.5,599994,4527,False,1.913898049275227,1.9542040079740516e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,3.6,533328,4000,False,0.8263693867112307,1.2696351276599728e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,3.7,533328,4007,False,0.5098258935494928,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0019,pdf,3.8,533328,3973,False,0.2748863639163919,8.248746552614582e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,3.9,266664,1931,False,0.1863333903659924,7.292496916841445e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.0,266664,1950,False,0.1356564347651196,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.1,199998,1478,False,0.1093331749820914,6.4471021073238704e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.2,199998,1481,False,0.0820672570529739,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.3,199998,1448,False,0.0631915588069492,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.4,133332,970,False,0.0527247397240714,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.5,66666,525,False,0.0465835382116188,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.6,66666,491,False,0.0336114770909372,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.65,66666,489,False,0.0263730071390817,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.7,66666,458,False,0.0222073041299836,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0019,pdf,4.75,66666,458,False,0.0145973776514177,4.737893390963144e-09,,,False,False,,,,,,,,,,
pdf_0020,pdf,0.22,599994,6319,True,142488.29005752236,2.8720631177978283e-06,8.989343714254109e-08,1.791317047624203e-05,False,False,,,,,,,,,,
pdf_0020,pdf,0.24,599994,6514,True,86870.02204048182,2.244763378413224e-06,7.65598753048977e-08,1.3034575469365366e-05,False,False,,,,,,,,,,
pdf_0020,pdf,0.26,599994,6357,True,59055.522367547484,1.865962923181746e-06,6.900726390096371e-08,1.1105866214301813e-05,False,False,,,,,,,,,,
pdf_0020,pdf,0.28,599994,6379,True,45924.067915832595,1.6496480740980203e-06,6.553295659348882e-08,9.808319203443496e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.3,599994,6363,True,34720.63208504321,1.4584098829439864e-06,6.133275805568575e-08,9.751801028812837e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.32,599994,6378,True,29700.76566519129,1.2893412965257158e-06,5.9203697993471905e-08,7.83244568496022e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.34,599994,6397,True,25356.543928912404,1.212305401337653e-06,5.6693843792728346e-08,7.469179175856566e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.36,599994,6324,True,20981.711977964496,1.0717668854455034e-06,5.4656428712188214e-08,6.796625907579162e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.38,599994,6273,True,18046.17994668165,1.0077306820944618e-06,5.297216956292855e-08,5.882791020162434e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.4,599994,6278,True,16469.379798807695,9.475205302806548e-07,5.13293518307086e-08,6.674193908988867e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.42,599994,6285,True,14777.447299466558,8.909078300934143e-07,4.989284656393918e-08,5.399477511737547e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.44,599994,6268,True,13569.485927766946,8.909078300934143e-07,4.8873264936743333e-08,5.499805772237048e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.46,599994,6207,True,12455.406522492876,8.376776400682924e-07,4.7836025601681334e-08,5.087651770086826e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.48,599994,6177,True,10675.96047189191,7.876278611187062e-07,4.6826223871608305e-08,4.423060103827588e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.5,599994,6125,True,10129.944719495736,7.405684692262443e-07,4.562323512394602e-08,4.763768907650542e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.52,599994,6341,True,9639.648414118996,6.96320793976389e-07,4.3907328431232946e-08,4.331245500401787e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.54,0,0,False,,,,,False,False,unsupported eta resonance,,,,,,,,,
pdf_0020,pdf,0.56,599994,6204,True,8067.228289197856,6.547168402004742e-07,4.2732354858877435e-08,4.539257737518373e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.58,599994,6238,True,8030.857815247036,6.547168402004742e-07,4.194482833480731e-08,3.812913268788233e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.6,599994,6046,True,7273.060466133626,5.788177037701268e-07,4.117235805299721e-08,3.558255386980095e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.62,599994,6115,True,6752.154268267362,5.788177037701268e-07,4.0826909225603566e-08,3.5021803392402665e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.64,599994,6033,True,6294.17201089591,5.788177037701268e-07,4.0255761594205385e-08,3.483837015682071e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.66,599994,6200,True,6223.3531658466945,5.44234354830026e-07,3.9474350466315367e-08,3.2282549129134975e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.68,599994,5990,True,5591.138969770276,5.44234354830026e-07,3.9084247806965943e-08,3.3016824521995533e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.7,599994,6207,True,5463.607819526862,5.117173007114599e-07,3.8563428688873615e-08,3.422343771462245e-06,False,False,,,,,,,,,,
pdf_0020,pdf,0.72,599994,5983,True,5105.958097394211,5.117173007114599e-07,3.831151245123189e-08,3.37569854498473e-06,False,False,,,,,,,,,,
