"mass_GeV","width_coefficient_001","width_coefficient_002","width_coefficient_003","width_coefficient_004","width_coefficient_005","width_coefficient_006","width_coefficient_007","width_coefficient_008","width_coefficient_009","width_coefficient_010","width_coefficient_011","width_coefficient_012","width_coefficient_013","width_coefficient_014","width_coefficient_015","width_coefficient_016","width_coefficient_017","width_coefficient_018","width_coefficient_019","width_coefficient_020","width_coefficient_021","width_coefficient_022","width_coefficient_023","width_coefficient_024","width_coefficient_025","width_coefficient_026","width_coefficient_027","width_coefficient_028","width_coefficient_029","width_coefficient_030","width_coefficient_031","width_coefficient_032","width_coefficient_033","width_coefficient_034","width_coefficient_035","width_coefficient_036","width_coefficient_037","width_coefficient_038","width_coefficient_039","width_coefficient_040"
0.031,3.4375850881516664e-10,9.057435311632672e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.446642523463299e-10,0,3.446642523463299e-10
0.032,3.548588633287183e-10,9.939148220943398e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558527781508126e-10,0,3.558527781508126e-10
0.033,3.65958878428352e-10,1.0875455005045074e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.670464239288565e-10,0,3.670464239288565e-10
0.034,3.770585840895136e-10,1.1867854643185328e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7824536955383213e-10,0,3.7824536955383213e-10
0.035,3.881580068581665e-10,1.2917829041681365e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8944978976233465e-10,0,3.8944978976233465e-10
0.036000000000000004,3.992571703277029e-10,1.4026842634594159e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.006598545911623e-10,0,4.006598545911623e-10
0.037,4.1035609553840973e-10,1.5196342004878591e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.118757297388976e-10,0,4.118757297388976e-10
0.038,4.2145480131377887e-10,1.6427755527371258e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23097576866516e-10,0,4.23097576866516e-10
0.039,4.325533045450115e-10,1.7722493035152773e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343255538485268e-10,0,4.343255538485268e-10
0.04,4.4365162043279666e-10,1.9081945511010056e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4555981498389765e-10,0,4.4555981498389765e-10
0.041,4.547497626936679e-10,2.050748480591811e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.568005111742597e-10,0,4.568005111742597e-10
0.042,4.658477437368487e-10,2.200046338667357e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68047790075516e-10,0,4.68047790075516e-10
0.043000000000000003,4.769455748163955e-10,2.356221411503543e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.793017962278991e-10,0,4.793017962278991e-10
0.044000000000000004,4.880432661625768e-10,2.5194050060977348e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905626711686745e-10,0,4.905626711686745e-10
0.045000000000000005,4.991408270957141e-10,2.689726435291806e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018305535310059e-10,0,5.018305535310059e-10
0.046000000000000006,5.102382661251662e-10,2.8673130068091173e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.131055791319753e-10,0,5.131055791319753e-10
0.047,5.213355910356611e-10,3.0522900166534416e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.243878810523145e-10,0,5.243878810523145e-10
0.048,5.324328089628331e-10,3.2447807472527957e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.356775897100859e-10,0,5.356775897100859e-10
0.049,5.435299264594982e-10,3.444906470769904e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469748329302681e-10,0,5.469748329302681e-10
0.05,5.546269495539743e-10,3.6527864580441475e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.582797360120185e-10,0,5.582797360120185e-10
0.051000000000000004,5.657238838015326e-10,3.8685379936766175e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.695924217952092e-10,0,5.695924217952092e-10
0.052000000000000005,5.768207343299108e-10,4.092276397822803e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.809130107277335e-10,0,5.809130107277335e-10
0.053000000000000005,5.879175058796677e-10,4.324115055315582e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.922416209349833e-10,0,5.922416209349833e-10
0.054,5.990142028400536e-10,4.564165452806212e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.035783682928598e-10,0,6.035783682928598e-10
0.055,6.101108292809636e-10,4.81253722468302e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.149233665056466e-10,0,6.149233665056466e-10
0.056,6.212073889814652e-10,5.0693382086085705e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.262767271900738e-10,0,6.262767271900738e-10
0.057,6.323038854553227e-10,5.334674511605841e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.376385599669286e-10,0,6.376385599669286e-10
0.058,6.434003219738787e-10,5.608650587725112e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.490089725616038e-10,0,6.490089725616038e-10
0.059000000000000004,6.544967015866068e-10,5.891369328436521e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.603880709150433e-10,0,6.603880709150433e-10
0.060000000000000005,6.655930271396097e-10,6.1829321670197745e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.717759593066294e-10,0,6.717759593066294e-10
0.061000000000000006,6.766893012922953e-10,6.483439198365994e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.831727404906613e-10,0,6.831727404906613e-10
0.062000000000000006,6.877855265324392e-10,6.792989315767088e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.945785158482063e-10,0,6.945785158482063e-10
0.063,6.988817051898114e-10,7.111680366449618e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05993385556261e-10,0,7.05993385556261e-10
0.064,7.099778394485255e-10,7.439609327815287e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.174174487763408e-10,0,7.174174487763408e-10
