"mass_GeV","channel_001","channel_002","channel_003","channel_004","channel_005","channel_006","channel_007","channel_008","channel_009","channel_010","channel_011","channel_012","channel_013","channel_014","channel_015","channel_016","channel_017","channel_018","channel_019","channel_020","channel_021","channel_022","channel_023","channel_024","channel_025","channel_026","channel_027","channel_028","channel_029","channel_030","channel_031","channel_032"
0.272,0.000035676469060253436,0.9999397882980238,2.955548324848538e-96,0.000024535232916174742,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,0,2.955548324848538e-96,0,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96,2.955548324848538e-96
0.273,0.00003548552367305138,0.9999399384116668,2.928961436370567e-96,0.000024576064660137392,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,0,2.928961436370567e-96,0,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96,2.928961436370567e-96
0.274,0.00003529964927612596,0.9999400822475727,2.9029856458704854e-96,0.000024618103151121217,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,0,2.9029856458704854e-96,0,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96,2.9029856458704854e-96
0.275,0.000035118642697523034,0.9999402200767499,2.877597638945318e-96,0.00002466128055250991,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,0,2.877597638945318e-96,0,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96,2.877597638945318e-96
0.276,0.000034942311747550855,0.9999403521562991,2.852775335705981e-96,0.000024705531953278926,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,0,2.852775335705981e-96,0,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96,2.852775335705981e-96
0.277,0.00003477047447241741,0.9999404787303587,2.828497807778399e-96,0.000024750795168802533,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,0,2.828497807778399e-96,0,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96,2.828497807778399e-96
0.278,0.000034602958468759504,0.9999406000309736,2.8047452020316025e-96,0.000024797010557612473,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,0,2.8047452020316025e-96,0,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96,2.8047452020316025e-96
0.279,0.00003443960025328725,0.9999407162788941,2.7814986703974536e-96,0.000024844120852604204,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,0,2.7814986703974536e-96,0,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96,2.7814986703974536e-96
0.28,0.000034280244682389933,0.9999408276843121,2.758740305214971e-96,0.000024892071005348477,2.758740305214971e-96,1.1018331496608371e-20,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,0,2.758740305214971e-96,0,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96,2.758740305214971e-96
0.281,0.00003412474441709717,0.9999409344475405,2.736453079592235e-96,0.000024940808042308613,2.736453079592235e-96,7.712896100321896e-19,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,0,2.736453079592235e-96,0,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96,2.736453079592235e-96
0.28200000000000003,0.000033972959429271625,0.999941036759639,2.714620792331855e-96,0.000024990280931888148,2.714620792331855e-96,8.269987443172476e-18,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,0,2.714620792331855e-96,0,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96,2.714620792331855e-96
0.28300000000000003,0.000033824756545336266,0.9999411348029933,2.6932280170126945e-96,0.000025040440461344143,2.6932280170126945e-96,4.328762934277944e-17,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,0,2.6932280170126945e-96,0,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96,2.6932280170126945e-96
0.28400000000000003,0.00003368000902421583,0.999941228751853,2.6722600548620156e-96,0.00002509123912270068,2.6722600548620156e-96,1.546509893543545e-16,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,0,2.6722600548620156e-96,0,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96,2.6722600548620156e-96
0.28500000000000003,0.000033538596166505996,0.9999413187728262,2.6517028910887872e-96,0.00002514263100688102,2.6517028910887872e-96,4.3558902083567124e-16,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,0,2.6517028910887872e-96,0,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96,2.6517028910887872e-96
0.28600000000000003,0.00003340040295218084,0.9999414050253415,2.6315431543815676e-96,0.000025194571705357063,2.6315431543815676e-96,1.0430325492780412e-15,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,0,2.6315431543815676e-96,0,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96,2.6315431543815676e-96
0.28700000000000003,0.00003326531970441209,0.9999414876620747,2.61176807930325e-96,0.00002524701821868082,2.61176807930325e-96,2.2195668697718173e-15,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,0,2.61176807930325e-96,0,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96,2.61176807930325e-96
0.28800000000000003,0.00003313324177730883,0.9999415668293471,2.592365471340816e-96,0.000025299928871324868,2.592365471340816e-96,4.317906449537986e-15,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,0,2.592365471340816e-96,0,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96,2.592365471340816e-96
0.28900000000000003,0.000033004069265595265,0.9999416426674943,2.573323674391208e-96,0.000025353263232312744,2.573323674391208e-96,7.828112098782324e-15,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,0,2.573323674391208e-96,0,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96,2.573323674391208e-96
0.29000000000000004,0.00003287770673443151,0.9999417153112109,2.554631540485076e-96,0.000025406982041168844,2.554631540485076e-96,1.3412085712992179e-14,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,0,2.554631540485076e-96,0,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96,2.554631540485076e-96
0.29100000000000004,0.00003275406296774926,0.9999417848898716,2.5362784015684357e-96,0.000025461047138761646,2.5362784015684357e-96,2.1925688930257954e-14,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,0,2.5362784015684357e-96,0,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96,2.5362784015684357e-96
0.29200000000000004,0.00003263305073362394,0.9999418515278293,2.5182540431788778e-96,0.000025515421402651183,2.5182540431788778e-96,3.446670287302196e-14,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,0,2.5182540431788778e-96,0,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96,2.5182540431788778e-96
0.29300000000000004,0.000032514586565339954,0.9999419153446957,2.5005486798677005e-96,0.000025570068686589566,2.5005486798677005e-96,5.240994426864919e-14,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,0,2.5005486798677005e-96,0,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96,2.5005486798677005e-96
0.29400000000000004,0.000032398590556925373,0.9999419764556017,2.483152932232652e-96,0.00002562495376385216,2.483152932232652e-96,7.745640432376255e-14,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,0,2.483152932232652e-96,0,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96,2.483152932232652e-96
0.29500000000000004,0.000032284986172041867,0.9999420349714423,2.46605780543792e-96,0.000025680042274106692,2.46605780543792e-96,1.1165664174168435e-13,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,0,2.46605780543792e-96,0,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96,2.46605780543792e-96
0.29600000000000004,0.00003217370006521292,0.9999420909991038,2.4492546691088083e-96,0.000025735300673553048,2.4492546691088083e-96,1.5751151621213526e-13,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,0,2.4492546691088083e-96,0,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96,2.4492546691088083e-96
0.29700000000000004,0.0000320646619144619,0.9999421446416795,2.4327352384982477e-96,0.000025790696188088954,2.4327352384982477e-96,2.1790200962775203e-13,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,0,2.4327352384982477e-96,0,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96,2.4327352384982477e-96
0.29800000000000004,0.00003195780426451084,0.9999421959986698,2.4164915568310525e-96,0.00002584619676927808,2.4164915568310525e-96,2.9632800948525743e-13,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,0,2.4164915568310525e-96,0,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96,2.4164915568310525e-96
0.299,0.00003185306237976305,0.9999422451661705,2.4005159787398194e-96,0.00002590177105291572,2.4005159787398194e-96,3.9679115325404404e-13,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,0,2.4005159787398194e-96,0,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96,2.4005159787398194e-96
0.3,0.00003175037410635774,0.9999422922370496,2.3848011547135067e-96,0.00002595738832000388,2.3848011547135067e-96,5.240510371195489e-13,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,0,2.3848011547135067e-96,0,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96,2.3848011547135067e-96
0.301,0.00003164967974264369,0.9999423373011139,2.369340016486291e-96,0.000026013018459964036,2.369340016486291e-96,6.834973290982765e-13,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,0,2.369340016486291e-96,0,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96,2.369340016486291e-96
0.302,0.00003155092191747292,0.9999423804452653,2.3541257633001773e-96,0.000026068631935928433,2.3541257633001773e-96,8.812893426424366e-13,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,0,2.3541257633001773e-96,0,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96,2.3541257633001773e-96
0.303,0.00003145404547576347,0.9999424217536476,2.3391518489802366e-96,0.000026124199751964826,2.3391518489802366e-96,1.1247028792151903e-12,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,0,2.3391518489802366e-96,0,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96,2.3391518489802366e-96
0.304,0.000031358997370825,0.9999424613077855,2.3244119697662123e-96,0.000026179693422100177,2.3244119697662123e-96,1.4214389968291282e-12,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,0,2.3244119697662123e-96,0,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96,2.3244119697662123e-96
0.305,0.00003126572656298094,0.9999424991867155,2.309900052848697e-96,0.000026235084941020453,2.309900052848697e-96,1.7804916014983183e-12,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,0,2.309900052848697e-96,0,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96,2.309900052848697e-96
0.306,0.000031174183924057594,0.9999425354671072,2.2956102455621247e-96,0.000026290346756331586,2.2956102455621247e-96,2.2124310497597633e-12,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,0,2.2956102455621247e-96,0,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96,2.2956102455621247e-96
0.307,0.00003108432214734416,0.999942570223382,2.281536905190536e-96,0.00002634545174227765,2.281536905190536e-96,2.728433475225089e-12,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,0,2.281536905190536e-96,0,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96,2.281536905190536e-96
0.308,0.00003099609566265786,0.999942603527821,2.267674589345418e-96,0.000026400373174818132,2.267674589345418e-96,3.341468955238579e-12,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,0,2.267674589345418e-96,0,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96,2.267674589345418e-96
0.309,0.00003090946055617651,0.9999426354506703,2.254018046878054e-96,0.0000264550847079752,2.254018046878054e-96,4.065390260082015e-12,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,0,2.254018046878054e-96,0,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96,2.254018046878054e-96
0.31,0.000030824374494726227,0.9999426660602376,2.2405622092915865e-96,0.000026509560351367486,2.2405622092915865e-96,4.916251553472201e-12,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,0,2.2405622092915865e-96,0,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96,2.2405622092915865e-96
