variation_index,variation_name,variation_axis,variation_direction,run_tag,bottom_grid_tag,charm_grid_tag,u2_min,u2_max,u2_min_open,u2_max_open,peak_N,peak_u2,has_sensitivity,mass_GeV,flavor,n_events,n_hits,n_hits_eval,decay_samples,hit_estimator,event_chunk,seed_salt
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.658462762716377e-08,2.7908635844498196e-05,False,False,300.5740489044737,1.059560179277617e-06,True,2.4,Ue,399999,3031,3031,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,3.46878123612351e-08,1.4985849293075474e-05,False,False,92.8006610936354,7.232633896483548e-07,True,2.6,Ue,399999,2984,2984,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,4.2576304260383183e-08,8.247135282286905e-06,False,False,33.67937062625385,4.937047852839004e-07,True,2.8,Ue,399999,2964,2964,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,7.375739216775389e-08,4.637438623085333e-06,False,False,10.411218105027348,5.607169938205458e-07,True,3.0,Ue,399999,2894,2894,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.0408352007440257e-07,2.6062789592110916e-06,False,False,6.906995336308542,8.214343584919439e-07,True,3.2,Ue,399999,2993,2993,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.4519044507717017e-07,1.405114605725705e-06,False,False,4.521064907631143,6.368249944718587e-07,True,3.4,Ue,299999,2227,2227,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.603977344731516e-07,6.742821277015484e-07,False,False,3.2920039416861964,4.347013158125027e-07,True,3.6,Ue,299999,2234,2234,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg769a8d0e,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.8834328352261465e-08,,False,True,150061154088.6128,0.0168318035333096,True,0.305,Umu,1062957,7635,7635,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.077515560016476e-07,,False,True,73546291.03683391,0.0047137531341167,True,0.5,Umu,762957,6214,6214,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.1214211834900816e-07,,False,True,13258585.148350678,0.0009011018251665,True,0.7,Umu,762957,6055,6055,50,exact,1000,
