flavor,mass_GeV,boundary,u2,channel,N,frac
Umu,0.2,peak_u2,0.1,Bmeson,2494480.548677355,0.3385827728432095
Umu,0.2,peak_u2,0.1,Bbaryon,678219.525929989,0.09205661988727108
Umu,0.2,peak_u2,0.1,Bc,1936.5387061415468,0.000262851776972671
Umu,0.2,peak_u2,0.1,WZ,840.5377519799626,0.00011408852351872308
Umu,0.305,u2_min,1.081300573929393e-07,Kmeson,3.7079920612864568,0.9960126406333013
Umu,0.305,u2_min,1.081300573929393e-07,Dmeson,0.010236992826736995,0.0027497831950495065
Umu,0.305,u2_min,1.081300573929393e-07,tau,3.9450467133034417e-07,1.0596884592508658e-07
Umu,0.305,u2_min,1.081300573929393e-07,induced_tau,0.0002093324167947422,5.622928252698186e-05
Umu,0.305,u2_min,1.081300573929393e-07,Bmeson,0.003618436437666066,0.0009719568897871788
Umu,0.305,u2_min,1.081300573929393e-07,Bbaryon,0.0007750116185379686,0.0002081777296021716
Umu,0.305,u2_min,1.081300573929393e-07,Bc,3.7380976031660626e-06,1.0040993624411143e-06
Umu,0.305,u2_min,1.081300573929393e-07,WZ,3.8047955000870717e-07,1.0220152444977587e-07
Umu,0.305,peak_u2,0.0601027678207038,Kmeson,102706819817.92929,0.9945727359745051
Umu,0.305,peak_u2,0.0601027678207038,Dmeson,352612433.6768704,0.003414561112127951
Umu,0.305,peak_u2,0.0601027678207038,tau,35119.54229170549,3.4008393332743815e-07
Umu,0.305,peak_u2,0.0601027678207038,induced_tau,7420750.910450694,7.185965400424027e-05
Umu,0.305,peak_u2,0.0601027678207038,Bmeson,159289833.72377634,0.0015425005469006283
Umu,0.305,peak_u2,0.0601027678207038,Bbaryon,40843286.36025543,0.00039551043575801774
Umu,0.305,peak_u2,0.0601027678207038,Bc,166345.62244211813,1.610826049554681e-06
Umu,0.305,peak_u2,0.0601027678207038,WZ,91016.34275239444,8.813667212178639e-07
Umu,0.5,u2_min,3.6210654030160546e-07,Kmeson,0.0,0.0
Umu,0.5,u2_min,3.6210654030160546e-07,Dmeson,2.366596684523288,0.7694889637988517
Umu,0.5,u2_min,3.6210654030160546e-07,tau,4.879430091979155e-05,1.586526183341751e-05
Umu,0.5,u2_min,3.6210654030160546e-07,induced_tau,0.02644134042499138,0.008597290690947508
Umu,0.5,u2_min,3.6210654030160546e-07,Bmeson,0.5397147211070202,0.17548597283498832
Umu,0.5,u2_min,3.6210654030160546e-07,Bbaryon,0.14199540176469028,0.04616920799503383
Umu,0.5,u2_min,3.6210654030160546e-07,Bc,0.0006336879339042728,0.00020604096795227963
Umu,0.5,u2_min,3.6210654030160546e-07,WZ,0.0001127446542332499,3.66584503929865e-05
Umu,0.5,peak_u2,0.0053535666774107,Kmeson,0.0,0.0
Umu,0.5,peak_u2,0.0053535666774107,Dmeson,37543692.877098106,0.6997480454572987
Umu,0.5,peak_u2,0.0053535666774107,tau,2711.809871643381,5.054334062304783e-05
Umu,0.5,peak_u2,0.0053535666774107,induced_tau,410785.6101092342,0.007656317366458769
Umu,0.5,peak_u2,0.0053535666774107,Bmeson,12304704.138598882,0.2293379263222978
