mass_GeV,n_events,n_hits,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,invf_min_sample_ess,invf_min_event_ess,invf_min_max_event_fraction,peak_sample_ess,peak_event_ess,peak_max_event_fraction,invf_max_sample_ess,invf_max_event_ess,invf_max_max_event_fraction,exclusion_reason
1.58,1199988,12696,True,6.746095008625386,2.3829486335179435e-08,1.233639766948731e-08,4.363953618670235e-08,False,False,41330.29160582115,2381.507112798689,0.001490816567486479,33221.960342114784,1847.1145943688718,0.0020995450489328326,13947.355750022276,870.8271292712226,0.005585067282526087,
1.59,1199988,12418,True,6.647183047611403,2.3660568476592343e-08,1.233490175662966e-08,4.381530650362264e-08,False,False,40080.59779774338,2346.7689607653533,0.0013626362309528863,33216.16412564039,1858.7060050663583,0.0020531160563069632,12802.293225017465,781.5784373750091,0.005890261122972726,
1.6,1199988,12291,True,6.925541304893111,2.3988616712211025e-08,1.2303864874313483e-08,4.4142449679999374e-08,False,False,41505.77964793376,2344.1637727437897,0.001406370914851837,33304.82299816631,1820.375732494458,0.0019802096355142256,14151.227658606898,846.6850863308989,0.00585681207909103,
1.65,1199988,12525,True,7.444522310642357,2.5000001123314586e-08,1.2505892482208771e-08,4.759031819727246e-08,False,False,40342.14854244691,2311.3700365223012,0.0015639938886438966,33365.851280837596,1822.657893103578,0.0017459839769189145,12950.49615844335,772.6146949058426,0.00742512043456613,
1.7,1199988,12454,True,8.386589495248849,2.621846250918883e-08,1.2456156850308681e-08,5.0918775089950464e-08,False,False,42306.88077523857,2328.087906424713,0.0013517848887004643,35442.47960471814,1846.5805828832113,0.0019056974651091526,14181.149211102287,796.1988194553207,0.005668072833729014,
1.75,1199988,12326,True,9.2749864715722,2.747171883199107e-08,1.2554799864636237e-08,5.5010921077368784e-08,False,False,43229.10533763215,2405.2069846529384,0.0014883495960875573,35574.97290743026,1827.5779598119493,0.002025821859286094,13636.991643754985,777.7381921935705,0.006070720759009706,
1.8,1199988,12328,True,10.580262004848532,2.9476135629850294e-08,1.2747986667154807e-08,6.205737504842002e-08,False,False,43123.9470782222,2345.5569658144605,0.0012897419272683136,35740.95992107462,1783.4434414058978,0.002149786171707934,12395.332788990143,690.3670502299021,0.006944709327145335,
1.85,1199988,12147,True,11.900987258086767,3.1742479891296584e-08,1.3240175422513755e-08,7.009723372345478e-08,False,False,40468.55533457523,2221.9060962708004,0.0015746006018516195,35631.283730303534,1775.4903229127644,0.002316965291938902,11459.435615112685,631.0475320905036,0.008236368903946908,
1.9,1199988,12177,True,15.001372197815202,3.5251461724667756e-08,1.3537450625276236e-08,8.230091451359903e-08,False,False,42235.73916511277,2269.8071117017926,0.0013146931226823688,36732.55690279919,1773.3000201928862,0.001932337195550124,10993.558299869903,584.7641879138376,0.008521033995246464,
1.95,1199988,12216,True,19.136511924804545,3.872171840569238e-08,1.3805677372785112e-08,9.460141784588763e-08,False,False,43019.01664460364,2347.087799357269,0.0013520523191805753,38126.070267179995,1828.0930270547296,0.0018238903654997829,10409.322307881353,559.9714259885375,0.00697354453743239,
2.0,1199988,12233,True,21.7575429100209,4.255952522811905e-08,1.4363390835266958e-08,1.0721351983068239e-07,False,False,41591.18680667947,2299.6818838358668,0.0015442035160567072,36502.46052087799,1717.027191348039,0.0020186000929118186,10649.601557971262,549.2413836770163,0.008709251104167197,
2.05,1199988,12279,True,21.79158585863362,4.2282632149313873e-08,1.4432662715763704e-08,1.0764575674419851e-07,False,False,43048.76674701534,2297.4903628614425,0.001325571302067249,39395.729395794624,1811.9181366086013,0.0018078429120360418,10144.617778784876,551.5286314128323,0.008447015764936531,
2.1,1199988,12075,True,21.433345076090713,4.234910664531266e-08,1.4518105200803262e-08,1.0868994194309826e-07,False,False,42957.01259218703,2338.687680591049,0.001353306693929513,39187.51805076429,1796.7710634672355,0.0021671440985769853,9680.42994287038,533.2566008679529,0.00990919293794619,
2.15,1199988,11963,True,22.31771283384728,4.351334841823193e-08,1.4634108964177647e-08,1.1036323684244534e-07,False,False,42023.41247134818,2248.323490026554,0.001466569012936141,39014.94627969106,1734.6416820357354,0.0018306717233055447,11994.785912071338,609.35126035346,0.008593788297810543,
2.2,1199988,12150,True,22.435472883194816,4.379020050059807e-08,1.4914163022640634e-08,1.0978047316663542e-07,False,False,61958.061116443925,2334.2146028604357,0.001196799303616448,58449.84713189273,1740.1345288821212,0.001716481659751247,15573.022106266186,517.2904181813249,0.01013463679529302,
2.25,1199988,12086,True,21.87576191105354,4.2814670703294974e-08,1.4751469508392862e-08,1.0591893014822594e-07,False,False,63093.06770454347,2419.7734720289664,0.001255790160987804,60079.7870894357,1809.2232255130511,0.00191471171638761,17680.86519519047,573.2565262373737,0.007120769136365777,
2.3,1199988,12150,True,21.362241051717177,4.307146770534349e-08,1.4839217840196418e-08,1.0574253972434372e-07,False,False,61499.37683074067,2370.20124197006,0.0011369033741395916,58826.85115834355,1770.6250905795193,0.0018961262663200872,17726.30063201368,587.7005105882006,0.009696001841049677,
2.35,1199988,11915,True,19.041426861217495,4.223434487458968e-08,1.5019276434747527e-08,1.0313369674264887e-07,False,False,58081.117386108526,2266.147164902929,0.0013583454315068935,55916.31303823561,1690.3598124533005,0.0021325112046623345,17158.427877255333,554.4748819020799,0.007333533263143334,
2.4,1199988,11949,True,18.94927933897048,4.2154832455857246e-08,1.5169657327455148e-08,1.0285059941629713e-07,False,False,58201.68842407449,2249.3435075727252,0.0012706286688747986,56896.14897197866,1733.2868460307686,0.0018081674907828226,18097.35515156044,590.0173764145442,0.007945843509656892,
2.45,1199988,11875,True,18.869526430803052,4.281624978889424e-08,1.5374494712884016e-08,1.0276661401869496e-07,False,False,58651.78583273402,2294.545052297031,0.001218600137416141,56339.58270393167,1728.379600317012,0.0019061825411467149,19831.97524817968,640.7416126742351,0.006446479861969922,
2.5,1199988,11870,True,19.906807610688716,4.3443456348347673e-08,1.5468522673915497e-08,1.0457988711260002e-07,False,False,58532.366174168645,2243.9558184540247,0.0012400298283394237,55387.18882454076,1671.5792184132624,0.0019473444566571005,19000.768443499117,620.8693089541545,0.007387240363025751,
2.55,1199988,11809,True,20.28364406650899,4.525382811639622e-08,1.5901177449958696e-08,1.1025953777014165e-07,False,False,55547.790286567906,2223.2151352412407,0.0013534220419238142,54871.9604980111,1658.9666629764877,0.0018240441604678594,17383.30789446601,549.875201993766,0.008151116341955414,
