mass_GeV,n_events,n_hits,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,invf_min_sample_ess,invf_min_event_ess,invf_min_max_event_fraction,peak_sample_ess,peak_event_ess,peak_max_event_fraction,invf_max_sample_ess,invf_max_event_ess,invf_max_max_event_fraction,exclusion_reason
0.42,1199988,13574,True,14984.756903847503,8.857196259495697e-07,4.967784011989515e-08,5.936755450400865e-06,False,False,74580.82478901006,2091.3940387429457,0.002158538876152581,83048.82180715834,2317.4814786487755,0.0014369082569004538,7561.944523785967,245.1380887686152,0.018487172620341656,
0.44,1199988,13375,True,13728.679817521162,8.611256718801977e-07,4.8764986252898524e-08,5.573476917249812e-06,False,False,72772.6960023473,2064.8343479800005,0.0022328968603630987,78792.1421039223,2201.8181311324174,0.0014274135767274854,8902.24585404965,277.6737978367184,0.014034871414252865,
0.46,1199988,13322,True,12195.529186830268,8.069016480752765e-07,4.7857208058125e-08,5.261949812754512e-06,False,False,73611.19885596294,2053.712123139549,0.0023003848542170417,80639.79877816878,2222.291694137752,0.0014352232116970648,8149.587412853763,249.17807798340417,0.017612385377032937,
0.48,1199988,13440,True,11590.175539559496,7.603826882063669e-07,4.5929877801968484e-08,5.030549787357292e-06,False,False,78223.70573401495,2178.7664688174327,0.0019024345102026652,84375.13087173052,2291.408079582175,0.0013041523051923573,9494.951412679215,280.4898776074449,0.01487986684452244,
0.5,1199988,13595,True,10811.97139603255,7.335740347779629e-07,4.498145595293072e-08,4.7939292484576445e-06,False,False,75883.66251105032,2172.786605744405,0.002165444363201964,85561.04487760486,2302.106245306604,0.0014178543606190057,9510.988294198189,263.451751694559,0.013773447434820528,
0.52,1199988,13422,True,9577.007490973725,6.956867519500342e-07,4.4273731812473136e-08,4.545686804577782e-06,False,False,74243.63003066521,2099.693122300289,0.002881169031508322,84515.791546119,2256.3617817842924,0.0014149618802599103,9412.867531779317,264.6357508804279,0.017841460337591705,
0.54,0,0,False,,,,,False,False,,,,,,,,,,unsupported eta resonance
0.56,1199988,13336,True,8082.087371077345,6.496345203025481e-07,4.273860927301922e-08,4.157448476790304e-06,False,False,74326.31060696181,2117.0252109296093,0.0018774746298863085,80549.32873166644,2134.720896430886,0.0014925519517140422,10442.242292556202,281.31553016769453,0.015439543410816789,
0.58,1199988,13489,True,7590.374490784424,6.318418301120613e-07,4.181475160463336e-08,3.93710574545875e-06,False,False,76633.86784022134,2127.794756549236,0.0023455008528883528,81968.33412918588,2136.1230211212433,0.0016527306625371506,10202.829304703371,275.9421147006601,0.015588566089739245,
0.6,1199988,13337,True,7219.374418967076,6.078836513831094e-07,4.122283168186216e-08,3.787948336081209e-06,False,False,77564.1427941701,2155.3299017629624,0.0017507605654242667,83630.64541456763,2156.8307755621936,0.0014863938556346908,11037.041824210926,286.22937242903265,0.013541252446459283,
