event,id,pt,eta,phi,momentum,mass,decay_length,hits_tube,entry_distance,exit_distance,path_length_in_tube,decay_probability,n_particles_in_event,n_particles_hitting_tube,prob_at_least_one_decays,prob_both_decay,prob_exactly_one_decays,particle1_decay_prob,particle2_decay_prob
67,6000113,67.7978,-0.97455,-0.906618,102.623,15,20.510400944889334,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
68,6000113,67.7808,-2.62847,-2.28104,471.916,15,94.31790507301866,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
69,6000113,29.4371,-0.24652,-0.19195,30.3361,15,6.063022656755866,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
70,6000113,129.904,0.747461,-0.538593,167.914,15,33.55956719507466,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
71,6000113,60.1006,-0.422454,0.969664,65.5438,15,13.099691272440268,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
72,6000113,48.6695,0.386506,2.50649,52.3503,15,10.462816742691599,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
73,6000113,77.2233,0.194212,1.17596,78.6842,15,15.725953149175735,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
74,6000113,21.3786,-1.42833,-2.38961,47.1551,15,9.424495557490532,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
75,6000113,121.998,-2.90012,0.895768,1112.09,15,222.26412974481332,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
76,6000113,27.2937,2.66995,-0.119493,197.996,15,39.57180500944534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
77,6000113,37.0615,-0.158356,-1.40972,37.5271,15,7.500227700407867,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
78,6000113,65.6087,0.503229,1.34591,74.0928,15,14.808308421401602,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
79,6000113,47.1805,2.77345,-0.852649,379.241,15,75.79572770958534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
80,6000113,66.282,-2.09414,2.46479,273.136,15,54.58940853885867,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
81,6000113,60.9944,1.79295,1.03037,188.278,15,37.62954960488266,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
82,6000113,28.8802,-4.88866,-0.456926,1917.41,15,383.21670459585334,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
83,6000113,67.2148,1.13915,-1.82343,115.751,15,23.13418453730533,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
84,6000113,79.5175,1.50774,-1.0754,188.374,15,37.648736322194665,True,22.93368695297549,25.936019999337468,3.0023330463619793,0.041682802894187784,2,1,0.0416828028941878,0.0,0.0416828028941878,0.041682802894187784,0.0
85,6000113,34.5736,-0.876507,0.744592,48.7268,15,9.738618094982932,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
86,6000113,70.7698,0.370276,1.55352,75.6769,15,15.124909243213466,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
87,6000113,35.1973,0.769339,1.64599,46.1376,15,9.2211363401472,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
88,6000113,71.1777,2.37348,-1.46794,385.349,15,77.01648259856134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
89,6000113,57.0335,-1.858,-2.02537,187.266,15,37.427289626551996,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
90,6000113,58.1627,-1.48855,2.32992,135.414,15,27.064063938407998,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
91,6000113,71.5314,-0.209167,3.04444,73.1019,15,14.6102655236468,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
92,6000113,19.3325,2.38443,-0.386039,105.797,15,21.14476178601733,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
93,6000113,39.4902,-1.03845,3.03434,62.7667,15,12.544655515699068,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
94,6000113,63.3546,-1.24491,-1.07095,119.125,15,23.80851770616667,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
95,6000113,80.0474,-0.778017,-2.91941,105.521,15,21.089599973745333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
96,6000113,57.3264,-0.403313,2.96794,62.0523,15,12.4018743610356,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
97,6000113,314.172,-0.776011,-1.37603,413.611,15,82.66497223055866,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
98,6000113,33.477,-2.34912,-1.51564,176.957,15,35.36691599353733,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
99,6000113,67.9019,-1.98869,0.579835,252.692,15,50.50343719795733,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
100,6000113,52.1218,-0.784691,-1.17446,69.009,15,13.792251822748002,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
101,6000113,76.1557,3.10384,1.45296,850.212,15,169.924763534064,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
102,6000113,109.36,0.271789,1.79895,113.424,15,22.669106504128003,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
103,6000113,41.283,-0.984783,1.59908,62.9721,15,12.5857070962812,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
104,6000113,35.8199,-1.24033,-0.423634,67.0915,15,13.409017130604669,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
105,6000113,64.39,-2.22087,2.1387,300.181,15,59.994666556598666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
106,6000113,77.021,1.60881,1.24205,200.139,15,40.00010850110801,False,22.85483439366858,25.89334144552229,3.03850705185371,0.0,2,1,0.04587650081817096,0.0,0.04587650081817096,0.0,0.045876500818171
107,6000113,69.9034,-0.028679,-1.7442,69.9321,15,13.976744101401202,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
108,6000113,101.045,1.08075,1.64425,166.027,15,33.182428282910664,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
109,6000113,42.7843,-0.228917,-1.01516,43.9103,15,8.775984512344932,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
110,6000113,52.8283,-3.98817,1.65655,1425.7,15,284.94273824706664,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
111,6000113,33.1936,-2.86017,-0.0553078,290.805,15,58.12076383246001,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
112,6000113,59.2713,-0.0692605,-1.66969,59.4135,15,11.874479468922,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
113,6000113,160.394,-0.969757,0.0963788,241.912,15,48.34892873313066,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
114,6000113,45.9164,-0.823068,-2.95461,62.3672,15,12.464810791051734,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
115,6000113,27.2005,0.507524,3.11233,30.7795,15,6.151641307340666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
116,6000113,62.0631,-3.47226,3.03533,1000.48,15,199.95757225322672,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
117,6000113,59.7286,-0.435595,-0.747788,65.4853,15,13.087999366578265,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
118,6000113,23.2043,2.47992,1.98249,139.505,15,27.88169790219333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
119,6000113,75.6134,-1.1479,-0.358673,131.147,15,26.211254326217333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
120,6000113,50.2195,3.45824,-1.12462,798.304,15,159.55034559415466,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
121,6000113,61.8012,1.92668,2.8339,216.685,15,43.30701917448667,False,25.66766091028483,28.907535981471803,3.2398750711869724,0.0,2,1,0.03990838372710259,0.0,0.03990838372710259,0.0,0.03990838372710255
122,6000113,64.2081,1.9436,-2.33695,228.807,15,45.729741958404,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
123,6000113,31.6128,3.23156,-0.691114,400.83,15,80.11054062676001,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
124,6000113,39.5414,1.3734,-1.38381,83.0764,15,16.603785438527467,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
125,6000113,51.8159,2.4993,1.39566,317.531,15,63.46226598746534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
126,6000113,104.154,0.886979,-2.97252,147.883,15,29.55613871094267,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
127,6000113,139.033,1.01111,1.22677,216.367,15,43.243463173390666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
128,6000113,42.5241,1.46331,0.335094,96.7785,15,19.342309597702002,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
129,6000113,13.6229,2.44631,-3.07197,79.2322,15,15.835477327165068,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
130,6000113,49.6002,-2.00562,0.597672,187.62,15,37.49804064664,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
131,6000113,18.5466,0.344792,0.360879,19.6599,15,3.9292598300228,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
132,6000113,17.8099,3.86063,0.480431,423.13,15,84.56745516902666,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
133,6000113,47.9208,0.991839,-0.204588,73.4885,15,14.687532033155337,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
134,6000113,52.3728,1.51901,-2.29123,125.345,15,25.05165709867333,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
135,6000113,48.503,-1.9147,-2.36986,168.119,15,33.60053883100134,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
136,6000113,53.7415,-1.89807,0.192401,183.335,15,36.641633524953335,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
137,6000113,44.7857,1.36589,2.4361,93.4759,15,18.682246549841462,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
138,6000113,60.8579,2.5656,-2.82639,398.171,15,79.57910852954534,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
139,6000113,10.3909,-4.49866,-0.901086,467.113,15,93.35796962250267,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
140,6000113,33.3856,0.7661,-2.20436,43.6714,15,8.728237566867467,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
141,6000113,44.2739,0.511461,-2.29245,50.1921,15,10.031475354121202,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
142,6000113,15.214,4.47291,1.8926,666.548,15,133.21737552998934,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
143,6000113,65.0706,-1.41456,-0.253979,141.779,15,28.336183268521335,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
144,6000113,97.2477,-0.205687,1.32411,99.3121,15,19.848679045427865,False,,,,0.0,2,0,0.0,0.0,0.0,0.0,0.0
