event,id,pt,eta,phi,momentum,mass,decay_length,hits_tube,entry_distance,exit_distance,path_length_in_tube,decay_probability,n_particles_in_event,n_particles_hitting_tube,event_decay_prob,particle1_decay_prob,particle2_decay_prob
472,-9900015,2.06793,7.01052,0.429398,1145.88,79,43.48432680671392,False,,,,0.0,1,0,0.0,0.0,0.0
473,-9900015,6.2048,6.21984,0.822267,1559.35,79,59.17485688383545,False,,,,0.0,1,0,0.0,0.0,0.0
474,9900015,6.42833,5.01956,-1.25926,486.466,79,18.460612389041522,False,,,,0.0,1,0,0.0,0.0,0.0
475,9900015,38.8894,2.17751,-1.5881,173.789,79,6.595016643463544,False,,,,0.0,1,0,0.0,0.0,0.0
476,9900015,10.4815,6.39313,1.89921,3132.54,79,118.87491979535694,False,,,,0.0,1,0,0.0,0.0,0.0
477,-9900015,48.3293,-1.37971,-0.54199,102.105,79,3.874722648618988,False,,,,0.0,1,0,0.0,0.0,0.0
478,9900015,19.2169,-1.34594,-0.959715,39.4148,79,1.4957290852630887,False,,,,0.0,1,0,0.0,0.0,0.0
479,-9900015,3.06002,-4.59622,-2.74869,151.653,79,5.7549905864650635,False,,,,0.0,1,0,0.0,0.0,0.0
480,9900015,10.9589,-3.9788,-0.178939,292.995,79,11.118695092621518,False,,,,0.0,1,0,0.0,0.0,0.0
481,9900015,12.9386,-5.08256,0.307735,1042.8,79,39.57260445600001,False,,,,0.0,1,0,0.0,0.0,0.0
482,-9900015,38.6004,-4.79882,0.2709,2342.57,79,88.89681244772913,False,,,,0.0,1,0,0.0,0.0,0.0
483,9900015,15.0392,3.2003,0.871843,184.836,79,7.01423275530228,False,,,,0.0,1,0,0.0,0.0,0.0
484,9900015,6.77836,-4.32107,-1.43402,255.147,79,9.682423579914683,False,,,,0.0,1,0,0.0,0.0,0.0
485,9900015,2.93406,7.38859,2.86056,2372.82,79,90.04475192298227,False,,,,0.0,1,0,0.0,0.0,0.0
486,9900015,2.5494,-5.92093,-0.706665,475.158,79,18.031491741565066,False,,,,0.0,1,0,0.0,0.0,0.0
487,-9900015,9.86432,5.99599,0.0807868,1981.83,79,75.20730215672658,False,,,,0.0,1,0,0.0,0.0,0.0
488,9900015,6.8863,6.09841,-1.17532,1532.72,79,58.1642906614886,False,,,,0.0,1,0,0.0,0.0,0.0
489,9900015,4.76442,5.89933,2.75389,869.023,79,32.97804319348532,False,,,,0.0,1,0,0.0,0.0,0.0
490,9900015,24.5814,-5.74622,-2.34294,3847.09,79,145.99095787939495,False,,,,0.0,1,0,0.0,0.0,0.0
491,9900015,15.8571,4.69799,3.01766,870.039,79,33.01659878048886,False,,,,0.0,1,0,0.0,0.0,0.0
492,9900015,145.376,-1.72656,3.09916,421.528,79,15.99631838428152,False,,,,0.0,1,0,0.0,0.0,0.0
493,-9900015,18.3019,1.9461,-2.7774,65.3758,79,2.4809078197109367,False,,,,0.0,1,0,0.0,0.0,0.0
494,9900015,6.31596,-6.19204,0.128283,1543.76,79,58.583241134440506,False,,,,0.0,1,0,0.0,0.0,0.0
495,9900015,11.481,-4.8552,2.05028,737.165,79,27.97424143057848,False,,,,0.0,1,0,0.0,0.0,0.0
496,-9900015,11.1411,3.70037,1.1732,225.535,79,8.55869519177595,False,,,,0.0,1,0,0.0,0.0,0.0
497,-9900015,3.74814,-7.09888,-2.58389,2268.78,79,86.0965990963595,False,,,,0.0,1,0,0.0,0.0,0.0
498,9900015,4.68374,6.46583,-1.99165,1505.36,79,57.126022098086075,False,,,,0.0,1,0,0.0,0.0,0.0
499,-9900015,71.93,-2.02321,1.43509,276.744,79,10.501995442626837,False,,,,0.0,1,0,0.0,0.0,0.0
500,9900015,3.4405,4.40631,-1.38355,141.024,79,5.351636911011646,False,,,,0.0,1,0,0.0,0.0,0.0
501,9900015,13.6155,-2.01873,0.352819,52.1582,79,1.9793208839057723,False,,,,0.0,1,0,0.0,0.0,0.0
502,9900015,3.33025,-7.07356,-0.957594,1965.43,79,74.58494819328355,False,,,,0.0,1,0,0.0,0.0,0.0
503,9900015,15.0421,-0.760113,-1.30642,19.6008,79,0.7438192418691646,False,,,,0.0,1,0,0.0,0.0,0.0
504,9900015,7.66338,-4.43475,0.648918,323.175,79,12.26397817900633,False,,,,0.0,1,0,0.0,0.0,0.0
505,9900015,22.0109,-3.37141,-1.4577,320.853,79,12.175861965401776,False,,,,0.0,1,0,0.0,0.0,0.0
506,9900015,23.8735,3.923,1.97214,603.662,79,22.90801452926532,False,,,,0.0,1,0,0.0,0.0,0.0
507,9900015,6.87499,-4.08728,1.05392,204.855,79,7.77392202323924,False,,,,0.0,1,0,0.0,0.0,0.0
508,9900015,27.7297,-1.1389,2.98207,47.7435,79,1.8117900276611392,False,,,,0.0,1,0,0.0,0.0,0.0
509,9900015,27.534,5.07297,0.599625,2197.95,79,83.40871304570885,False,,,,0.0,1,0,0.0,0.0,0.0
510,-9900015,17.8633,-4.76625,2.92278,1049.34,79,39.82078707312911,False,,,,0.0,1,0,0.0,0.0,0.0
511,9900015,3.65603,3.8908,0.575033,89.5186,79,3.397088750723899,False,,,,0.0,2,0,0.0,0.0,0.0
511,9900015,3.6604,3.88971,0.577299,89.5281,79,3.397449260641747,False,,,,0.0,2,0,0.0,0.0,0.0
512,9900015,2.39808,-6.32184,-0.445785,667.386,79,25.32623916136557,False,,,,0.0,1,0,0.0,0.0,0.0
513,9900015,14.4761,2.70148,2.60167,108.345,79,4.111520742026582,False,,,,0.0,1,0,0.0,0.0,0.0
514,-9900015,4.58674,7.28617,1.65135,3348.24,79,127.06039235112911,False,,,,0.0,1,0,0.0,0.0,0.0
515,-9900015,17.7235,-2.44839,-0.412759,103.293,79,3.919805362556203,False,,,,0.0,1,0,0.0,0.0,0.0
516,-9900015,21.3357,-4.82428,-2.46025,1328.2,79,50.40308135640506,False,,,,0.0,1,0,0.0,0.0,0.0
517,9900015,6.0485,6.66104,-1.80718,2363.05,79,89.67399593378481,False,,,,0.0,1,0,0.0,0.0,0.0
518,-9900015,53.9249,0.262834,-2.32448,55.7982,79,2.117453105060203,False,,,,0.0,1,0,0.0,0.0,0.0
519,9900015,24.4415,-4.49339,0.737691,1092.97,79,41.476476306362024,False,,,,0.0,1,0,0.0,0.0,0.0
520,9900015,7.92105,-1.98341,-1.91695,29.3279,79,1.1129472441744557,False,,,,0.0,2,0,0.0,0.0,0.0
520,9900015,7.9069,-1.98498,-1.9138,29.3198,79,1.1126398620339748,False,,,,0.0,2,0,0.0,0.0,0.0
521,9900015,8.04673,-2.55177,1.55971,51.9326,79,1.9707597220671897,False,,,,0.0,1,0,0.0,0.0,0.0
522,-9900015,6.42814,3.99961,0.310856,175.472,79,6.658883821541266,False,,,,0.0,1,0,0.0,0.0,0.0
523,9900015,5.26528,2.98664,-2.89152,52.3091,79,1.9850472993376962,False,,,,0.0,1,0,0.0,0.0,0.0
524,9900015,23.4042,-3.33216,1.55209,328.061,79,12.449394122017468,False,,,,0.0,1,0,0.0,0.0,0.0
525,9900015,56.5811,-1.51641,-1.97892,135.097,79,5.126716670686836,False,,,,0.0,1,0,0.0,0.0,0.0
526,-9900015,19.9555,-1.47778,2.15388,46.011,79,1.7460444031693674,False,,,,0.0,1,0,0.0,0.0,0.0
527,9900015,11.625,3.28805,1.63741,155.937,79,5.917561585208356,False,,,,0.0,1,0,0.0,0.0,0.0
528,-9900015,18.8317,3.73441,2.75609,394.402,79,14.96692974938177,False,,,,0.0,1,0,0.0,0.0,0.0
529,9900015,8.51563,3.92641,2.10936,216.059,79,8.19909603582557,False,,,,0.0,1,0,0.0,0.0,0.0
530,9900015,11.4298,-5.54599,0.329315,1464.23,79,55.565203895865814,False,,,,0.0,1,0,0.0,0.0,0.0
531,-9900015,21.5734,3.86314,0.431316,513.831,79,19.499070694506077,False,,,,0.0,1,0,0.0,0.0,0.0
532,-9900015,1.83144,-3.15031,-3.101,21.4151,79,0.812669046495671,False,,,,0.0,1,0,0.0,0.0,0.0
533,9900015,16.406,-1.28581,2.37161,31.9428,79,1.2121785477724554,False,,,,0.0,1,0,0.0,0.0,0.0
534,-9900015,14.5517,-5.50889,0.322486,1796.27,79,68.16559475084304,False,,,,0.0,1,0,0.0,0.0,0.0
535,9900015,33.8731,3.52409,2.56933,575.037,79,21.82174122417038,False,,,,0.0,1,0,0.0,0.0,0.0
536,9900015,67.0764,-2.99929,0.739885,674.825,79,25.60853740124684,False,,,,0.0,1,0,0.0,0.0,0.0
537,-9900015,60.3345,-1.0502,0.220991,96.7791,79,3.672613198990861,False,,,,0.0,1,0,0.0,0.0,0.0
538,9900015,31.9011,2.90097,-1.49733,291.047,79,11.044771585256457,False,,,,0.0,1,0,0.0,0.0,0.0
539,9900015,2.55618,6.27611,-0.602711,679.583,79,25.789095947470127,False,,,,0.0,1,0,0.0,0.0,0.0
540,9900015,1.20886,-4.88189,0.769636,79.7161,79,3.025099438123266,False,,,,0.0,1,0,0.0,0.0,0.0
541,-9900015,18.3848,-4.5865,-0.335294,902.324,79,34.24176327498633,False,,,,0.0,1,0,0.0,0.0,0.0
542,9900015,12.644,2.71623,0.681479,96.0272,79,3.644079787703493,False,,,,0.0,1,0,0.0,0.0,0.0
543,9900015,46.7992,-2.26823,2.76212,228.516,79,8.671819409155443,False,,,,0.0,1,0,0.0,0.0,0.0
544,9900015,3.8481,4.14312,-1.07663,121.244,79,4.601017313639494,False,,,,0.0,1,0,0.0,0.0,0.0
545,-9900015,10.7481,4.25179,0.730818,377.503,79,14.325639528148603,False,,,,0.0,1,0,0.0,0.0,0.0
546,-9900015,22.1175,-2.71992,2.67321,168.591,79,6.397760795782025,False,,,,0.0,1,0,0.0,0.0,0.0
547,9900015,4.97128,0.712633,2.67252,6.28793,79,0.23861696081416964,False,,,,0.0,1,0,0.0,0.0,0.0
548,-9900015,11.9351,-5.5159,-0.517319,1483.63,79,56.301403096524055,False,,,,0.0,1,0,0.0,0.0,0.0
549,9900015,18.1374,-2.49044,0.784886,110.18,79,4.181156078789874,False,,,,0.0,1,0,0.0,0.0,0.0
550,9900015,5.81538,-4.05656,1.22415,168.043,79,6.37696506578405,False,,,,0.0,1,0,0.0,0.0,0.0
551,-9900015,16.5282,-2.68925,-0.52963,122.214,79,4.637827273672404,False,,,,0.0,1,0,0.0,0.0,0.0
552,-9900015,35.4487,-2.7173,-2.79724,269.505,79,10.227286885226583,False,,,,0.0,2,0,0.0,0.0,0.0
552,-9900015,35.4879,-2.71572,-2.7954,269.382,79,10.222619230500758,False,,,,0.0,2,0,0.0,0.0,0.0
553,-9900015,3.99605,-2.7321,-2.02577,30.8299,79,1.1699457596068608,False,,,,0.0,1,0,0.0,0.0,0.0
554,9900015,1.46191,5.83813,-2.00702,250.819,79,9.518182851025568,False,,,,0.0,1,0,0.0,0.0,0.0
555,-9900015,5.70518,-6.99349,1.45304,3107.95,79,117.94176833431646,False,,,,0.0,1,0,0.0,0.0,0.0
556,9900015,5.52461,5.76988,0.89956,885.327,79,33.59675410933747,False,,,,0.0,1,0,0.0,0.0,0.0
557,-9900015,48.7975,0.494672,-1.67585,54.8907,79,2.0830149208026074,False,,,,0.0,1,0,0.0,0.0,0.0
558,-9900015,48.7452,1.95375,-0.0151626,175.405,79,6.656341277910126,False,,,,0.0,1,0,0.0,0.0,0.0
559,-9900015,15.1298,2.4753,-1.58353,90.5476,79,3.436137667088709,False,,,,0.0,1,0,0.0,0.0,0.0
560,9900015,31.7293,0.718806,-1.02871,40.2854,79,1.5287669731029367,False,,,,0.0,1,0,0.0,0.0,0.0
561,9900015,1.36822,-7.06017,-3.12668,796.745,79,30.235207841672153,False,,,,0.0,1,0,0.0,0.0,0.0
562,9900015,4.4729,5.31289,-0.0474836,453.869,79,17.22360798987367,False,,,,0.0,1,0,0.0,0.0,0.0
563,9900015,11.5594,2.09914,-1.45707,47.866,79,1.8164387081807596,False,,,,0.0,1,0,0.0,0.0,0.0
564,9900015,13.8335,0.890678,-1.62556,19.6931,79,0.7473218803341518,False,,,,0.0,1,0,0.0,0.0,0.0
565,9900015,15.5324,4.42242,1.57017,647.003,79,24.552736671313166,False,,,,0.0,1,0,0.0,0.0,0.0
566,9900015,153.487,1.33306,-1.9619,311.293,79,11.813075142809367,True,23.642925448346865,25.66933606886702,2.026410620520153,0.0213030502423097,1,1,0.021303050242309718,0.0213030502423097,0.0
567,9900015,5.2312,4.59001,1.01893,257.651,79,9.777446404576962,False,,,,0.0,1,0,0.0,0.0,0.0
568,9900015,292.077,0.215293,1.26418,298.872,79,11.341717912326077,False,,,,0.0,1,0,0.0,0.0,0.0
569,9900015,2.76956,6.5843,-0.600476,1002.09,79,38.027724586989876,False,,,,0.0,1,0,0.0,0.0,0.0
570,9900015,19.3277,2.8212,-2.86357,162.899,79,6.181758432372405,False,,,,0.0,1,0,0.0,0.0,0.0
571,-9900015,6.97792,3.68422,0.618147,138.997,79,5.2747154790665824,False,,,,0.0,1,0,0.0,0.0,0.0
572,9900015,12.4322,3.40423,1.83359,187.255,79,7.106029964910125,False,,,,0.0,1,0,0.0,0.0,0.0
573,-9900015,1.38801,-5.65166,-2.5055,197.63,79,7.499744743612658,False,,,,0.0,1,0,0.0,0.0,0.0
574,-9900015,78.6785,2.07609,1.13647,318.595,79,12.09017445019114,False,,,,0.0,1,0,0.0,0.0,0.0
575,9900015,3.0948,-4.72924,0.654054,175.194,79,6.648334162892659,False,,,,0.0,2,0,0.0,0.0,0.0
575,9900015,3.07364,-4.73604,0.656332,175.184,79,6.647954678768608,False,,,,0.0,2,0,0.0,0.0,0.0
576,9900015,8.94321,2.9837,2.48616,88.589,79,3.3618119065521515,False,,,,0.0,1,0,0.0,0.0,0.0
577,9900015,8.12952,-4.86961,1.88426,529.55,79,20.095581789101264,False,,,,0.0,1,0,0.0,0.0,0.0
578,-9900015,52.5907,3.20541,-0.757845,649.655,79,24.65337586101139,False,,,,0.0,1,0,0.0,0.0,0.0
579,-9900015,5.08915,3.60707,-2.59529,93.8566,79,3.561708963737063,False,,,,0.0,1,0,0.0,0.0,0.0
580,9900015,6.72806,6.29619,-0.819796,1824.99,79,69.25547315511646,False,,,,0.0,1,0,0.0,0.0,0.0
581,9900015,6.24867,4.76627,0.976211,367.075,79,13.929913483588608,False,,,,0.0,1,0,0.0,0.0,0.0
582,9900015,11.6559,1.75751,-2.27625,34.7955,79,1.3204339838403798,False,,,,0.0,1,0,0.0,0.0,0.0
583,9900015,11.2911,2.09174,1.97806,46.4202,79,1.761572893525519,False,,,,0.0,1,0,0.0,0.0,0.0
584,9900015,3.844,3.33561,1.73945,54.0678,79,2.051787172234481,False,,,,0.0,1,0,0.0,0.0,0.0
585,-9900015,7.36973,-1.82986,-1.17273,23.5589,79,0.8940228530096455,False,,,,0.0,1,0,0.0,0.0,0.0
586,9900015,2.76038,-5.15652,1.27109,239.553,79,9.090656036870126,False,,,,0.0,1,0,0.0,0.0,0.0
587,-9900015,20.4945,4.21239,3.02439,692.027,79,26.26132599143874,False,,,,0.0,1,0,0.0,0.0,0.0
588,9900015,25.4843,2.32149,-2.25009,131.104,79,4.975188659953418,False,,,,0.0,1,0,0.0,0.0,0.0
589,-9900015,9.52782,5.32968,-0.77859,983.163,79,37.30947498539924,False,,,,0.0,1,0,0.0,0.0,0.0
590,9900015,6.64124,6.02518,-3.11163,1373.8,79,52.13352896207595,False,,,,0.0,1,0,0.0,0.0,0.0
591,9900015,12.6075,-5.336,-1.39751,1309.19,79,49.68168203658481,False,,,,0.0,1,0,0.0,0.0,0.0
592,9900015,4.39373,-4.25437,2.64547,154.718,79,5.871302470486581,False,,,,0.0,1,0,0.0,0.0,0.0
593,9900015,37.574,-4.62304,1.48801,1912.75,79,72.58582582778482,False,,,,0.0,1,0,0.0,0.0,0.0
594,-9900015,9.01096,-3.79644,-2.84834,200.785,79,7.619471984750634,False,,,,0.0,1,0,0.0,0.0,0.0
595,9900015,13.1231,-3.94561,-1.81309,339.411,79,12.880108602814937,False,,,,0.0,1,0,0.0,0.0,0.0
596,9900015,30.9588,-3.65552,-0.206328,599.264,79,22.74111741150785,False,,,,0.0,1,0,0.0,0.0,0.0
597,9900015,1.53697,6.06168,-2.29817,329.754,79,12.513640784219241,False,,,,0.0,2,0,0.0,0.0,0.0
597,9900015,1.57808,6.03545,-2.29407,329.809,79,12.515727946901519,False,,,,0.0,2,0,0.0,0.0,0.0
598,9900015,26.7113,-4.19705,0.168936,888.217,79,33.7064250211881,False,,,,0.0,1,0,0.0,0.0,0.0
599,-9900015,22.4452,-5.42687,-2.85846,2552.47,79,96.86218421155189,False,,,,0.0,1,0,0.0,0.0,0.0
600,9900015,7.95697,6.13267,-0.216442,1832.76,79,69.5503323195038,False,,,,0.0,1,0,0.0,0.0,0.0
601,9900015,18.8167,2.16126,2.82908,82.7678,79,3.140906608259798,False,,,,0.0,1,0,0.0,0.0,0.0
602,9900015,5.34662,-4.18328,-0.590054,175.358,79,6.6545577025270894,False,,,,0.0,1,0,0.0,0.0,0.0
603,9900015,18.6212,-3.84244,1.47878,434.438,79,16.486232388430885,False,,,,0.0,1,0,0.0,0.0,0.0
604,9900015,27.097,-3.03181,0.132286,281.578,79,10.685438068192912,False,,,,0.0,1,0,0.0,0.0,0.0
605,-9900015,125.073,-0.579382,-0.983762,146.659,79,5.5654762149141765,False,,,,0.0,1,0,0.0,0.0,0.0
606,-9900015,7.6861,5.86881,3.11172,1359.79,79,51.60187170428101,False,,,,0.0,1,0,0.0,0.0,0.0
607,-9900015,11.2304,-6.05359,-1.25978,2390.06,79,90.69898255284558,False,,,,0.0,1,0,0.0,0.0,0.0
608,-9900015,20.0137,-3.70232,2.28955,405.935,79,15.404588789649369,False,,,,0.0,1,0,0.0,0.0,0.0
609,-9900015,9.09268,1.90274,0.73397,31.1577,79,1.1823852491932405,False,,,,0.0,1,0,0.0,0.0,0.0
610,9900015,6.15612,-3.32729,0.363978,85.8733,79,3.2587554029837213,False,,,,0.0,1,0,0.0,0.0,0.0
611,-9900015,5.43305,-4.61594,2.42431,274.62,79,10.42139301467848,False,,,,0.0,1,0,0.0,0.0,0.0
612,9900015,10.5788,5.25963,1.97356,1017.76,79,38.622376209377215,False,,,,0.0,1,0,0.0,0.0,0.0
613,9900015,4.54767,5.30937,2.44433,459.831,79,17.44985642463266,False,,,,0.0,1,0,0.0,0.0,0.0
614,9900015,7.27012,3.2035,-0.51779,89.6374,79,3.4015970221176204,False,,,,0.0,1,0,0.0,0.0,0.0
615,-9900015,16.4162,2.81034,-2.37405,136.877,79,5.194264844767849,False,,,,0.0,1,0,0.0,0.0,0.0
616,-9900015,11.9156,5.38122,-2.9018,1294.58,79,49.127255731346835,False,,,,0.0,1,0,0.0,0.0,0.0
617,-9900015,20.9556,-2.41965,1.92138,118.723,79,4.505349365966329,False,,,,0.0,1,0,0.0,0.0,0.0
618,-9900015,32.3387,1.04296,0.373852,51.5805,79,1.9573980860593672,False,,,,0.0,2,0,0.0,0.0,0.0
618,-9900015,32.2392,1.04491,0.373337,51.4999,79,1.9543394440195192,False,,,,0.0,2,0,0.0,0.0,0.0
619,9900015,8.55845,-4.97194,0.56045,617.549,79,23.435004132334427,False,,,,0.0,1,0,0.0,0.0,0.0
620,9900015,4.23345,5.90482,2.53298,776.421,79,29.463944307951646,False,,,,0.0,1,0,0.0,0.0,0.0
621,9900015,14.2919,-3.90644,0.677853,355.454,79,13.488914983029368,False,,,,0.0,1,0,0.0,0.0,0.0
622,9900015,38.0681,3.87228,1.44324,915.018,79,34.723480422056205,False,,,,0.0,1,0,0.0,0.0,0.0
623,9900015,14.1456,-3.72381,-2.2489,293.138,79,11.124121715595443,False,,,,0.0,1,0,0.0,0.0,0.0
624,9900015,16.8864,3.08803,1.03214,185.577,79,7.0423525288944315,False,,,,0.0,1,0,0.0,0.0,0.0
625,9900015,2.61323,3.93969,1.1552,67.1886,79,2.549700701718835,False,,,,0.0,1,0,0.0,0.0,0.0
626,-9900015,65.3321,-2.75997,-2.8379,518.171,79,19.66376680434405,False,,,,0.0,1,0,0.0,0.0,0.0
627,-9900015,21.9607,3.44579,-2.97225,344.784,79,13.084005422667342,False,,,,0.0,1,0,0.0,0.0,0.0
628,9900015,4.90476,-3.3177,2.50992,67.7665,79,2.571631089247721,False,,,,0.0,1,0,0.0,0.0,0.0
629,-9900015,14.3509,2.39866,-0.341829,79.6421,79,3.022291255605291,False,,,,0.0,1,0,0.0,0.0,0.0
630,9900015,14.4214,4.8001,-1.02697,876.324,79,33.255104552454675,False,,,,0.0,1,0,0.0,0.0,0.0
631,-9900015,16.6894,-1.97878,-1.1936,61.5183,79,2.3345218188584056,False,,,,0.0,1,0,0.0,0.0,0.0
632,-9900015,46.8812,-2.05681,0.238976,186.326,79,7.070775889785824,False,,,,0.0,1,0,0.0,0.0,0.0
633,-9900015,6.15659,1.58079,-0.126897,15.5903,79,0.5916271339186582,False,,,,0.0,1,0,0.0,0.0,0.0
634,9900015,8.36448,-2.92846,-1.89481,78.4267,79,2.9761687551681777,False,,,,0.0,1,0,0.0,0.0,0.0
635,-9900015,59.2372,1.26328,0.133565,113.135,79,4.293293637446836,False,,,,0.0,1,0,0.0,0.0,0.0
636,-9900015,9.14354,-2.61233,-2.21737,62.6524,79,2.3775591133669876,False,,,,0.0,1,0,0.0,0.0,0.0
637,-9900015,38.6635,-2.35618,0.552417,205.793,79,7.809517634075191,False,,,,0.0,1,0,0.0,0.0,0.0
638,-9900015,7.35761,-3.90708,-2.35432,183.107,79,6.948619950253923,False,,,,0.0,1,0,0.0,0.0,0.0
639,9900015,2.22478,-6.01859,0.558852,457.196,79,17.34986235794532,False,,,,0.0,1,0,0.0,0.0,0.0
640,-9900015,9.1456,-2.87436,2.14717,81.261,79,3.083725940447848,False,,,,0.0,1,0,0.0,0.0,0.0
641,-9900015,3.88877,-4.99332,-2.56733,286.663,79,10.878405745272659,False,,,,0.0,2,0,0.0,0.0,0.0
641,-9900015,3.87598,-4.99676,-2.56186,286.705,79,10.879999578593672,False,,,,0.0,2,0,0.0,0.0,0.0
642,-9900015,7.73742,3.23305,-3.11308,98.2514,79,3.7284846465748354,False,,,,0.0,1,0,0.0,0.0,0.0
643,9900015,3.09683,-2.40298,0.263302,17.2594,79,0.6549668290639494,False,,,,0.0,1,0,0.0,0.0,0.0
644,9900015,4.49645,3.54215,-1.89053,77.7211,79,2.949392355375165,False,,,,0.0,1,0,0.0,0.0,0.0
646,-9900015,3.7793,7.38479,0.0225793,3044.77,79,115.54418763856455,False,,,,0.0,1,0,0.0,0.0,0.0
647,9900015,10.6856,-4.90582,-2.93622,721.714,79,27.387900510507855,False,,,,0.0,1,0,0.0,0.0,0.0
648,-9900015,2.82624,6.38249,2.15006,835.715,79,31.71405747309747,False,,,,0.0,1,0,0.0,0.0,0.0
649,-9900015,6.92459,-4.65412,1.01581,363.631,79,13.799219151265572,False,,,,0.0,1,0,0.0,0.0,0.0
650,9900015,10.6483,4.06673,-2.30267,310.838,79,11.795808615165065,False,,,,0.0,1,0,0.0,0.0,0.0
651,9900015,8.34625,2.06101,-2.74721,33.3067,79,1.2639363874517213,False,,,,0.0,1,0,0.0,0.0,0.0
652,9900015,57.2634,1.37587,0.608645,120.573,79,4.575553928915696,False,,,,0.0,1,0,0.0,0.0,0.0
653,-9900015,1.17711,3.71584,3.11748,24.1998,79,0.9183439905200506,False,,,,0.0,1,0,0.0,0.0,0.0
654,9900015,11.4529,3.64527,1.99585,219.434,79,8.327171927692659,False,,,,0.0,1,0,0.0,0.0,0.0
655,9900015,3.17749,6.57467,-0.550312,1138.68,79,43.21109823739747,False,,,,0.0,1,0,0.0,0.0,0.0
656,9900015,20.6419,-3.34951,-0.850303,294.394,79,11.171784921576203,False,,,,0.0,1,0,0.0,0.0,0.0
657,-9900015,40.8556,2.74271,2.29014,318.539,79,12.088049339096456,False,,,,0.0,1,0,0.0,0.0,0.0
658,-9900015,4.91474,4.61274,1.32504,247.629,79,9.397127415453417,False,,,,0.0,1,0,0.0,0.0,0.0
659,-9900015,3.43837,4.46029,0.704734,148.751,79,5.64486429366557,False,,,,0.0,1,0,0.0,0.0,0.0
660,-9900015,9.02897,-5.47103,0.840547,1073.13,79,40.723579804245574,False,,,,0.0,1,0,0.0,0.0,0.0
661,-9900015,6.27337,6.25515,0.292018,1633.24,79,61.97886507644557,False,,,,0.0,1,0,0.0,0.0,0.0
662,9900015,39.1445,-2.58905,-2.33073,262.116,79,9.94688606596557,False,,,,0.0,1,0,0.0,0.0,0.0
663,9900015,1.49899,-4.30837,0.0989364,55.712,79,2.1141819519108864,False,,,,0.0,1,0,0.0,0.0,0.0
664,9900015,1.6595,7.22733,2.44892,1142.18,79,43.343917680815196,False,,,,0.0,1,0,0.0,0.0,0.0
665,9900015,7.17927,5.19718,1.02482,648.887,79,24.624231480284305,False,,,,0.0,1,0,0.0,0.0,0.0
666,9900015,1.76632,-6.71882,-2.06304,731.119,79,27.74480532917747,False,,,,0.0,1,0,0.0,0.0,0.0
667,-9900015,2.61133,6.14605,-2.84154,609.576,79,23.132441440228863,False,,,,0.0,1,0,0.0,0.0,0.0
668,9900015,5.24905,-3.43634,-2.60233,81.6365,79,3.0979755693059494,False,,,,0.0,1,0,0.0,0.0,0.0
669,9900015,13.7261,5.79702,0.108022,2260.14,79,85.76872481317973,False,,,,0.0,1,0,0.0,0.0,0.0
670,9900015,71.0816,0.180356,1.35819,72.2408,79,2.741423670871696,False,,,,0.0,1,0,0.0,0.0,0.0
671,-9900015,12.9844,5.25213,2.03274,1239.86,79,47.05071860454177,False,,,,0.0,1,0,0.0,0.0,0.0
672,9900015,49.5933,2.10302,-0.13003,206.133,79,7.822420094292911,False,,,,0.0,1,0,0.0,0.0,0.0
673,9900015,2.54746,-7.76139,-1.85666,2990.93,79,113.50104511467595,False,,,,0.0,1,0,0.0,0.0,0.0
674,9900015,10.6699,3.65695,0.0056778,206.829,79,7.848832189326835,False,,,,0.0,1,0,0.0,0.0,0.0
675,-9900015,34.2834,0.479553,-1.4985,38.3016,79,1.453484912573772,False,,,,0.0,1,0,0.0,0.0,0.0
676,9900015,3.3311,7.05983,0.842616,1939.12,79,73.58652546290634,False,,,,0.0,1,0,0.0,0.0,0.0
677,-9900015,13.5976,-2.25006,-1.68968,65.2257,79,2.4752117630089367,False,,,,0.0,1,0,0.0,0.0,0.0
678,-9900015,15.9665,-3.58715,1.00308,288.664,79,10.95434051849519,False,,,,0.0,1,0,0.0,0.0,0.0
679,9900015,28.0117,-1.36782,-2.58872,58.5646,79,2.22243359313757,False,,,,0.0,1,0,0.0,0.0,0.0
680,-9900015,90.448,-0.637714,2.37811,109.471,79,4.1542506543946836,False,,,,0.0,1,0,0.0,0.0,0.0
681,9900015,4.79776,6.50988,-0.960252,1611.44,79,61.1515896860152,False,,,,0.0,1,0,0.0,0.0,0.0
682,9900015,7.09015,-2.47885,1.34194,42.5813,79,1.6158927331437212,False,,,,0.0,1,0,0.0,0.0,0.0
683,-9900015,6.42438,-6.19369,-1.27801,1572.85,79,59.68716045130379,False,,,,0.0,1,0,0.0,0.0,0.0
684,9900015,55.8143,2.61003,2.75189,381.575,79,14.480165463462024,False,,,,0.0,1,0,0.0,0.0,0.0
685,-9900015,0.959836,-3.24426,-0.309706,12.3251,79,0.46771797773364554,False,,,,0.0,1,0,0.0,0.0,0.0
686,-9900015,39.5818,1.8426,-1.92967,128.073,79,4.860167021953671,False,,,,0.0,1,0,0.0,0.0,0.0
687,-9900015,10.7273,4.34164,0.575639,412.176,79,15.641424831469367,False,,,,0.0,1,0,0.0,0.0,0.0
688,9900015,14.221,-2.22861,-2.79511,66.8005,79,2.5349729228644304,False,,,,0.0,1,0,0.0,0.0,0.0
