event,id,pt,eta,phi,momentum,mass,decay_length,hits_tube,entry_distance,exit_distance,path_length_in_tube,decay_probability,n_particles_in_event,n_particles_hitting_tube,event_decay_prob,particle1_decay_prob,particle2_decay_prob
1006,9900015,5.65362,-5.71311,2.49576,856.001,79,32.48387896714658,False,,,,0.0,1,0,0.0,0.0,0.0
1007,9900015,19.4848,-3.52787,2.39921,332.027,79,12.59989752561595,False,,,,0.0,1,0,0.0,0.0,0.0
1008,-9900015,8.21669,-2.35295,-1.77589,43.5962,79,1.6544065768936205,False,,,,0.0,1,0,0.0,0.0,0.0
1009,9900015,54.7964,1.78521,-0.216687,167.913,79,6.372031772171392,False,,,,0.0,1,0,0.0,0.0,0.0
1010,-9900015,12.5172,2.23991,1.48173,59.45,79,2.256033117481013,False,,,,0.0,1,0,0.0,0.0,0.0
1011,9900015,0.695223,5.57045,-1.04107,91.2679,79,3.463471908544076,False,,,,0.0,1,0,0.0,0.0,0.0
1012,-9900015,23.9778,-1.22682,-1.88179,44.402,79,1.6849854076096205,False,,,,0.0,1,0,0.0,0.0,0.0
1013,-9900015,79.5103,-2.10497,-0.314344,331.109,79,12.565060883028103,False,,,,0.0,1,0,0.0,0.0,0.0
1014,9900015,28.0852,2.69765,0.695012,209.406,79,7.946625248094684,False,,,,0.0,1,0,0.0,0.0,0.0
1015,9900015,0.846428,5.84848,0.208604,146.732,79,5.568246449019748,False,,,,0.0,1,0,0.0,0.0,0.0
1016,9900015,8.18971,-2.33203,2.56835,42.5697,79,1.615452531559823,False,,,,0.0,1,0,0.0,0.0,0.0
1017,-9900015,40.3184,-1.5743,2.12372,101.491,79,3.8514223234022786,False,,,,0.0,1,0,0.0,0.0,0.0
1018,9900015,5.36053,-6.87591,1.59938,2596.27,79,98.52432467489366,False,,,,0.0,1,0,0.0,0.0,0.0
1019,9900015,18.3624,-3.5218,-0.700227,311.01,79,11.802335742098734,False,,,,0.0,1,0,0.0,0.0,0.0
1020,9900015,8.73871,-6.01427,-0.632481,1788.06,79,67.85403828499746,False,,,,0.0,1,0,0.0,0.0,0.0
1021,-9900015,5.41725,-4.61212,2.98392,272.777,79,10.35145409061595,False,,,,0.0,1,0,0.0,0.0,0.0
1022,9900015,29.1599,0.814833,1.23248,39.3879,79,1.4947082729693926,False,,,,0.0,1,0,0.0,0.0,0.0
1023,9900015,5.47709,3.75931,1.59699,117.599,79,4.462695350423039,False,,,,0.0,1,0,0.0,0.0,0.0
1024,9900015,22.9464,0.250862,-1.00044,23.6722,79,0.8983224081351392,False,,,,0.0,1,0,0.0,0.0,0.0
1025,9900015,23.6751,-4.12783,1.32097,734.627,79,27.87792835989443,False,,,,0.0,1,0,0.0,0.0,0.0
1026,-9900015,2.77662,-6.01441,-1.99978,568.218,79,21.562970999980255,False,,,,0.0,1,0,0.0,0.0,0.0
1027,9900015,57.3035,0.168342,0.792656,58.1173,79,2.205459268268785,False,,,,0.0,1,0,0.0,0.0,0.0
1028,9900015,30.4098,-0.3242,-1.6348,32.0219,79,1.2151802671936964,False,,,,0.0,1,0,0.0,0.0,0.0
1029,-9900015,47.4604,-1.79537,2.98349,146.837,79,5.572231032322277,False,,,,0.0,1,0,0.0,0.0,0.0
1030,9900015,4.74771,-6.50113,-1.82038,1580.74,79,59.98657342517975,False,,,,0.0,1,0,0.0,0.0,0.0
1031,9900015,28.7051,-5.04203,-0.416504,2221.64,79,84.30771093558481,False,,,,0.0,1,0,0.0,0.0,0.0
1032,9900015,2.97614,7.13195,-1.01111,1862.04,79,70.66146183472405,False,,,,0.0,1,0,0.0,0.0,0.0
1033,9900015,9.72146,4.19062,2.66405,321.191,79,12.188688528794685,False,,,,0.0,1,0,0.0,0.0,0.0
1034,9900015,110.16,2.11168,-1.6083,461.74,79,17.522299943913925,False,,,,0.0,1,0,0.0,0.0,0.0
1035,-9900015,2.88738,-7.28085,-1.16222,2096.56,79,79.5611235119595,False,,,,0.0,1,0,0.0,0.0,0.0
1036,-9900015,10.9047,-4.30367,0.60545,403.386,79,15.307858286428862,False,,,,0.0,1,0,0.0,0.0,0.0
1037,-9900015,3.42855,-4.25207,0.194803,120.453,79,4.571000119427088,False,,,,0.0,1,0,0.0,0.0,0.0
1038,-9900015,13.3128,2.78172,2.04604,107.891,79,4.094292162794685,False,,,,0.0,1,0,0.0,0.0,0.0
1039,-9900015,22.6701,-5.31512,2.98059,2305.47,79,87.48892634750126,False,,,,0.0,1,0,0.0,0.0,0.0
1040,-9900015,6.13934,5.43693,-0.130354,705.229,79,26.762320932010383,False,,,,0.0,1,0,0.0,0.0,0.0
1041,9900015,3.44104,-6.38944,-0.931529,1024.61,79,38.882322834351896,False,,,,0.0,1,0,0.0,0.0,0.0
1042,9900015,35.6632,4.1835,-2.37309,1169.94,79,44.39736560917976,False,,,,0.0,1,0,0.0,0.0,0.0
1043,9900015,47.285,2.49327,2.26166,288.046,79,10.930888399628861,False,,,,0.0,1,0,0.0,0.0,0.0
1044,9900015,29.3985,4.55311,-2.31539,1395.52,79,52.95776847951392,False,,,,0.0,1,0,0.0,0.0,0.0
1045,9900015,12.5263,3.57433,-0.631979,223.587,79,8.484771684410886,False,,,,0.0,1,0,0.0,0.0,0.0
1046,9900015,7.09512,2.76474,-0.953762,56.5409,79,2.1456373909534427,False,,,,0.0,1,0,0.0,0.0,0.0
1047,9900015,7.63465,-4.88359,1.90868,504.313,79,19.137877705234683,False,,,,0.0,2,0,0.0,0.0,0.0
1047,9900015,7.62061,-4.88543,1.90883,504.314,79,19.13791565364709,False,,,,0.0,2,0,0.0,0.0,0.0
1048,-9900015,22.7986,3.5078,-0.708938,380.791,79,14.450413908136454,False,,,,0.0,1,0,0.0,0.0,0.0
1049,-9900015,20.5357,-4.37141,1.93223,812.883,79,30.847619321065064,False,,,,0.0,1,0,0.0,0.0,0.0
1050,9900015,1.75772,-6.7955,-3.0016,785.543,79,29.810109725910632,False,,,,0.0,1,0,0.0,0.0,0.0
1051,-9900015,15.859,-0.38921,2.57421,17.0755,79,0.6479881160226583,False,,,,0.0,1,0,0.0,0.0,0.0
1052,9900015,14.6217,-4.54863,0.415942,690.978,79,26.22151810682582,False,,,,0.0,1,0,0.0,0.0,0.0
1053,-9900015,10.1096,-5.54729,2.12361,1296.77,79,49.21036275451392,False,,,,0.0,1,0,0.0,0.0,0.0
1054,-9900015,37.0115,-3.03294,0.243546,385.037,79,14.611542867208353,False,,,,0.0,1,0,0.0,0.0,0.0
1055,-9900015,26.7617,-1.95123,-0.731378,96.067,79,3.6455901345172155,False,,,,0.0,1,0,0.0,0.0,0.0
1056,-9900015,11.6986,-3.27164,1.07334,154.379,79,5.858437958681265,False,,,,0.0,1,0,0.0,0.0,0.0
1057,-9900015,11.6894,-3.66662,-0.602754,228.79,79,8.68221727415443,False,,,,0.0,1,0,0.0,0.0,0.0
1058,-9900015,2.09822,5.58286,0.0106332,278.889,79,10.583394787235697,False,,,,0.0,1,0,0.0,0.0,0.0
1059,9900015,18.1301,3.89807,2.13046,447.154,79,16.96878440057367,False,,,,0.0,1,0,0.0,0.0,0.0
1060,-9900015,18.3582,-5.37309,1.99071,1978.39,79,75.07675961805317,False,,,,0.0,1,0,0.0,0.0,0.0
1061,9900015,6.96611,3.33315,0.0456967,97.7421,79,3.709157520136938,False,,,,0.0,1,0,0.0,0.0,0.0
1062,-9900015,38.2911,-2.13252,-0.529499,163.782,79,6.215266880526076,False,,,,0.0,1,0,0.0,0.0,0.0
1063,9900015,27.7006,1.26176,-2.9094,52.8359,79,2.0050385229926837,False,,,,0.0,1,0,0.0,0.0,0.0
1064,-9900015,37.2537,1.15469,1.8173,64.9739,79,2.465656352765342,False,,,,0.0,1,0,0.0,0.0,0.0
1065,9900015,26.2016,-4.07197,0.813516,768.876,79,29.177623536355444,False,,,,0.0,1,0,0.0,0.0,0.0
1066,-9900015,3.63122,-5.52084,-0.165935,453.629,79,17.214500370896456,False,,,,0.0,1,0,0.0,0.0,0.0
1067,9900015,7.50225,-3.95333,0.420073,195.538,79,7.4203566648612655,False,,,,0.0,2,0,0.0,0.0,0.0
1067,9900015,7.49226,-3.95455,0.421915,195.515,79,7.41948385137595,False,,,,0.0,2,0,0.0,0.0,0.0
1068,9900015,1.48569,5.31598,-2.05386,151.221,79,5.738596872306076,False,,,,0.0,1,0,0.0,0.0,0.0
1069,9900015,48.4662,-4.67049,0.836269,2587.12,79,98.17709670138736,False,,,,0.0,1,0,0.0,0.0,0.0
1070,9900015,79.3891,-2.46474,-0.343273,470.198,79,17.843267616035952,False,,,,0.0,1,0,0.0,0.0,0.0
1071,-9900015,19.993,-4.23409,1.99127,689.894,79,26.180382027778737,False,,,,0.0,1,0,0.0,0.0,0.0
1072,-9900015,18.1477,-3.11503,-0.0884114,204.873,79,7.7746050946625305,False,,,,0.0,1,0,0.0,0.0,0.0
1073,9900015,51.5973,-2.66192,-1.24517,371.334,79,14.091535772021773,False,,,,0.0,1,0,0.0,0.0,0.0
1074,9900015,13.7925,-5.65745,-1.828,1975.22,79,74.95646315072912,False,,,,0.0,1,0,0.0,0.0,0.0
1075,-9900015,5.02464,-6.26961,-1.91874,1327.2,79,50.36513294400001,False,,,,0.0,1,0,0.0,0.0,0.0
1076,9900015,4.73345,3.04466,-2.6985,49.8208,79,1.8906202647501773,False,,,,0.0,1,0,0.0,0.0,0.0
1077,-9900015,20.214,-4.4683,-0.6816,881.529,79,33.452626039023045,False,,,,0.0,1,0,0.0,0.0,0.0
1078,9900015,51.4652,-4.75244,1.75377,2981.76,79,113.15305817292155,False,,,,0.0,1,0,0.0,0.0,0.0
1079,9900015,5.68542,4.12485,-0.748998,175.892,79,6.674822154751392,False,,,,0.0,1,0,0.0,0.0,0.0
1080,9900015,7.99526,-4.34756,1.85914,309.026,79,11.727046091887088,False,,,,0.0,1,0,0.0,0.0,0.0
1081,9900015,73.51,-3.14815,-2.24918,857.711,79,32.54877075235924,False,,,,0.0,1,0,0.0,0.0,0.0
1082,9900015,14.4592,-2.87565,1.43763,128.638,79,4.8816078749625325,False,,,,0.0,1,0,0.0,0.0,0.0
1083,-9900015,30.0101,-3.4973,-0.391032,496.012,79,18.82286793386025,False,,,,0.0,1,0,0.0,0.0,0.0
1084,-9900015,21.3452,-0.915534,-0.568015,30.9337,79,1.1738848048145067,False,,,,0.0,1,0,0.0,0.0,0.0
1085,9900015,8.10018,6.1875,1.61338,1970.9,79,74.79252600913925,False,,,,0.0,1,0,0.0,0.0,0.0
1086,-9900015,4.51445,4.27194,-2.05965,161.786,79,6.139521849365571,False,,,,0.0,1,0,0.0,0.0,0.0
1087,9900015,6.40958,1.55487,-3.0197,15.8498,79,0.6014747469377721,False,,,,0.0,1,0,0.0,0.0,0.0
1088,9900015,27.6906,-1.9072,0.723935,95.2929,79,3.6162142684744554,False,,,,0.0,1,0,0.0,0.0,0.0
1089,9900015,2.57448,-5.95688,2.98407,497.398,79,18.875464433453672,False,,,,0.0,1,0,0.0,0.0,0.0
1090,9900015,42.6455,2.60959,3.02063,291.419,79,11.05888839467114,False,,,,0.0,1,0,0.0,0.0,0.0
1091,-9900015,71.238,-2.13647,-1.48884,305.879,79,11.607622438048356,False,,,,0.0,1,0,0.0,0.0,0.0
1092,-9900015,16.6835,4.17739,-2.45446,543.971,79,20.642835844394686,False,,,,0.0,1,0,0.0,0.0,0.0
1093,-9900015,47.9948,-2.50577,1.88621,295.998,79,11.232654175073923,False,,,,0.0,1,0,0.0,0.0,0.0
1094,-9900015,4.50613,5.06023,2.95955,355.16,79,13.47775814978228,False,,,,0.0,1,0,0.0,0.0,0.0
1095,9900015,22.1617,-2.53591,1.95379,140.805,79,5.343326208694938,False,,,,0.0,1,0,0.0,0.0,0.0
1096,9900015,0.166506,-8.37259,-3.07493,360.221,79,13.669815064964306,False,,,,0.0,1,0,0.0,0.0,0.0
1097,-9900015,4.71273,4.42485,-0.373439,196.784,79,7.467640386717975,False,,,,0.0,1,0,0.0,0.0,0.0
1098,-9900015,4.92834,-5.35177,2.55282,519.907,79,19.729645248279244,False,,,,0.0,1,0,0.0,0.0,0.0
1099,9900015,13.6478,0.148327,-2.77328,13.7982,79,0.5236197840475443,False,,,,0.0,1,0,0.0,0.0,0.0
1100,-9900015,9.20393,3.18169,0.478238,111.041,79,4.213829661870633,False,,,,0.0,1,0,0.0,0.0,0.0
1101,9900015,17.7064,4.9585,1.25114,1260.59,79,47.83738919369873,False,,,,0.0,1,0,0.0,0.0,0.0
1102,9900015,1.83713,3.71076,-1.21326,37.5779,79,1.4260216465162276,False,,,,0.0,1,0,0.0,0.0,0.0
1103,-9900015,4.61699,4.7073,-0.610348,255.693,79,9.703143413087849,False,,,,0.0,1,0,0.0,0.0,0.0
1104,-9900015,20.0495,-0.925544,1.1837,29.2679,79,1.1106703394301518,False,,,,0.0,1,0,0.0,0.0,0.0
1105,-9900015,7.82296,-3.45931,1.45266,124.488,79,4.72412196348152,False,,,,0.0,1,0,0.0,0.0,0.0
1106,9900015,3.96737,6.41783,-1.80128,1215.35,79,46.12060301649367,False,,,,0.0,1,0,0.0,0.0,0.0
1107,-9900015,8.12335,3.96668,-0.656568,214.57,79,8.14259084975443,False,,,,0.0,1,0,0.0,0.0,0.0
1108,9900015,1.40852,-7.1966,-0.825907,940.107,79,35.67556814088684,False,,,,0.0,1,0,0.0,0.0,0.0
1109,-9900015,11.8992,-4.27132,2.13726,426.169,79,16.172436966253418,False,,,,0.0,1,0,0.0,0.0,0.0
1110,9900015,0.485209,-5.85938,-1.05977,85.0354,79,3.226958428229519,False,,,,0.0,1,0,0.0,0.0,0.0
1111,-9900015,15.7356,-4.00437,2.39603,431.593,79,16.378269155138483,False,,,,0.0,1,0,0.0,0.0,0.0
1112,9900015,4.20015,-3.92861,-0.452483,106.802,79,4.052966341685569,False,,,,0.0,1,0,0.0,0.0,0.0
1113,9900015,14.0215,1.58166,2.49882,35.5351,79,1.3485006296551645,False,,,,0.0,1,0,0.0,0.0,0.0
1114,9900015,18.0803,-4.19954,2.16267,602.712,79,22.871963537480507,False,,,,0.0,1,0,0.0,0.0,0.0
1115,-9900015,19.45,4.02963,-0.96467,547.105,79,20.761766168872153,False,,,,0.0,1,0,0.0,0.0,0.0
1116,9900015,11.6882,4.37646,-2.24279,465.005,79,17.646201510416457,False,,,,0.0,2,0,0.0,0.0,0.0
1116,9900015,11.6782,4.37719,-2.24174,464.948,79,17.644038450909367,False,,,,0.0,2,0,0.0,0.0,0.0
1117,-9900015,10.1568,-2.30306,0.817882,51.3155,79,1.9473417567720253,False,,,,0.0,1,0,0.0,0.0,0.0
1118,9900015,12.737,2.95331,0.974786,122.411,79,4.645303110916202,False,,,,0.0,1,0,0.0,0.0,0.0
1119,-9900015,9.1585,3.41512,-1.77454,139.454,79,5.292057903535697,False,,,,0.0,1,0,0.0,0.0,0.0
1120,9900015,14.5194,-3.57728,-1.19494,259.926,79,9.86377904279848,False,,,,0.0,1,0,0.0,0.0,0.0
1121,-9900015,12.9997,-2.58355,-1.72332,86.5758,79,3.285414162698279,False,,,,0.0,1,0,0.0,0.0,0.0
1122,-9900015,0.84299,-6.56489,-1.21209,299.15,79,11.352267570974682,False,,,,0.0,1,0,0.0,0.0,0.0
1123,9900015,42.0964,2.92408,1.84507,392.987,79,14.91323274582861,False,,,,0.0,1,0,0.0,0.0,0.0
1124,9900015,1.43985,-7.37872,-1.62175,1152.99,79,43.75414001891393,False,,,,0.0,1,0,0.0,0.0,0.0
1125,-9900015,9.48259,-6.01564,-1.1062,1942.94,79,73.73148839829366,False,,,,0.0,1,0,0.0,0.0,0.0
1126,-9900015,33.4834,0.551671,-0.309298,38.7091,79,1.4689488906288353,False,,,,0.0,1,0,0.0,0.0,0.0
1127,-9900015,30.9853,-4.4218,-0.91578,1289.88,79,48.94889819304304,False,,,,0.0,1,0,0.0,0.0,0.0
1128,9900015,8.69689,4.94388,-3.07991,610.18,79,23.155362281321516,False,,,,0.0,1,0,0.0,0.0,0.0
1129,-9900015,3.38751,6.97714,-0.458594,1815.45,79,68.89344530077216,False,,,,0.0,1,0,0.0,0.0,0.0
1130,9900015,18.55,-4.70501,-0.0569461,1024.96,79,38.895604778693674,False,,,,0.0,1,0,0.0,0.0,0.0
1131,-9900015,16.0638,4.36022,1.59225,628.793,79,23.86169608141696,False,,,,0.0,1,0,0.0,0.0,0.0
1132,-9900015,21.5028,-2.68568,-1.67005,158.436,79,6.012394667808608,False,,,,0.0,1,0,0.0,0.0,0.0
1133,-9900015,11.798,2.01212,0.175885,44.9084,79,1.7042024836515446,False,,,,0.0,1,0,0.0,0.0,0.0
1134,-9900015,9.8365,4.82229,1.051,611.127,79,23.19129942786911,False,,,,0.0,1,0,0.0,0.0,0.0
1135,-9900015,24.5137,-5.15591,1.54615,2126.07,79,80.68098116203292,False,,,,0.0,1,0,0.0,0.0,0.0
1136,-9900015,4.57713,4.23311,-1.10263,157.787,79,5.987766148157722,False,,,,0.0,1,0,0.0,0.0,0.0
1137,-9900015,8.09663,-6.79296,-1.20606,3609.27,79,136.96606644122278,False,,,,0.0,1,0,0.0,0.0,0.0
1138,9900015,2.47266,-6.58658,-0.871615,896.711,79,34.02875883615671,False,,,,0.0,1,0,0.0,0.0,0.0
1139,-9900015,1.63755,5.67298,0.406658,238.184,79,9.038704660287594,False,,,,0.0,1,0,0.0,0.0,0.0
1140,9900015,2.62228,-7.31737,-2.6287,1974.9,79,74.9443196587595,False,,,,0.0,1,0,0.0,0.0,0.0
1141,-9900015,27.2214,2.81303,-1.9948,227.575,79,8.636109953082277,False,,,,0.0,1,0,0.0,0.0,0.0
1142,-9900015,5.81608,5.71687,2.02384,883.916,79,33.543208899433935,False,,,,0.0,1,0,0.0,0.0,0.0
1143,9900015,6.1362,-3.57263,-2.74773,109.342,79,4.149355309194431,False,,,,0.0,1,0,0.0,0.0,0.0
1144,9900015,8.98953,3.27376,1.94457,118.879,79,4.511269318301519,False,,,,0.0,1,0,0.0,0.0,0.0
1145,-9900015,18.3331,-3.83523,-2.44541,424.644,79,16.114565637335698,False,,,,0.0,1,0,0.0,0.0,0.0
1146,9900015,9.32943,4.59191,2.82875,460.376,79,17.47053830939342,False,,,,0.0,1,0,0.0,0.0,0.0
1147,9900015,50.8831,-0.948255,1.66465,75.5262,79,2.8660993849872916,False,,,,0.0,1,0,0.0,0.0,0.0
1148,-9900015,23.5737,-2.76757,-0.387632,188.386,79,7.148949619340253,False,,,,0.0,1,0,0.0,0.0,0.0
1149,9900015,5.73722,-4.24324,2.44616,199.791,79,7.581751262820001,False,,,,0.0,1,0,0.0,0.0,0.0
1150,9900015,3.24482,-4.81671,1.38716,200.475,79,7.607707976905064,False,,,,0.0,1,0,0.0,0.0,0.0
1151,-9900015,4.77798,5.00327,-1.9111,355.736,79,13.499616435327594,False,,,,0.0,1,0,0.0,0.0,0.0
1152,-9900015,12.4773,2.7128,2.39861,94.4395,79,3.583829093327974,False,,,,0.0,1,0,0.0,0.0,0.0
1153,-9900015,21.2629,2.25704,-1.86719,102.694,79,3.89707426352557,False,,,,0.0,1,0,0.0,0.0,0.0
1154,9900015,24.0351,-3.17474,-1.57274,287.969,79,10.92796637187367,False,,,,0.0,1,0,0.0,0.0,0.0
1155,9900015,3.38014,6.59457,0.181379,1235.64,79,46.89057630419241,False,,,,0.0,1,0,0.0,0.0,0.0
1156,9900015,37.669,4.66493,1.96909,1999.61,79,75.8820249292886,False,,,,0.0,1,0,0.0,0.0,0.0
1157,9900015,25.1734,-2.61934,1.15706,173.69,79,6.5912597506354444,False,,,,0.0,1,0,0.0,0.0,0.0
1158,-9900015,5.19283,-5.30471,-2.00274,522.625,79,19.832789033196203,False,,,,0.0,1,0,0.0,0.0,0.0
1159,9900015,49.0227,3.55701,-2.41758,860.024,79,32.636545430252156,False,,,,0.0,1,0,0.0,0.0,0.0
1160,-9900015,1.74234,4.06791,-2.90784,50.9212,79,1.932378697760709,False,,,,0.0,1,0,0.0,0.0,0.0
1161,-9900015,4.76097,-2.59392,-1.58285,32.0339,79,1.215635648142557,False,,,,0.0,1,0,0.0,0.0,0.0
1162,9900015,3.72169,-6.46102,-0.91171,1190.41,79,45.174169611111395,False,,,,0.0,1,0,0.0,0.0,0.0
1163,-9900015,3.64781,-6.47478,1.56307,1182.94,79,44.890694970445566,False,,,,0.0,1,0,0.0,0.0,0.0
1164,9900015,36.798,-1.02304,2.43665,57.7939,79,2.193186751696987,False,,,,0.0,1,0,0.0,0.0,0.0
1165,-9900015,1.04539,3.73567,2.73601,21.9218,79,0.8318975070613165,False,,,,0.0,1,0,0.0,0.0,0.0
1166,9900015,16.0102,-5.05191,-1.74047,1251.41,79,47.48902276782025,False,,,,0.0,1,0,0.0,0.0,0.0
1167,-9900015,12.7386,0.830563,2.47747,17.3908,79,0.6599532504539746,True,30.058471661803402,32.87843773840807,2.819966076604665,1.6344372114118258e-20,1,1,0.0,1.6344372114118258e-20,0.0
1168,9900015,3.59927,4.72115,3.08422,202.11,79,7.669753631187342,False,,,,0.0,1,0,0.0,0.0,0.0
1169,9900015,8.61434,4.3808,-2.17406,344.204,79,13.061995343472402,False,,,,0.0,1,0,0.0,0.0,0.0
1170,9900015,4.09216,-6.8824,-2.48523,1994.85,79,75.7013904862405,False,,,,0.0,1,0,0.0,0.0,0.0
1171,9900015,25.8124,4.47127,1.96768,1129.03,79,42.8448960576886,False,,,,0.0,1,0,0.0,0.0,0.0
1172,-9900015,35.5589,3.85704,1.1286,841.791,79,31.944632026870636,False,,,,0.0,1,0,0.0,0.0,0.0
1173,9900015,5.35867,-5.05663,-1.5656,420.834,79,15.969982186072405,False,,,,0.0,1,0,0.0,0.0,0.0
1174,-9900015,3.69801,4.74762,-1.10949,213.225,79,8.09155023506962,False,,,,0.0,1,0,0.0,0.0,0.0
1175,9900015,29.543,2.96859,-1.5661,288.278,79,10.939692431306836,False,,,,0.0,1,0,0.0,0.0,0.0
1176,9900015,32.4402,-3.80599,-1.18198,729.775,79,27.693802662905064,False,,,,0.0,1,0,0.0,0.0,0.0
1177,9900015,6.07317,-2.91111,-0.575533,55.969,79,2.1239346938989874,False,,,,0.0,1,0,0.0,0.0,0.0
1179,9900015,8.54604,-3.92729,-3.07998,217.022,79,8.235640356971645,False,,,,0.0,1,0,0.0,0.0,0.0
1180,9900015,62.5288,3.03461,-1.57366,651.58,79,24.726426554891145,False,,,,0.0,1,0,0.0,0.0,0.0
1181,9900015,5.91683,5.84436,1.50904,1021.49,79,38.7639237876481,False,,,,0.0,1,0,0.0,0.0,0.0
1182,9900015,8.97452,5.82772,0.718733,1523.81,79,57.8261703069595,False,,,,0.0,1,0,0.0,0.0,0.0
1183,9900015,32.0577,3.34688,2.62407,456.01,79,17.30485554083291,False,,,,0.0,1,0,0.0,0.0,0.0
1184,-9900015,4.37926,6.72968,1.95503,1832.46,79,69.53894779578228,False,,,,0.0,2,0,0.0,0.0,0.0
1184,-9900015,4.36601,6.73268,1.95456,1832.41,79,69.53705037516202,False,,,,0.0,2,0,0.0,0.0,0.0
1185,9900015,1.26125,4.46185,0.364846,54.6493,79,2.073854174048025,False,,,,0.0,1,0,0.0,0.0,0.0
1186,9900015,1.5426,4.65452,0.713605,81.039,79,3.075301392893924,False,,,,0.0,1,0,0.0,0.0,0.0
1187,-9900015,7.12269,-2.26026,-2.07319,34.5092,79,1.3095693533688102,False,,,,0.0,1,0,0.0,0.0,0.0
1188,-9900015,54.5691,3.1775,-0.84523,655.602,79,24.879055069584304,False,,,,0.0,1,0,0.0,0.0,0.0
1189,-9900015,2.18751,-3.40246,-1.36548,32.8905,79,1.2481422582087343,False,,,,0.0,1,0,0.0,0.0,0.0
1190,9900015,2.02646,-5.91946,1.911,377.138,79,14.31178835762076,False,,,,0.0,1,0,0.0,0.0,0.0
1191,9900015,5.19362,1.97767,0.777104,19.1236,79,0.7257102594694684,False,,,,0.0,1,0,0.0,0.0,0.0
1192,-9900015,5.3138,-4.23533,1.94038,183.59,79,6.96694903344557,False,,,,0.0,1,0,0.0,0.0,0.0
1193,9900015,9.16195,-3.66546,1.41335,179.115,79,6.797129887932914,False,,,,0.0,1,0,0.0,0.0,0.0
1194,9900015,22.7512,4.48094,0.564236,1004.79,79,38.13018530048355,False,,,,0.0,1,0,0.0,0.0,0.0
1195,-9900015,12.3784,4.74605,2.23409,712.607,79,27.04230431873494,False,,,,0.0,1,0,0.0,0.0,0.0
1196,-9900015,7.34454,1.51273,-2.60417,17.4779,79,0.6632585571744558,False,,,,0.0,1,0,0.0,0.0,0.0
1197,9900015,9.1817,5.71555,1.44148,1393.57,79,52.88376907532405,False,,,,0.0,2,0,0.0,0.0,0.0
1197,9900015,9.15357,5.71847,1.44052,1393.36,79,52.87579990871899,False,,,,0.0,2,0,0.0,0.0,0.0
1198,-9900015,14.1342,-4.76195,-0.741703,826.73,79,31.37309098763798,False,,,,0.0,1,0,0.0,0.0,0.0
1199,-9900015,2.43277,5.26912,2.23616,236.283,79,8.96656472830557,False,,,,0.0,2,0,0.0,0.0,0.0
1199,-9900015,2.4255,5.27169,2.22908,236.184,79,8.96280783547747,False,,,,0.0,2,0,0.0,0.0,0.0
1200,9900015,58.1075,-2.49537,2.70074,354.707,79,13.460567518962781,False,,,,0.0,1,0,0.0,0.0,0.0
1201,9900015,32.3585,3.6025,0.207278,594.054,79,22.54340618287747,False,,,,0.0,1,0,0.0,0.0,0.0
1202,9900015,32.2759,2.25331,-0.806199,155.316,79,5.893995621104809,False,,,,0.0,1,0,0.0,0.0,0.0
1203,9900015,24.0277,-1.32807,-0.576522,48.5208,79,1.8412873286235953,False,,,,0.0,1,0,0.0,0.0,0.0
1204,-9900015,8.62622,5.31192,2.26327,874.458,79,33.18429281490683,False,,,,0.0,1,0,0.0,0.0,0.0
1205,9900015,47.4901,3.84032,-0.170271,1105.61,79,41.95614423916202,False,,,,0.0,1,0,0.0,0.0,0.0
1206,-9900015,4.25261,4.09953,-1.81548,128.277,79,4.8679084980843035,False,,,,0.0,1,0,0.0,0.0,0.0
1207,-9900015,57.4405,2.4641,0.905056,339.99,79,12.902080733597467,False,,,,0.0,1,0,0.0,0.0,0.0
1209,9900015,10.9008,5.47332,-1.556,1298.58,79,49.279049380967095,False,,,,0.0,1,0,0.0,0.0,0.0
1210,-9900015,2.73086,-5.7887,2.79136,445.936,79,16.922563234264306,False,,,,0.0,1,0,0.0,0.0,0.0
1211,9900015,7.92971,3.54327,-1.26091,137.219,79,5.207243201810379,False,,,,0.0,1,0,0.0,0.0,0.0
1212,-9900015,22.8807,-1.19344,-2.66277,41.2033,79,1.563599820849544,False,,,,0.0,1,0,0.0,0.0,0.0
1213,-9900015,15.1383,4.88652,2.45063,1002.91,79,38.05884228516202,False,,,,0.0,1,0,0.0,0.0,0.0
1214,-9900015,3.04197,3.6149,1.43303,56.5419,79,2.145675339365848,False,,,,0.0,1,0,0.0,0.0,0.0
1215,9900015,5.4189,-4.03608,-1.65713,153.413,79,5.821779792297976,False,,,,0.0,1,0,0.0,0.0,0.0
1216,-9900015,6.89581,5.0398,2.00511,532.511,79,20.207947038232657,False,,,,0.0,1,0,0.0,0.0,0.0
1217,9900015,13.1653,-3.46185,3.07372,210.034,79,7.970456851085063,False,,,,0.0,1,0,0.0,0.0,0.0
1218,9900015,5.61184,5.38266,-1.34359,610.585,79,23.170731388345573,False,,,,0.0,1,0,0.0,0.0,0.0
1219,-9900015,10.9201,4.79456,0.305008,659.901,79,25.042195294513665,False,,,,0.0,1,0,0.0,0.0,0.0
1220,9900015,7.24086,3.89865,-1.40359,178.69,79,6.78100181266076,False,,,,0.0,1,0,0.0,0.0,0.0
1221,9900015,4.53885,5.82812,0.919981,770.976,79,29.25731520240608,False,,,,0.0,1,0,0.0,0.0,0.0
